,logFC,AveExpr,t,P.Value,adj.P.Val,B,abs.log2FC
Fabp1,2.0714505,,,1.7631095452958198e-06,0.014605599473230571,,2.0714505
Hdac1,1.4204527,,,0.00046264823730458063,0.9988612230177608,,1.4204527
Fabp2,1.2487402,,,0.0005830656754860862,0.9988612230177608,,1.2487402
Cdkn1c,1.2687651,,,0.000860655141703431,0.9988612230177608,,1.2687651
Smap1,1.3276896,,,0.0011221624956803866,0.9988612230177608,,1.3276896
Rps9,0.3106324,,,0.0013354163023268691,0.9988612230177608,,0.3106324
Rpl10,0.18137032,,,0.0014063361938901342,0.9988612230177608,,0.18137032
Ppdpf,0.7037563,,,0.00146807161844404,0.9988612230177608,,0.7037563
Hist1h2bc,0.71725434,,,0.001532295933021526,0.9988612230177608,,0.71725434
Sct,1.1878077,,,0.0015855277894076321,0.9988612230177608,,1.1878077
Aamp,0.72244996,,,0.0017705104078141263,0.9988612230177608,,0.72244996
Gnb2l1,0.35354963,,,0.0021470996420432506,0.9988612230177608,,0.35354963
Desi1,1.2145195,,,0.0028394988150658145,0.9988612230177608,,1.2145195
Sephs2,0.8792918,,,0.003556694175176498,0.9988612230177608,,0.8792918
Glul,0.93239605,,,0.003760045278792686,0.9988612230177608,,0.93239605
Jund,0.7184323,,,0.004133367677837533,0.9988612230177608,,0.7184323
Mien1,0.39759296,,,0.004906213631447471,0.9988612230177608,,0.39759296
Sox4,0.46976516,,,0.0051782287669354604,0.9988612230177608,,0.46976516
Arpc1a,0.5821803,,,0.005851824189001095,0.9988612230177608,,0.5821803
Lgals4,0.38514623,,,0.006359712349897015,0.9988612230177608,,0.38514623
Rpl23,0.18523727,,,0.006407796028319174,0.9988612230177608,,0.18523727
Ten1,0.51995504,,,0.006703229710800728,0.9988612230177608,,0.51995504
Stard10,0.6949343,,,0.007440719262248092,0.9988612230177608,,0.6949343
Dctn2,0.9152422,,,0.007440719262248092,0.9988612230177608,,0.9152422
Rps14,0.17652905,,,0.008372026138751933,0.9988612230177608,,0.17652905
Rnpep,0.9692925,,,0.009406257407360768,0.9988612230177608,,0.9692925
Eif3h,0.70361805,,,0.009543242195477213,0.9988612230177608,,0.70361805
Cdkn1a,0.6941426,,,0.009682003103349346,0.9988612230177608,,0.6941426
Ddx24,0.8701602,,,0.009964931668823677,0.9988612230177608,,0.8701602
Tnrc6b,0.9830718,,,0.010552973740140817,0.9988612230177608,,0.9830718
Psma5,0.73613167,,,0.011251244094968416,0.9988612230177608,,0.73613167
Lgals2,0.24908964,,,0.011739263773714724,0.9988612230177608,,0.24908964
Hsp90ab1,0.3388093,,,0.011990243344816052,0.9988612230177608,,0.3388093
4833439L19Rik,0.84136224,,,0.012160194739869986,0.9988612230177608,,0.84136224
Ccdc107,0.82466054,,,0.012594446667055883,0.9988612230177608,,0.82466054
Ush1c,0.603404,,,0.012861538200423892,0.9988612230177608,,0.603404
Krt8,0.39292207,,,0.014672486505894393,0.9988612230177608,,0.39292207
Slc25a3,0.4358694,,,0.015289294995422486,0.9988612230177608,,0.4358694
Rpl7a,0.22187178,,,0.016932204209154828,0.9988612230177608,,0.22187178
Ctnnbip1,0.86884123,,,0.01704704527173661,0.9988612230177608,,0.86884123
Ppp1r2,0.56031585,,,0.01704704527173661,0.9988612230177608,,0.56031585
Sh3glb2,1.6858836,,,0.017162569211083174,0.9988612230177608,,1.6858836
Gsto1,0.68266016,,,0.01739567910300113,0.9988612230177608,,0.68266016
Lamp1,0.6076159,,,0.017631560764360923,0.9988612230177608,,0.6076159
Gstz1,0.89431906,,,0.017631560764360923,0.9988612230177608,,0.89431906
Calml4,0.40046108,,,0.017750549458132148,0.9988612230177608,,0.40046108
Gtf2b,0.83180165,,,0.017870241256469167,0.9988612230177608,,0.83180165
Pabpn1,0.77739906,,,0.01847936660366568,0.9988612230177608,,0.77739906
Akr1c19,0.779041,,,0.01847936660366568,0.9988612230177608,,0.779041
Rps3a1,0.15530507,,,0.018603349061047148,0.9988612230177608,,0.15530507
Pomp,0.27121848,,,0.018728058739859808,0.9988612230177608,,0.27121848
H1fx,2.6781812,,,0.02014886835777517,0.9988612230177608,,2.6781812
Hnrnpab,0.64415437,,,0.020552328125033197,0.9988612230177608,,0.64415437
Fam32a,0.85187626,,,0.021521233431250616,0.9988612230177608,,0.85187626
Serpinf2,0.67274135,,,0.0216628453648391,0.9988612230177608,,0.67274135
Fkbp1a,0.3977529,,,0.021948504173671942,0.9988612230177608,,0.3977529
Mxd4,0.6618705,,,0.02451178083231332,0.9988612230177608,,0.6618705
Espn,0.8679201,,,0.02451178083231332,0.9988612230177608,,0.8679201
H3f3a,0.1749209,,,0.02580522444512801,0.9988612230177608,,0.1749209
Clk1,1.2558601,,,0.02698499360271666,0.9988612230177608,,1.2558601
Wipi1,0.49884754,,,0.027504691858535893,0.9988612230177608,,0.49884754
Pgam1,0.58444446,,,0.028211037230587415,0.9988612230177608,,0.58444446
Rnh1,0.6476394,,,0.028570034197786434,0.9988612230177608,,0.6476394
Eif3a,0.38338014,,,0.029670727582496836,0.9988612230177608,,0.38338014
Nudt14,1.0721905,,,0.03042461650998886,0.9988612230177608,,1.0721905
Gipc2,0.7503094,,,0.030807692260200154,0.9988612230177608,,0.7503094
Ankrd11,0.52140963,,,0.030807692260200154,0.9988612230177608,,0.52140963
Cdv3,0.7664135,,,0.031586280186031795,0.9988612230177608,,0.7664135
Rsrc2,0.56598127,,,0.031586280186031795,0.9988612230177608,,0.56598127
Isl1,0.2517793,,,0.03278577977804986,0.9988612230177608,,0.2517793
Apoc3,1.5115433,,,0.032989441868052784,0.9988612230177608,,1.5115433
Tmem261,1.344971,,,0.0331941859760198,0.9988612230177608,,1.344971
Pkp4,1.2913083,,,0.0331941859760198,0.9988612230177608,,1.2913083
Uchl5,1.822766,,,0.034024072290016756,0.9988612230177608,,1.822766
Dhrs4,0.8801184,,,0.03508631591491083,0.9988612230177608,,0.8801184
Klhdc2,0.57880634,,,0.03530212815035552,0.9988612230177608,,0.57880634
Rc3h1,1.6475049,,,0.03573715270422495,0.9988612230177608,,1.6475049
Aip,1.0513244,,,0.03684476276038201,0.9988612230177608,,1.0513244
Hadh,0.5302532,,,0.03891219707436521,0.9988612230177608,,0.5302532
Gdpd1,0.58682626,,,0.039622887905266246,0.9988612230177608,,0.58682626
Tubb5,0.5614547,,,0.039862219890596684,0.9988612230177608,,0.5614547
Map1b,0.45733333,,,0.040344565043977355,0.9988612230177608,,0.45733333
Tpt1,0.20509617,,,0.040344565043977355,0.9988612230177608,,0.20509617
Maged1,0.6338299,,,0.041324114288966235,0.9988612230177608,,0.6338299
Marcks,0.46113688,,,0.041324114288966235,0.9988612230177608,,0.46113688
Dnajc19,0.6570978,,,0.042323732421964314,0.9988612230177608,,0.6570978
Pak2,0.86524254,,,0.04283116422568423,0.9988612230177608,,0.86524254
Zranb2,0.727301,,,0.04360195001879157,0.9988612230177608,,0.727301
Sptssa,0.4995035,,,0.04360195001879157,0.9988612230177608,,0.4995035
Lsm7,1.7448763,,,0.043861468356784734,0.9988612230177608,,1.7448763
Marcksl1,0.507809,,,0.0443844191222077,0.9988612230177608,,0.507809
Pfkl,0.7080339,,,0.0446478614058786,0.9988612230177608,,0.7080339
Rpl13a,0.14454556,,,0.04491262154179543,0.9988612230177608,,0.14454556
Fbxo11,1.5912967,,,0.04491262154179543,0.9988612230177608,,1.5912967
H3f3b,0.24421027,,,0.04517870447917267,0.9988612230177608,,0.24421027
Sdf2l1,0.6476717,,,0.04571485859685795,0.9988612230177608,,0.6476717
Akr1c12,0.6229625,,,0.04571485859685795,0.9988612230177608,,0.6229625
