,logFC,P.Value,adj.P.Val
Ano9,0.29262394,0.24436693417938077,0.8996128020373015
Rbm33,0.4176847,0.1263517049397469,0.8996128020373015
Acot6,1.4622345,0.2448373089881834,0.8996128020373015
Farp2,0.67663676,0.1264419559898526,0.8996128020373015
Canx,0.114190176,0.2445271802637208,0.8996128020373015
Slc7a7,0.28862742,0.12669231674469766,0.8996128020373015
Kif2a,0.2424701,0.2446958266051735,0.8996128020373015
Azin1,0.27065954,0.12673152273054522,0.8996128020373015
Nr1h2,0.23836733,0.24514926148382543,0.8996128020373015
Pdss2,0.35033867,0.12692091882242756,0.8996128020373015
Wdr20,0.36021155,0.24537985169474064,0.8996128020373015
Idi1,0.29294384,0.12693949483042624,0.8996128020373015
Unc45a,0.383644,0.2455799931468476,0.8996128020373015
Bco2,0.57804185,0.1269035517617976,0.8996128020373015
Cndp1,0.5050648,0.2458834593432161,0.8996128020373015
Kif16b,0.76601183,0.12677521787992774,0.8996128020373015
Tmsb15l,0.5614948,0.24625775450358534,0.8996128020373015
Golt1b,0.5750452,0.12711490150273938,0.8996128020373015
Sft2d3,0.29030827,0.2466337342757893,0.8996128020373015
Myo1a,0.22190852,0.12744035254067768,0.8996128020373015
Nfatc2,2.7308216,0.2476129287235544,0.8996128020373015
Cxxc1,0.38819587,0.12750845078389725,0.8996128020373015
Nmt2,0.3597287,0.24688596067845908,0.8996128020373015
Stard4,0.24419208,0.12809731413873443,0.8996128020373015
Ubap2l,0.20048931,0.24699926887762888,0.8996128020373015
Klhl36,1.2053349,0.12792080421219837,0.8996128020373015
Asf1b,0.54978293,0.24713166735465597,0.8996128020373015
Gng5,0.088303454,0.1282210293961038,0.8996128020373015
Ninl,1.0402261,0.24744900641344247,0.8996128020373015
Foxo4,0.66035026,0.12816812059383215,0.8996128020373015
Tank,0.28391063,0.24701318564148658,0.8996128020373015
Akr1a1,0.09731358,0.12862817152165226,0.8996128020373015
Zfc3h1,0.34702128,0.2474099321679048,0.8996128020373015
A230050P20Rik,0.89464957,0.12820895232024532,0.8996128020373015
Bola2,0.15743922,0.2475673712420012,0.8996128020373015
Clu,2.2856164,0.1286896432258544,0.8996128020373015
Ift43,0.23653853,0.24766901199553423,0.8996128020373015
Gaa,0.51734763,0.12871529219861388,0.8996128020373015
Hmgn3,1.8170564,0.24828819786768855,0.8996128020373015
Dusp7,2.1289067,0.12874488846084295,0.8996128020373015
Gm16287,2.637088,0.24866157964812244,0.8996128020373015
Nol6,0.6754493,0.12909970765672169,0.8996128020373015
Zfyve27,0.41165426,0.24808807298612548,0.8996128020373015
Ccdc149,1.5916029,0.12904458455995985,0.8996128020373015
Tmed1,0.3244309,0.2483146681329152,0.8996128020373015
Asl,0.3430458,0.12987326937912322,0.8996128020373015
Usf1,0.33107352,0.2483243756090423,0.8996128020373015
Nudt1,0.28815365,0.1299574714854729,0.8996128020373015
Slc35e1,0.33288008,0.2484880628090174,0.8996128020373015
4930515G01Rik,1.1831384,0.12969961919086484,0.8996128020373015
D930048G16Rik,2.6293027,0.24964911218774585,0.8996128020373015
Actb,0.14178362,0.12982736921283017,0.8996128020373015
Ereg,1.7966107,0.24949791912970454,0.8996128020373015
Matr3,0.27213928,0.12995877645523451,0.8996128020373015
Galnt3,0.35657573,0.24908587763541187,0.8996128020373015
Heatr1,0.8751731,0.1299441899484702,0.8996128020373015
Fndc3b,0.5936045,0.24927467375931178,0.8996128020373015
Dusp6,1.054331,0.12999606115154835,0.8996128020373015
Cbx5,0.25490957,0.24915774577630265,0.8996128020373015
Sh2d4a,0.27722767,0.13046746596869538,0.8996128020373015
Cox10,0.25453165,0.24937904518451506,0.8996128020373015
Itga2,0.8481303,0.1302243800277135,0.8996128020373015
Ap1b1,0.26040778,0.2494686707330743,0.8996128020373015
Slc26a6,0.34313193,0.1305346618004405,0.8996128020373015
Greb1,0.6462315,0.24998496155066793,0.8996128020373015
Lemd3,0.69667673,0.13056796371313945,0.8996128020373015
Ccdc3,2.614676,0.25086006431499497,0.8996128020373015
Chmp4c,0.25443524,0.13070606070366278,0.8996128020373015
H2-K1,0.12265157,0.25045681991859675,0.8996128020373015
Zfp654,0.67069924,0.13053659743863838,0.8996128020373015
Dancr-1,1.4634204,0.2511152316816378,0.8996128020373015
Myef2,0.75700045,0.13062651037703496,0.8996128020373015
Podxl2,1.9505202,0.2513010439469952,0.8996128020373015
Faim,0.353105,0.13072862213552364,0.8996128020373015
Rasl11a,1.2645831,0.2512769742444025,0.8996128020373015
Mtcp1,1.490778,0.13054246397830804,0.8996128020373015
Hars,0.2537842,0.2509854786256334,0.8996128020373015
Cep120,1.2513318,0.13058065689011716,0.8996128020373015
Acta1,3.5514736,0.25210875649188597,0.8996128020373015
Polr3gl,0.51630515,0.13082841886891844,0.8996128020373015
D2hgdh,0.48499295,0.2514487105102085,0.8996128020373015
Tmem258,0.14082052,0.13101214261883973,0.8996128020373015
Snx2,0.22549275,0.25151129981389103,0.8996128020373015
Hiatl1,0.372881,0.1310948759636668,0.8996128020373015
Mir17hg,0.7550059,0.2516972466955728,0.8996128020373015
Igfbp7,1.6488914,0.13090586347668284,0.8996128020373015
Tbc1d10a,0.5114655,0.25201788474714915,0.8996128020373015
Csnk2a1,0.23072489,0.1312554378125266,0.8996128020373015
Ufsp1,0.40923202,0.25199131582566087,0.8996128020373015
Hoxb5os,1.7674909,0.13102315730257788,0.8996128020373015
Fryl,0.24900912,0.25210510484629306,0.8996128020373015
Dsp,0.20876607,0.13157681321413253,0.8996128020373015
Vac14,0.42202824,0.2525193478153016,0.8996128020373015
Vdac3-ps1,0.78300184,0.13161503089359383,0.8996128020373015
G3bp2,0.15399213,0.25256169770587994,0.8996128020373015
Optn,0.580277,0.13161422051288657,0.8996128020373015
Fam126a,0.53944755,0.2527700699444932,0.8996128020373015
Dus1l,0.2839959,0.1324112564016631,0.8996128020373015
Met,0.35674238,0.25285351923978633,0.8996128020373015
Itga5,2.2011137,0.1322402092383048,0.8996128020373015
Ddx52,0.30782145,0.2529588657564935,0.8996128020373015
Nudt16l1,0.33508384,0.1323703716126994,0.8996128020373015
Gm14326,1.8430816,0.25360376434718895,0.8996128020373015
Egfr,0.6034377,0.13243416576677558,0.8996128020373015
Mad2l2,0.5267142,0.25335322797813636,0.8996128020373015
Patl1,0.68293947,0.13261657597622833,0.8996128020373015
Esco2,0.6516017,0.25370545577363257,0.8996128020373015
Wdr24,0.5670849,0.13279892055645892,0.8996128020373015
Cdkl5,0.89144295,0.2538891603855887,0.8996128020373015
Tmem160,0.22912686,0.1331700922946629,0.8996128020373015
Zfp473,2.5800748,0.2545679078976808,0.8996128020373015
Rxra,0.4057427,0.13327531581800095,0.8996128020373015
1700109H08Rik,2.6883144,0.2552653422322999,0.8996128020373015
Pfkfb2,0.7960631,0.13323843565547308,0.8996128020373015
Chek1,0.94234204,0.2562041879469041,0.8996128020373015
Znfx1,0.6148597,0.13335871922176948,0.8996128020373015
Zfp276,0.67261183,0.25603137051954966,0.8996128020373015
Eps8l1,1.6759315,0.13373315622833723,0.8996128020373015
Wdr33,0.28837547,0.2558989021279356,0.8996128020373015
Gm6133,0.3494055,0.134147120203433,0.8996128020373015
Mdk,2.1758564,0.2566498607760471,0.8996128020373015
Dmd,0.4990512,0.1340809020238654,0.8996128020373015
Nras,0.24255225,0.256205491642536,0.8996128020373015
Ptrh1,0.5293024,0.1341421336789523,0.8996128020373015
Rgs12,0.90234953,0.2564182751849156,0.8996128020373015
Ppp6r1,0.56266975,0.13432766997739976,0.8996128020373015
Zfp236,0.67797536,0.2564251076039511,0.8996128020373015
Nat2,0.58414596,0.1345332162681012,0.8996128020373015
Ulk1,0.47711182,0.256473873199156,0.8996128020373015
Galk2,0.33506256,0.1351079339640301,0.8996128020373015
Mmp14,0.3808874,0.25652231719166835,0.8996128020373015
Myh14,0.2515815,0.1352483059772982,0.8996128020373015
Tpp2,0.24429488,0.25647507976273576,0.8996128020373015
Slc37a4,0.36055663,0.1353231270952823,0.8996128020373015
4930461G14Rik,1.7825533,0.25704819657878303,0.8996128020373015
Gm13212,1.2296381,0.135215653634562,0.8996128020373015
Ctu1,0.5063388,0.2567165031562487,0.8996128020373015
Pym1,0.3936781,0.13545301000113397,0.8996128020373015
2310022A10Rik,0.60642153,0.2569882690937725,0.8996128020373015
Pdlim1,0.15974997,0.13570898804793094,0.8996128020373015
Spast,0.31953534,0.257049727863024,0.8996128020373015
Bcl2l2,0.47887614,0.13565736700305667,0.8996128020373015
Zfp667,0.758358,0.2573426013054433,0.8996128020373015
Hps4,0.49815944,0.13572667123658688,0.8996128020373015
Tarbp2,0.23134527,0.25731334208894696,0.8996128020373015
Cdk2,0.65359366,0.13566165204156722,0.8996128020373015
B4galt7,0.49182153,0.25750292232785166,0.8996128020373015
Ppfia1,0.41108733,0.13581147688812617,0.8996128020373015
A730011C13Rik,2.5459185,0.258123753089234,0.8996128020373015
Cstf1,0.4513541,0.13625288244657868,0.8996128020373015
Mtrf1l,0.3715607,0.2575486984363783,0.8996128020373015
Nmrk1,0.677638,0.13684019521134108,0.8996128020373015
Uhrf1bp1l,0.46083996,0.25784579504973004,0.8996128020373015
Bloc1s6,0.41703844,0.1372694663695554,0.8996128020373015
Med22,0.41356164,0.25781361598206287,0.8996128020373015
Ogfod1,0.65018064,0.13711173472295082,0.8996128020373015
Hist1h2ad,2.6134357,0.2586210601845097,0.8996128020373015
Tpk1,0.46173412,0.13739977064017728,0.8996128020373015
Tnfsfm13,1.4212003,0.25847862836762664,0.8996128020373015
Rplp2,0.053188637,0.13765973705644594,0.8996128020373015
Pcbp4,1.0957431,0.2583062413305212,0.8996128020373015
Rnf167,0.3465961,0.13797919291663654,0.8996128020373015
Hfe,0.63386005,0.25844389269808465,0.8996128020373015
1810009A15Rik,1.429523,0.13807852866102027,0.8996128020373015
Crim1,0.41180518,0.25850682923156315,0.8996128020373015
1700037C18Rik,0.8780174,0.13818403914806662,0.8996128020373015
Fv1,1.8513786,0.2589649730700177,0.8996128020373015
Kxd1,0.22680858,0.13864365795650038,0.8996128020373015
Mapt,0.54959947,0.25896248222101603,0.8996128020373015
Znhit6,0.38163906,0.13874233856212886,0.8996128020373015
Sec14l1,0.31740853,0.25888051363857106,0.8996128020373015
Thnsl2,0.5174554,0.13877431730318204,0.8996128020373015
2010007H06Rik,0.59172183,0.25900024917475295,0.8996128020373015
Abcc6,1.7291003,0.13849201810514386,0.8996128020373015
Gcg,1.544691,0.2596314505004358,0.8996128020373015
Aifm2,0.7008682,0.1387730205841956,0.8996128020373015
Rnd3,0.47830135,0.25951884764841066,0.8996128020373015
Ccdc186,0.4090495,0.1391104971354355,0.8996128020373015
Pias2,0.3675178,0.25945483366531885,0.8996128020373015
Nrap,1.3251485,0.13901605313204182,0.8996128020373015
Bud31,0.14455777,0.2595283490628251,0.8996128020373015
Lyrm7,0.82799375,0.13928986895303952,0.8996128020373015
Gsap,1.8480912,0.26001733973678487,0.8996128020373015
Ier3ip1,0.1652687,0.13961071727024327,0.8996128020373015
Adnp,2.5337083,0.2601948502553227,0.8996128020373015
Brpf1,0.5110859,0.13957797129107813,0.8996128020373015
Rps6kb1,0.2112246,0.25953487440169354,0.8996128020373015
Rasa4,0.8503815,0.13939921615455458,0.8996128020373015
Cebpg,0.15814719,0.2596695069603651,0.8996128020373015
Akr1b7,1.134673,0.13987962012726723,0.8996128020373015
Tpx2,0.54172343,0.26007197474913524,0.8996128020373015
Camk1d,0.2694048,0.1402676997921624,0.8996128020373015
Lonp2,0.25365844,0.26035813825450116,0.8996128020373015
Inpp5a,0.48197332,0.14032003156713105,0.8996128020373015
Papln,1.1512276,0.26112698384800526,0.8996128020373015
Ap4e1,1.3058825,0.14035542139102275,0.8996128020373015
Bzw2,0.17228109,0.2609027284111742,0.8996128020373015
Glb1l,1.7938184,0.14025378985851022,0.8996128020373015
Trim12c,0.4139269,0.26099334936595014,0.8996128020373015
Cbx4,1.032667,0.14085096814821269,0.8996128020373015
Gm26724,0.71877915,0.2611778032916623,0.8996128020373015
Apol7a,1.2790664,0.14089838167093183,0.8996128020373015
Tmem151a,2.4733293,0.26170545850241406,0.8996128020373015
Zfp322a,0.39075968,0.14129371769151103,0.8996128020373015
Gpd1l,0.24655652,0.26167734345570604,0.8996128020373015
Sdc1,0.27050582,0.14139672324477043,0.8996128020373015
Gm42893,1.8540778,0.2619904661750875,0.8996128020373015
Spen,0.39178562,0.1413004153543969,0.8996128020373015
Timm8a1,0.39517483,0.2618481636188684,0.8996128020373015
Rap1b,0.24472566,0.14160919584087964,0.8996128020373015
Atp6v1g1,0.1188954,0.2619944509533798,0.8996128020373015
Socs3,0.9113224,0.14129025886776603,0.8996128020373015
Lbx2,2.757007,0.26284465694167414,0.8996128020373015
Npc1,0.7226157,0.14147477304032807,0.8996128020373015
Fbxo32,0.8215951,0.2626696666904236,0.8996128020373015
Krt7,0.25441286,0.14181368518398807,0.8996128020373015
Arhgef39,0.3775601,0.2625949806120555,0.8996128020373015
Hs1bp3,0.7783552,0.14183461523757881,0.8996128020373015
Gls2,1.1753613,0.26321629315181044,0.8996128020373015
2310016G11Rik,0.9548898,0.14177449123041672,0.8996128020373015
2410002F23Rik,0.3556134,0.26322543142349825,0.8996128020373015
Rrp7a,0.2718636,0.1422538435913709,0.8996128020373015
Dpy30,0.11588225,0.26314942946504805,0.8996128020373015
Zfp456,0.93153495,0.14201353020812332,0.8996128020373015
Ptprn2,2.456862,0.2641185216443744,0.8996128020373015
Sssca1,0.28506464,0.14260636706795307,0.8996128020373015
Cap2,1.7110704,0.26416125545199864,0.8996128020373015
Gm4944,0.54645896,0.1423882085500889,0.8996128020373015
Cnot1,0.1924688,0.26393958250240307,0.8996128020373015
Orc4,0.42632845,0.14271486124086769,0.8996128020373015
Fam73a,0.4089149,0.2639983578352417,0.8996128020373015
Ces1g,0.7628292,0.1427570123787064,0.8996128020373015
Cct3,0.13732389,0.2640132964510759,0.8996128020373015
Nedd4l,0.45158172,0.14297682432507688,0.8996128020373015
Zfp950,0.23825622,0.26465624413189537,0.8996128020373015
Thrap3,0.25317442,0.14319941916210557,0.8996128020373015
Ffar2,1.2902741,0.2649322839519453,0.8996128020373015
Ate1,0.4687742,0.1433351402325032,0.8996128020373015
Foxa3,0.4149873,0.2655415504097948,0.8996128020373015
Spa17,0.8879777,0.14367139542677052,0.8996128020373015
Hk2,0.5102756,0.2657191006862085,0.8996128020373015
Gucd1,0.2644704,0.1438630158104388,0.8996128020373015
Cyp4a10,1.0206538,0.26588898658407095,0.8996128020373015
Med13,0.35383788,0.14388454731114425,0.8996128020373015
Fsd1l,0.2761121,0.2663636635482829,0.8996128020373015
Smdt1,0.12523475,0.1440898403487705,0.8996128020373015
Socs5,0.9437726,0.26670265824346273,0.8996128020373015
Ddx42,0.34137756,0.14438474925946376,0.8996128020373015
Clca3b,0.22936493,0.26670757835236536,0.8996128020373015
Snx4,0.32649863,0.1445024380290813,0.8996128020373015
9430065F17Rik,1.0787883,0.26688511237085066,0.8996128020373015
Car2,1.0438311,0.1441790239988095,0.8996128020373015
AA474408,1.065424,0.2671322447317936,0.8996128020373015
Nit1,0.33324918,0.1447188484923886,0.8996128020373015
Sfmbt1,0.7144594,0.26730338972281453,0.8996128020373015
Aldoa,0.15768373,0.14473035566022732,0.8996128020373015
Fam161b,1.4166884,0.2678142876405372,0.8996128020373015
Ovol1,0.41542152,0.14470339959093673,0.8996128020373015
Slc44a2,0.8127532,0.2678220494116015,0.8996128020373015
Fas,0.8208775,0.14474071989207138,0.8996128020373015
Ammecr1,0.3315326,0.2676440347987731,0.8996128020373015
Trim28,0.24159592,0.145074321951515,0.8996128020373015
Fastkd5,0.47215492,0.2677581944474709,0.8996128020373015
Smg1,0.36356613,0.1450129357991991,0.8996128020373015
Prkacb,0.96545947,0.2682111198732616,0.8996128020373015
Rac3,0.9451486,0.1450427455854787,0.8996128020373015
Dnajc22,0.2250774,0.2683653936791138,0.8996128020373015
Rab22a,0.30146694,0.14531391328377136,0.8996128020373015
Traf5,1.3984048,0.26882122470166264,0.8996128020373015
Acot9,0.45304516,0.14550097567014583,0.8996128020373015
Tars2,0.25279897,0.2684813747659564,0.8996128020373015
BC051226,0.6114719,0.14556179370619368,0.8996128020373015
Gm10104,1.0564573,0.26871256021679285,0.8996128020373015
Rpl37,0.06364226,0.14598755446234032,0.8996128020373015
Rpl13a-ps1,0.2706927,0.2687782047627905,0.8996128020373015
Mtrf1,0.6866508,0.14581444780617167,0.8996128020373015
Pak2,0.17950082,0.26882188743443436,0.8996128020373015
Abhd2,0.3882879,0.14589485496089521,0.8996128020373015
Pfdn2,0.13438514,0.26883050008789866,0.8996128020373015
Ubtd2,23.12362,0.14616175409363844,0.8996128020373015
Dpysl3,1.2131737,0.26948545940169616,0.8996128020373015
Daxx,0.42666486,0.14629989175032357,0.8996128020373015
Adcy9,0.4501185,0.2693786304646369,0.8996128020373015
Usp4,0.33649233,0.14653670777917144,0.8996128020373015
Tpst1,2.3990252,0.2702928636921467,0.8996128020373015
Ceacam18,0.82364917,0.14633266344345833,0.8996128020373015
Fbxo45,0.47944784,0.26987037226269933,0.8996128020373015
Socs4,0.34862328,0.14642551504205867,0.8996128020373015
Ddx28,0.34537208,0.27005973170141634,0.8996128020373015
Uty,0.542589,0.14678929586415654,0.8996128020373015
Pou2f3,0.61315423,0.2707932873281414,0.8996128020373015
Gas6,0.268252,0.14729574984257252,0.8996128020373015
Gm17322,1.5785806,0.27123332910543785,0.8996128020373015
Zbtb42,0.8824814,0.14702743997813886,0.8996128020373015
Gm26882,2.435655,0.271564354672503,0.8996128020373015
Myrf,0.53409714,0.14722145519807034,0.8996128020373015
Zfp706,0.09596971,0.2709622915709007,0.8996128020373015
Pank2,0.34494996,0.14748405328177827,0.8996128020373015
Slc27a2,0.30125758,0.2715236561114854,0.8996128020373015
B3gntl1,1.7477603,0.1472560513452028,0.8996128020373015
Zfp266,0.3804019,0.27151702309663805,0.8996128020373015
Phldb1,0.47572798,0.14750406162873594,0.8996128020373015
Zc3h7a,0.25349787,0.271633958105959,0.8996128020373015
Fam45a,0.60460144,0.1475570332465278,0.8996128020373015
Klhl20,0.5394857,0.2719082935820343,0.8996128020373015
Pkn2,0.23173209,0.14777133772381765,0.8996128020373015
Eif3a,0.106699154,0.271742096238766,0.8996128020373015
Cldn15,0.17588784,0.14792635643128815,0.8996128020373015
Rmnd5b,0.39464676,0.27185654337954357,0.8996128020373015
Lad1,0.20068657,0.1481334471629555,0.8996128020373015
Fbln1,0.3599738,0.272022779750669,0.8996128020373015
Klc2,0.92523825,0.1479065956993476,0.8996128020373015
Fam192a,0.21036859,0.2720601956637635,0.8996128020373015
1810011O10Rik,0.40362492,0.14812010164179124,0.8996128020373015
Plpp3,0.5720377,0.2726283655731638,0.8996128020373015
Tpd52l1,0.8766255,0.14817377168261678,0.8996128020373015
Rbfox2,0.33456326,0.27259431385524485,0.8996128020373015
Nbeal1,0.30809927,0.1484633279907355,0.8996128020373015
Nt5c,0.102212526,0.27273784706333754,0.8996128020373015
Ralgapb,0.45552173,0.14856884983593166,0.8996128020373015
Dpf3,0.5901582,0.2731577630937294,0.8996128020373015
Mid1ip1,0.28270927,0.1487033575222961,0.8996128020373015
Polr3a,0.5205494,0.273132327740893,0.8996128020373015
Arl4a,0.27483228,0.1487251076359654,0.8996128020373015
Atp8b1,0.14834283,0.273111301299949,0.8996128020373015
Gm3550,1.3975377,0.14882322890648833,0.8996128020373015
Psmd7,0.13468988,0.27319541325572455,0.8996128020373015
Pafah1b1,0.22028252,0.15017027397513805,0.8996128020373015
Mfsd6l,0.5155231,0.27347605454589785,0.8996128020373015
Abhd14b,0.22449513,0.15022119258204364,0.8996128020373015
Pbx3,0.6448348,0.27367188130826114,0.8996128020373015
Arl6ip5,0.26074454,0.15037438981480195,0.8996128020373015
Gm42903,2.3628452,0.2741995910057588,0.8996128020373015
Gnptab,0.48536125,0.1505140663743216,0.8996128020373015
Hspa14,0.2573781,0.27373705646201013,0.8996128020373015
Stx12,0.27532855,0.15081289654086902,0.8996128020373015
Lipt1,0.548681,0.2739818966010079,0.8996128020373015
Tfpt,0.44333637,0.1506828835986928,0.8996128020373015
Glul,0.24186854,0.27377883999234465,0.8996128020373015
C330018D20Rik,0.4773119,0.1509242848456143,0.8996128020373015
Pfdn6,0.12693533,0.2739545378302049,0.8996128020373015
Smim4,0.33301735,0.15101147824802505,0.8996128020373015
Kif27,2.375331,0.2747460822173745,0.8996128020373015
Nfya,0.5623976,0.1509525783675631,0.8996128020373015
Luc7l2,0.1546158,0.27427677515314364,0.8996128020373015
Avl9,0.3986668,0.1511260793296182,0.8996128020373015
Slc17a8,2.3407066,0.2750667222289221,0.8996128020373015
Akap8,0.35855767,0.1511146755449946,0.8996128020373015
Eci1,0.115511954,0.2744524053004178,0.8996128020373015
Lars2,0.41814694,0.15166089084950032,0.8996128020373015
Tor2a,0.1841393,0.27465911539711924,0.8996128020373015
Bcl11b,0.28650624,0.15168882953362312,0.8996128020373015
Asf1a,0.2559512,0.27489245524749906,0.8996128020373015
Prpsap1,0.18979536,0.1522416018669278,0.8996128020373015
Pawr,0.4509143,0.2751094831545731,0.8996128020373015
Slc25a22,0.6155676,0.15198782301845262,0.8996128020373015
Sfr1,0.16111259,0.27499937260437723,0.8996128020373015
Pparg,0.7961099,0.1523084737685977,0.8996128020373015
Mfsd11,0.35886663,0.2752190194661815,0.8996128020373015
Car9,0.24509946,0.15268584162483126,0.8996128020373015
Hinfp,0.81717396,0.2761499853035171,0.8996128020373015
Zc3h3,0.5966236,0.1527767872691003,0.8996128020373015
Ddx18,0.19951276,0.27604681212085985,0.8996128020373015
Ap1m1,0.5316643,0.15292013726447093,0.8996128020373015
Ctcf,0.20850909,0.2765231157601619,0.8996128020373015
Zfp687,0.49671403,0.15295960873736758,0.8996128020373015
Spty2d1,0.362031,0.27672004224757063,0.8996128020373015
Skiv2l,0.39520228,0.15293542626934373,0.8996128020373015
Gm14308,2.412278,0.2778587408805163,0.8996128020373015
Epsti1,0.2949999,0.1532609683893156,0.8996128020373015
Bcdin3d,0.4170686,0.2773088540529905,0.8996128020373015
Il1rn,1.9702294,0.15296840622205843,0.8996128020373015
R3hdm4,0.17688532,0.2774433380035159,0.8996128020373015
Prrc2a,0.2816562,0.1533116232419365,0.8996128020373015
Ubox5,0.7310494,0.27761808983941183,0.8996128020373015
M6pr,0.21774375,0.15333680617233272,0.8996128020373015
Sept5,0.35551515,0.27791909535050985,0.8996128020373015
Tgfbrap1,0.6553929,0.15334845310604117,0.8996128020373015
Fam117a,0.72246635,0.2780873727413752,0.8996128020373015
Insc,0.4413974,0.15356570894290814,0.8996128020373015
Tox3,0.3113263,0.2780444761726331,0.8996128020373015
Epb41,0.4260489,0.15415895083884207,0.8996128020373015
Mon2,0.32117337,0.27823003536516316,0.8996128020373015
Sult1b1,0.24604864,0.15441616259895916,0.8996128020373015
9230110C19Rik,2.4010367,0.2788389829509695,0.8996128020373015
Sap18,0.16275248,0.15461874579870707,0.8996128020373015
Vars2,0.41160956,0.27872271665475984,0.8996128020373015
Ppp1r3e,1.1565061,0.15434980669670742,0.8996128020373015
Gmpr,1.7366662,0.2792469973193527,0.8996128020373015
Gm42562,0.8120698,0.15460283672505912,0.8996128020373015
Dhx58,0.8421318,0.27923493618000755,0.8996128020373015
Ugt2b36,0.528687,0.154674571376354,0.8996128020373015
Slc39a8,0.5182134,0.2793495255409096,0.8996128020373015
Kmt2c,0.3492557,0.1548909601187727,0.8996128020373015
Morc2a,0.43219563,0.27932572825022783,0.8996128020373015
Ptk2b,0.554546,0.15487159817714227,0.8996128020373015
Renbp,1.608873,0.279710120088099,0.8996128020373015
Ldlrap1,0.7600151,0.15484771256196392,0.8996128020373015
Baz1b,0.23454617,0.27924976767048887,0.8996128020373015
Dbndd2,0.5971326,0.15516889781870913,0.8996128020373015
Nat14,0.92016685,0.27952757091232877,0.8996128020373015
Pam16,0.20839164,0.1553759511812822,0.8996128020373015
Chdh,0.24156596,0.27968246651300166,0.8996128020373015
Ccndbp1,0.38074136,0.15549455020469408,0.8996128020373015
Sgk1,0.6246368,0.2800492072700343,0.8996128020373015
Fam63b,0.5282015,0.15573659415242458,0.8996128020373015
Gm26526,1.4332157,0.2801278939102433,0.8996128020373015
Zkscan8,0.5513296,0.15567121157095187,0.8996128020373015
Stil,1.0458325,0.2804664689713825,0.8996128020373015
Fkbp7,1.6747485,0.15588678633668296,0.8996128020373015
Plekhg2,1.1242843,0.28053703552514025,0.8996128020373015
Rab28,0.37066695,0.15614181086058915,0.8996128020373015
Tulp3,2.5764322,0.2809598262593726,0.8996128020373015
Edem1,0.31441212,0.1564093825296694,0.8996128020373015
Kat5,0.28287256,0.2803580787083995,0.8996128020373015
Lima1,0.16070712,0.15645185449999208,0.8996128020373015
Gsg2,0.5475637,0.28057452317734904,0.8996128020373015
Uckl1,0.32515115,0.15662357787807799,0.8996128020373015
Tceb1,0.12804143,0.28084331503114746,0.8996128020373015
Ppp1r15b,0.3129975,0.15701291438370066,0.8996128020373015
Tm2d3,0.16838583,0.2808762969155342,0.8996128020373015
Hdac1,0.22752963,0.15729108597147695,0.8996128020373015
Rps8,0.034675837,0.28088573316168663,0.8996128020373015
Tbc1d23,0.58919543,0.15715272779927,0.8996128020373015
Acin1,0.15501747,0.28120252104947724,0.8996128020373015
Ccdc106,21.99545,0.15765997394082087,0.8996128020373015
Tmem245,0.25249612,0.2818578863972284,0.8996128020373015
Lrch4,21.55047,0.15766004397049677,0.8996128020373015
Nsun5,0.3581834,0.28192117156857255,0.8996128020373015
Slc16a7,22.31334,0.1576602471588927,0.8996128020373015
Sbno1,0.16177954,0.282070685550392,0.8996128020373015
Gm10614,22.075367,0.1576614945313625,0.8996128020373015
Ttc4,0.24266745,0.2821065499113188,0.8996128020373015
Wnt4,22.178797,0.15766350367587378,0.8996128020373015
Cd36,1.3058213,0.28249643280214654,0.8996128020373015
4930507D05Rik,22.125114,0.15766480462234134,0.8996128020373015
Ptp4a3,0.54931545,0.2824457067834451,0.8996128020373015
Ltf,21.939056,0.15766538136039382,0.8996128020373015
Pitpnc1,1.0910606,0.28265030636747895,0.8996128020373015
Gm37988,22.089449,0.15767001630339803,0.8996128020373015
Dhx29,0.41421634,0.28238786788227777,0.8996128020373015
Pid1,22.040583,0.15767246326504086,0.8996128020373015
Phb2,0.08038338,0.2826951021800692,0.8996128020373015
Nfam1,22.007889,0.15767323242519304,0.8996128020373015
Fkbp14,2.3260567,0.28331040519060857,0.8996128020373015
Laptm5,21.954916,0.15767520173772057,0.8996128020373015
Pdgfc,2.278532,0.2840197292093373,0.8996128020373015
Afm,22.149942,0.15767996896338465,0.8996128020373015
5033403F01Rik,1.1336074,0.28389481665481614,0.8996128020373015
Podn,22.013615,0.15769544877670966,0.8996128020373015
Pex1,0.39972442,0.2838562962616388,0.8996128020373015
Pde6g,22.175785,0.15769711000379347,0.8996128020373015
Tomm20,0.06994891,0.2837846296278584,0.8996128020373015
Gm44066,22.223618,0.15769719023494497,0.8996128020373015
Zkscan7,2.276142,0.284537063682663,0.8996128020373015
Ltbp4,22.134155,0.15770013347720477,0.8996128020373015
Gm10638,1.1579434,0.28447459579589973,0.8996128020373015
C030010L15Rik,21.995203,0.15770214028832788,0.8996128020373015
Dis3l,0.5490365,0.2844112895315492,0.8996128020373015
Il10,21.841194,0.15770216749921598,0.8996128020373015
Gm8773,4.1516953,0.28511010257775904,0.8996128020373015
Zfp30,22.455854,0.15771224072646198,0.8996128020373015
Pgc,1.0794547,0.28490465295512835,0.8996128020373015
G6b,22.329397,0.15771868666935293,0.8996128020373015
Lrfn4,0.6424071,0.28509751106433073,0.8996128020373015
