,logFC,P.Value,adj.P.Val
Cox6c,0.30912262,3.7826196206924823e-10,5.539331216202417e-07
Gm15284,1.8010306,1.0153485240264283e-34,1.7842719612716425e-30
Sis,1.0746984,1.1912342013329803e-08,1.3955705746682977e-05
Defa24,1.4670355,7.991524616406373e-33,7.02175310420546e-29
Cox8a,0.25339058,3.708056623616526e-08,3.833039943930189e-05
Lyz1,2.182289,1.8617424060953567e-29,1.0905466434104569e-25
Pkm,0.63890564,4.5352441069619934e-08,4.1946234048233215e-05
Itln1,1.810485,1.2416521177161054e-18,5.45488816615628e-15
Rpl41,0.20814896,6.124215749455034e-08,5.381042168258665e-05
Gm14850,1.6194319,1.0857795751415736e-16,3.8160808947925745e-13
Wdr89,0.3458574,1.319472444323867e-07,0.0001008134315830579
Gm14851,1.959672,2.7341325542740654e-15,8.007818562709692e-12
Gm42418,0.65779066,1.765633806318375e-07,0.00012928117866013668
Acot1,1.429101,5.0679402038936715e-14,1.2722701886146214e-10
Lrrc26,1.5916324,1.9164986179037626e-07,0.00013471452084969128
AY761184,1.3475828,1.8400190176815e-12,4.041831774714625e-09
Uqcrh,0.20264283,6.755422743997655e-07,0.0004565886303087338
Defa17,1.2343225,7.760538973247666e-11,1.5152883486320136e-07
Ezr,0.6816273,1.1077655473640076e-06,0.0007209912579195447
Defa20,0.9059624,9.786225351294477e-11,1.7197333809829784e-07
Cox6b1,0.2669584,1.2952900068300665e-06,0.0008070631043528829
Hmgcs2,1.0548879,1.1286678202624935e-10,1.8030981459520726e-07
S100g,1.9047362,1.3318630869079613e-06,0.0008070631043528829
Cd74,3.9639401,4.627333741613208e-10,6.255087372412993e-07
Gapdh,0.3624234,1.726664118410781e-06,0.0009787957597687952
Gm7861,1.6186503,8.262762280510036e-09,1.0371537253957347e-05
Eno1,0.60653764,3.1891842455922766e-06,0.0016982889317513053
H2-Ab1,3.7704084,2.55960671494067e-08,2.8112480501032746e-05
Tsc2,1.7405254,6.204318409553295e-06,0.003206720217972943
Clps,2.1561756,3.949731506647578e-08,3.856035098128771e-05
Nptn,0.98972696,7.628747092483453e-06,0.003772662088794069
Fabp1,1.4158539,9.926410534224741e-08,8.306514872282447e-05
2610507B11Rik,0.9355475,8.344580939345554e-06,0.003963224887759984
Hsp90aa1,0.66633654,1.2006653145906224e-07,9.590587078773186e-05
Gfpt1,0.77971137,1.33854188475989e-05,0.00619005172128567
Defa21,0.8554397,1.4447180057263046e-06,0.0008462676504876117
Slc5a1,0.80041003,1.599333354063808e-05,0.0072064320592213574
H2-Eb1,3.7104988,2.5725499738225925e-06,0.001412731896562013
Sepp1,1.0972697,1.8519601956807625e-05,0.0077486896473090575
Hspa1a,2.362165,7.728665293153502e-06,0.003772662088794069
Atp1a1,0.4648432,2.4691531812509836e-05,0.009642317523138565
H2-DMb1,5.9006314,2.1683881965381084e-05,0.008861647855293996
Ndufa6,0.32688266,2.649308073067171e-05,0.010120932775654217
H2-Aa,4.24811,2.222429114766939e-05,0.008876078825863505
Ppargc1a,1.4210718,3.253866458181308e-05,0.011912540681170862
Gm15308,0.85742414,1.8486121756724815e-05,0.0077486896473090575
Atp5l,0.22898032,3.844936490176498e-05,0.0137891977432391
Spink4,0.5581189,1.7910362558317298e-05,0.0077486896473090575
Irak4,1.0142552,4.1027746965343324e-05,0.014136874459254474
Zg16,0.6035834,3.250006493674418e-05,0.011912540681170862
Serinc3,0.48886034,4.342078513327117e-05,0.014673720329749505
H2-DMa,1.6155684,4.019470910463547e-05,0.014126832461915182
Khk,0.6976951,4.615124684085649e-05,0.015302186051591907
Ppic,1.2180527,5.831113385286566e-05,0.01829824205707872
Smim24,0.5591472,5.264236444835842e-05,0.017131190193537083
Ccl6,1.5617077,6.985841291742606e-05,0.02012494901963817
Rpl27,0.22529584,5.45302345484407e-05,0.01742290566763179
Eif5,0.33924612,6.172710654822924e-05,0.01870224902365573
Cox5b,0.24065213,6.123601514960998e-05,0.01870224902365573
Tm4sf4,1.1253569,7.511649473057249e-05,0.020810097797664715
Ptgr2,0.8683989,6.850908108226063e-05,0.02012494901963817
Defa22,0.7132618,7.697355925841953e-05,0.020810097797664715
Ccnjl,2.2702084,6.912864448668206e-05,0.02012494901963817
Cacybp,0.5107084,0.00011719293100340813,0.03028575553710134
Rps2-ps6,0.41283625,7.632196545357709e-05,0.020810097797664715
Psmb6,0.27332613,0.00011354043634234381,0.029779792355880713
Amph,2.243334,7.290854577972237e-05,0.020664868951404212
Mat2a,0.48417383,0.0001244788341020793,0.031702413792403475
Galt,0.93912816,8.646001146688507e-05,0.02302063305314502
Jund,0.5411653,0.00016754389909247322,0.04033217724317852
Pgap2,0.65510714,0.00015655129575399806,0.03874754817302828
mt-Nd1,0.17835529,0.00021395328214541087,0.047592418065079814
Arrdc4,0.9844137,0.00015406213074682667,0.038676197480199785
Mcm5,1.1751062,0.00026658970210406745,0.05511506864793855
Atox1,0.36915284,0.00016752631884252807,0.04033217724317852
Eif2s1,0.4605961,0.0003107929762224156,0.06136589855232033
Irgm1,1.4405376,0.00017069733004533244,0.04039670774865342
Defa-rs1,1.4832077,0.0003494139183825371,0.06602420201867015
Tkfc,0.58905494,0.00017841825693967677,0.04125452670001237
Tuba1b,0.72744995,0.00033549903083331735,0.06478818097619654
Atp6v0a1,1.4608495,0.0001724095533573668,0.04039670774865342
Ang4,0.84534997,0.00040852518599392704,0.07325523564766612
Fam234a,0.5911873,0.0001918816971644605,0.04379139044507876
Defa26,1.5129501,0.0005508340578303668,0.09450682015478382
Atp5j2,0.21561836,0.00019742886224950845,0.04447971020911041
Plin2,0.49683982,0.0005593074202525191,0.09450682015478382
Ndufb2,0.31423074,0.0002209977673598836,0.047734824289381174
Eif1ad,0.6761816,0.0006516167828742926,0.10602649745786985
Nnt,0.7974637,0.00021703324583133431,0.04767406536242547
Defa3,1.6593422,0.0007206548826044702,0.11431953518630986
Adi1,0.9466738,0.00022274259328112765,0.047734824289381174
Ceacam10,2.1934235,0.0007221002905411936,0.11431953518630986
Slc4a1ap,1.2631606,0.0002277373290813734,0.048217205830686435
mt-Co3,0.13067216,0.0007642863260442053,0.11934522594479517
Aldob,0.54539967,0.00023394860399747664,0.04894260497675782
Pa2g4,0.42853385,0.000817382458415171,0.12415080243565814
Uqcrfs1,0.24538398,0.0002728805838995874,0.05575965698683081
Acaa2,0.35184488,0.0009303673336516819,0.1287350012146536
Dmap1,1.1252077,0.00028966789613828827,0.05850958550388666
Lamb3,1.6611493,0.001185707665723591,0.15549582693851244
Tiam2,3.367249,0.0003107720918415997,0.06136589855232033
Ahsa2,0.7760585,0.0011733771495144433,0.15503576427381438
Igsf23,0.879291,0.00031614737919294004,0.061729532161750394
H2afy,0.35158628,0.0011523980877880084,0.15341736058105054
Ost4,0.3352349,0.0003463912790903157,0.06602420201867015
Gm15293,2.1274126,0.0013690540185169481,0.16824046340837995
Ndufa5,0.36369082,0.00037518012716859854,0.06977813226231931
9130401M01Rik,0.8560374,0.0013142864740178356,0.16532838215734869
Cox7a2,0.23698626,0.00039379866938089555,0.07208566684406748
Rps5,0.116399,0.0013171327321475457,0.16532838215734869
Gm5617,0.7158996,0.0003772220204245339,0.06977813226231931
Ahsa1,0.4540899,0.001333110750006771,0.16536010168570459
Pdcd4,0.5471734,0.0004059053897551233,0.07325523564766612
Mapre1,0.47978508,0.0015385110836750892,0.18145137767397546
Cox6a1,0.19911738,0.00045757541972409196,0.08122194798799463
Mmp7,1.5357924,0.001667431395828022,0.1869100607815589
Uqcrb,0.2264401,0.0004733277166007713,0.08317787963825353
Acadl,0.4635094,0.0017300160842476523,0.1889435838040737
Tbc1d10b,1.1191074,0.0005179678765579309,0.09012128212626257
Defa5,1.6356983,0.0018513098653508509,0.19491592098398197
Ypel5,1.5052005,0.0005589527737328808,0.09450682015478382
Smn1,0.6579072,0.0018634197191890385,0.19491592098398197
Card10,1.5774328,0.0006266137725859243,0.10487127453002332
Rbm4b,0.8547806,0.0018970223966205903,0.19622563090258108
S100a6,0.8235459,0.0006358717733658957,0.10541674220149892
Nudt6,1.0823829,0.002011865065625748,0.1985526461498428
Iars2,0.7541523,0.0006476889956390129,0.10602649745786985
Dnaja1,0.41941303,0.0021823280062252415,0.20800762702249884
Sprr2a3,1.6834643,0.0006759767441044594,0.10898109471695105
Rnf126,0.59337944,0.002185826836708121,0.20800762702249884
Csf2ra,1.3124601,0.0007674279025642665,0.11934522594479517
Emc8,0.51464766,0.002304717982978744,0.2142899953168543
Mapkapk3,0.8474049,0.0008009407665013838,0.12346431657656859
Acot2,0.93479425,0.002341765014134496,0.21452784478978076
Rpl36,0.15933628,0.000846444565316277,0.12415080243565814
Isoc1,0.6575948,0.0023561073262634547,0.21452784478978076
Rpl27-ps3,0.31673297,0.0008477815909956087,0.12415080243565814
Mptx2,1.7741117,0.0025566345420895893,0.22463869404070175
Mptx1,24.738619,0.0008483910085621392,0.12415080243565814
Eef1b2,0.16113251,0.0028237649598182746,0.23997705561001867
Ercc6l2,1.3317671,0.0008295541753779016,0.12415080243565814
Cdk5rap1,0.9710039,0.0029453195910953515,0.24073535429915632
Rassf1,0.8278624,0.000845147980591974,0.12415080243565814
Nudc,0.41831303,0.002922386041116713,0.23997705561001867
Ehhadh,1.0089316,0.0008548481815691478,0.12415080243565814
Hnrnph1,0.4106572,0.002900720363232861,0.23997705561001867
2010107E04Rik,0.20409408,0.000888167613017779,0.12626892407166773
Hsd17b11,0.5122948,0.0030313292558444014,0.24323994983083863
Slc16a6,1.5551401,0.0008693632446108345,0.12522393686513275
Apex1,0.4942681,0.0031871665827986383,0.2473856309112903
Tfe3,1.4844218,0.0008909888229037046,0.12626892407166773
Zfp770,1.795359,0.003387384389723599,0.25389463878791235
Acbd5,0.80624235,0.0009051097029141741,0.12724394247448625
Lrrc59,0.41115376,0.003248900587616442,0.24823013054862492
Ebpl,0.790118,0.0009231192687533742,0.1287350012146536
Slit2,1.9230299,0.0035498027303132924,0.256488457568459
Rpl22l1,0.19791193,0.0010160311608844587,0.139489965548614
Hsph1,0.5770212,0.0034772666374349903,0.25489928895652386
Vdac1,0.31742308,0.001096560237068195,0.14822963881537993
Set,0.3296478,0.003692833259485823,0.26061911192347137
Atp5h,0.161173,0.0010937312474746056,0.14822963881537993
Pik3ca,0.8137826,0.0037778976475770438,0.26449798948554337
Cyp20a1,1.2625387,0.001147796344753892,0.15341736058105054
Gnb2l1,0.108303614,0.003932031652848538,0.2709709499431661
Gm2000,0.27691916,0.001218403923131938,0.15855077575899584
Rps3,0.0993796,0.003949843948743077,0.27113518637211753
Gsdmc4,0.7217634,0.0012270474878064892,0.15855077575899584
mt-Nd2,0.15784459,0.004492350955616618,0.28932632872564334
Celf1,0.49577618,0.0012549278797212005,0.16096969073241355
Ranbp1,0.34048906,0.004783877113836235,0.294972184285769
Gna11,0.48447275,0.0012998483479925499,0.16532838215734869
Mxra7,1.6487682,0.005172215081338608,0.30706532305528156
Pls1,0.6276215,0.0013362052261634355,0.16536010168570459
mt-Cytb,0.12608482,0.0050302933049719105,0.304823767095846
Cyp2c44,24.516129,0.0013897284391308018,0.16959512403364985
Hspa1b,1.4816023,0.005238480556923897,0.3083997491252546
Glud1,0.43950504,0.0014482048260463544,0.17551243729732818
Rpf1,0.54084235,0.005225683217958361,0.3083997491252546
1700010I14Rik,24.834755,0.0015181959037563438,0.1807904842418404
Mbd3,0.52066165,0.005389950221633729,0.314214820101731
Atp6v0e2,1.2697756,0.0014830745578085756,0.17850732331760344
Rbm8a,0.29150152,0.0053758522966575375,0.314214820101731
Nhs,1.9385982,0.0015226194541508213,0.1807904842418404
Barx2,1.6635051,0.0056806400974567005,0.3214361934465218
Gpx1,0.3663343,0.0015923970928235721,0.18386607218540432
Exosc1,0.62099993,0.005724738098955728,0.3224385340158622
Kif13a,0.874345,0.001581705639688163,0.18386607218540432
Pbdc1,0.55183876,0.005962368627361727,0.3288537879346378
Tfrc,0.48512608,0.0015859126361239676,0.18386607218540432
Grpel2,0.63526326,0.005998801184236118,0.3288537879346378
Slco2b1,0.76745516,0.0016122186057402998,0.18386607218540432
P4ha1,3.1511765,0.0064779604856729876,0.3408299389662617
Rnaset2a,0.5316994,0.0016217629994160173,0.18386607218540432
Ttc19,0.6699676,0.0064273723241373495,0.33918382538157854
Reg1,1.1151913,0.0016111467353635278,0.18386607218540432
Plbd1,0.51872784,0.0063974128845550845,0.33861968861532077
Adck2,1.1429702,0.0016698844558529985,0.1869100607815589
Ubb,0.18945049,0.007076880112689434,0.35942778676384807
Scamp1,0.8271982,0.0016865440357022798,0.18757998948984914
Dnajb11,0.39042768,0.007400789466353684,0.36947179912566275
Dpm2,0.63092905,0.0017140627835737323,0.1889435838040737
Dnajb1,0.6785427,0.007488120570868396,0.37061401349958606
Akap13,0.7874611,0.001731059977946615,0.1889435838040737
Susd6,1.1206315,0.007593934497584586,0.37172203600572123
Ppard,0.6230244,0.0017710326157287042,0.19211330960617606
Pomp,0.19501483,0.007430615415490116,0.3699099283184357
Gm11940,24.310339,0.0018180424835059909,0.19480768635762669
Mob4,0.42196393,0.007541780164294333,0.37061401349958606
Myo7a,1.0510519,0.0017932171861845781,0.19332641480258644
Lsm8,0.3877297,0.007518955684166183,0.37061401349958606
Mpp5,0.9628584,0.0018369398378280332,0.19491592098398197
Hsd17b7,0.90359855,0.007830068184728384,0.37492585343387436
Lrch1,1.4219056,0.0018579371222241384,0.19491592098398197
Hadhb,0.30256316,0.007683168690803582,0.37280452225212996
Rpl38,0.13957892,0.0019815127069554373,0.1985526461498428
2310036O22Rik,0.25651336,0.007713921187497607,0.37280452225212996
Fbxo6,1.2000773,0.0018982733314424848,0.19622563090258108
Ccser1,1.7172773,0.008006334969629058,0.3773821926456317
Atp5e,0.16970205,0.001971352575032922,0.1985526461498428
Neto2,3.9486315,0.008329786695867468,0.37824119278159957
Txnip,0.49754038,0.001960767186666483,0.1985526461498428
Ddx55,0.68261456,0.008004965292838577,0.3773821926456317
Rgs3,1.0537008,0.001972820663910822,0.1985526461498428
Rrp1b,1.0210332,0.00808271511993405,0.3773821926456317
Ly6g6e,24.61378,0.0020337720541155012,0.1985526461498428
Gnl3,0.5993422,0.007979842163450724,0.3773821926456317
Rpl9-ps6,0.19475004,0.0020307660829971207,0.1985526461498428
Srpk1,0.41154405,0.008114052247665487,0.3773821926456317
Acot11,0.99142885,0.00202435244697217,0.1985526461498428
Hira,0.7485194,0.008182205291528494,0.3773821926456317
Cobll1,1.4725107,0.0020082681580417486,0.1985526461498428
Sdf2l1,0.47867858,0.008207305722384301,0.3773821926456317
Irf1,0.6504476,0.0020468089449544075,0.19872140104797678
Zfp330,0.58297765,0.008421762927814788,0.3794759998217674
Vps13c,2.2241762,0.0020249721843273753,0.1985526461498428
Cdr2,1.1123793,0.008675284798611805,0.38497671658082133
Slc2a2,24.872536,0.0021427350065783353,0.20689166082747848
Memo1,0.6736349,0.008632624539354676,0.38497671658082133
Nfyc,0.76974994,0.0021966395180445927,0.20800762702249884
Pwwp2a,0.8129665,0.008718369426845899,0.3859141207505365
Cc2d2a,1.6558405,0.0022016399377559203,0.20800762702249884
Ccdc18,1.6626283,0.00901046873180554,0.39007191423627574
Txn1,0.23078765,0.002295170437345856,0.2142899953168543
Spsb1,1.7139782,0.009012075182377963,0.39007191423627574
Sdhc,0.28069043,0.0022977408872644945,0.2142899953168543
Creb3l3,0.84239274,0.008907104982495024,0.3877386636998331
2310061I04Rik,0.5673012,0.0023485299761558938,0.21452784478978076
Fermt1,0.43877986,0.009112382666076425,0.3934444731964644
Fzd5,0.5090077,0.002342932885501903,0.21452784478978076
Dhrs4,0.32721573,0.009638838412037712,0.40522322348023615
Uqcr11,0.24352407,0.002410213949044442,0.21585900730861396
Pnliprp2,1.8518423,0.01001903867795738,0.4141779922555098
Gstp1,0.3808396,0.0024321449637003108,0.21585900730861396
Clic4,1.2795787,0.010042315097578258,0.4141779922555098
Gsdmc2,0.6419993,0.002407674334639372,0.21585900730861396
Tgfa,1.2075441,0.010065806284873646,0.4141779922555098
Wdr44,1.177537,0.0024011964010308513,0.21585900730861396
Ppan,0.57000554,0.010087530910223534,0.4141779922555098
Eif2ak1,0.83429736,0.0024236932076204545,0.21585900730861396
Aasdh,1.4193634,0.01031604346843574,0.4163208153011966
Fis1,0.28534365,0.0026086075122832004,0.22806497419578448
Sik3,1.0661197,0.010515393535745255,0.4192434258068231
Umad1,1.1508673,0.0025291724393741387,0.22334244862875247
Sf3b1,0.2930398,0.01045355472424067,0.4189291568898989
Rgl2,1.0952697,0.0026746335417645547,0.23200138989832778
Ung,0.9672993,0.010540464526323623,0.4192434258068231
Apopt1,0.6008542,0.0026968523597818085,0.23200138989832778
Fam216a,2.2156312,0.011043817815159892,0.42354483131387344
Abcb6,0.85230875,0.0027064408427221985,0.23200138989832778
Rnf11,0.5909815,0.010864861263830555,0.4224257571035153
Cyp2d26,1.2991632,0.002702033755022166,0.23200138989832778
Sap30,0.56218725,0.01106282806425015,0.42354483131387344
Ndufa13,0.20207785,0.0028502312164232152,0.23997705561001867
Tubb2b,1.026426,0.011397476700815808,0.42942998547127675
Dgcr2,0.5815425,0.0028506430707689336,0.23997705561001867
Mpg,0.59792227,0.011362553575603384,0.42942998547127675
Svip,0.50761986,0.0028799073078580734,0.23997705561001867
Mtch1,0.32593483,0.011345580434447196,0.42942998547127675
Gm4035,24.461115,0.002903535507673098,0.23997705561001867
Sox4,0.8655705,0.011505991554673255,0.4306704601983102
Plekhm3,24.046423,0.002911914284154173,0.23997705561001867
Mettl7b,0.6018723,0.011779948165523047,0.43494172725357055
Vwce,2.0974722,0.002856535354921637,0.23997705561001867
Dnajb9,0.8656621,0.011935508515850601,0.43526694850602143
Angel1,24.218987,0.0030145509869686114,0.24323994983083863
Ech1,0.2693185,0.011953437210599528,0.43526694850602143
Atp6v0d1,0.5771888,0.002983737961587805,0.24274642221751155
Matn2,2.0318453,0.012266574595847055,0.43709835825503207
Lmtk2,1.0351278,0.003030979815367199,0.24323994983083863
Cd63,0.2293752,0.011883923955604952,0.43526694850602143
Coa5,0.5933504,0.003083131887204971,0.2440534984407791
Sf3b3,0.52712786,0.01213889487428617,0.4362306740814537
Pdk2,1.2004449,0.0030612321276727973,0.2440534984407791
AI427809,0.89774585,0.012247106219779902,0.43709835825503207
Gmfg,1.6145918,0.003072014511750373,0.2440534984407791
Anp32a,0.3234833,0.012241676548233578,0.43709835825503207
Adcy6,0.6506522,0.003144845957376054,0.2460795774074635
Commd1,0.2713071,0.012344857664240993,0.4373713381727963
Naip1,0.6579746,0.003150737205751965,0.2460795774074635
Vwa5a,1.0640619,0.0126601384827804,0.44495322711579993
Mid2,1.5483803,0.0031480548345025343,0.2460795774074635
Abhd17a,0.35853347,0.012655391272630285,0.44495322711579993
Ralb,0.707683,0.0032448439153798573,0.24823013054862492
Rnf125,0.93309003,0.012875138085880599,0.4480293100657025
1500035N22Rik,2.121035,0.0032035441031805388,0.2473856309112903
Nmral1,0.87935805,0.013368550313295249,0.4588389348740965
Hes1,0.5988973,0.003267079968809989,0.24853851208613825
Sh3bp4,1.2540454,0.013559320298295399,0.46304247033216855
Ttll3,2.2498176,0.003209692360312649,0.2473856309112903
Emg1,0.23234057,0.013397901812309407,0.45894995818267686
Zfand1,0.6657768,0.0032858867432316668,0.24889175749487105
Dnajc21,0.54798466,0.013572264387974983,0.46304247033216855
Sema4g,0.48882478,0.0033170682862357945,0.2501752832361443
Nucks1,0.37391323,0.013612957062095275,0.46304247033216855
Bcas1,24.487528,0.0034023961822012535,0.25389463878791235
Psmb7,0.2326608,0.014225364865993738,0.4788933654982911
Pde4a,24.276525,0.0034386231167998146,0.25389463878791235
Phf19,24.246052,0.01495137523641258,0.4847611015304027
Vcpkmt,0.7448675,0.0034338355020752742,0.25389463878791235
Dll4,1.4963118,0.014665497253389193,0.48341614238477715
0610009L18Rik,1.1950676,0.0034119776250751154,0.25389463878791235
Smarca4,0.38494587,0.014438047461462046,0.48024158706364645
Uqcr10,0.20666674,0.003559759307378761,0.256488457568459
4930427A07Rik,1.3463806,0.01467868594867313,0.48341614238477715
Cutal,2.2235808,0.003481239933395876,0.25489928895652386
Ttr,1.0404613,0.014785450664745575,0.48384492463980255
Bhlhe40,0.90379703,0.0035453008957815405,0.256488457568459
Tbc1d12,1.2117211,0.014947079864134636,0.4847611015304027
Apc,0.6766973,0.0036079464986506623,0.2587854849828085
Hist1h2bj,1.992149,0.015231543737794914,0.48742858373741377
Rdh5,2.320429,0.003561326105201388,0.256488457568459
Ak6,0.42599487,0.015039618067108487,0.48493799686843564
Ensa,0.6653616,0.0036712278467331853,0.26061911192347137
Phlda1,0.8520099,0.015253446202042572,0.48742858373741377
E430025E21Rik,1.0475351,0.0036720972241274107,0.26061911192347137
Smarcal1,1.2981495,0.015388199416085633,0.4899171097696286
Tmem161b,1.2307103,0.003692060659870715,0.26061911192347137
2300009A05Rik,0.4073884,0.015201891640336255,0.48742858373741377
Myo1d,0.47618645,0.003771171804007563,0.26449798948554337
Fbxo22,0.4146605,0.015236645998175482,0.48742858373741377
Ncoa1,0.72635317,0.003811234399961326,0.2657731036131761
Kti12,0.46906552,0.015545251157051958,0.49309873390410475
2010300C02Rik,0.6606838,0.003898520931510884,0.26971932413165656
Saysd1,0.43954375,0.01566632223468228,0.49429315491321435
Dnase1l1,1.1073709,0.003871226854134665,0.26888960279726665
Tpt1,0.07574302,0.015732087413738913,0.49429315491321435
Actn4,0.37657496,0.004014000551183593,0.2735977384531704
Anp32b,0.28457317,0.01577768905875114,0.49429315491321435
Tmem175,0.9988926,0.004016856343306093,0.2735977384531704
Tff3,0.52951306,0.01580743721815427,0.49429315491321435
Mrps16,0.35354048,0.00411957987156719,0.27736926085459856
Efna1,0.57162374,0.015940319691220423,0.49491031437070054
Hcn2,24.544535,0.004154742379207515,0.27866903751837274
Txnl4a,0.31781325,0.01626388259078521,0.500534516230943
Egln3,1.5706055,0.0040622892945189485,0.2756239759559131
Ftsj2,0.73712915,0.0166611301269581,0.5039346638916259
Cdh17,0.3417921,0.0041948348982604805,0.2802883409396632
Rpl7,0.0743051,0.016654216500389344,0.5039346638916259
Hk1,1.8875334,0.004106838794961002,0.27736926085459856
Cyb5r2,24.710276,0.017589475399183197,0.5125341992906484
Ahnak,0.7263528,0.004216780291508397,0.28068742447983736
Scfd1,0.53815,0.017122811211433123,0.5079902512616631
Rps27rt,0.2993136,0.004264944847380918,0.28282217284160327
Rbm12,0.88066953,0.0171999203039145,0.5079902512616631
Rorc,1.1250917,0.0042913063759642935,0.2835004772361674
Npc2,0.21643995,0.017000064822465723,0.5079902512616631
Abhd3,0.89096636,0.004353447593785227,0.2865285938786059
Zmat2,0.30694968,0.017131359422788237,0.5079902512616631
Cradd,0.8590496,0.004374321446812195,0.2868281745702638
Nat9,0.6065783,0.01728172353956862,0.5086963614084411
Oat,0.37972155,0.004457881358264153,0.28932632872564334
B2m,0.19093026,0.01717239866779905,0.5079902512616631
Mboat1,0.99173427,0.00442957966433186,0.28932632872564334
Eci2,0.31015274,0.0172327820144323,0.5081068428517095
Anxa1,24.44661,0.0045353265527321145,0.28932632872564334
Hnrnpd,0.39392334,0.017484708223644802,0.5125341992906484
Lasp1,0.430113,0.004544133996942899,0.28932632872564334
Paip2,0.31679252,0.01761626679403355,0.5125341992906484
Mt1,0.41413337,0.00454131251333273,0.28932632872564334
Eif4a1,0.17351344,0.01774292106981064,0.5153658710079049
Diaph2,1.5167205,0.00449477715583749,0.28932632872564334
Ramp1,1.7464529,0.018122753987556927,0.5199023649724561
Timp2,24.356102,0.004601389047380685,0.29191411454736743
Eif6,0.22745879,0.01804624949744396,0.5195719114750736
Timm8b,0.28945315,0.004624007687971164,0.29229383849178875
Ddx27,0.4841289,0.01851158856754599,0.5229970191277905
D17H6S53E,1.423985,0.004506480554404938,0.28932632872564334
Htra2,0.57059115,0.018694100019599945,0.5247786256300796
Rp9,0.3414296,0.004674273661351847,0.2923167653058221
Pms2,1.2538632,0.018971053253374694,0.528333310335267
Mark4,1.4113455,0.004645561384074178,0.2923167653058221
Tnrc6c,0.5789115,0.01901574006607508,0.5287398737043313
Cald1,2.1232772,0.004662073650086353,0.2923167653058221
Gtf3a,0.35302812,0.01912857474202218,0.5310370362425841
Nf1,0.90238285,0.004742615971713557,0.29441619767695937
Zfp428,0.9880446,0.01958045230418801,0.5393217685603384
Rmnd5a,0.6273862,0.0047581061936070364,0.29441619767695937
Slc30a7,0.63517064,0.019501163233284467,0.5388269520416791
Mrpl9,0.4088048,0.0048172226046632885,0.2953518354742814
Reg4,0.867908,0.01977904934379125,0.5422421749117685
Sult1c2,1.3336761,0.004732449846945418,0.29441619767695937
Rgcc,1.8327507,0.020066565278973113,0.5450826061990325
Aamdc,0.36976966,0.004932020091212953,0.3009388509127959
Ccdc71l,0.64052355,0.019984863178795064,0.5450826061990325
S100a13,0.835227,0.004823648596205472,0.2953518354742814
Prr3,1.1939069,0.020149364490342193,0.5450826061990325
Susd1,23.965088,0.005043822028717673,0.304823767095846
Twistnb,0.44341803,0.02013916735941239,0.5450826061990325
Snx20,0.7867401,0.0050477275493593125,0.304823767095846
Pcdh19,1.0943666,0.02061701824341051,0.5501573007887288
Ndufa2,0.21004793,0.005151419267930953,0.30706532305528156
Scd2,0.43806237,0.020408358740318416,0.5484787147883765
Micu3,23.946716,0.005157697084156327,0.30706532305528156
Haus5,1.6070412,0.020811985780946302,0.5501573007887288
Cd47,0.50162494,0.005129816919537144,0.30706532305528156
Hook1,0.38135806,0.0207024788096323,0.5501573007887288
Klhl9,0.6454673,0.00514493937342964,0.30706532305528156
Bambi,2.3050978,0.02108716574477905,0.5503209269253387
Kcnk6,3.2782893,0.005247341090789912,0.3083997491252546
Nmd3,0.54776996,0.021021423749744146,0.5501573007887288
Uba52,0.2662099,0.00545580629921851,0.31641875939329
Defa23,1.5736434,0.02136857475963168,0.5503209269253387
Fth1,0.20755428,0.0053999246384068035,0.314214820101731
Rpl4,0.08527048,0.020933833801895396,0.5501573007887288
Rpl13-ps3,0.37733188,0.005487004988196971,0.31718137716310973
Dtnbp1,0.6280052,0.02119028278375658,0.5503209269253387
Cox7b,0.19787909,0.005549949457015122,0.31768489188314897
Trp53,0.37267482,0.021164398067304236,0.5503209269253387
H2afj,0.21486269,0.005584588000904659,0.31862975629836876
Adprhl2,0.5820495,0.021236715322432806,0.5503209269253387
Ikbke,0.98840594,0.005519911270381135,0.3173769204573239
Crls1,0.5102083,0.0213427407763954,0.5503209269253387
4632428C04Rik,24.177544,0.005617032025000713,0.3194437015383092
Hacd1,0.24693924,0.02125837741709088,0.5503209269253387
Mtmr4,0.93334454,0.005526508715639965,0.3173769204573239
Cldnd1,0.37305886,0.021389016849143933,0.5503209269253387
Abcb1a,0.5757251,0.005688650552658526,0.3214361934465218
Gm15292,1.8738663,0.021822787797118565,0.5549809695495869
Letm2,24.13012,0.005879617002357646,0.3288537879346378
Foxn3,0.53729695,0.021619693531107112,0.552856218555725
Aprt,0.30405775,0.005914016834756808,0.3288537879346378
Thoc3,0.502077,0.021637883548910615,0.552856218555725
3830403N18Rik,25.137136,0.005944520388826127,0.3288537879346378
Cnbp,0.2331741,0.02197505001592074,0.5561096635856784
Midn,0.635001,0.005880848366215246,0.3288537879346378
Ptger4,1.009675,0.022348676997080624,0.5586533440536242
Vamp3,0.47676656,0.005948650655373351,0.3288537879346378
Fam204a,0.64825225,0.02249557261726238,0.5591438438516998
Fbxo18,0.68740666,0.006072501022795146,0.3288537879346378
Ppib,0.15764122,0.022215272511076436,0.5561096635856784
Map4,0.9046184,0.006040094531002538,0.3288537879346378
Sdccag8,0.47273958,0.02247279623081464,0.5591438438516998
