gene,p.value,logfc
Pip5k1b,0.0010907535794838815,0.30950576
Cd83,0.0035891462638942477,1.0724198
Zbtb7a,0.001096959618640738,0.19746548
Fam96a,0.003622709206744937,0.12835029
Wnk4,0.0011062959569927452,0.81344414
Dkc1,0.003631181267135487,0.34927484
Pim1,0.0011231691940352545,0.39246604
Slc35b1,0.0036460502196680334,0.1392575
Sprr2a3,0.0011334433980373312,1.2565969
Tmem135,0.0036424582985591244,0.25210387
Rhebl1,0.0011390241913167096,0.75479716
Cbfa2t3,0.003649324461259153,1.8396778
Zfp384,0.001147710978809929,1.1496608
Slc1a3,0.0036570898287005536,0.36751977
Prosc,0.0011477638869539794,0.32895324
Kcnk10,0.0036609619816996082,0.5904245
Bbc3,0.001154994268618608,1.0092806
Tcp1,0.0036970400383694395,0.12803285
mt-Atp8,0.0011498473498374716,0.25992498
Hmgn2,0.003726179296572439,0.27508572
Lrrc58,0.0011528776248037895,0.26109058
Wdr77,0.003738082035409903,0.36219394
Irf2,0.0011606909580893193,0.282452
Lsm12,0.0037705272333483633,0.19364153
Lxn,0.0011763766577197864,0.4896688
Gm26588,0.003790392866421543,3.3179867
Timm44,0.001189676653608401,0.21139641
Znhit1,0.0038087100203258568,0.1779885
Sowaha,0.0011990755908516228,0.3270838
Gm28523,0.0038326758270867023,1.0187944
Kalrn,0.0012278382102722141,1.0290824
Hyal2,0.003881831993410945,0.25708878
Sc5d,0.001224339657861554,0.28638437
Psmg1,0.0038818113710137334,0.2613293
Fchsd2,0.0012272467982379605,0.32498062
Ddx21,0.00391331994193067,0.2552176
Lzts2,0.0012767693944784578,0.512616
Sra1,0.003952531866747906,0.14532287
Fahd2a,0.0013093285488633315,0.4199132
Fam73b,0.003958596232380365,0.3531074
Thap4,0.00131383552129211,0.17320849
Emc4,0.0039634861023377195,0.17581953
Fam101b,0.001327513159232632,0.23628223
Fmo1,0.003976595901418478,0.73359644
Xpr1,0.001328927247677074,0.37696734
Cse1l,0.003980152686510576,0.46156248
Suv420h2,0.0013338785060249187,0.3991444
Fam210a,0.004027967231637857,0.23676822
Ocm,0.001341975880277929,0.56840825
Fam58b,0.004088761933567193,0.29361898
Bcl2l1,0.001358352745639847,0.44441426
Ptp4a2,0.004132555106865999,0.13538566
Sp3os,0.0013597183682497046,0.40068412
Med19,0.004162076459879377,0.27543688
Slc5a8,0.0013945032069197297,1.466395
Bcl2l13,0.0041635484933164905,0.33943373
Gm5617,0.0013858441254069015,0.27108574
Odf3b,0.004207009309018803,0.4687037
Vat1,0.0014036613399849957,0.22544591
Pabpn1,0.004219809620244343,0.24037829
Slc25a13,0.001405584538119892,0.44751045
Lgals9,0.004247741765582665,0.12249248
Tpm3-rs7,0.001418404831704466,0.6060397
Gstm6,0.004260065099539381,0.28136215
Rab25,0.0014207883270392887,0.12724587
Ephx2,0.004292561802326931,0.2398746
Tnik,0.0014241081160016587,0.32857427
Gm7849,0.004340021791902601,3.3984427
Hnf1b,0.0014286290871679667,0.88797677
9230105E05Rik,0.004341851290421355,0.82892674
Ak3,0.0014341072834511343,0.19484518
Fkbp2,0.0043742386922214745,0.11905786
Midn,0.0014375214445191806,0.32840687
Acot12,0.004386705751886965,1.4905393
Naip5,0.0014406237849872608,0.45142427
Snrpf,0.004397980511076585,0.1582156
Tes,0.0014407793212401416,0.22569893
Tmed4,0.004515379110103349,0.16959925
Tff1,0.001471583088744204,23.45423
Gng11,0.00451956334317892,0.4111269
Limk2,0.0014536635247330266,0.41676822
Rbmxl1,0.004531276134434912,0.31968442
Mcee,0.0014602764973577753,0.17578888
Uxt,0.00456222075869682,0.22156945
Agap1,0.0014631460315024218,0.45964426
Trp53,0.004612134580115531,0.24720858
Cds1,0.001463328672639398,0.17409296
Top1,0.0046158187136984994,0.1480234
Ppp2r3d,0.001473216323169715,0.6084676
Znhit3,0.004614645106913109,0.37131035
Lrmp,0.00148626277652823,1.6941069
Mal2,0.004649399613424751,0.16227484
Pacsin2,0.0015058482693043674,0.3196446
Tff3,0.00467616774298141,0.15465078
Nrn1,0.001513067546673855,0.8631319
Gm17102,0.004717795475625737,3.767601
Ccni,0.0015234275560643933,0.24501011
Slc35g2,0.0047072623285667045,1.9384234
Lmtk2,0.0015303688609781887,0.48822805
Tmem139,0.004714254050363788,0.25933927
Insr,0.001546374252045346,0.43891665
Slc25a10,0.0047191727770564025,0.2052181
Oas1g,0.0015564857120725542,0.9921418
Ddit4,0.00476355863025164,0.46941373
Slc4a7,0.001592566064834486,0.4030759
Gm15293,0.004765750268583775,0.7604809
Krba1,0.0016114042084480762,1.1115863
Tsr1,0.0047905055069327514,0.45379645
Maf1,0.0016190575187950856,0.21735562
Fam185a,0.004795693991074242,0.6679608
Camk1d,0.001637742469215109,0.29244292
Glyat,0.004895302092442083,22.147049
Prr15,0.001646768671701496,0.56096464
Nr2e3,0.004881422188448049,1.0388869
Deptor,0.0016464882354504681,0.23428957
Hao2,0.004897464313891868,0.8130016
Arhgap26,0.0016560178176734913,0.739365
Yif1b,0.004906505205323351,0.30981138
H2afj,0.0016644642874399115,0.11466786
Ndnl2,0.0050747523407582325,0.2816806
Anapc4,0.0016679130910718495,0.57472754
Phrf1,0.005086251494426159,0.38237533
Bicd1,0.0016877566923781152,1.443451
Cbr1,0.00518719818655666,0.15811265
Eps8l2,0.0016962923857851916,0.25521487
Ccdc71l,0.005222152734087147,0.3318283
Tmem14a,0.0017002878809954077,0.47687373
Appbp2,0.005234901176346051,0.2708068
Suox,0.0017225182240803996,1.4875247
Nxt1,0.005300248389107497,0.37615722
Nedd4l,0.0017169294074621461,0.40564612
Sh3bgrl2,0.00530739220394744,0.37638485
Smad1,0.0017251010653380552,0.27316564
Atg16l1,0.005325403748753779,0.45844838
Tesk2,0.001741350270431865,0.56539625
Tmem56,0.005330633735307584,0.58916503
Trafd1,0.0017460496105955877,0.51767015
Snrpb,0.005360697368805201,0.12587617
Rpl15,0.001749819183216854,0.07633937
Ssr4,0.0053738783188673755,0.07714486
Znfx1,0.0017644577601778242,0.581734
Polr1d,0.005389169560013266,0.0868239
Zfp318,0.0017748425374564298,0.7386732
Slc30a6,0.005407003727812357,0.3540894
Dock7,0.001793367633336478,0.41990462
Anks6,0.005479977567447478,22.515343
Dctn2,0.0017980563101383017,0.19123192
Ppfibp1,0.005453267557507515,1.1651561
Dync1h1,0.001801701137271828,0.22391209
Mrpl2,0.00546571806815556,0.1690421
Slfn2,0.0018189817197560856,1.9432515
Sypl2,0.0054670245151508725,0.60521287
2900026A02Rik,0.0018082767905733194,0.31868038
Pin4,0.005492354483983821,0.14992721
Arhgef19,0.001826751197702019,0.5997338
Ndufa8,0.005514960103156317,0.07451898
Grcc10,0.0018323703227280496,0.2822611
Pmpca,0.005515215981004943,0.2587277
Als2,0.0018407062030316294,0.6620184
Mrpl17,0.005531425110510767,0.15303618
Pard3,0.0018436000121938778,0.37384415
Ttr,0.005543826433640657,0.6102203
Gimd1,0.0018455274925536997,0.2768827
Pkp1,0.005551629547043107,0.5122874
Whsc1l1,0.0018749050842602082,0.3384207
Csad,0.005555174409336351,0.4179358
Zfp395,0.0018914216926261946,0.7312406
Pla2g15,0.005620986862424783,3.550313
Ube2l6,0.0018928432209969562,0.5868883
Gart,0.005619492693290024,0.36046323
Ralgps1,0.001900887244950543,0.6527733
Grk6,0.00565133588106907,0.3698339
Hemk1,0.001919507529528664,0.78660756
Fubp1,0.005667841354108135,0.18698777
Gltp,0.0019170860658694513,0.254434
Tdg,0.005729799698912426,0.26842576
Rnf167,0.001918748672469365,0.28903142
Apoc2,0.005734568727157224,1.1232837
Rtp4,0.0019286013687429254,0.94041175
Tbl2,0.005752991015507432,0.49331275
Pddc1,0.001971181339843663,0.35452712
Cmbl,0.005791689507160228,0.15609734
Ifnar2,0.001983228864866428,0.64778656
Zfp91,0.005800039920734795,0.18428078
Dgat1,0.0019854898228927158,0.13027807
Ccm2,0.00579815736183026,0.49768776
Ankhd1,0.001993256580949097,0.31763178
Galk1,0.005848083781829651,0.19553521
Eif4e3,0.0020144388941805216,1.0156956
Med24,0.0058954034738252685,0.53630817
Rpl36a,0.002009531535174943,0.08032197
Cgref1,0.00591901950076531,0.20355086
Cdh17,0.002010165102593288,0.09265276
Irf5,0.005957711481914546,3.284535
Atp5sl,0.002035105020512666,0.29282996
Pgs1,0.00593560996666987,0.3584864
Emc2,0.0020420627588256745,0.23022611
Ncl,0.0059475842390762385,0.1465528
Ugt2b34,0.002055246013429481,0.14415962
D130043K22Rik,0.005948922936208656,0.5286718
Rpl10a,0.002060428135213287,0.06505006
Trappc5,0.0060037016794316075,0.19203268
Tmem18,0.0020632318985410745,0.6323506
Habp4,0.006088766142956761,0.63561255
Zfp277,0.002061750549644678,0.42071986
Gm10638,0.0061606457273625315,1.096688
Etl4,0.002066023936118642,0.3638434
Hykk,0.006162138391679319,0.6870171
2610002M06Rik,0.002080334579521238,0.40056434
Tardbp,0.0063297229452899135,0.18639529
Rit1,0.0020818680634074873,0.3861404
Gm20939,0.006374950699110087,0.83909756
Bmp2k,0.0021088182742419487,0.35586256
Znrf1,0.006374961057136399,0.67134327
Agl,0.0021132613643389136,0.6453728
Pank1,0.006388264143654578,0.26142114
Gm21814,0.00212330240520944,0.59802073
Vars,0.006397443125624681,0.3187357
Fndc3a,0.00212575199076812,0.25543427
Capn15,0.006415975983445667,0.5300285
Eif3l,0.0021251583618679543,0.1613717
Eif5b,0.006459181723569071,0.14820258
Tmem50b,0.0021356646235875347,0.38853917
1700119H24Rik,0.00646359506990653,0.6565309
Txndc16,0.0021601224562861005,1.7546942
Pole4,0.0064683971643849794,0.24494246
Angel2,0.0021475298844359715,0.25892127
Cdk12,0.006469053312676395,0.2538522
Fgd4,0.0021785732896706517,0.39034173
Sdr9c7,0.00654575052135396,2.0437422
Gstm5,0.002197005138289098,0.2596455
Atp13a3,0.006560544446034051,0.2317894
Hs3st1,0.0022035470707166345,0.50085115
Wdr75,0.006612277666583772,0.45946106
Gm13157,0.00221207829552682,0.6166714
Ddx20,0.006676269429378489,0.5864771
Gucy2c,0.0022302792258817546,0.20968994
Bola3,0.006718890380145868,0.112210356
Tonsl,0.0022443377501625674,0.14336689
Mrpl40,0.006743187070675955,0.18798777
Slc5a4a,0.0022849120957661637,2.5974376
Ftsj3,0.006752293691612322,0.34925666
Ttyh3,0.0022692186986349723,0.39430097
Sema3c,0.006753320207075431,1.126572
Clcn2,0.0022839656252793003,0.33594456
Mrpl21,0.006902273906625898,0.13823007
2610528J11Rik,0.002286552353118921,0.15869264
Zdhhc21,0.006970141394066031,0.29230562
2010106E10Rik,0.0022989957215403204,0.27689847
Dtd2,0.007008097086008533,0.2515599
Raver1,0.0023370865367996385,0.28479764
Faah,0.007033973064282917,0.19559032
Lrif1,0.002356057465479126,0.42936772
Hfe,0.007064106792682841,0.64334667
AW112010,0.0023586101012649067,0.4248338
Spcs2,0.007088668120721386,0.11481385
Ptpre,0.0023966877393283435,0.7637511
Scrn2,0.007119657488864385,0.20049253
Ank,0.0024183972751595484,0.2847349
Strbp,0.0071444133965670314,0.23492464
Gpatch8,0.002481841546572228,0.29664463
Krr1,0.0071659554493815015,0.36360863
Spata17,0.002541291580704054,3.2118738
Btbd19,0.007252999235880417,1.2094678
Pdia2,0.00256099499501538,2.279275
RP23-60P18.10,0.007306009532115787,0.85547537
Btf3l4,0.0025465411180559706,0.26412106
Nudt19,0.007369672838042279,0.13430497
Apoo-ps,0.002557429782308656,0.57205415
Sumo1,0.007383741013967693,0.13279906
Ugcg,0.002561944481483104,0.34112865
Ddx56,0.007415048166354205,0.3004411
Sh3glb1,0.002571051342665663,0.16080272
Tmem120a,0.007462244889643768,0.15916492
Idnk,0.002578836786207026,0.19773822
Fam195a,0.00747830118899571,0.16724533
Nbeal1,0.0025928784899694603,0.25997156
Thyn1,0.0075131221537020785,0.26450425
Plekha6,0.002598944580088745,0.3208403
Emc9,0.007527282223661274,0.22770657
Chchd3,0.0026202931575119814,0.114494435
Tppp3,0.007577242765961011,0.9431483
Ttc3,0.0026340386753242674,0.27483416
Csrp2bp,0.00765022190505077,0.35544956
Chchd7,0.002642876963771083,0.14017077
Gls2,0.0076918131379222435,1.9319085
Eno1b,0.0026576959663129293,0.67425495
Rps27a,0.007727812962193523,0.05663551
Gm12224,0.0026972792657037757,4.30473
Smpx,0.007735622964503195,1.136105
Tmem140,0.0026774185193672046,1.3597474
Stard7,0.007787299918316058,0.18507263
Hnrnpul2,0.002698916226039767,0.20225765
Ebna1bp2,0.0078094675271082005,0.18620016
Efna4,0.002718536856774639,0.52436274
Mcts2,0.007818742962566922,0.284308
Tubal3,0.0027295459029618085,0.25290233
Faap24,0.007833938205056819,0.71471643
Rab11a,0.002736883900011516,0.16436972
Ptpn1,0.007858078843951342,0.31653994
Arpc5,0.0027369050527423283,0.13183108
Gm15315,0.007876922040948144,1.2978518
Atp6ap2,0.0027413285438651854,0.18592887
Elof1,0.00788444081564658,0.16411836
Nono,0.0027439966647272466,0.19825064
Efcab11,0.007932731500716612,1.3098351
Rhot2,0.0027714458495940457,0.37921253
Spata24,0.007979063014980046,1.0387782
Fzd8,0.0028251527531249474,1.9169583
Hnrnpm,0.008030658665544125,0.15638337
Cbx3,0.0028122917550508796,0.31888562
Tram1,0.008032418084196741,0.16178949
Ube2r2,0.0028750657889331965,0.21845336
Mrpl28,0.008044227010377252,0.12924665
Abl1,0.0028883746166035737,0.4505032
Spats2,0.008068724997974683,0.7634657
Cdipt,0.0028932149205135056,0.2268295
Zfp800,0.008091489860448806,0.3558724
Nusap1,0.0029368914639665705,1.4100735
Polr1e,0.008123394708121108,0.5548446
Eps8l3,0.0029339779519537024,0.1596053
Vwa2,0.008198076893419769,22.068275
Usp25,0.002942154494921043,0.3965304
Lctl,0.008257253973085339,21.774778
Entpd8,0.0029475249366210285,0.36082438
Naa30,0.008221187416193333,0.38325042
Tmco3,0.0029596384244563886,0.6073711
Sox13,0.008242885577043628,0.57964796
Fam213b,0.0029704946247766017,0.14712548
Exosc8,0.008262426153857987,0.3914771
Sptssa,0.002973442945888199,0.116748825
Otop3,0.008324225634434457,0.541495
Sox4,0.0029771998147915344,0.6690438
Acadsb,0.008324264872169154,0.5417629
Egfr,0.0029802987219869985,0.6721539
Nol7,0.00837163682529343,0.141985
Tpm3,0.002980483808603877,0.14331667
Cfap69,0.00846608895327001,21.902382
Ly96,0.002995675442964717,0.45144194
Gspt1,0.008571445065655747,0.18738371
AI413582,0.0030089096127115657,0.51223963
Mak16,0.008578807552891116,0.28870088
Scml4,0.0030088924659487206,0.3518449
Bmpr1a,0.008598195837122595,0.2575255
Mroh1,0.003014551629667193,0.516287
Tfpi2,0.008601850325716667,0.6399232
Irf2bp1,0.003051715747266003,0.50796604
Dph5,0.008637559773422142,0.37068072
Uqcr10,0.003051298679276219,0.05901649
9130230L23Rik,0.008644278283769116,0.37126386
Snhg18,0.003065562050527747,0.30389208
Zfp872,0.008710489916817972,22.02249
Uap1l1,0.003080882263754002,0.39223084
Bard1,0.008714278578100065,21.951405
Ccng2,0.003091142626893251,0.7570535
Slc35c2,0.008713449206000055,0.23514539
Smoc2,0.003107683924728127,0.45774838
Adrbk2,0.008734908864995406,1.2243441
Stx1a,0.003154245329173814,22.653194
Prkrip1,0.00889960652917532,0.30707306
Tmc6,0.0031306584233427815,0.2994999
Dgkh,0.008953974983274013,21.955631
Hmgcr,0.0031616613964346764,0.31613153
Spaca1,0.00904132271731277,21.97769
Slco3a1,0.003186480102527089,1.4585588
Gtf2i,0.008998769624119059,0.27987608
Gm21092,0.0031981443665901597,0.3004037
Zcchc17,0.009012946803536438,0.20547396
Btnl2,0.0032108226372454174,0.461266
Abcb6,0.009016190737097456,0.30869824
Dst,0.003219220634838782,0.40122712
Coq5,0.009018545953540815,0.19905284
1010001N08Rik,0.003221077955656334,0.4140518
Sec24d,0.00908868543395762,0.29405066
Borcs6,0.003293677603613193,0.6080965
Rrs1,0.009119352114469289,0.36477238
Irf6,0.0032911883342806154,0.2198526
Cks2,0.009169181684368095,0.20864423
Bcl11b,0.003301570755389334,0.3088696
Arpp19,0.00919313927222936,0.12007957
Dao,0.003338553292366522,0.42053142
Sms,0.009291936382579566,0.266517
Glipr2,0.0033608458722423577,1.0662857
Jtb,0.009461193398360553,0.15096226
Rpusd4,0.0033558356964757652,0.38866687
Palld,0.009519612459754656,0.33531526
Stk4,0.003376380733186409,0.3977867
Lrrc48,0.009519407567745206,0.833255
Tor1aip1,0.0033931200762789293,0.3666037
Nup98,0.009525319895944961,0.95067275
Lgr5,0.0034313309516605566,1.8624129
Sfxn2,0.009688920759590458,0.91216207
Vrk3,0.003429154136138601,0.22701499
Tut1,0.009777146199514506,0.5461335
Chmp2b,0.003439499567493956,0.19138034
Iscu,0.009906967947646677,0.15417029
Pak2,0.0034448204090790544,0.26909295
Adh4,0.00999021848913098,0.33988124
Rab10,0.0034459679909097326,0.1761736
Lbhd1,0.010058444317038501,0.8618332
Stat5b,0.0034659959960429876,0.9062014
Fam83e,0.010097444732021314,0.2230419
Ganc,0.003471662819515559,0.6275567
Pitx2,0.01026898680746528,0.37969634
Ghrl,0.00353370136486787,0.48757297
Glo1,0.010298611713117946,0.10773667
Ndufs2,0.0035370131262163667,0.08708626
Pbk,0.010327584261623215,0.7431478
Ago4,0.00356040343959418,1.3419985
Ttc19,0.010350596278280494,0.25385478
R3hdm2,0.003591321591794263,0.35092077
Coq3,0.01037738753272768,0.27352852
Ldha,0.003605592604993755,0.07106746
Mipep,0.010389338169489249,0.3637924
Tmtc2,0.0036145096075312095,0.61419934
Osgepl1,0.010570524693279518,0.33199912
Strip2,0.0036902160718554787,22.669518
Rfc5,0.010682152424663263,0.44573998
Adk,0.0036516172484549725,0.21260868
Uso1,0.010706788949867879,0.20883669
Tln2,0.003673583556918714,0.62680024
Wdr46,0.010769857679687573,0.30537164
Rasa4,0.0036997672840986136,1.2916516
Emg1,0.010791201846340456,0.13762918
Amph,0.003720303301030604,0.8870729
St6galnac2,0.010790838409374564,0.21010862
Kif13b,0.0037372559301735967,1.0468313
B930094E09Rik,0.010868437387149163,1.7774794
Ktn1,0.0037486647318815697,0.31240392
Eef1e1,0.010859919577999763,0.21705468
Mllt11,0.0037705121802060226,0.7094768
Actl6a,0.010862139374044613,0.22846751
Akr1b10,0.003773706945110903,0.8266333
Ubac2,0.010923042519369873,0.2415648
Vsig10,0.003777119183121722,0.29762337
Mto1,0.011135053361084384,0.43106428
Gm15234,0.0038225130320704644,1.3859209
Uchl5,0.011167867132045367,0.233273
Usp30,0.003818016444288247,0.69839215
Ddc,0.011213396581171688,0.1548446
Oaz2,0.0038460627770804828,0.42489812
Ssbp1,0.011245685470641923,0.17705132
Chd9,0.003851811705042079,0.44405264
Rnmtl1,0.01126764642479969,0.39984584
Parp9,0.0038679054155477126,0.38608077
Leng1,0.011290338404180247,0.27529112
Adi1,0.0038832562445441855,0.37600046
Fbxw5,0.011432170925344874,0.29019663
Slc35f5,0.003886346532448592,0.252312
Rae1,0.011452019666388214,0.24190298
1190002N15Rik,0.003899345418772186,1.0515525
Asph,0.011484797631500834,0.33948255
Tbcel,0.003894828588248761,0.45401317
Sec11c,0.011509560366847109,0.12389598
Plod3,0.0038970690525022542,0.55215514
Ctu1,0.011640043848621976,0.61971664
Ahnak,0.0039255577301283255,0.32381442
Cactin,0.011659157811028564,0.40432495
Zfp467,0.003939950319455515,0.9208315
Slitrk6,0.011673617802853059,0.92285675
Osbpl2,0.00394289038325349,0.45997423
Celf6,0.011705964481622652,2.5022764
Aoc1,0.003946202116934685,0.14741406
Stk40,0.011706925310070282,0.37387154
Tceb2,0.003949285143242027,0.083211504
Polr3k,0.011791044273028892,0.19335194
Slc39a1,0.003964488343303124,0.3602121
Chtf18,0.011790294722075085,1.2429585
Fam3c,0.0039639081510598004,0.2652541
Larp4,0.011804825570228635,0.19149202
Rb1,0.00397300621952238,0.36045557
Chpt1,0.01188726168361823,0.11901372
Gsn,0.003981336786167876,0.53207266
Mrpl50,0.01197102794271322,0.15948105
Rnase4,0.003984467920014367,0.3269422
Fam160b1,0.012024280558640087,0.31966653
Ccl5,0.004022564540539885,2.0555944
Aamp,0.01211409309608847,0.14027274
Pold4,0.004051749007646828,0.28355202
Slc9b1,0.012191895691934759,3.1977484
Hexa,0.004053993943083278,0.19500758
2700029M09Rik,0.012213158719564493,0.2824417
Sun1,0.004124300140940134,0.4544554
Lars,0.012243897276335902,0.2853708
Tc2n,0.004133033081399992,0.603524
Hist1h3f,0.012284611152234103,3.1285093
Tmub2,0.004140874036849004,0.37089127
Prmt5,0.01225089366434262,0.32518387
Ces2a,0.004154677959093961,0.19004017
Capza1,0.0122735830773454,0.18376485
Gdpd2,0.0042259676453841105,1.5150582
2810004N23Rik,0.012293446029626849,0.24833035
H2-M3,0.004236732120301664,0.9010187
Morc4,0.012324155347480263,0.886376
Rprd1a,0.004234021478247869,0.6272065
Nom1,0.01234413469025133,0.30338195
Lgr4,0.004264634833323124,0.27430812
Cdk20,0.012509727334346197,1.3431677
B4galnt2,0.0042682877157287705,0.3845511
Degs1,0.012613468265239921,0.33125046
Stx8,0.004270421034199515,0.24591051
Spata5,0.012755987189370476,0.5468245
Dusp1,0.004309872144292873,1.1948079
Noa1,0.012765485783154798,0.31648457
Pxk,0.004329157433913202,0.30342287
Nle1,0.012813972664409168,0.50942844
Golph3l,0.004331152258438724,0.29601684
Edf1,0.012993218767117329,0.06566691
Slc4a2,0.0043467858731990015,0.26906645
Sarnp,0.0130370143157466,0.16446796
Mthfsl,0.004347898649725975,0.31544122
Psph,0.013042944483492282,0.3913472
1810044D09Rik,0.004359818122054946,0.5107987
Dnajc11,0.013083398610136623,0.2051135
Iyd,0.004393003106275626,0.6689176
Jund,0.013180173986782088,0.1723848
Antxr2,0.004411661085160438,0.760621
Tuba1b,0.01320988373299884,0.23520198
1700019D03Rik,0.004499772655652791,0.6711062
Pnp2,0.013344263111467112,0.1577929
Atg2a,0.00450594036592777,0.519628
Hid1,0.013399771193175456,0.57137203
Kdm6a,0.004511397657022225,0.51162875
Znrf2,0.013422097261474602,0.24007669
Ndufs5,0.004514420253514638,0.08731426
Ccdc115,0.013447445058458669,0.26074624
Slc26a2,0.004551510997648859,0.38582227
Slc25a17,0.013479865187625631,0.2288024
2700046G09Rik,0.004560684294709796,0.81641054
Clns1a,0.013497356497681969,0.20293936
Bcar3,0.004568027191343588,0.32409078
Cml5,0.01356252156542764,0.35549125
Insl6,0.0045853553850462615,0.44065532
Tmem37,0.013595018068972684,0.18683957
Vopp1,0.00462990627988548,0.75853777
Spcs3,0.013639834999372439,0.22114061
Pbxip1,0.004630614586884234,0.28936568
Serinc2,0.01367467591333531,0.18825758
Paqr4,0.004651167138108197,0.28119954
Hmgn1,0.013841769167220321,0.19321077
Sdhaf4,0.0046633006648252266,0.21776496
mt-Co3,0.013888207292730798,0.040986173
Atp6v0b,0.004717885669765312,0.133631
Pno1,0.013891445864434755,0.23068388
Glce,0.004734804434692298,0.5431201
Prmt7,0.013899709123257864,0.30778477
Inppl1,0.004750743856644803,0.3489823
Gm15446,0.013906947955774478,1.6585575
Gpr108,0.0047579243039978375,0.24659888
Fancb,0.014007683288432028,2.9005523
Tmem80,0.004761120205104304,0.34931993
Rhbdl2,0.01399773791270023,0.5278291
Fos,0.004788373560045981,0.4410854
Mapkbp1,0.014015584346425839,0.9085876
Arl6ip1,0.004804075080770309,0.12757494
Fbxo9,0.014032548841550785,0.20089515
Uqcrc2,0.004816064859785644,0.09805897
Crat,0.014141166351587024,0.2454326
Gdi1,0.0048327091758418985,0.36586612
Dppa5a,0.014187364192323955,1.3668561
Rhobtb3,0.004842119963348008,0.5721174
Plek2,0.014217543675133828,0.23090667
Tjp3,0.004840140686649392,0.19205959
Abca1,0.014316009476881126,1.1096218
Gip,0.004838231784469572,0.3426477
Marc1,0.014384653700000727,1.4900304
Tmem106b,0.004856804671750191,0.3809588
Pdcd6,0.014403589628343068,0.10756736
Gm36266,0.004886784035372135,1.1499494
Polr2f,0.014583607742167935,0.11415713
Sirt2,0.004885421999145921,0.30972776
Yrdc,0.014594753518957,0.22491479
Nuak2,0.004894972404736625,0.52828324
Knop1,0.014677910659400795,0.24215908
Abhd18,0.00490450821957801,0.29383463
Pcdh19,0.01478822361319257,0.45883614
Ip6k2,0.0049211354193502855,0.34796464
Srms,0.014838415584589188,3.0696242
Pim3,0.004927952038008915,0.47343174
2200002J24Rik,0.014873426757882741,0.40620148
E430025E21Rik,0.004960735265010626,0.42948788
Rps16,0.014910556923496817,0.0481194
Tmem234,0.004962458588667834,0.1288065
Psmc3,0.014935181694744538,0.14004509
Phax,0.0049966959039914926,0.28701133
Nipa2,0.015076544425787224,0.20822501
Ndufs6,0.005014415864707314,0.06632219
Pfdn1,0.01514712498071641,0.11352819
Acsm3,0.005033523368536171,0.8087089
Elp5,0.015159179172694735,0.20815738
Ppp3cc,0.005094426957738897,22.497034
2610301B20Rik,0.015285444203347246,0.91925085
Hist1h1c,0.005040106846273318,0.35841912
Mettl10,0.015296743521929178,0.3436197
Sdcbp,0.005045004487421887,0.16474377
Tfb2m,0.015313359051494706,0.2768465
Taok3,0.005073115444589769,0.20138644
Josd2,0.015330410467669088,0.21431479
Pum2,0.005091189161789227,0.23385973
Zdhhc3,0.015376432510558794,0.19876407
Mbp,0.005118795418695238,0.40694752
Gjb2,0.015463798300803666,0.53030455
Tpgs1,0.0051384335253923715,0.24688074
Kynu,0.015546314607646883,21.792149
Stra6l,0.005175252889861979,2.0923965
Sec61a1,0.015546405793122737,0.13428804
Tnrc18,0.0051914989434147015,0.41541713
Smim11,0.015556372395014896,0.15147167
Rundc1,0.005196190296741431,0.58392555
0610007P14Rik,0.01559572601385766,0.14562312
Nos1ap,0.005223311675821436,0.5949317
Ttc27,0.015597445483089693,0.53961587
Tiparp,0.0052466128718331295,0.40953174
Alg8,0.015611523381159075,0.38553154
Dnajc7,0.0052455781726399465,0.1703696
Atl2,0.015807141975426917,0.2252908
Tctex1d2,0.005263593031944627,0.5881365
Mlx,0.01581132165175668,0.14502542
Gal3st1,0.005263620050755307,0.27899122
Rpl23,0.015819932848419604,0.04508781
Rgs3,0.005274061317808326,0.36620086
Gm12408,0.015909319751270672,0.896733
Sh3rf2,0.00529871552149309,0.5629669
Rab18,0.015946578304783285,0.16586128
Rere,0.00532489075234556,0.2798153
Sumo2,0.015985240410254502,0.12084302
Copg2,0.005381319496393042,0.369349
Fus,0.016036514523789572,0.15810789
Fam199x,0.005418240249439147,0.550774
Pdzd9,0.016121480071954988,21.731861
Ppm1j,0.0054707368648672225,1.4506271
Sf3b4,0.01615829757002707,0.20563568
Hagh,0.005525671757600255,0.14762561
Adamts13,0.016206145128246575,2.2308605
Sh2d3c,0.00555111433912568,1.4669731
B230312C02Rik,0.01631259603316586,22.065285
Fosb,0.00554604851170518,1.34651
Fst,0.016497041645151103,21.63878
Soat1,0.005605898674125193,0.76381594
Setd6,0.016453691287202702,0.38019508
Gm10709,0.005624879680213019,0.34217733
Cdc25c,0.016497119466305395,0.9771583
Chp1,0.005639029600499196,0.16664301
Nutf2,0.016526231330028097,0.39259064
Pcbp2,0.005659091926203048,0.116221584
Cdc25a,0.016556376134276574,0.22639114
Ptprf,0.005679787718932746,0.18735568
Kifc1,0.01656247017274456,1.5798829
Irf1,0.005698701067270989,0.26463565
Nelfcd,0.016593439320863285,0.2612134
Nlk,0.005705316659747658,0.52103895
Ppef1,0.016651988645678472,2.926895
Commd4,0.005709038641802809,0.19613111
Ywhag,0.01676822771991908,0.23503508
Reg1,0.005729110569433204,0.4334824
Wdr93,0.01676947981240968,1.0392019
Ogt,0.005794975307334783,0.16591106
