gene,p.value,logfc
Kin,0.002675117653446088,0.92863613
Nampt,0.0003134340460938877,1.4106259
Eif4a1,0.002485667033641861,0.26321012
4930481A15Rik,0.0003347900068465734,2.9722733
H3f3a,0.0028882982834714556,0.19429629
Anapc4,0.00036304076885161613,1.241195
Saysd1,0.0030653853704498777,0.71419996
Fam171a1,0.0003800161102547821,1.2920594
Rab4a,0.0030305965852565966,0.7135755
Ptpn18,0.000412773596827164,0.95311135
Psmc2,0.0037627489750608613,0.5778581
Atg2a,0.00037213063297612554,2.7058067
Cct3,0.0038242329898793537,0.36107677
Ckmt1,0.00044337271287363364,0.77100027
Dnaja2,0.004103786749794275,0.46225074
Smim24,0.0004840537024740101,0.7156375
Anapc10,0.004343269620040294,0.8918737
Arnt,0.000454379674251315,1.8764254
Nhp2l1,0.00420307742301089,0.35211083
Wdr37,0.00045431022436577377,2.3662455
Nr2f6,0.004274888204204554,0.5896066
Chml,0.00047630086059769215,1.8042052
Hspa1b,0.004902614455051634,3.0546567
Marveld1,0.0005019928719297275,3.6378913
Creb3l3,0.0048485336110174046,2.4514287
Hspg2,0.0005005354154579929,3.56191
Eif3e,0.004476583267098826,0.35039115
Rp9,0.000566461763044303,0.59114707
Bag5,0.004787542801728735,0.94057584
Myo19,0.0005399337294236843,2.6187644
Bet1,0.004754277604354526,0.76986873
Aim1,0.0005625159188440704,2.2240577
Rab3d,0.004759187134090838,0.5973557
Stil,0.0006093855519581836,24.789577
Ube2e1,0.004712018023992878,0.4581993
Mtmr9,0.0006121641859340144,25.589207
Sumo2,0.004911326224663243,0.25354046
Styx,0.0006025216830935678,2.3859396
Pdia6,0.005070413706416502,0.511655
Kbtbd11,0.0006553148063035197,24.949596
Ctsh,0.005182628632066037,0.68037534
Pptc7,0.0006665573066426484,1.2763088
Ywhaq,0.005313017602684294,0.34185603
Pla2g6,0.0006685142224117499,1.7898505
Smarce1,0.0055068992313852426,0.5017956
Gm18025,0.0006738379380522419,1.6935211
Hspa8,0.005568196343512537,0.2133049
Gm1123,0.0007884458472123241,0.92095417
Lypla1,0.005792706186104492,0.53795564
Edem1,0.0007484738648687438,1.7833469
Cbr1,0.00636029086730874,0.4370287
Acox1,0.0007796594450359387,1.1245369
Atxn10,0.0069084201004920584,0.63609433
Cep76,0.0007624371265413356,2.3507202
Surf2,0.007397024270181407,0.80715966
Extl1,0.0007973203190716041,3.275453
Serpini1,0.0074738855723418705,0.9219863
Tprn,0.000842590962061149,1.1187766
Hspa1a,0.007875033579846001,1.7481247
Car13,0.0008476782481918325,2.541297
Arf2,0.00834259352331021,1.6025803
Traf3,0.0008484892458887812,1.7649245
G3bp2,0.007999336838115623,0.40763497
Uvrag,0.0008918393843837471,2.130453
Ddc,0.008439994989418206,0.8061509
Mier3,0.00095976316160504,1.4056768
Ttc19,0.009231715060427224,0.80315614
Serf2,0.001118976393400179,0.25629252
Fam210a,0.009493867617290123,1.2154452
9030617O03Rik,0.0010210251970831834,1.9854513
Eif3f,0.009534310503374107,0.190048
Rpl30,0.0011687679994799246,0.13627882
Psmb5,0.009474877642748738,0.30555835
Ptpn3,0.0010891203100461529,2.1478784
Mtf2,0.009790401066677246,0.74211615
Xylt2,0.0010919297334811833,2.4230263
Armc1,0.010006346290184698,0.65339696
Cox7a2,0.001286147379484382,0.35433307
Psma3,0.010170702297113362,0.32798883
Wrn,0.0011467524489835814,1.6555631
Stk16,0.01035792539155768,0.5010779
Plxnb2,0.0012435574829650223,0.88924354
Ubb,0.010359171603994037,0.21514474
Galnt11,0.0012168898967837233,1.6725596
Wdr48,0.011314652577857536,1.1455607
AA986860,0.0012943081089918933,1.4763535
Smn1,0.011214077477172978,0.7016067
Ccbe1,0.001341501212934604,25.272205
Tob1,0.011336186449206236,0.8443488
Plp2,0.0014098841579500095,0.6724677
Hepacam2,0.011246051276358762,0.48668283
Rmnd5a,0.0013999059487890338,0.88247293
Kcnk1,0.011265791415087904,0.52304393
D230017M19Rik,0.0014588848183879318,25.482824
Set,0.011225578032682646,0.34123057
Hist1h1b,0.0013914189328749216,2.3988268
Oaz2,0.011337470242691975,0.5915388
Apaf1,0.0014358645862827697,1.478753
Gm21002,0.011808120915191128,1.1881919
Slc4a5,0.0015116614039812713,24.658344
Bri3,0.011321000983446081,0.2788402
Zfp263,0.0015017515492311108,1.080843
Tpt1,0.011938528952618934,0.11115836
Fam101b,0.0014716790437930285,1.2997628
Trit1,0.012098393339513359,0.8696451
Hnrnpul2,0.001616664974156634,0.63642055
Akr1c19,0.012397473518367164,1.2510802
Cox7b,0.0017201097208914859,0.3364143
Gm10116,0.012158888865698082,0.5555004
Isoc2b,0.001584118849251654,1.1386138
Agt,0.012515798109154508,0.85008913
Rhbdl2,0.0016495518034485247,24.606209
Hes6,0.01228361086627471,0.35957158
Abhd11os,0.0016371964905850683,0.8814855
Mpzl1,0.012416969887115282,0.54507005
Gpx1,0.001743273381926534,0.39459038
Polr2c,0.013027197430130531,0.4712893
Enoph1,0.001627027552781163,1.4384899
H2afy,0.01292982038296662,0.31019083
Esco2,0.0016200206292818512,2.1374106
Urah,0.01350570166354916,0.7036695
Pde7a,0.0016579816669213502,1.7808989
Gemin2,0.013653711213848913,0.9207547
Zdhhc21,0.001704591255527877,1.0121474
Smoc2,0.013539088391653444,0.5038752
1110002L01Rik,0.0017000710406500075,3.1825342
Cct5,0.013657693809588357,0.27654046
Heatr5b,0.0017366860489778934,2.5075824
Abca1,0.014846030879356358,2.1029973
Ttk,0.0017774888682255097,2.5751126
Cnp,0.01439670966672864,0.6716375
Dsg2,0.0018768217062863032,0.8062423
Ern2,0.014729139985674813,1.4391346
Klhl18,0.0017815225041967423,1.8379354
Capza2,0.014285856406146366,0.4032006
Dagla,0.0018685711714153598,24.712595
Drg1,0.01453543244184502,0.54935634
Nck2,0.0018237485433883114,2.5830739
Thoc2,0.014757320306677703,0.5086099
Ccdc142os,0.0019050368533854885,24.828178
Faim,0.01505926352696598,0.74327
Agfg2,0.0018547503346748348,1.6586571
Glul,0.015012091186944247,0.505973
Skp2,0.0019457283310016897,1.6797789
Hadhb,0.015675950458542254,0.41872704
Mgat5,0.001997489470560692,1.1954508
Gm17322,0.015957592297713492,0.882775
1190005I06Rik,0.002068227258585563,24.67508
Adh5,0.01580009235507625,0.42371893
Slc7a8,0.002027574351986221,1.7834591
Btg2,0.016214610253031184,0.57828707
Suco,0.0020795430755892875,0.99151546
Mat2a,0.016170719333348692,0.35647053
Cse1l,0.0021096593032856803,1.0452958
Hsbp1l1,0.01633309511143129,0.58457714
Bst2,0.00210249988590483,1.1616062
Spag7,0.016295621779560523,0.44029564
Ganc,0.0021146988981183223,1.6339328
Psmc1,0.016544924632498213,0.48192614
Sft2d2,0.0022212875919108937,0.9109738
Abcb9,0.017308891629165896,1.2549973
Crip1,0.0023166137620302825,0.7147901
Tmem252,0.017860298090987874,1.2919611
Trim40,0.0022061277916478736,1.0571536
Ift20,0.017636598049158358,0.40601665
Sirt7,0.00238814669666846,0.82026005
Senp3,0.017936663166279204,0.9508369
BC021614,0.002299014872228974,2.7906816
Ahsa2,0.01784690729633086,0.5192624
Ercc3,0.0024125830021520275,1.4291172
Cmtm8,0.01853845330131709,1.5410222
Aldob,0.0025181738877057174,0.7562171
Gm26782,0.018382803909827865,1.0678595
Serpinb6a,0.0025430346772717,0.64022493
Capzb,0.018064307264847472,0.33896706
Gm10282,0.002452818665648511,2.0560176
Mrpl38,0.018681936720024696,0.46179405
Rpl7a-ps3,0.0025735635074838254,25.353365
Jun,0.018825357728930615,0.65399045
Atad2,0.002684357677763898,1.3321835
Fbxo22,0.019495414108496173,0.5249389
Nid2,0.0027459945912669923,24.42027
Pebp1,0.01983049672676973,0.18854585
Syne4,0.002674085766579175,3.0464354
Fam220a,0.020541079718779873,0.9124623
Creb1,0.0028223831591919777,0.8363368
Amdhd2,0.020656138442260545,0.73088205
Trpm7,0.0027858166652352475,0.9439839
Tmed5,0.020604405846087612,0.6411598
Tmem184b,0.0027644056975474596,1.5698799
Txnrd1,0.020522678340992112,0.39068398
Crocc,0.002897398592052089,24.955557
Kcnq1ot1,0.020641434290733427,0.54767084
Arid3b,0.002898787796445484,1.8942641
Snw1,0.02083319710971856,0.36861584
Zfp524,0.003064404684938944,0.909321
Vwa5a,0.021527413299085845,1.2356122
Garem,0.0029378117200177423,2.3876824
Pgam5,0.021534837346529858,0.8673352
Taf12,0.0030893288795012866,0.75388825
Chchd2,0.02138075292039146,0.12169612
Rai14,0.0030703284982305868,24.800743
Cep89,0.022227411360673365,0.9066363
Riok3,0.003090392850474365,0.8787458
Acads,0.022019605877723163,0.44408178
Sgms1,0.003040814608152703,1.1968629
Rraga,0.02208793847530545,0.5030932
Jarid2,0.0031582218167237205,0.6686101
Pmpcb,0.02237424927321615,0.5270579
Ptgfrn,0.0030872073355300775,1.0455531
Foxa2,0.0229210968947168,1.341122
Slc38a10,0.0032434481747605137,0.87817454
Ucp2,0.02227662423720465,0.26860085
Ltbr,0.0033084300735204543,0.85842854
Eid1,0.022658236880744538,0.60980046
Nptn,0.003236318324850892,0.9012396
Cnpy2,0.02281833059047561,0.3225896
Glud1,0.0034292794805430914,0.599879
Slc39a7,0.0231568546569842,0.59866744
Thap4,0.0033760694751489477,0.72838753
Prdx6,0.022950320618290405,0.28866854
Pitpnm2,0.0033301562398971563,24.885735
Dtd2,0.02329465569802201,0.7799174
Usf3,0.003289014215333364,1.2383094
Homer2,0.023486645419123195,0.67434686
Pak4,0.003331658048889221,0.9440002
Tagap1,0.02421660675601791,0.88073176
Gng11,0.0034487581921168165,0.773415
Crls1,0.024698982746564603,0.72088474
Neat1,0.0034807590373518156,0.8023878
Anxa4,0.02470896264973697,0.2664469
Vegfb,0.003366571112364582,1.2070562
Puf60,0.024650912732595558,0.4115618
Fam107b,0.0034010320839056155,1.3073798
Mrfap1,0.02483481812328008,0.22659363
Enpp4,0.0034351708839161508,1.3724842
Vcp,0.024954356639439824,0.30065474
Afap1l1,0.0034442206841037494,1.5321007
Sox4,0.025234195421849254,0.5651273
Smim22,0.0036802133323486294,0.60218424
Tspan1,0.025301234907691712,0.4381854
Kmt2d,0.003600945125773178,1.1573651
Zfp131,0.02624774103060633,0.70067334
Ndufv2,0.003859926108853706,0.36804283
Rffl,0.02649488269908691,1.117206
Ssh1,0.0036148313505729155,1.2187841
Exosc7,0.02635901953149335,0.48687002
6230400D17Rik,0.0037349541806695084,24.65507
Smad1,0.026685897335539627,0.5376078
Slc12a2,0.0038188002780262806,0.51946676
Gna14,0.02740814348510924,1.1901313
Ints1,0.0037463768132020283,1.254261
Rcc2,0.02701838535492624,0.48763692
Zfp446,0.0037688436808669804,3.21632
Smarcc1,0.02700387261654248,0.46306163
Nfatc3,0.0037801270328121847,1.024155
U2af1,0.0273114775330062,0.28175214
Sptbn1,0.0039764119928082115,0.60731393
Mtf1,0.028339133236803076,0.9855788
Tnfaip1,0.0038947148285208132,0.82436156
Defa23,0.02869564793814982,1.8238833
Fam120a,0.003977348642803294,0.5421879
Fam53c,0.02864630858470256,0.98260343
Cog3,0.003863351285032017,1.7485706
Zfp768,0.02882265621910774,0.80417764
Mtss1,0.00402795003664385,0.7662702
Cpq,0.0290030883098867,0.6962672
Lrrn1,0.004015420922067487,24.803358
Tubb2b,0.029547760252367685,0.79290456
Emp2,0.003956332293762467,1.649524
Slc27a2,0.03000892460373887,0.7623807
Cdkl2,0.003928595988599008,2.5004382
Defa3,0.029985784268947838,1.1355401
Zfp146,0.003998776619033882,3.3070698
Mthfd2l,0.030141603534258744,0.5302796
Zfp24,0.00411353883063857,0.94444835
Sap30bp,0.030658187014542836,0.75195843
Mfsd1,0.004054331254324993,1.0693487
Eif4e,0.030472703368976527,0.46217605
Nusap1,0.004002186783446068,1.4893785
Pld5,0.03188048547906799,25.399117
Pcm1,0.004168762925756854,0.78017056
Wdr34,0.03119836895339238,0.9482605
Atp8b1,0.004224944119477923,0.64431804
Hax1,0.031187942167327953,0.4961512
Eml6,0.004186479830002039,24.923971
Rpl10,0.03161507563546464,0.100347474
Ndufa13,0.004514576726368963,0.3499406
Kctd14,0.03217089269811666,0.7864394
Trub1,0.004266610197698226,1.039573
As3mt,0.032297552349483366,0.49297863
Ptpdc1,0.004160528786250568,2.348498
Prr3,0.032913450997136294,1.0266083
Vps4a,0.004350769884173464,0.8514447
Gca,0.03286973033847077,0.8889412
Nek4,0.004248142330228,2.9031336
Ppdpf,0.032589022701102095,0.28767207
Wwc1,0.004274598653976992,1.0914853
Sf3b6,0.0325932064059438,0.25213537
Me2,0.004413929083318717,0.6389346
G6pdx,0.033485227325732746,0.86169195
Tspan7,0.0043774750540332375,0.74899065
Psmc4,0.032962187530624215,0.3571789
Gm4724,0.0043970756685770915,24.693913
Ankmy2,0.03400099469532577,0.8478784
Marveld2,0.004394170973586627,1.1891551
Psma7,0.0332831217273925,0.20311102
Cblb,0.004332611720351675,1.1343597
Ubac1,0.034085092234779624,0.6689457
Zadh2,0.004364406063372427,1.1791557
Cdk13,0.034392150262562884,0.6962404
Tstd1,0.004441272265821158,0.71040094
Mocs1,0.035063895125322715,1.3213097
Cox7c,0.004562981602613712,0.19942684
Hmgn1,0.03405940590038418,0.2998179
Lbr,0.00446564523164361,0.82574993
Zfp53,0.035470115919965746,1.2135912
Zfp771,0.004554980862472865,0.73786235
G3bp1,0.03509214141543402,0.32462728
Dock1,0.004532006623265074,1.3823963
Mat2b,0.03537099151586422,0.44809195
Txn1,0.0046714131667855065,0.301919
Ube2n,0.03521391998143549,0.2878881
Tmem106a,0.004474734196015153,1.9598571
Tox,0.036245453563762124,0.69455075
Fgr,0.004644574013095431,24.315369
Traf4,0.036480677765879044,0.5452204
Pcsk4,0.0046563662068582,25.111057
Gmppb,0.03676178577766523,0.752559
Ctdnep1,0.004710796422978864,0.71874315
Brix1,0.03665255837992202,0.5123365
Casp7,0.004637344458824632,1.0113941
Anp32a,0.03650505400783793,0.28172663
Xpnpep3,0.004535366092660415,2.646084
0610009B22Rik,0.03676303525684003,0.43511328
Nrbp2,0.0046720143621613195,0.99877864
Fbxl20,0.03733869176888303,0.90901554
Sgpl1,0.004768086425898386,0.9242498
Rev3l,0.03779327050894536,0.9953688
Synrg,0.004788146155251288,1.0053163
Cpn1,0.03825190128660672,1.5452464
2200002D01Rik,0.004869657483569454,0.5886283
Maoa,0.03767301914433467,0.58906025
Pik3r5,0.004894390424663892,0.63827103
Tmem160,0.037721499362613355,0.3923322
Nr5a2,0.004799235177831984,1.0426521
Cct7,0.037775987327494105,0.28211358
Dand5,0.004717248868915936,2.080062
Tpbg,0.03886690372493423,1.2085283
2010107E04Rik,0.005038726556962313,0.26953024
Ppp1r16a,0.03876309751521249,0.73947644
Zfp763,0.004799052783587896,3.2056866
Trp53rkb,0.03930820525688087,1.0823423
Rdh16,0.004908987707165248,24.432352
Scml4,0.03957995855903337,0.6435041
A530020G20Rik,0.0049290565926597835,24.44748
Psmd6,0.039537325331637084,0.38782793
Eogt,0.004978219330320228,25.020878
H2-DMb1,0.040941372027841406,3.813106
Osbpl3,0.004931983438318607,1.0011617
Trmt2b,0.039901058636832645,0.8071195
Ddx31,0.004886262047271178,2.7496722
Rtn4,0.039755242977397826,0.33800617
Pitx1,0.005043719713506616,1.2701474
Hsd17b2,0.040245295268123274,1.0813284
Rpia,0.005246816297643731,0.7306072
Gale,0.039885981911934,0.4386686
Prr11,0.005071079165520423,2.6489818
Rnf135,0.0403906887104158,0.9665348
Cdk6,0.005478882990816096,0.6877742
Lancl2,0.04080654789467589,1.2275048
Khk,0.005504281961076087,0.66628766
Mettl22,0.04090396874917139,1.1096165
Hist1h2ak,0.005528705818719585,24.59307
Nop16,0.0406213508691057,0.58398724
Impa2,0.00551732185769427,0.8209246
2900026A02Rik,0.04093944906575139,0.7781104
E2f3,0.005391175027114612,1.6419111
Gnb2l1,0.040656849028273094,0.15534009
Slc9a6,0.005412242045069708,2.180281
Mid1ip1,0.041390292424792835,0.50061053
Arrb1,0.005520620774211144,1.00739
Psmc6,0.04161743836320426,0.34438217
Tnfaip3,0.005461113810836044,2.5660908
H3f3b,0.041831080983554696,0.13117997
Psap,0.0057927964369449405,0.48001453
Rnf121,0.04240557026521133,0.79948854
Rgs10,0.0057088447811073275,25.027594
Hectd3,0.04257447414407115,0.83652556
Kif3b,0.005584629454841806,1.315539
Spats2,0.04276545337826777,0.8589397
Scyl1,0.0056725708084439785,1.1239338
Rnf128,0.04309719592279759,0.32803985
Capsl,0.0057540884649018315,24.991665
Dbnl,0.04330199817988127,0.42997864
Recql4,0.005778873115048802,24.339392
Mpp1,0.04430539087410281,1.556086
Tnfrsf11a,0.0057029358885428115,1.1793405
Tars,0.044082364474243664,0.55968684
Sobp,0.005860463078138081,24.570751
Tmem29,0.04413413306505353,0.69618905
Mgam,0.0059439106817061734,0.71066064
Cdk2ap1,0.044258401346430415,0.47531486
Pomt1,0.005800514742533026,1.3021222
Zmynd19,0.04492685627277587,0.76972836
Cox4i1,0.005968250980999321,0.14307082
Dolpp1,0.04527829409413125,0.96653694
Coq6,0.005916151149363692,0.96834606
St13,0.04496621275331872,0.2736173
Tgfa,0.005884345491737297,1.7165014
Psmd12,0.045031138080421786,0.41568223
Pkn3,0.005888262449484799,2.6036446
Defa-rs1,0.045941776486012734,1.0780944
Tmem68,0.005972245114116944,1.3258002
Rnf214,0.045478315819988215,0.7234108
Gtpbp6,0.006065323119094318,1.1280723
Cpsf6,0.04570665137000922,0.46888742
Atp6v1g2,0.006032046368549436,2.2682202
Slc25a53,0.04684663628089319,2.760817
Micalcl,0.006246543218335021,24.61364
Cyb561d2,0.045700711133525626,0.5168347
Zfp786,0.006260077076001223,24.308445
Mrpl46,0.046489204645563574,0.41313526
Nadk2,0.0062155435462878245,0.859034
Glb1l,0.04788344897296393,24.808235
Naa50,0.0063602475937718965,0.6405557
Gm16253,0.04827992571021965,25.50322
Rdh12,0.006308011527435618,25.018389
Chrnb1,0.04744941434680171,1.3614709
Zer1,0.006238750153611809,1.5797459
Zmpste24,0.0471451767195867,0.72723407
Malt1,0.006204902546899833,1.7658457
Hbp1,0.04761980234477284,0.5166739
Ppm1f,0.006446239292665477,24.691502
Gm15315,0.04907681891994853,25.341482
Gas7,0.006329786852363475,2.4716032
Plpp4,0.04824862539957389,0.9827458
Klf6,0.006581462558320271,0.8148167
Jmjd6,0.04785199655196856,0.54193676
Bmp2k,0.006437059479066907,1.2869301
Cemip,0.04931598049749167,24.562162
E230001N04Rik,0.006539047099414592,24.387255
Insl6,0.04877716328878491,0.8937502
Acsm3,0.0064649184860617655,1.3523233
Iars,0.04858263192761986,0.6165522
Isx,0.006571574523853601,1.0488492
Uqcrc2,0.047959519718307045,0.23368901
Chrna1os,0.006676522771011031,24.79405
Spink4,0.04870023609598104,0.43055946
Lonp1,0.006705991535889995,0.7549458
Akirin2,0.04855799228712424,0.40323973
Atp2b2,0.006719487207321383,25.090761
Snrpb2,0.04964811951179327,0.40855616
C2,0.0065474597049611635,1.9110553
Clcc1,0.05024639175993083,0.6456453
Mrps9,0.00680421740076345,0.5943436
Vbp1,0.05015126052148234,0.45660806
Tex9,0.006639832759271554,1.4147872
Nkap,0.05077664652351417,0.6041985
Chp1,0.006844653637443498,0.566581
Polr3d,0.05132909448261139,0.86312836
Gsdmc4,0.006649147651578765,2.3831942
Strap,0.05093699745157991,0.35928318
E2f1,0.006759716732414343,1.6586767
Cdkl3,0.052134705685054614,1.7959994
Xlr3b,0.006771430571342569,2.4643192
Sult1c2,0.05183191936351845,0.95957243
Gm7676,0.006950235797946826,25.171217
Neu1,0.05179458142954915,0.7820557
Il17re,0.006805752820832256,2.6763785
Lig4,0.0519392116261154,0.7072831
Gstcd,0.006858158907794147,1.8750993
Rrp1,0.051956415551398266,0.3131387
Gsdmc3,0.007100536895821537,24.401712
Zfp612,0.05298219207905661,1.193212
Cd38,0.0072941918374569556,0.72218424
Zfp184,0.05370579051417765,2.0514317
Zfp677,0.007356174724082887,24.739573
Wdfy1,0.05329118420699699,0.5570498
Gpsm1,0.0071913198119136264,2.7411137
A430046D13Rik,0.054163484010029184,1.6878662
Tmem170,0.007240131897639592,2.9899056
Nemf,0.05441791059359659,0.5766655
Mef2d,0.007379658648378527,0.89423734
Nupr1l,0.055097504726039886,2.1475906
9030407P20Rik,0.007487507585281448,24.547678
Idh3g,0.05517575280519868,0.31336957
mt-Co1,0.007486184931866124,0.13811637
Halr1,0.05627914623487315,1.6318626
Cdk1,0.007461742281802527,1.1155862
Slc38a1,0.05552271360039822,0.45037976
Prss32,0.007773259697240319,0.594263
Wdr4,0.05580109754525959,0.7876296
Epb41l2,0.007607121940390378,1.0485101
Pafah1b3,0.05551570605737236,0.29755768
Entpd7,0.007681324082971158,1.0016885
E130311K13Rik,0.056701432445459464,1.7950795
Arf6,0.0077969006730465255,0.55362517
Taldo1,0.05549844781147111,0.20152019
Cgn,0.007837657850829953,0.6629427
Bfar,0.05604608999040244,0.47157624
Rnf123,0.007667322471022428,1.3226373
Repin1,0.057255873523693976,1.0594794
Hist1h3d,0.00790730503015437,24.781452
Foxa1,0.057333079508400026,0.91344047
Rfx3,0.007736432677069964,1.9267762
Ube2j2,0.057135921225786014,0.34908935
Cdc42ep5,0.008078500329200069,0.61287135
Rbm18,0.05774445179508394,0.6620896
Otulin,0.008002374929729843,0.89481133
Hmgb3,0.05756159204718623,0.3459209
Rpain,0.008026085892371315,1.031995
Ewsr1,0.05775048223513338,0.32494777
Tmem141,0.00816385826952941,0.669291
Tead2,0.05815818038069527,0.6766395
Slc22a5,0.007927022737188854,2.4827833
Eif1b,0.05818726402054435,0.37702996
Lrat,0.008071618962687321,1.4317318
Slc9b1,0.05968641703758463,25.244923
Klhl9,0.008223712891332082,0.7916894
Ddx27,0.05849201424767875,0.47383618
Igfbp7,0.008076012536070591,2.695892
Jagn1,0.058664946806798506,0.40076602
Gm10263,0.008411185513129745,0.9206287
Ywhae,0.05860892904572242,0.16355978
Ercc4,0.008291310994820363,1.7901729
Egr1,0.059746051994444674,1.0634016
Iars2,0.008571763187658805,0.9835192
Hmbs,0.059689924957257064,0.5252809
Fbxl21,0.008404852393493699,1.456018
Ddx1,0.05961878518883242,0.40672818
Hoxa5,0.008500007230883379,3.3610816
Rsu1,0.06025101249741407,0.6423701
Shoc2,0.00864834814771808,0.9161951
Zfp7,0.06060446066586618,1.1200238
Nme7,0.008590795996114661,1.0860399
Prmt1,0.060190857621961615,0.32723796
Ndufb11,0.009001720707447858,0.27358064
Hsp90ab1,0.0604645187672282,0.13470326
Dynlt1b,0.008756259717185421,24.852695
Exosc4,0.060451166668461516,0.46103886
Akap12,0.008831625962148055,24.553877
E2f5,0.06097031197345078,0.7993106
Pfkfb4,0.008670441971714082,2.2814279
Ttll4,0.061373599941562086,1.2511802
Rnf168,0.00882541804100004,0.97187626
S100pbp,0.06185691914749803,1.57999
1110032A03Rik,0.008936957573177444,0.7648214
Fancl,0.061377390454861146,0.9265148
E2f2,0.00889364980897781,1.0073556
Scd2,0.061283393222385255,0.5717172
Fam189a2,0.0087914246882743,2.1661747
Atg4c,0.061868711379456376,0.8918238
Hist1h1e,0.008888319359870328,1.1952734
Mzt2,0.06161879827836395,0.4717509
Lrp1,0.009106595956450046,1.5943583
Tmem106c,0.06248356936614522,0.57558304
4731419I09Rik,0.009329535691822752,24.1756
Luc7l,0.06288228691493955,0.46038455
Bud13,0.009222426022596597,1.4233415
Exosc2,0.06355255011872274,0.65037835
Zfp626,0.009158384736071156,1.8353506
Gm15706,0.06399999758537614,1.2231807
Rc3h1,0.009272913211324172,0.8990903
Gipc1,0.06337470399690502,0.42621678
Arhgap5,0.009556949630000136,0.5884144
Cdk5rap1,0.06438992805265888,1.0614825
