,logFC,P.Value,adj.P.Val
Rpl41,0.2250826,1.9161058899837958e-33,2.8059774003904373e-30
Defa24,1.5408138,3.456844768130982e-140,6.074713311036574e-136
Serinc3,0.7743094,2.692034986583627e-26,3.153808721282272e-23
Gm15284,1.7847664,2.3515140998765247e-131,2.066157863856508e-127
Oat,1.0550956,5.385563334229305e-25,5.915031529525723e-22
Lyz1,2.0478199,1.0974013118394672e-118,6.42821108431832e-115
Gm42418,0.7755211,4.5484131420346225e-24,4.440514674720801e-21
Fabp1,2.5922005,5.042885479881848e-90,2.215465663449093e-86
Rpl35a,0.17210422,3.2622611740613482e-21,2.7298912196085748e-18
Gm14851,2.0317624,1.282993470816641e-75,4.5092088525321667e-72
Rps29,0.17634347,2.504684766852307e-19,2.0006738821770722e-16
Itln1,1.7318497,3.9666691368365945e-72,1.161771279027158e-68
Rpl36,0.2074374,1.030649203251315e-18,7.874608021189286e-16
AY761184,1.5003444,4.946671248140065e-58,1.2418264834795053e-54
Clca3b,1.0139295,1.1643452018326035e-18,8.525432596585143e-16
Defa17,1.5512573,5.940526954962285e-57,1.3049110022444028e-53
Rpl38,0.2179518,2.2663615293741996e-18,1.5317988906035695e-15
Gm14850,1.4032216,2.4508987134388585e-56,4.785515899029006e-53
Sdc4,0.86518073,4.363536106543077e-18,2.8400155555659812e-15
Acot1,1.3232217,1.1921517188196506e-39,2.094968215481772e-36
Smim24,0.64015824,4.724203362856566e-18,2.9608778721308972e-15
Defa20,0.9432026,3.072733292558822e-37,4.908831104557835e-34
Rps28,0.19083449,4.886215119319184e-18,2.9608778721308972e-15
Gm7861,1.5037966,2.084008276456565e-30,2.817098264782401e-27
Atp1b1,0.7104884,1.6617641353176198e-16,9.420058435463397e-14
Hmgcs2,1.2651057,2.6858860819251053e-28,3.3713625798335628e-25
Slc5a1,1.2485003,2.0035539130480885e-16,1.1002641535623143e-13
Defa21,0.99731386,2.2746512640400507e-24,2.3513203919397536e-21
Slc12a2,0.857189,2.6049198430715536e-15,1.3463604824204826e-12
Chchd2,0.21311913,8.51095918501547e-23,7.871741355698782e-20
Rpl37a,0.1510702,3.1400126170850156e-15,1.5765554777152849e-12
Defa22,0.8940187,1.5706954419003082e-21,1.3800915500257058e-18
Cyba,0.8625757,4.598743216532695e-15,2.235422883470263e-12
Mtch1,0.7092576,1.2666058337703264e-18,8.903225726738379e-16
Cdk6,1.127485,8.82301927596376e-15,4.080182045697662e-12
Hsp90aa1,0.5353095,4.91676242575241e-17,2.880075536924903e-14
Rpl9-ps6,0.27478573,1.2973124100489108e-14,5.6994177454473775e-12
Ubb,0.3108182,1.0872339845395598e-15,5.789685700095056e-13
Cdca7,0.91099125,2.014409597960378e-14,8.342360294521325e-12
H3f3b,0.23742446,4.70668905072553e-15,2.235422883470263e-12
Rps27,0.15556575,2.04132187255686e-14,8.342360294521325e-12
Tubb2b,0.8840657,1.1567984447471709e-14,5.2124151460364184e-12
Ppp1r1b,0.7920976,2.293435989773732e-14,8.95612236628751e-12
Clps,1.1208849,1.3332516854471166e-14,5.7144467971615074e-12
Wdr89,0.28995973,2.596182484950055e-14,9.917981480005939e-12
Tpt1,0.1320256,2.1113490507000352e-14,8.432440197261754e-12
2200002D01Rik,0.95465976,3.126594646389223e-14,1.169013781297826e-11
Defa-rs1,1.5475713,8.887766952534899e-14,3.237726951282682e-11
Hes1,1.0758382,9.027975906951085e-14,3.237726951282682e-11
Dnaja1,0.5157656,2.308009558254663e-13,7.510861475409109e-11
Gm8730,0.23102944,9.891781315849575e-14,3.476565461268492e-11
Defa3,1.5968335,6.43489308083456e-13,1.9838662475351882e-10
Cldn15,0.8278873,1.1090569052815703e-13,3.821462156179026e-11
Tm4sf4,0.7324754,1.1826016441717775e-12,3.4636431155051077e-10
Trim2,0.9093976,1.3098185204193926e-13,4.426430934486536e-11
Gm15308,0.695644,2.5601059646470904e-12,7.256248728506987e-10
Gas6,1.2951715,2.142744069611033e-13,7.104611610429186e-11
Akr1b8,1.5730739,5.458095203665513e-12,1.4756170309848316e-09
Kcnq1,1.0500352,3.229203337211413e-13,1.031759822633021e-10
Gnb2l1,0.12989728,6.34052893558088e-12,1.663016641566609e-09
Pabpc1,0.28832605,3.329618877532185e-13,1.0448462952655909e-10
Defa26,1.513177,7.544523949875084e-12,1.94970469663463e-09
Khk,0.8797646,7.751158710389197e-13,2.3484674485805063e-10
Hn1,0.41803727,1.2982373938460739e-11,3.2591322460081504e-09
AY036118,0.65944344,8.982268020103115e-13,2.6753456935130857e-10
Mrfap1,0.36388573,1.526239835553455e-11,3.7250850875251197e-09
Rps18-ps3,0.35576606,2.2531827246632493e-12,6.491013118115948e-10
Ppic,0.8775001,4.1779712085267754e-11,9.534998447719615e-09
Cdc42ep5,0.7678741,3.74022364893416e-12,1.043284923535238e-09
Pgc,1.1648203,6.028199372598042e-11,1.3241693446833173e-08
Pdcd4,0.57926166,4.8716861257335565e-12,1.337658441992434e-09
Jund,0.48751363,6.61756527784714e-11,1.4181765198488756e-08
Rpl34,0.12974533,5.812124116542087e-12,1.5475220772726377e-09
Krt7,0.500708,8.350448662681992e-11,1.7679811367386822e-08
Pigr,0.65175366,1.2373085000318853e-11,3.151191633487003e-09
Acaa2,0.4445423,1.0420853055531703e-10,2.1800672707721262e-08
Rps2-ps6,0.46168354,1.3411180290603482e-11,3.319361566855986e-09
Slc39a2,0.9409707,1.1283385726257799e-10,2.3056155507852127e-08
Aqp1,0.95056283,2.86644580661771e-11,6.811117231681198e-09
Ftl1,0.16352463,1.8013812342481062e-10,3.517296936604663e-08
Cbx3,0.6197877,2.8681652258829378e-11,6.811117231681198e-09
Creb3l3,1.680316,2.798134108098652e-10,5.287269965765335e-08
Rpl35,0.158847,3.45910609851217e-11,8.10491619588725e-09
Defa23,1.8517433,4.356542476906885e-10,7.811991933335172e-08
Rpl23a,0.11616245,4.1599683642513266e-11,9.534998447719615e-09
Ddit4,0.65952075,4.328414787648186e-10,7.811991933335172e-08
Gpx1,0.5746085,4.978195775187848e-11,1.1215619789407185e-08
Cd24a,0.39730737,4.962431146469226e-10,8.72048025369037e-08
Tnfsf10,1.840129,5.992458138413239e-11,1.3241693446833173e-08
Smim6,0.3940564,6.374491710026468e-10,1.0782154208149232e-07
Rplp2,0.118135825,6.490821152913128e-11,1.4081876558042271e-08
Neurog3,0.9335461,7.580845406815965e-10,1.2687447269902569e-07
Thra,0.8065854,1.0691952630190503e-10,2.2104668655333845e-08
Eci2,0.47424266,9.68150031652336e-10,1.6050283496440095e-07
Plp2,0.58542436,1.5207368948546072e-10,3.07171373026207e-08
Cd63,0.38011408,1.6019876872980985e-09,2.5592481480808624e-07
Ceacam1,0.57406086,1.5829611820580652e-10,3.1610655513984526e-08
Gpx2,0.27011597,2.363074706858469e-09,3.6109836368368583e-07
Kcne3,0.8384627,1.6463213357128677e-10,3.250652228368789e-08
Rpl5,0.111402504,2.390841101346558e-09,3.6219181615485405e-07
Plcb3,0.8069574,2.423118421828787e-10,4.679281321626074e-08
Rcor2,0.75770146,2.796669169804553e-09,4.164904010252154e-07
Gm9843,0.20450577,2.730023905117487e-10,5.2146424005032175e-08
Fabp2,0.5746016,2.8417762599409066e-09,4.1965154803312225e-07
Rnf149,0.67750406,3.425825339840989e-10,6.404471137981458e-08
Mgll,0.8902016,3.033220717023353e-09,4.4418989716876153e-07
Mgam,0.75896174,3.7183427030721456e-10,6.87815119169335e-08
Marcksl1,0.49949828,3.0663022117740036e-09,4.453233782438394e-07
Camk1d,1.0355735,4.151912181857257e-10,7.600161747060164e-08
Adrm1,0.49957994,3.1274721349652918e-09,4.5048416252250064e-07
Rpl39,0.14157955,4.5852094406976417e-10,8.138978333472693e-08
Btg2,0.5254242,3.30211025797432e-09,4.6796760938211873e-07
Lgr4,1.023181,5.110419773361948e-10,8.891624423494011e-08
Zg16,0.51257855,3.55920249503396e-09,5.003669235618542e-07
Igf2bp2,1.1085725,5.677321794625663e-10,9.781134891858508e-08
Setd8,0.41809383,4.035543083366292e-09,5.628301476507606e-07
Rpl32,0.10719936,6.381062070491778e-10,1.0782154208149232e-07
Akr1c13,0.4925068,4.998594494412135e-09,6.809325662814299e-07
Rpl15,0.13628988,1.0346768010785556e-09,1.6992874229302298e-07
Rps3,0.09041093,7.278814495455066e-09,9.474859787306065e-07
Gpi1,0.37182486,1.5282036146271041e-09,2.486585381466861e-07
Gm8773,1.174594,8.24629694687459e-09,1.0577531112950888e-06
Cox6c,0.23209079,1.5608504003198815e-09,2.516405879341402e-07
Mfge8,0.6224575,1.0838954865285457e-08,1.3136065782597333e-06
Mfsd4,1.7141844,2.291049473615353e-09,3.53163266665286e-07
Nt5c,0.32610443,1.0805114366735846e-08,1.3136065782597333e-06
Sepw1,0.42199644,2.2115725872359253e-09,3.498348754966294e-07
Ube2s,0.38277695,1.0985451751290928e-08,1.3222420796262704e-06
Rpl37,0.11812762,2.2296424091289188e-09,3.498348754966294e-07
Stard10,0.2905857,1.8455744583334148e-08,2.1337026287034933e-06
Ccl25,0.69523245,2.261225996867803e-09,3.5165065878723804e-07
Eef1b2,0.13528866,2.4189235779635093e-08,2.742435099067919e-06
Txn1,0.33983526,2.480879257733389e-09,3.72619582873067e-07
Gfra3,0.6681826,2.5079522511954194e-08,2.807149357341217e-06
Fam234a,0.90498817,3.175279871635565e-09,4.536519771077381e-07
Prom1,0.44982192,2.9541451561530964e-08,3.224421914849588e-06
Cers4,0.90000176,4.090726027382778e-09,5.660340825133666e-07
Psmb7,0.30745372,3.122966716017574e-08,3.3876477839862244e-06
Rpl27,0.14990155,4.347625324353809e-09,5.968814048817929e-07
Enpp3,1.1575997,3.3153913001152874e-08,3.574317258707113e-06
Sord,0.6627864,5.4528343126338755e-09,7.370973644301161e-07
Upp1,0.80670375,4.749802850525255e-08,5.089529603187824e-06
Nfib,0.6878931,5.920266333159726e-09,7.941743532260753e-07
Cdk2ap1,0.44176403,5.286873865817363e-08,5.59676111108485e-06
Fabp6,2.081432,6.3779737988627135e-09,8.427077711835674e-07
Gadd45g,0.65405935,5.8336779467114014e-08,6.138636081290985e-06
Cox8a,0.23118277,6.338242209036353e-09,8.427077711835674e-07
Arg1,1.1294265,6.24276037425254e-08,6.53000167004404e-06
Axin2,0.789845,6.551528438359961e-09,8.591791734873103e-07
Dhrs4,0.3400264,6.627863734002313e-08,6.891801739504298e-06
Ifitm3,0.53007215,7.801681419109679e-09,1.0080804968971647e-06
Psma2,0.26080182,6.712806428757778e-08,6.8984881504421306e-06
Sis,0.7580787,8.32335391768028e-09,1.0599007130101129e-06
Psmb6,0.2569692,7.982544963687183e-08,8.108512291726871e-06
Rpl22l1,0.27362224,8.413463774948327e-09,1.0636676181091147e-06
Eif4a1,0.22147983,8.486732292591986e-08,8.571111872282698e-06
Nptn,0.9087293,8.542565342643845e-09,1.0722750054734306e-06
Psmb5,0.26247472,1.0144823155779919e-07,1.0015448163849466e-05
Irf2bp2,0.66881794,9.28728906763261e-09,1.157486033939772e-06
Scd2,0.8874438,1.2435285344723202e-07,1.1941271549880919e-05
Prlr,0.8335996,9.848735281784877e-09,1.2170385433747396e-06
Ly6e,0.389786,1.5475034427449435e-07,1.4465041489019624e-05
Hnf4a,0.58106476,9.903631235565228e-09,1.2170385433747396e-06
Cdk4,0.27439126,1.927124985611889e-07,1.7278248659264145e-05
Ccnd1,0.74937576,1.3117936930572538e-08,1.5681735080336817e-06
Rhob,0.7068428,1.9502087426622804e-07,1.7374254189545263e-05
Pde4d,1.32179,1.3702476332861266e-08,1.6269838959281825e-06
H2afy,0.2703501,2.583305972818811e-07,2.236277628588422e-05
Impdh2,0.4357324,1.435468432822114e-08,1.6929856892606045e-06
Crybb1,0.8653039,3.3579152723406887e-07,2.8506591826494165e-05
Arid5b,0.9543974,1.636172192844349e-08,1.9168302629902496e-06
St3gal6,0.52713734,4.4445158250151e-07,3.6159016941199234e-05
Rpl6l,0.23283023,1.8172333094188296e-08,2.114850393802457e-06
Erh,0.19197649,4.538423013643048e-07,3.675286065380152e-05
Atp1a1,0.425803,2.053946486618797e-08,2.3590850725066744e-06
Cotl1,0.313023,5.384881248304817e-07,4.301296280748207e-05
Rnf186,0.5891137,2.356134528010546e-08,2.6885942896577485e-06
Rpl7,0.0858945,5.697512881006828e-07,4.530425061444932e-05
Pycard,0.56857115,2.487751374951694e-08,2.8023881353862893e-06
Rnf11,0.5388404,6.157142568763479e-07,4.8303333196821704e-05
Ccnd2,0.62191874,2.5913355989808516e-08,2.8821228152462348e-06
Mdh2,0.2120456,7.016357939719463e-07,5.4556839856057574e-05
Aprt,0.4902372,2.615720138849533e-08,2.8909465408806817e-06
Psmb4,0.25440112,8.672232525676151e-07,6.512698383491752e-05
Rps17,0.111011334,2.8417229268872725e-08,3.1210998121368774e-06
H3f3a,0.15497959,1.033735302372778e-06,7.506541515949103e-05
Entpd8,1.180617,5.079790747783987e-08,5.410131079442909e-06
Gm21002,1.020525,1.1348106405666233e-06,8.139603014970315e-05
Ost4,0.36134043,6.70966341656707e-08,6.8984881504421306e-06
Calr,0.28117344,1.1799099010111291e-06,8.394557364562175e-05
Impa2,0.8807181,6.912730452390597e-08,7.062640246503486e-06
Rbm8a,0.29050198,1.4216929455083464e-06,9.609003896699296e-05
Abhd11os,0.68017733,9.05003247100228e-08,9.087784035024175e-06
Ang4,0.63545865,1.4839691528211737e-06,9.9914903917726e-05
Ckmt1,0.5363795,9.666876709372398e-08,9.652046841693247e-06
Gadd45a,0.61274445,1.5968917498856724e-06,0.00010589501404053177
Clca3a2,1.5205284,1.013536563140938e-07,1.0015448163849466e-05
Lypd1,0.7189838,1.707748131032471e-06,0.00011114910335790228
Gm9493,0.33411473,1.1057568848794284e-07,1.0855567451388936e-05
Psmd8,0.3019642,1.7167083798188052e-06,0.00011131998656293675
Zfp652,0.8256982,1.1273171171229636e-07,1.1005746499556577e-05
Cdk5rap1,0.9664315,1.8150792037417695e-06,0.00011528858752203897
Nlrp6,0.83251476,1.1981603706419032e-07,1.1632747068116113e-05
Psmb3,0.23818892,1.7989712675449777e-06,0.00011495753485297417
Rps15a,0.082285956,1.221496729643515e-07,1.1794154961552466e-05
Mptx2,1.2253371,2.29152901427358e-06,0.0001422934253280199
Lgr5,1.3794768,1.286751211964783e-07,1.228917339557453e-05
Dynll1,0.29407132,2.541013531154323e-06,0.00015613017756284936
AA467197,1.4781219,1.40206895924459e-07,1.3318139362597395e-05
Cfi,0.7267931,3.341120684855949e-06,0.00019970582923460408
Slc44a1,0.60909563,1.485359726480564e-07,1.4033455093248897e-05
Ddc,0.47318426,3.5478806048630104e-06,0.0002099222419840326
Amica1,0.83176625,1.527709786265157e-07,1.4356387205367705e-05
Ppib,0.2313089,3.7566885937974353e-06,0.00022005429552934112
Gsdmc2,2.502774,1.6643779107439968e-07,1.5208063832659889e-05
Phyh,0.42861283,3.773768693781557e-06,0.00022032038955423021
Rpl23a-ps3,0.18980986,1.6010965654844022e-07,1.4884497879751804e-05
Fhl2,0.37397543,3.88445854335889e-06,0.00022454470388962426
Fau,0.08029797,1.6177881380712424e-07,1.4884497879751804e-05
Amn,0.55993944,3.964942271992525e-06,0.0002269574284877024
Klf5,0.50398046,1.6166325637221742e-07,1.4884497879751804e-05
Poc1a,0.5286599,4.258488145706075e-06,0.00024140132962739632
Xpr1,0.85521585,1.6702647924107203e-07,1.5208063832659889e-05
Olfm1,0.6202552,5.003111397496471e-06,0.0002791100844070015
Amph,2.0834827,1.8174846153913872e-07,1.6463225333130333e-05
Hsp90ab1,0.1390331,5.077902580467271e-06,0.0002814952115033166
Ephb4,0.76232785,1.8935173481964117e-07,1.7063989928131047e-05
Casp6,0.39257976,5.609993755320754e-06,0.0003052149234125437
Noxo1,0.72452736,1.9576067430319024e-07,1.7374254189545263e-05
Trp53i11,0.4707808,6.607148854708134e-06,0.0003529101119264013
Ctsb,0.43398762,2.0620578213105483e-07,1.820931763512074e-05
Prex1,1.0704625,6.972588532353692e-06,0.00036906415144292596
S100g,1.4343005,2.1709425252177548e-07,1.90749864978258e-05
Zfp667,1.1444743,7.220366388641905e-06,0.00037989071421438384
Cds1,0.910576,2.2552210203636326e-07,1.971691492082095e-05
Gm15293,1.5630254,7.572677659355377e-06,0.00039024828301422885
Cryl1,0.6829277,2.3782153695911386e-07,2.0689296381101523e-05
Tox3,0.4033401,7.425550797842221e-06,0.0003868837641119462
Me2,0.6219085,2.9501345998113837e-07,2.5413095746316395e-05
Pax4,0.7225505,7.705947398788789e-06,0.00039595501064010346
B4galnt1,0.50990087,3.128565824236839e-07,2.681867669722633e-05
Bud31,0.30258656,7.756500982806323e-06,0.000397390646562261
Fam120a,0.4657539,3.220393291638027e-07,2.7471830734929636e-05
Ahsa2,0.43987483,8.429895357310124e-06,0.0004256854917069276
Prkca,0.60898155,3.412821955731541e-07,2.8833423186572295e-05
Ccdc124,0.3746575,9.587500312937485e-06,0.0004786396107933251
Lrp4,1.3560215,3.879447160593413e-07,3.261891146081725e-05
Hes6,0.27830076,1.0427335947333934e-05,0.000516167815781688
Eml4,0.38747048,3.9679134779399165e-07,3.320387787992293e-05
Rpl10,0.070970014,1.1504307216285865e-05,0.0005600143787030235
Prss32,0.5679377,4.02303118077834e-07,3.3505557791382824e-05
Smarcd2,0.3792414,1.1954610511532094e-05,0.0005771383805471249
Cd2ap,0.51642627,4.050156481535621e-07,3.357235841982333e-05
Hepacam2,0.41221288,1.2535408285113552e-05,0.0006018708464325149
Supt16,0.5680647,4.124256318712709e-07,3.402608276466593e-05
Spink4,0.44771025,1.3069077025775652e-05,0.0006257844429808052
Toporsos,0.75235313,4.3944450355559204e-07,3.60596334684467e-05
Acadvl,0.36492842,1.351544634937071e-05,0.0006453992899388356
Nr3c1,0.699928,4.411780114787481e-07,3.60596334684467e-05
Tpm4,0.40114397,1.4136557285840658e-05,0.0006714100572542645
Rpl36a,0.12900162,4.961537308620213e-07,3.9994997763478444e-05
Gm15315,2.8706677,1.4847334775851184e-05,0.0007009823215840005
Vipr1,0.9451095,5.125421692325777e-07,4.11274134243109e-05
Gm26829,1.2276833,1.5179852720411605e-05,0.000707574408105552
Relb,0.97507375,5.912171820968599e-07,4.6799367301748285e-05
H2afz,0.19233483,1.5619765006555327e-05,0.0007204360379532723
Lypd8,0.4933348,6.15020459566039e-07,4.8303333196821704e-05
Psma7,0.19868334,1.594405666270667e-05,0.0007334683448527339
Hmga1,0.58539224,6.970081712735471e-07,5.443788708351131e-05
Hspa8,0.17563055,1.7388042955609305e-05,0.0007875259764405214
mt-Nd5,0.30704567,7.088986011583202e-07,5.487874501389939e-05
Smarce1,0.3110556,1.8166068130795634e-05,0.0008185443981089018
Mt1,0.51972985,7.698692840964027e-07,5.933733740976353e-05
Oaz1,0.116504006,2.0826198723436005e-05,0.0009172400756063682
Hadh,0.3609255,7.882938261432973e-07,6.025368206189974e-05
Psmc4,0.341207,2.2071274749268315e-05,0.0009666511007203073
2610507B11Rik,0.78736085,7.904312916833338e-07,6.025368206189974e-05
Ppp3ca,0.404788,2.2168121185357304e-05,0.0009666511007203073
Tcea3,0.6893469,7.920446455527707e-07,6.025368206189974e-05
Kcnk1,0.363359,2.2690954241226677e-05,0.000984563305879201
Rps12-ps3,0.17928508,8.331133473096371e-07,6.310474505289764e-05
Sox4,0.44413334,2.304486475536576e-05,0.0009974566708030603
Hnf4g,0.88136876,8.591143262576175e-07,6.479491869238247e-05
Angptl4,1.018817,2.5139405988141883e-05,0.0010645175456135358
2010107E04Rik,0.23228972,8.758879866502714e-07,6.549778548683072e-05
Ttr,0.5036283,2.5607826381851462e-05,0.0010791518777176878
Mbnl1,0.6241488,8.908001202471026e-07,6.633063776738278e-05
Cela1,0.5138806,3.052343013470865e-05,0.0012503222325343476
Rps13,0.080399,9.16060700446416e-07,6.79237750588391e-05
Prdx2,0.17016445,3.5669425868528796e-05,0.0014206440069882648
Ugt2b34,0.70072436,9.399683881876912e-07,6.940363229253066e-05
Hnrnpk,0.18729551,3.6814693711438625e-05,0.001450548458724464
Hdac11,0.85297835,9.445059474213926e-07,6.944687453571603e-05
Zfp428,0.5881297,3.7284066461376005e-05,0.0014624841516200013
Siva1,0.5987389,9.677814188642457e-07,7.086176197375579e-05
Wnt3,0.5021432,3.763111402200044e-05,0.0014695368149080306
Gapdh,0.2253187,9.74995237161114e-07,7.109373984494713e-05
Defa5,0.9620709,4.094830407471521e-05,0.0015677223257188897
Muc3,1.1081464,1.0628470265004103e-06,7.654676556021193e-05
Upb1,0.54705536,4.07905536436793e-05,0.0015650925746296426
Ptbp3,0.44174397,1.05886589647951e-06,7.654676556021193e-05
Rep15,0.8341577,4.426260704770123e-05,0.001687259856072134
Adck3,0.8810156,1.1779132958801998e-06,8.394557364562175e-05
Hist1h2bc,0.42987776,4.556464472711385e-05,0.0017331331207566488
Rpl27a,0.08642034,1.1911701047556024e-06,8.440496875350888e-05
Zcrb1,0.2924972,4.740956523099098e-05,0.0017916737415144181
Acsm3,1.3070894,1.2137674329100439e-06,8.516938220901448e-05
Ech1,0.30515346,4.806051742181255e-05,0.0018084956587869636
Chchd10,0.4050389,1.2110819316239142e-06,8.516938220901448e-05
Amotl2,0.5870853,5.105586627765791e-05,0.0019048932868307481
Bex1,1.0595503,1.2180762186893145e-06,8.516938220901448e-05
Tuba4a,0.38207942,5.500542693278602e-05,0.0020179757150101227
Rpl22,0.120716274,1.2246977823251886e-06,8.516938220901448e-05
Slc35b1,0.36037186,5.6071854639741374e-05,0.0020442960613779567
Tm4sf20,0.55736065,1.2261909576555318e-06,8.516938220901448e-05
Rpl4,0.07703845,5.765147685313657e-05,0.0020892839233099523
S100a10,0.4370652,1.2624760703514103e-06,8.734445663104462e-05
Tubb4b,0.3633001,5.766247668612798e-05,0.0020892839233099523
Gm2000,0.24933568,1.3002078621262513e-06,8.96021676907632e-05
Cdkn1c,0.6139874,6.0041005410744474e-05,0.0021709888643683386
H2afj,0.33835408,1.3500544090366408e-06,9.267385207031597e-05
Ccdc141,1.3155435,6.306429543014989e-05,0.002252497690231756
Rpia,0.6063048,1.3725714522505026e-06,9.38529110132221e-05
Evl,0.5558035,6.396905902913391e-05,0.0022709662107453944
Wwc1,1.0722798,1.3894499443802902e-06,9.463877469998e-05
Cyp2c68,0.90467745,6.748540259746861e-05,0.0023699518149262687
Rp9,0.39005807,1.4105216994231418e-06,9.570308040140105e-05
Kirrel2,1.0173237,6.880973333849153e-05,0.0023913833618973627
Rpl10-ps3,0.14688106,1.5686324418482414e-06,0.00010488998881842252
Psma3,0.21437748,6.853917611242689e-05,0.00238975980520571
Zfp36l2,0.5866587,1.5697983872557404e-06,0.00010488998881842252
Ttyh1,0.66421574,6.956297771331417e-05,0.0024111049454754833
Rad23a,0.5003302,1.5847309279974917e-06,0.00010548665377916637
Epb42,0.6281372,7.355191915156463e-05,0.0025146456716934732
Cftr,0.8348185,1.6107847160252985e-06,0.00010620070720856475
Reep5,0.4853092,7.514214200687342e-05,0.0025541061150614825
Sema5a,0.8872984,1.613588392686894e-06,0.00010620070720856475
Nkx2-2,0.47602546,7.920712392092361e-05,0.002666488100885806
Nrarp,1.2618554,1.6746337645421768e-06,0.00010980723561305848
Reg4,0.85408413,8.065241508118e-05,0.002709951988951388
Rps21,0.101926506,1.6929847951755892e-06,0.00011059785057851535
Marcks,0.2886758,8.767434236358807e-05,0.0029124786736395712
Cd38,0.74725544,1.7265430421153106e-06,0.00011154610617313365
Etv4,1.1139946,8.964669320346437e-05,0.0029556497929915187
Fahd1,0.5743808,1.7564907854373985e-06,0.00011306524751828353
Tmem266,0.5633678,8.924024417270589e-05,0.0029477797196371443
Ncl,0.24540249,1.7701303231461274e-06,0.00011352737287827336
Akr1c12,0.31259057,9.081829955780354e-05,0.0029830840712696855
Map4k3,1.0466982,1.817273017902737e-06,0.00011528858752203897
Strap,0.28746665,9.36147788203837e-05,0.0030521196812812665
Sowahb,1.5724136,1.8373162607831803e-06,0.00011614085845590946
Me1,1.4145057,0.00010376167699256498,0.0033273794704203365
Crip1,0.46884727,2.058339606137407e-06,0.00012964588494140735
Hsd11b2,0.62583274,0.00012511837551260874,0.0038984134980196332
Oxct1,0.59356123,2.073742590890607e-06,0.00013014956624900228
Prmt1,0.26015535,0.00013689467205249916,0.0042056819440184755
Mlxipl,0.53727216,2.1127772806517297e-06,0.0001321275272344941
Tmem176b,0.26301435,0.00013780012173639157,0.004226110888784659
Sgpp2,0.72459596,2.1884003389360733e-06,0.0001363714863692327
Txndc12,0.34334645,0.00014427908315012338,0.0043508830714595855
Anxa2,0.6904145,2.319798600166528e-06,0.00014354162253776902
Ptov1,0.27302253,0.00014768394049783642,0.004436324592082871
Gjb1,0.80067194,2.4417408007533147e-06,0.00015055688102329123
Nisch,0.3049163,0.00015056095062865256,0.004507338305617226
Irf8,0.6147012,2.5621900848529916e-06,0.00015688280962063283
Klhdc2,0.33487874,0.00015572261883794425,0.004646033244209159
Sema4g,0.65149856,2.6342456861899154e-06,0.00016073472028963674
Actg1,0.16795191,0.00015847926445646153,0.004712277689159727
Rps27rt,0.26693994,2.7122920058095843e-06,0.00016492424712142502
Top1,0.2163811,0.00016115752420427785,0.00477575239939591
Ivns1abp,0.33081618,2.7302615790010397e-06,0.000165444436992363
Cyth2,0.34533316,0.00016250057910923568,0.004807445583647473
2010007H06Rik,0.7722998,2.845683666066364e-06,0.00017184604489272926
Sra1,0.3017215,0.00017111127753037872,0.004994914418673331
Uap1l1,1.0417044,2.9994502088755975e-06,0.0001805114332896263
Calm2,0.18041053,0.00018278769645460645,0.005265783917699671
Khsrp,0.8153466,3.183606357512121e-06,0.00019094032259576963
Fos,0.60392493,0.00019708956020428615,0.005631633888568977
Rps18,0.08307996,3.388874003047401e-06,0.00020187350120526095
Mapk6,0.48662123,0.00020265022513373278,0.005762414896885252
Cgn,0.61552626,3.40220888983491e-06,0.00020198316493604348
Gm4319,0.8690436,0.00020860923842034787,0.005893714062316356
Ndufa3,0.33075598,3.6462799738149615e-06,0.000215020395905538
Ooep,0.9875133,0.00020960654562937356,0.005907415862989452
Gipc2,0.6304927,3.707060598361227e-06,0.00021787349797659477
Gnas,0.1875105,0.00021298893664202517,0.005979000932284838
Rps25,0.09638345,3.804857085778785e-06,0.00022079119693320254
Ppp1r14b,0.24298295,0.00021362502167279537,0.0059796913100666205
Sorl1,0.7764468,3.806961399349022e-06,0.00022079119693320254
Fgd2,0.45975924,0.00022246215246535302,0.006166131554059383
Gm15848,1.3283483,3.9258794240083635e-06,0.00022619501350196387
Krt8,0.18775877,0.00023540290310117157,0.006463648775307637
Gm10076,0.19351082,3.963137105506085e-06,0.0002269574284877024
Plpp1,0.5650775,0.00024936783837224105,0.006773015492604933
Rpgrip1,0.84566534,4.070986012713461e-06,0.00023227090000458979
Apoh,1.299523,0.00025526579016855555,0.006869503415975538
Mlec,0.4057043,4.170291393957549e-06,0.00023716676590943692
Thoc6,0.45920703,0.00025916059440812546,0.006941833782147506
Iqgap1,0.45823407,4.284225854513659e-06,0.00024207942424877342
Tecr,0.227912,0.0002682121826015832,0.007143975343153095
Epb41l4aos,0.4510728,4.439918619480416e-06,0.0002500727240388761
Pycr2,0.35532317,0.00027317865100804067,0.007262584620520876
Abi3,1.7030554,4.746835265825663e-06,0.0002665052272407488
Tnfrsf12a,0.5773577,0.0003087695015817737,0.008038528075994828
Gna11,0.43042856,4.817329147128409e-06,0.0002696016723009157
Pdap1,0.21731691,0.0003135273630311098,0.008114309794618104
Serpinb6a,0.4339548,5.022733664808063e-06,0.00027931803383440535
Mien1,0.2559526,0.0003302055859790263,0.008458750382521035
Npm1,0.15298443,5.236783613655146e-06,0.0002890249876225738
Fmo1,0.8792876,0.00035534768821337463,0.008920749892819475
