gene,p.value,logfc
Tmigd3,0.9957852689922702,-0.007683425
Lenep,0.5244913691979594,-1.1144617
Cd19,0.9957651749996034,-0.0077693565
Cmtm3,0.5244421196910367,-0.33770734
Lpar1,0.9957006417922105,-0.00064623164
RP23-74K24.2,0.5238893925414001,-0.6365455
Gm26640,0.995275065781406,-0.008568029
Fbxl19,0.5235855733349701,-0.085222915
Sash3,0.9952283673912692,-0.0066229934
Gm13205,0.5234762982640029,-0.1468196
Fgd3,0.9949682436954255,-0.009104461
Bok,0.5233533551286438,-0.07005203
Hist1h2bh,0.9948033604756643,-0.0038656287
Gm7808,0.5233204942128293,-0.12421257
Zbtb8os,0.9945202685294499,-0.00040609404
Bcas3,0.5230031207934391,-0.10584161
Sept5,0.994191537297842,-0.001204731
Fam26f,0.5229684736782143,-0.6040896
BC004004,0.9941556784633341,-0.0003825621
Sco2,0.522946153752822,-0.04945172
Gm37336,0.9940306806411534,-0.015267644
Nrbp1,0.5228113415114524,-0.04625767
Lmo1,0.9939777489443493,-0.0044855988
Mios,0.5227428315021803,-0.09138014
Them4,0.9932817220495923,-0.00086351525
Gm43118,0.5223503748946605,-1.13208
Hist4h4,0.9931849722099202,-0.0018002487
Ubxn7,0.5221227881050212,-0.09035022
RP23-32A8.5,0.9930017132788169,-0.017899599
Reg3g,0.5219880585663519,-0.077772446
Crip2,0.9929158796074555,-0.0025545608
Zrsr1,0.5219692151828274,-0.15315166
Spata21,0.9919297023470921,-0.020641416
Tomm34,0.5218781080523422,-0.05792997
Rgs7,0.9917331475878238,-0.006216705
Tmprss3,0.5217041131833928,-0.35432455
Gpr161,0.991709649366975,-0.021204984
Gm42809,0.5213769410471571,-1.222549
Arhgap28,0.9916380802740916,-0.02138782
Platr19,0.5212263925904564,-0.74928755
0610040B10Rik,0.9915782524410997,-0.0028384018
Gm15834,0.5209831000566358,-0.43062168
Ywhae,0.9912817285992406,-0.0003145663
Csl,0.5208145449684172,-0.4045771
Il1rn,0.9909999192604209,-0.020426
Tap1,0.5207873051102574,-0.09693359
Cand1,0.990279916129537,-0.0008550808
Timp4,0.5207755165085233,-0.8729778
Cps1,0.9902033713990308,-0.0008301965
Zfp296,0.5206161413736502,-0.38053608
Sntb2,0.9900530876007956,-0.0021905706
Stab1,0.5204508297196729,-0.8609494
Lta4h,0.9899489892260772,-0.0009354992
Hapln4,0.5201931957143926,-0.3484436
Col9a1,0.9896858290408391,-0.0067617986
Kcnn4,0.5201772262761538,-0.047547307
Clec4a1,0.9893692129451315,-0.015784627
Tceb3,0.520138729396687,-0.048534457
Otop3,0.989327758595208,-0.027297845
Rpgrip1l,0.5199114640955838,-0.14512396
Ccdc6,0.9888580540520902,-0.0010930293
Cdk5rap2,0.5196803365418081,-0.10136108
Dsg1c,0.9887298062278156,-0.015890343
Abcg1,0.5195438851993232,-0.30582026
Gipc2,0.9885759677861718,-0.00089575193
Gm10699,0.5194317628733848,-0.50988513
Trim16,0.9884591865514043,-0.0015920075
Cnpy4,0.5193802667254159,-0.08666146
Tssk6,0.9884403700507769,-0.007309535
Lemd3,0.5192774794179346,-0.096249804
Lmx1a,0.9880408696211862,-0.017839372
C330013E15Rik,0.5192228957626788,-0.18552136
Mfsd12,0.9878555697288367,-0.0027513353
Nus1,0.5191793051340983,-0.032457776
Pfn2,0.9878170647765432,-0.006871805
Necab2,0.5191585989601425,-1.1307896
Gm15133,0.9872122029488238,-0.0123503255
Slc39a14,0.5191355942431634,-0.046161763
P2rx7,0.98718972563489,-0.004005092
Gm17655,0.5191377186505639,-0.8625128
Zfp65,0.9870311114342604,-0.002793016
Apol9b,0.5191155955135858,-0.19023414
Gm21844,0.9869120831290168,-0.03347914
Plxdc1,0.5188939562997597,-1.1635134
Tmem126a,0.9868673860691206,-0.0007404626
Zfp664,0.5188428178348554,-0.04424497
Cyp3a59,0.9866780927219071,-0.012832013
Mfap5,0.5187988510824598,-1.1360132
1700086P04Rik,0.9865309479821637,-0.011487002
Syap1,0.518765866946958,-0.060170192
Tmem45b,0.9862963843445531,-0.00071162725
Nckap5l,0.5186915166837107,-0.6731679
Dnmbp,0.9862570038604148,-0.011902939
Cd8a,0.5180586748403219,-0.6648526
Muc3a,0.9861972148657188,-0.0009021044
2310033P09Rik,0.5179185581123897,-0.056104474
Ddx10,0.9860951890174006,-0.0015299907
Ahnak2,0.5176915693518718,-1.1337516
Vwa2,0.9856914433163777,-0.017659036
4933427E11Rik,0.5175404089153994,-0.8689537
Stx1a,0.9851209967931122,-0.0087237405
Trim23,0.5174949867595542,-0.1476978
Fam149a,0.9850649513786951,-0.0019035548
Gm29361,0.5172163961597817,-0.689267
Slc6a8,0.9837252887245659,-0.001897333
Rragd,0.5170628437747555,-0.22694895
Ly6g5b,0.983634721539933,-0.011164648
Wdr83os,0.5169095347866972,-0.023913706
4921536K21Rik,0.9834792532662631,-0.0114248395
Mapkbp1,0.5168927280434266,-0.21462783
Dpagt1,0.9833163605450927,-0.001291865
0610033M10Rik,0.5168091907306949,-1.1364908
Igsf9,0.9830691075818963,-0.0031524897
Kctd17,0.51679814273237,-1.1396309
Batf,0.9829301944275222,-0.015695851
Anxa6,0.5167082823409769,-0.30248237
Fmr1,0.9827696622157517,-0.0020682309
Zfp354b,0.5164595334676665,-0.5993465
AI839979,0.9827524748022294,-0.01532922
Fig4,0.5163162476504841,-0.0952439
Ppp1r37,0.9825910324352505,-0.0014616145
Zfp629,0.5161312649161685,-0.10946335
Il18bp,0.982466758536404,-0.0073694284
Fev,0.516014130146585,-0.36328757
Npepl1,0.9821988691821817,-0.0018076734
Zfp553,0.5159065095250969,-0.072438166
Phox2a,0.9821559680863657,-0.04565074
E2f1,0.5156090856295119,-0.10280505
Rdh1,0.9820020049015556,-0.027307868
Snapc5,0.5151513341490814,-0.02882628
Gm20554,0.981824135818498,-0.033783168
Shprh,0.5147551983615936,-0.076006025
Tmsb15b2,0.9817765518617956,-0.01007266
Rptoros,0.5143586125619133,-0.09656109
Zfp334,0.9817618717228718,-0.040235143
Klhl5,0.5142955545198192,-0.10516035
Mbtd1,0.9816763921242221,-0.0019592186
Dgkeos,0.5137777854925911,-1.1492709
Luc7l3,0.9810870945579011,-0.0010832319
Rgn,0.5135774579039911,-0.17134658
Trmt12,0.9809495607444625,-0.0029090373
Hgh1,0.5133303402091526,-0.07616931
B3galt4,0.9807647293081727,-0.001970706
Parp12,0.5132579461603501,-0.05751351
Tmem62,0.9804168899549655,-0.003495403
Zfp821,0.5132169912180928,-0.10540887
Gdap1l1,0.9803263769287691,-0.05033458
Ddx55,0.5130966256148879,-0.054413076
Themis,0.9802911148899036,-0.050423644
Spatc1l,0.5127773457800489,-1.1490207
Syt11,0.9800109148293794,-0.0061135795
Xrcc1,0.5127098136136273,-0.05964748
Pepd,0.9798903731571691,-0.0014439494
Gm16751,0.5126609401642175,-0.45675325
Zfp174,0.9797197409571013,-0.014552152
Stam,0.51233127675822,-0.06885248
Gtdc1,0.9794542230760817,-0.006014984
Phf6,0.5122477921224995,-0.08173097
Rimbp3,0.9794034329426811,-0.0139950225
Khnyn,0.5122385080752241,-0.13673757
Gm44081,0.9792359582278354,-0.0382222
Elk4,0.5121490090987386,-0.06779537
Cpsf3l,0.9792036298264655,-0.0021152531
Gm14698,0.5117913574511999,-0.053817455
Zc3h3,0.9789012280082436,-0.003524292
Gba,0.5117578018491037,-0.06440032
9130011E15Rik,0.978793119798614,-0.0077200765
Blm,0.511658281735389,-0.11608181
Xpnpep3,0.9784056981602778,-0.005131894
Rgs4,0.5114860054663105,-1.1594938
Aste1,0.9783841605976696,-0.0041676206
Ikzf3,0.5114043914757973,-1.1700456
Mafg,0.9782407033979748,-0.0021823677
Taco1,0.5113523313423478,-0.09461988
Fra10ac1,0.9779231430742235,-0.002993037
Mef2d,0.5111520243146737,-0.068210565
Gm17619,0.9776744408626017,-0.0036378766
Pcdhb17,0.510767634607284,-0.6590339
Cdkn1c,0.977633662381957,-0.0056241457
Mmaa,0.5107201842013384,-0.06869413
2610002M06Rik,0.9774005043202034,-0.00186241
Zfyve16,0.5107080062770293,-0.1440474
Ksr2,0.9770429453683296,-0.058741964
Rsg1,0.510226457506933,-0.89842
Birc3,0.976887146576886,-0.0028405078
Myo1g,0.5097772577505961,-1.1164776
Aldh8a1,0.9765132222317554,-0.060100682
Mrpl49,0.5097425103637194,-0.042072713
P2ry4,0.9762945276302062,-0.01634317
4931440F15Rik,0.5096067115204898,-0.47073632
Gpatch8,0.9762319871293474,-0.002371965
Hnf4g,0.5093705036360296,-0.053841785
Orc6,0.9761684082453488,-0.0026467666
Glt28d2,0.5088923980112088,-0.18371885
Rnf125,0.9758202001369198,-0.005961583
Pus3,0.508567304142023,-0.08629648
Setd1a,0.9757310848936873,-0.0038547148
Ccdc43,0.5085212173353323,-0.05851451
2810433D01Rik,0.9753324924154618,-0.06312624
Dmbt1,0.5083260787042294,-0.060102448
Inpp5d,0.9753235177540923,-0.016881004
Tuba1a,0.5083227671744786,-0.09806411
Ppef1,0.9752771210131816,-0.044902086
Tmbim1,0.508099971041794,-0.034896366
Tnfsf13b,0.9752092481890615,-0.007909205
RP23-216D14.4,0.5080979222143766,-1.2101303
Gpr183,0.9752026409153401,-0.035524465
Gab2,0.5077729656662946,-0.1410772
Gm2237,0.9750929629604301,-0.03231692
BC001981,0.5076336144862814,-0.6345828
Vwa9,0.9749684227199045,-0.0031125953
Ube2q2,0.5074528632966926,-0.0564293
Ncapd2,0.9739698189257893,-0.0036576856
5330439K02Rik,0.5074035913970727,-0.7460121
Exoc5,0.9739058680842223,-0.0024366754
Pqbp1,0.5072613534027974,-0.042784467
Pdcd1lg2,0.9737420430398482,-0.06719815
Atad5,0.5071459111670895,-0.11952292
Slc51a,0.973692399179545,-0.011595739
Gm16174,0.5070443818811887,-0.2257273
Mkrn3,0.9736483388110672,-0.03224012
Ccdc32,0.5068619555833282,-0.06749595
Timm23,0.9736261559318644,-0.0057154857
Cd3eap,0.5067197217327084,-0.06731777
Ezr,0.9736107953140876,-0.0016571082
Gm12057,0.5065184889802576,-1.2052404
Cabp1,0.9735035936383363,-0.015886387
Rnf144a,0.5063279999301383,-0.6583066
Ly75,0.9730060404738874,-0.007374195
Dnlz,0.506232605002929,-0.039532684
Arsk,0.9726122840781943,-0.007859396
Thrb,0.5061791730994005,-0.089962676
Dnah2os,0.9725696682541072,-0.041712753
Grk4,0.5057567467408427,-0.39143988
Cyp2s1,0.9724982720504931,-0.0046961172
Gm15860,0.5056808961430217,-0.3526004
Foxd2,0.9724633861861323,-0.050506867
Wrap53,0.505355453233701,-0.07995455
Rac3,0.9724459501322993,-0.010497453
Thoc2,0.505280046358946,-0.03727881
Tdp1,0.9723758068711821,-0.0053383736
Scg2,0.5052640666699899,-0.43333519
Abhd10,0.9717559218168306,-0.0043049497
Smyd2,0.5052458692617381,-0.04561416
Gm17491,0.9715912674805304,-0.0067790616
Ehf,0.5051534839607867,-0.037456345
Arl2bp,0.971448036295961,-0.0019086564
Tipin,0.5050518142143439,-0.059249423
Gm13889,0.9714477088568514,-0.03673683
Maats1,0.5047671936947111,-0.42069566
Ifi27,0.9712339332273221,-0.002056966
March2,0.5045233407624161,-0.043307807
Cc2d1a,0.9709706511907059,-0.0039724815
Fzd4,0.5043446037745607,-0.213761
Enc1,0.9707696370154122,-0.0056023924
Nmi,0.5042101580343307,-0.042981286
Gm26566,0.970508968448691,-0.036221515
Gm16001,0.5041997372974703,-0.76327163
Maea,0.970318317281425,-0.0020498442
Gm17430,0.5032987420101394,-0.5216315
Dclre1a,0.9703051227602237,-0.005624586
Rbm34,0.5032845072139387,-0.054278582
Gm26722,0.9701794398301853,-0.014460729
Ahi1,0.5032539443537307,-0.21463203
Il13ra1,0.9700867131608291,-0.002226802
Cdh4,0.5030344947053569,-1.1927562
Cdc42bpb,0.9700561371186447,-0.0041633705
Kcnv2,0.5028259623077123,-0.5285482
Usp53,0.9698517223948273,-0.0038756684
Lancl1,0.5023615220475708,-0.077819064
Edaradd,0.9698320658380377,-0.018430507
Zglp1,0.5022782774998663,-0.47493678
Sh3glb2,0.9697811835575264,-0.0028919291
Gm26636,0.5022304718747486,-1.1833323
Mcpt2,0.9692620401194593,-0.04617113
Mlh1,0.5013762244420625,-0.07059001
Gm8994,0.9692517825136164,-0.014020813
Adam22,0.5013996385622633,-1.7452435
Ugcg,0.9690166184661613,-0.0032729444
Ndufb10,0.5012306206947279,-0.019130329
Arap2,0.9689562551259225,-0.0032456852
Ceacam20,0.5011747647697969,-0.382677
Pde11a,0.9689309989291428,-0.02098654
Rcbtb2,0.5011409661992232,-0.06978307
Gm11752,0.968914097492751,-0.04683687
B3gntl1,0.5002317448200042,-0.16255893
Pygb,0.9688569274478087,-0.002731399
Ccna1,0.5001737834185793,-0.8230453
Gm15638,0.9686828279827295,-0.03173088
Slc19a1,0.5001361990517463,-0.054932076
Neurl4,0.9684734951140186,-0.0054288167
Baiap2,0.5001019378741418,-0.09396865
Prss32,0.9680399118231989,-0.0015409937
Msantd2,0.4999557455755005,-0.114139006
Ric8,0.967785196600889,-0.0031486594
Epha3,0.4999181028116849,-1.2132415
9530082P21Rik,0.96777189135769,-0.011636624
Gga3,0.499816576314275,-0.09074134
Zfp512b,0.9672564684054511,-0.009544091
Cox15,0.49971713523023287,-0.1291622
Tmem140,0.9670631859457628,-0.013368106
9130221H12Rik,0.4990812911161173,-0.13337107
Igsf8,0.966840868645108,-0.0044723265
Agfg2,0.4987738848389117,-0.06629311
Pik3c2g,0.9666851604174367,-0.027882691
Gm7932,0.49844853714040205,-0.44727486
Gm15492,0.9666740292014157,-0.060615994
Sco1,0.49843522077121294,-0.08279917
Gnmt,0.966460269106605,-0.028350294
Arxes2,0.49835386567464324,-0.34465405
Med12,0.9661772769356245,-0.0051698596
Ghdc,0.49786793944033525,-0.072840646
Nxph1,0.965988856047212,-0.08707881
Arhgef7,0.4976905150039693,-0.08109809
Gm5141,0.9656176443382264,-0.016220272
Wdr55,0.497411181579566,-0.06071563
Gm15247,0.9650302734129239,-0.0895373
Nsmce1,0.4971165307009964,-0.038856134
Hsf4,0.9643312658750799,-0.029228292
Ptpn13,0.4966801509858777,-0.34432262
Usp3,0.9636247023956157,-0.00300794
Gpatch2l,0.4964951269617367,-0.16457279
Calml4,0.9635919417663577,-0.0010399207
Slc16a9,0.4963598594126346,-0.9535216
Dbpht2,0.9635172011331725,-0.09342277
Sprr2a1,0.4962315403088481,-0.7096523
Actl9,0.9633184559126966,-0.09393276
Sectm1b,0.4962206868606994,-0.33234382
Rnasek,0.9632603454945844,-0.016705507
Gpha2,0.4960589370751455,-1.2120814
Rtkn,0.9630290513924478,-0.0035094123
Lama4,0.49589360926218096,-0.71585226
Platr4,0.9624677468348045,-0.028411552
Acot11,0.49576237923744815,-0.097203225
6430531B16Rik,0.9618280913395847,-0.09775925
Ppp1r13b,0.4956359167233849,-0.054325692
Gm26734,0.9616017116504041,-0.023045253
Gm15545,0.49546285716055294,-0.14339742
4930428O21Rik,0.9614709679987633,-0.06978051
Slc35e3,0.49527580943148475,-0.25819373
Ctsk,0.9614177241565197,-0.06484064
Muc4,0.4951721701010542,-0.09480744
Klhl28,0.9613109440293737,-0.011228042
Hist1h3i,0.49505597737637164,-0.2943679
Sucnr1,0.9610554932498299,-0.09973978
Gm15635,0.49496293044164075,-0.4213202
Slc35g1,0.9610232838162509,-0.005511457
Polr3c,0.49464507410949277,-0.05338004
Hif3a,0.9609612797088116,-0.017943582
Rbm20,0.49451312308889084,-0.17701529
Sh3d19,0.9608799068081781,-0.004297032
Sipa1l2,0.4944860765617737,-0.08833478
Cd209c,0.9608375115559484,-0.100301504
Nap1l3,0.4943224190725015,-0.33106115
Nr0b2,0.9608095788785129,-0.04253689
Tada3,0.493867739209503,-0.059174713
Ndufa4,0.9608060199041691,-0.0008622893
Rimbp2,0.49381878621459674,-0.52251536
Cr2,0.9605606740403374,-0.10101615
Rcor3,0.4937930806437215,-0.08119134
Gas1,0.9599495991011906,-0.102585375
Sfxn5,0.49376730286992154,-0.2536612
Bcl2l13,0.9599366897766117,-0.0052354573
Fgf7,0.4935730053864794,-0.9263143
Gm16638,0.9598967681349702,-0.0349938
Mfsd8,0.4934471942135903,-0.14029552
Dixdc1,0.9598894102209872,-0.03246661
Uvrag,0.4933343122342768,-0.09417027
Asxl3,0.9597132467170473,-0.024980083
Gcnt3,0.49305948922063014,-0.022289809
Cstf1,0.9595017392307794,-0.0054230555
Zmynd15,0.492973924933628,-0.9772273
2210016L21Rik,0.9594486368379844,-0.0026848097
Plagl2,0.49278299712371687,-0.062303517
Sf3a2,0.9593351650938584,-0.00478064
Arid2,0.49259484030221357,-0.05294625
Kif26b,0.9589609942539927,-0.074384056
Muc3,0.4924620492056532,-0.15882461
Snrnp48,0.9589552386611149,-0.0035654025
Rars2,0.4923727545239168,-0.05446166
Cerkl,0.9589164037493818,-0.10524039
Mpp7,0.49229851150542925,-0.0824281
Gnb1l,0.9586605340257732,-0.010427549
Myh7b,0.49217934690006193,-0.95540565
Batf2,0.9585782077993836,-0.025761291
Apol10a,0.4920966568711186,-0.36077255
1700056N10Rik,0.9582105470333895,-0.027887661
Epc2,0.49179923844245244,-0.068112195
9330179D12Rik,0.9581116575684154,-0.09198044
Apbb1ip,0.4916102342154316,-0.8767281
Ddx11,0.9580806291175945,-0.008782363
Tbc1d10a,0.49153804728602346,-0.07764323
Gas2l3,0.9580319089117365,-0.010420326
Map3k14,0.49142785189568083,-0.08050625
Ccdc122,0.9580280826638965,-0.010342013
BC067074,0.4914100742612879,-0.5464773
Zfp655,0.9578447849549788,-0.0049180617
Tmem216,0.49047378321548674,-0.07735541
Gm16222,0.9575959160047374,-0.10863299
Pla2g3,0.4902108580858662,-0.5670257
Cdipt,0.9575418067628994,-0.0028861272
Tpbg,0.49020525483473043,-0.277995
Epg5,0.9574025795559641,-0.010388537
Galnt6,0.48988151291992743,-0.02993193
Ube2l6,0.9571712435383852,-0.0080416845
Kcnb1,0.4898353991126567,-0.87626976
Pola1,0.9569390343349706,-0.008476913
Zfp932,0.489411520541838,-0.08288806
Terf1,0.9568355583854045,-0.004995714
Pld2,0.4894033414595006,-0.08446597
Itm2a,0.9563627423877061,-0.07994891
Rnf146,0.4893900531579771,-0.05446161
Pknox2,0.9557428290087608,-0.08021525
Gm16143,0.4892154619412391,-0.26387644
Ms4a5,0.9556780098880537,-0.012353532
Slc9a1,0.4892021498635408,-0.08510184
Mtg1,0.9556597927299846,-0.0054005333
Gm42754,0.48908613120062794,-1.2250158
Zfp429,0.9554556732292387,-0.009308426
Fam171a2,0.48902265573361137,-0.71461356
Kazald1,0.9554029731792886,-0.027756944
Cdc42bpg,0.4888652924750323,-0.08105142
Arhgap11a,0.955294789808986,-0.0056254677
Stac3,0.4888161075795826,-0.4276552
Ide,0.9551986571050355,-0.0037047782
Sestd1,0.48863850400206355,-0.11258859
Acp1,0.954667623890441,-0.0026045965
Zfp618,0.488412561000482,-0.26676616
Hmg20a,0.9545940761540217,-0.007544949
Clic3,0.48808547667151936,-0.4767387
Rassf2,0.9543553817051624,-0.05668936
Slc9a8,0.48808064211068947,-0.07332263
BC030336,0.9542056061011233,-0.009226233
Lmbrd1,0.48792167270262055,-0.05900273
Ephx4,0.9541294945383784,-0.063356236
Gm20457,0.4878785866431452,-1.2287344
Gm12359,0.9540606049314864,-0.025157806
Nuak2,0.4873382314284589,-0.06207041
Ubxn6,0.9540117493964595,-0.0038755091
Tmem39b,0.4872727024903588,-0.08886129
Heatr6,0.9538726856056648,-0.0049230307
Jmjd7,0.4872452011413194,-0.094184294
Vdac3-ps1,0.9536205407637905,-0.011535554
Asic5,0.48723768130020195,-0.9515074
Slc25a32,0.9513631772447837,-0.008640694
9930021J03Rik,0.48666020631479245,-0.067282505
Rsu1,0.9508750460973399,-0.0046968865
Saa3,0.48662590549255236,-0.62612814
Foxc1,0.9508215695722131,-0.12605904
Iffo2,0.4866237275988704,-0.09556976
Pias4,0.9507546991862845,-0.0050183972
Xylb,0.48656931528685876,-0.14698806
Ankle1,0.9503660365748093,-0.012130552
Ulk2,0.48628538062119375,-0.11106284
Trpm4,0.9495136825203916,-0.0045366264
Klhl3,0.4862745742954466,-1.8504508
Zfp811,0.9492171913313387,-0.054381978
Col16a1,0.4861703043060873,-0.32566327
Zfp446,0.9489985233438587,-0.016229736
Mblac1,0.48602126025314085,-0.12285454
Tmem18,0.9489406382435742,-0.008299485
Rnf103,0.48584753348513476,-0.0483817
Acbd3,0.9487723811256648,-0.0039037473
Arhgdib,0.48565098458337885,-0.3414499
Polr3g,0.9487403803148484,-0.010840065
Gpd2,0.48564782452815125,-0.06578243
Ppp1r13l,0.9485998139124304,-0.013030428
Saal1,0.485572497546251,-0.06828079
Miip,0.9485739013084483,-0.008325556
1600002K03Rik,0.4854778645893384,-0.04024176
Matn2,0.9483409197293056,-0.044114284
Zfp507,0.4852454409093896,-0.084815
Plk5,0.9477143603652549,-0.05108079
Abr,0.4851199498409916,-0.05803876
Hc,0.9476142897719966,-0.060507834
Impact,0.48442363550250755,-0.1339892
Zfp41,0.9474298288015272,-0.024494587
4930540M05Rik,0.4843901427577324,-0.80646616
Usp37,0.947062686933691,-0.008670284
Ifitm1,0.48422405750300923,-1.2433264
Ahctf1,0.9466302790025065,-0.0061842743
Thoc5,0.48383244115198065,-0.06791798
Bsn,0.9462733277402846,-0.0059154555
Slc16a10,0.483733168120728,-0.19720972
Mgat4c,0.9461480971716902,-0.026006432
Rsbn1,0.4837301653215311,-0.056922503
Timm13,0.9458058734496385,-0.0017906582
Ahr,0.4836501301808971,-0.10493407
Alg1,0.9457069734735525,-0.0062755016
Apold1,0.4836205795599049,-0.7950879
Pbxip1,0.9453991549549652,-0.006389398
2610037D02Rik,0.48305282326395127,-0.08107242
Snap29,0.9453416465813504,-0.006249207
Fam98a,0.4829951530678489,-0.048163973
Fkbp1b,0.9449952514125994,-0.036465906
Zscan22,0.48278987268102747,-0.12613817
Lhx2,0.9445955285297212,-0.14209709
Ripk4,0.48256460199212414,-0.061290324
Arid4b,0.9445714241249648,-0.004727302
Cables1,0.4824669343346015,-0.11466622
Gm16794,0.9441090581615492,-0.03759176
Hist1h1a,0.48199466858653295,-0.23071644
Cdh24,0.9437993750959168,-0.065549746
Unkl,0.4819609385410222,-0.12570828
Fgl2,0.9435763579994408,-0.0097460225
Abcb8,0.4818748503015652,-0.058949843
Rpp40,0.9434508215087634,-0.011902947
Fam120c,0.4817491082159667,-0.30105695
Fam65b,0.9430862671640384,-0.03078942
Pcdhb8,0.48170853414253334,-0.9711765
Cbln3,0.9429578301224981,-0.018727407
Fndc3a,0.4813483842964471,-0.029226549
Cpne3,0.9423276798492893,-0.0044083516
Gm20186,0.4813453248948152,-0.23411721
Vkorc1,0.9423256969569745,-0.0035266161
Foxj2,0.481305498193801,-0.14509481
Trmt2a,0.9418887078501279,-0.0065861093
Ap5s1,0.481100391369215,-0.06391239
Stxbp5,0.9415932701178392,-0.008896598
Pigf,0.48071334966013823,-0.041503426
Gm16048,0.941585015098857,-0.1316898
Cd48,0.4807178962823534,-0.96304846
Ldoc1l,0.9412566553574793,-0.088703595
Zhx2,0.4806491271407761,-0.13929205
Ttll7,0.9408121089759585,-0.011405271
Fam107b,0.4805893716880286,-0.03646107
Fam210a,0.9407159554373121,-0.0069591478
Gucy2c,0.4805709047448473,-0.038177565
Dnase2a,0.9404539457916177,-0.006928145
Epb41l1,0.4804653538156781,-0.19414999
Slc35d1,0.9403391272052559,-0.009145707
Mpz,0.4797286452335576,-0.29879192
Gm27029,0.9402167791763651,-0.016586825
Mpg,0.4794850480815527,-0.05512944
Slc39a3,0.9400782345277999,-0.008771433
Pigyl,0.4792913039127149,-0.03693192
Gm44040,0.9398445587200951,-0.02502349
Ccdc136,0.4788725070605099,-1.2759522
Gm5900,0.9395092416506319,-0.049882658
Otoa,0.47872900799356854,-1.265218
Rbm47,0.9389029304694991,-0.0033427496
Tram1,0.47855967787302767,-0.022821298
Lrrc75a,0.9387035896621336,-0.011256641
Itgal,0.4785475170592163,-1.4255593
Rab30,0.9385115087912388,-0.026965996
Stx4a,0.47836134434691235,-0.046611845
Pofut1,0.9384654218700526,-0.009282163
Ccdc186,0.4780297313120089,-0.06215627
Zfp445,0.938430918405827,-0.021168698
Tcf19,0.4779860229671946,-0.08475614
Mtfp1,0.938187363134735,-0.0065386407
Rbm4,0.47788911498286313,-0.14619161
Gm43500,0.9380302886458578,-0.15905847
Gstt4,0.47788775406488204,-0.74891186
1700029I15Rik,0.9378272842550469,-0.04952534
Pot1a,0.4778012191748594,-0.09935141
Gnao1,0.9376864073116873,-0.054438654
Aes,0.4777247359509178,-0.022000002
Adnp2,0.9376755207126595,-0.0113719385
Ltk,0.477562482936725,-0.36825514
Pld5,0.9376091130904065,-0.16014683
Sowahb,0.47740861592722983,-0.09422154
Zc3h12d,0.9375054097629653,-0.011527782
Fam136a,0.47717201947356824,-0.044228617
Bre,0.9370761580422653,-0.0054457453
Ankrd13c,0.47705087477624963,-0.053106606
Kidins220,0.9369333212474522,-0.008691225
Fan1,0.4769458358210319,-0.18042761
Syngr1,0.9369237489904302,-0.014083365
3110040N11Rik,0.4767956657458253,-0.05214726
Otc,0.9368788967121875,-0.009608017
Nktr,0.4767497587723232,-0.029382655
Raf1,0.9366802873070943,-0.0052639935
Fam76b,0.47663366606869983,-0.073274635
D1Ertd622e,0.9364565238991207,-0.008793286
Fgd1,0.4760181803735273,-0.33605292
Zfp768,0.936403565040283,-0.00841761
Irf8,0.4757743355841936,-0.042037535
Trpc4ap,0.9359952209843979,-0.005045933
Dennd4c,0.4757021124267623,-0.068194084
1810012K08Rik,0.9356535825151668,-0.16519032
Cenpi,0.47558972768266894,-0.17343162
Ctsd,0.9356259807072231,-0.003724551
Gm8909,0.47539961352857685,-0.8771842
Abhd13,0.9356184763273501,-0.00619381
Ift88,0.4753782185076041,-0.12829149
Dpcd,0.9355538088982677,-0.0051433723
Akap13,0.47495969081269807,-0.05466044
A530013C23Rik,0.9351210413878063,-0.16657245
Crebl2,0.4749235758009043,-0.12901017
Ankfn1,0.9348707944844002,-0.167226
H2-M3,0.4749153774389736,-0.06523729
Zfp207,0.9347487389304305,-0.0037903318
Gxylt1,0.47491214488612277,-0.05794511
Xpo4,0.9347157445918458,-0.011447687
Pex26,0.47487522100947244,-0.08573538
Gapvd1,0.9344786078792815,-0.005316886
Abcc6,0.47481763180221936,-0.6158175
Itpkb,0.9338667640732756,-0.016270354
Usp35,0.4745637788240452,-0.6167226
Aig1,0.9338097209670866,-0.0039167744
Rgs14,0.47452818093567384,-0.20368668
Tsix,0.9336540110854263,-0.04454088
Tmx2,0.474465239047171,-0.052417245
Gabarapl2,0.933535652987526,-0.0027474419
Efcab7,0.47434713721278154,-0.18767157
Gm27042,0.933340266965624,-0.06484245
Ankrd12,0.4742425538062265,-0.05227785
Gm28221,0.9331237656971652,-0.12440463
Btbd17,0.47418096425608136,-1.3183271
Pyroxd1,0.9329341346082243,-0.006705521
Slamf1,0.47407158354153434,-0.48791698
RP23-32A8.10,0.9327948675870505,-0.1725929
Dvl1,0.4740151612476262,-0.090514444
Setd1b,0.9327783868388344,-0.0063696406
Gmpr2,0.47383638767988334,-0.065080136
Notch4,0.9327460097300047,-0.018405681
Katnal2,0.47332060857273517,-0.8194642
Stk19,0.9326797447879986,-0.00522667
Bag6,0.47306373408509506,-0.050142992
Gm28505,0.9325311281304501,-0.1732769
Pigc,0.47306150287304327,-0.06734398
S100pbp,0.9324463828090515,-0.028572068
Pde5a,0.47295802213448335,-0.07317502
Wfs1,0.9323760748059247,-0.011168664
Gm43137,0.4728075491208915,-0.68782353
