gene,p.value,logfc
B3gnt7,0.0005792278045973079,0.31033877
Lmo4,0.00038815680100162605,0.27036956
Ppp1r15b,0.0005798619758445692,0.20481691
Stam2,0.0003885276996653593,0.33833873
Rfxap,0.0005807909385363939,0.23364419
Cxxc5,0.0003905264751514481,0.30368227
Erich4,0.0005916346746619123,1.1961459
Ogt,0.0003993020845192225,0.17206043
Capn2,0.000597974993116977,0.54075456
Ikzf2,0.0004008192832357004,1.6375426
Ccl25,0.0005997065426512786,0.21602012
Gpbp1l1,0.00040066883757396496,0.23313709
Mettl16,0.0006172655736762278,0.29976678
Emp2,0.0004083739849165591,0.8538626
Bub3,0.0006191752932453026,0.18500438
Myc,0.00041075033019561324,0.45073858
Tmed5,0.0006243817731434816,0.19382425
Dcaf4,0.0004122916106555409,0.45689797
Pla2g12a,0.000624887554392166,0.2104801
AU041133,0.00041628991357918135,0.71190625
Psmc3,0.000636658975190208,0.14388032
Sorbs2,0.0004270754265237432,0.4582988
Rheb,0.0006401788757436796,0.15819108
Mettl20,0.0004282176371185785,0.41800246
Scarb1,0.0006418964070875525,0.9544265
Gm561,0.00043489569846178106,0.21871626
Nucks1,0.0006473990232790635,0.18510187
Abhd4,0.00043922258570927624,0.44578844
Jagn1,0.0006678581238645042,0.16436492
Znrf2,0.0004406676817161925,0.3233599
Pcbp1,0.0006857856820341074,0.091978945
Trpm5,0.0004464755537639849,1.90353
Pcbd1,0.0007014048586617389,0.09126426
Myo1b,0.00045325669687623166,0.2918745
E2f2,0.0007050180186781751,0.23420659
Eef2kmt,0.00045466657333189005,0.25165758
Psmd14,0.000706060216811724,0.1735676
Nin,0.0004636782517344422,1.1451391
Ranbp1,0.0007240937793354858,0.14566086
Add1,0.0004661110364948458,0.23813277
Gm28836,0.0007263636741476598,1.4382122
Ntn4,0.0004699473528678951,0.45424882
Dhrs7b,0.0007280650577154338,0.19203447
Slc1a5,0.0004715610991514112,0.17287463
Fcf1,0.0007314809436824354,0.17891236
Slc43a2,0.0004749981441087183,0.2594132
Taldo1,0.0007321083966630337,0.09742133
Rps3,0.00047820473299637186,0.049301196
Acaa1b,0.0007561295251645955,0.9403368
Gemin2,0.00047932115416314216,0.36664668
Ccdc25,0.0007604340323906459,0.22383513
Matk,0.00048268259024603587,1.9194567
Tmem266,0.0007662063988037434,0.5115273
Ptprd,0.00048174154697818697,0.4618844
Ces2a,0.0007848800022188344,0.30812758
Mpzl1,0.0004899434556113352,0.22708713
Stt3a,0.0008009952589418742,0.11637333
Usp49,0.0004917882820468857,0.72214496
Gm684,0.0008030430911336738,0.56046766
Rpl5,0.0004924248124164438,0.057978
Rap1b,0.0008133553867878461,0.17450537
Ccdc88a,0.0005124892407816734,21.774704
Nup37,0.000815748160781035,0.33900154
Glipr2,0.0005134341931807389,0.47860035
Mrpl57,0.0008166828757677117,0.117342256
Ano1,0.0005159572254196595,1.1200205
2210016F16Rik,0.0008303080888502944,0.1777654
Nxf1,0.000518505779637621,0.15210034
Carnmt1,0.000831386125526843,0.21898635
Chchd5,0.0005208032760749161,0.2109619
Tmem214,0.000848465297390342,0.17591257
Birc2,0.0005233108920565183,0.29066038
Hpd,0.0008500767125378126,0.14002599
Thap4,0.0005288252090425782,0.22907545
Banf2os,0.0008516404298632379,0.6793017
Cox6a1,0.0005317810301985209,0.059323896
Rab3d,0.0008702278629305919,0.11622351
Ppp2r3d,0.0005334161590538104,0.4031244
E2f4,0.0008863777813292744,0.21078458
Tmem87a,0.0005347507370191627,0.53724754
Perp,0.0008996445595868052,0.13441908
Ypel3,0.0005363091433208265,0.21403188
Psmd9,0.0009219854037600306,0.19959469
Twf2,0.000536832093680183,0.28217113
Tanc2,0.0009232118625424561,0.27814275
Cdca7,0.0005423250713476924,0.30392608
Cpt1a,0.0009286386461213398,0.18985184
Csde1,0.0005441826954084811,0.14624429
Mfsd10,0.0009432117703188219,0.2967529
Il10rb,0.0005448670357769341,0.22621647
Ssu72,0.0009530830050875537,0.11969832
Hist1h2ae,0.000559148846141972,0.4180962
Mrto4,0.0009580374622576355,0.21539019
2010320M18Rik,0.0005590645362675937,0.24286036
Tle6,0.0009662119274715299,0.75363
Klhdc7a,0.0005713350796274879,0.69096833
Dhrs11,0.0009797942322790495,0.2614922
Zfp955a,0.0005765072812965741,1.2855052
Fbxo4,0.0009897606829409997,0.30874318
Sort1,0.0005756756344966335,0.18261962
Park7,0.0010147248509057786,0.09661492
Rcbtb1,0.0005758188497742891,0.242951
Tspan13,0.0010153562932939105,0.08548751
Rbbp6,0.0005766557302130439,0.19574551
Myo1a,0.0010190557657798998,0.1375052
Bbx,0.0005945011808364602,0.353655
Ssr1,0.0010391961307383126,0.10505546
Ets2,0.0005992807514041884,0.15387073
Asph,0.0010422784153342162,0.11621819
Phf14,0.0005993989859009936,0.22019944
Pycr2,0.0010449367187524193,0.16909896
Fgfr1op2,0.0006110481337197838,0.16071516
Sf3b4,0.0010524351038035604,0.18196481
Fam168a,0.0006170110223187315,0.362565
Rab1a,0.0010707198656988333,0.09923634
Fblim1,0.0006202143885036148,0.21443842
Erp29,0.0010757191811899202,0.11241253
Slc9a9,0.0006320785539315662,3.7434797
Nucb2,0.00110810815972624,0.19808078
Airn,0.0006360470823335566,0.33245662
Psma6,0.001121220461097548,0.11887633
Ankrd27,0.0006381079400306483,0.48406094
H13,0.0011245932982386535,0.12774175
Fsd1l,0.0006556467025838668,0.22093071
Chtf18,0.001139529529679283,0.68064564
St5,0.0006696462932304372,0.41914886
Mif,0.001151846854231004,0.11465966
Zfp414,0.0006721156206617327,0.38425085
Cyb561d2,0.0011593680092845287,0.21875279
Ndrg2,0.0006765178122554735,0.30303222
Gsr,0.0011745247004046348,0.1736038
Dars,0.0006846625308254198,0.20044005
Stk40,0.0011823078235244813,0.3569708
Ube2v1,0.0006865941609651329,0.7102235
Layn,0.0011885207199607243,0.7141803
Nfx1,0.0006908321964074545,0.22455591
Etnppl,0.0011906965049081242,0.6864163
Sox13,0.0006941645213819458,0.5469881
Tmem14c,0.001207749978500949,0.1000382
Lmo7,0.000694871457456101,0.2564758
Chrnb4,0.0012163516714067684,2.501214
Dapk1,0.0007044515965999783,2.584348
Traf4,0.0012579235878972912,0.19860846
Zfp467,0.000708871437929346,0.24520391
Cdr2,0.0012645798748104177,0.35256493
Fancf,0.0007132844634841996,0.9091399
Magoh,0.0012764946601082473,0.13863261
Adprh,0.0007144682343251979,0.28601918
Hif1a,0.0012851345736718347,0.27706355
Atp5k,0.0007144207695109851,0.097858794
Lrrc41,0.001290549666870014,0.24850267
Rpa3,0.0007158653675074418,0.18223618
Ergic2,0.0013226965259714933,0.17894499
Lrrc16a,0.0007221122273055909,0.30460852
Impa1,0.0013264571671196667,0.16992667
Ybx3,0.0007257019148550378,0.13748465
Tob1,0.001348977937247617,0.16258056
Rlim,0.0007364989825198748,0.2507118
Glul,0.001352245066597944,0.12591463
Svbp,0.0007376237104598712,0.23549002
Ppp1r11,0.0013545844004472355,0.13221785
Mctp2,0.0007458707299927287,0.4517452
Pigu,0.0013635044504622929,0.25359237
Relb,0.0007523984188101705,0.43048504
Cyp4f16,0.0013728197705620705,0.26237795
Capn8,0.0007524396739707251,0.35430494
Slc39a11,0.0013777433107562775,0.15607359
Hoxb5,0.0007530647869691364,0.8661011
Cyp51,0.0013932454446050802,0.17047967
Prkar2b,0.0007708245926908478,0.63633084
Bpnt1,0.0014155963735746173,0.19676834
Rnf114,0.0007733362720322581,0.31652945
Hspa4l,0.0014243780559997047,0.25988212
Mbp,0.0007733410240298324,0.24038261
Scarb2,0.0014264275113184397,0.21317872
Slc46a1,0.0007850242256021462,1.2550641
9530053A07Rik,0.0014679532551061195,0.29661027
Nr3c2,0.0007862920493553279,0.40018082
Polr2c,0.001506369822501292,0.15200524
Sec61g,0.000790775983260558,0.069852196
Sdsl,0.0015165110832891307,0.16420181
Cnn2,0.0007945987552851514,0.38934457
Tsn,0.0015288235190564054,0.13752653
Phf3,0.0008070314690379647,0.21600804
Dnajc25,0.0015521708588255296,0.19458626
Zdhhc17,0.0008100517050271485,0.61135805
Gnl3,0.0016185851305255178,0.19903958
Sipa1l3,0.0008106676282962022,0.24764283
Gal3st1,0.001631111209872925,0.29773208
Tnfsf10,0.0008206413368901034,0.7896282
Tmed4,0.0016356785490509063,0.13527064
Lpl,0.0008248298660539379,2.9573717
Smu1,0.0016404273502132246,0.18019931
Cpeb4,0.0008292576193143376,0.42461166
Cd24a,0.0016440326461089846,0.11762891
Etl4,0.0008380255950962269,0.2696624
Pa2g4,0.0016747016079129652,0.14755906
Sgk3,0.0008385235322008641,0.52606225
Etf1,0.0017144514922909175,0.14397614
Zfyve27,0.0008471526998436994,0.3753784
Ms4a12,0.001725841834912861,0.34048358
Ndufc2,0.0008521132012465766,0.10349515
Mbd3,0.0017308299688594943,0.17314199
Smim8,0.0008556067193045098,0.23983523
Gabarap,0.0017434810076542777,0.06727349
Gyg,0.0008562482756988718,0.31539616
Bola3,0.0017527271311501818,0.13352045
Ngef,0.00086349250479448,1.1385355
Apoc2,0.0017609657045148527,1.7121539
Idh3b,0.0008647603564157884,0.14590228
Mad2l1,0.0017665527593011658,0.29417822
Npepps,0.0008676826973094081,0.16688031
Mdk,0.0017883864579231645,2.2287896
Zbtb7a,0.000869175887561061,0.13110521
Bambi,0.0018148054130978392,0.39692074
Ndufa3,0.0008736041251453605,0.10972238
Metrnl,0.0018173792180112677,0.25356418
Meis3,0.0008849835093643193,0.72284895
Cab39,0.0018478424043955732,0.15311109
Fdx1,0.0008860677212733718,0.24353996
Cars,0.0018494995017500548,0.25219077
Plekha6,0.0008967087145326506,0.20518075
Tspan8,0.0018720970397876188,0.08023916
Noxo1,0.0009032168212502342,0.20929512
Cdk2ap1,0.0018747475070731176,0.15504712
Ppif,0.0009142526214087655,0.2244706
Eif4ebp1,0.0018776049325820844,0.14684744
Lcp1,0.0009155394808571073,0.38473108
Pcmt1,0.001877808262955491,0.17750062
Btc,0.0009416061043691012,0.46968347
Slc12a8,0.0018889248744485842,0.09206288
Bicd1,0.0009476223870930946,0.36387536
Zfp786,0.0018904421384956928,1.1201911
Pik3r1,0.0009530075775335334,0.26745212
Bfar,0.0018937030476371241,0.18136385
Fcho2,0.0009542033744746177,0.3077249
Efnb2,0.001943113784761956,0.33015695
Sppl2b,0.0009566345435551906,0.4385082
Aasdhppt,0.001945670587357886,0.21334402
Pak4,0.0009677712758904509,0.24097964
Mrps7,0.0019460824302502512,0.14135543
4932438A13Rik,0.0009722198828276986,0.2832874
Appbp2,0.0019468426062477806,0.17814326
Tchh,0.0009845075794725421,1.4027619
Arhgap10,0.0019492269962788154,1.0701338
Tbc1d9b,0.000992013254258931,0.3275579
Rbm25,0.0019823532022352013,0.121653676
Kitl,0.000992167684648588,0.41342604
Ippk,0.0020235866407528422,0.29432178
Pacs1,0.0009998155080258204,1.1996422
Smc2,0.0020413409550315608,0.27328616
Golga5,0.00100166323547994,0.24747218
Fam72a,0.0020645099259549854,0.8422447
R3hdm2,0.0010047716362443656,0.28768927
Cad,0.0020777079362573497,0.29310516
Pck1,0.0010104749915525548,0.2824871
Emc8,0.0020801174212176257,0.17625508
Lrig1,0.0010118225113585641,0.3083599
Btnl6,0.0020896196052037374,1.6251557
Nme4,0.0010182399706259386,0.51265854
Ceacam18,0.0020903227857989814,0.7781234
Nav1,0.0010189519458921159,1.0248406
Nkiras1,0.002117164565093232,0.27575216
Grn,0.0010299290735932326,0.20690574
Lsm1,0.0021223976876628844,0.16007105
Cog2,0.001044185285425946,0.26753348
Gmppb,0.00213565468002092,0.12653781
Zfand1,0.0010554995228865592,0.2408626
Maged1,0.002148697977106214,0.20937195
B4galnt2,0.0010727069823157612,0.28236195
Edem2,0.002160014207119777,0.12206069
Mtss1,0.0010751255033767835,0.2042559
Rab5c,0.0021656160252031442,0.13090232
Fam60a,0.0010759499801475734,0.34665817
Drap1,0.002167049670733111,0.11791982
Oxa1l,0.0010772716084753338,0.20091471
Tnfaip8l3,0.0022410727959515935,0.5775925
Zmiz1,0.001084799527332967,0.24250528
Hadhb,0.00226248251407483,0.14424278
Paics,0.0010897363937143766,0.28973415
Ovol2,0.002268641931321012,0.26972672
Ocln,0.0010986701704712213,0.203119
Pop5,0.0022770421199251826,0.11923793
Lpcat4,0.0011080537402073387,0.36400563
Srpk1,0.0022898985460213994,0.16390368
Shisa2,0.0011087400550208104,0.35678604
Atp8a2,0.00229822124185626,0.4126536
Cited4,0.0011210108949785411,0.44617754
Psmd4,0.002311076337476206,0.12394991
Tmprss7,0.001133234696026517,0.60731196
Mthfd1,0.0023198396509911,0.29525056
Slc24a5,0.00113752409102786,0.70515645
Akap17b,0.0023215110370054587,0.53412306
Fbxo32,0.00115409409611644,1.2016699
Med31,0.002339454787215654,0.23614563
Pdzk1ip1,0.0011731181647710249,0.3500152
Slc39a4,0.002362060171901642,0.22483853
Prkra,0.0011798835931762998,0.2571329
4732463B04Rik,0.0024258224074820735,3.673075
Gm4631,0.0011891919262835252,0.51863056
Dld,0.002432821870918544,0.16996825
Tmem184b,0.0011952847227931643,0.3672287
Iars,0.0024558287639979983,0.21596651
Azi2,0.0012071361665687136,0.17741516
Cks1b,0.0024640834757236408,0.18285103
Tmem9,0.0012138637612821423,0.2897393
Rrp1,0.002503861890626434,0.1321014
Ubtf,0.0012141963526431756,0.19253224
Mrpl55,0.002511538640737624,0.15381801
Fam208a,0.0012206743518396715,0.33941084
Lman1l,0.0025552397523164417,1.4073272
Ak3,0.00122958975964126,0.15691656
Snrpc,0.002600577668955387,0.12119575
Rapgef3,0.0012322571295515477,0.40467554
Gtf2h5,0.0026098085290531784,0.11530909
Hnrnpl,0.001238291380694311,0.17652501
Mlycd,0.002620771080960012,0.18872799
Car2,0.0012440303189063006,0.84842795
Cmtm7,0.002662790616915031,0.14056061
Grasp,0.0012522902186988432,0.9201054
Gm27033,0.002685197833142883,1.1119382
Vav2,0.001253069127613205,0.51712024
Armc1,0.0027204039130659927,0.18568689
Fam117b,0.0012715096913163875,0.29206404
Usp50,0.002732389749621758,0.18741119
Rock2,0.0012780843071921323,0.1875769
Mfsd2a,0.0028073228366348735,0.5199602
Sdhaf4,0.0013053952183881455,0.20658568
3010003L21Rik,0.002836234313135772,0.35713094
Vmac,0.0013114861411332407,0.34849912
Cct8,0.0028414175360093885,0.12857392
Arl8a,0.0013150311652384559,0.38731858
Tbx3,0.002867288352410699,0.25693712
Pglyrp1,0.0013363957092801444,0.11498914
Lgals3bp,0.0028717815404965766,0.1979954
Gm21814,0.001340071682484808,1.251877
Atxn7l3b,0.0028746139116865767,0.092950016
Fam98b,0.0013444095862948841,0.30394343
Ccdc71l,0.0028744903202535203,0.2962084
Cirbp,0.0013494549854378367,0.26002434
Dtymk,0.002896044454895593,0.15759039
Elmsan1,0.0013520480286440977,0.7539043
Atp5b,0.002932173793732458,0.07359799
Ccpg1os,0.0013538009855729406,0.348606
Acy3,0.0029463186029733504,0.3214455
Tcta,0.0013625324035658785,0.2793513
Rnf121,0.0029669977572229513,0.22214553
Celf1,0.001363077654597539,0.15759291
Mrpl28,0.0029743383540366992,0.115702234
Surf1,0.0013733866938996256,0.18442099
Nif3l1,0.0030535089950045756,0.2777355
Mpc1,0.0013746522947766723,0.11363408
Mxra7,0.003101263280445514,0.89318
Sema4g,0.0013784351145792568,0.18503796
Fen1,0.003108520651141984,0.2454853
Chdh,0.0013855973809638695,0.30514985
Lman1,0.0032000242225798197,0.10838137
Xlr4b,0.0013990546997416566,1.8407502
Zmynd19,0.0032122664312732615,0.30547938
Arfgap3,0.0014097010338569838,0.14998443
Junb,0.0032844475930170164,0.18912046
Galnt7,0.001415898485496256,0.08913855
Bcap31,0.0033072322911437144,0.11232568
Slc9a3r2,0.0014189976888175021,0.34408844
Ak2,0.00332620322755366,0.09859505
Ifi27l2a,0.0014210757291407163,0.68215686
Rrs1,0.0033404103285259628,0.20820412
5730508B09Rik,0.0014244138270606322,0.4258336
Zyx,0.0033431289258766535,0.2758912
Ccdc189,0.0014296796833500288,0.9880371
Swi5,0.0033432660385742073,0.08188481
Gm21092,0.0014288466874115518,0.25656575
AI427809,0.003353505601578148,0.30939436
Pctp,0.0014466296745934723,0.38276625
Nfkbib,0.0034231976153746412,0.22009413
Capsl,0.0014498116651365544,0.5404778
Slamf9,0.0034259051096777672,1.1705388
Taf1d,0.001470227487484677,0.18298268
Fuca1,0.0034277293516442914,0.095330596
Grik5,0.001483134698772556,1.3314029
Hmbs,0.0034669696450843513,0.15987304
Pdxdc1,0.0015058778915472846,0.11843569
Gpaa1,0.003504012682989419,0.18173964
Hist2h2be,0.0015127520296110539,0.4867248
Galnt12,0.003507320364343177,0.08697626
Rev3l,0.0015144147495303037,0.36982965
Dph3,0.0035292247531038307,0.10824844
Slc5a9,0.001516903631214316,1.1708759
Ak6,0.003558104318754281,0.17924318
Zbtb8a,0.001518662049975379,0.2565545
Cdc123,0.0036743650729048664,0.13679957
Lmbr1l,0.0015288540070871324,0.5959416
Zfp622,0.0036770618742267393,0.17397456
Zak,0.0015327036254055894,0.3248258
Agt,0.003700143301291306,0.51669806
March7,0.001533655318171178,0.19787177
Tmed6,0.003734635264181086,0.25135216
Rtn4,0.0015381179214079919,0.22624765
Chad,0.0037451675607619596,1.0399796
Cdk19,0.0015425549630679954,0.42799857
Hist1h2ap,0.0037706540920309757,0.3086168
Bcl2l2,0.0015490499684061906,0.2949343
Cldn9,0.003785935256739276,1.7798151
Nr1i2,0.0015617691277343155,0.37616277
Stc2,0.003808528402809661,0.7067342
Vdr,0.0015616120148644523,0.26173514
Tmem167,0.0038231776323022233,0.09776844
Lamtor5,0.001565107695215361,0.11257332
Sec11a,0.003861428649115262,0.098204955
Pafah1b3,0.0015749961268830353,0.12657563
Rdh11,0.003896918186272676,0.25543892
Dalrd3,0.0015795618484150111,0.2295567
Higd1a,0.0039042646047981497,0.122774705
Dynlt1a,0.0015798336143531245,0.26307768
Ddit3,0.003926373233758434,0.2566501
Cadps2,0.0016004283361296934,0.3039322
Reep4,0.003933320016184586,0.18955536
Prkaa2,0.0016066468584043274,0.3161837
Iscu,0.003948152879517396,0.13080642
St6galnac6,0.00161314380751746,1.7813269
Rrm1,0.003957547041256047,0.27854085
Cipc,0.0016145486706422448,0.34295785
Tmem199,0.003958483501888276,0.2333951
Serpina10,0.0016196639677210057,1.6902416
Pkp2,0.003964651855210986,0.20090458
Slco3a1,0.001624894925003728,0.50327986
Eif4a3,0.004026736139542257,0.13755181
Tns4,0.0016334564238272469,0.9174746
Nudt1,0.004027908227489179,0.2162894
Neu2,0.0016539920404621343,0.8340875
Vil1,0.004041070215029195,0.101027615
Zdhhc5,0.0016761613826326977,0.33530465
Fcgrt,0.004043486119921895,0.47977072
Zfp960,0.001678757525942656,1.0233108
Tmem259,0.004044535492569741,0.24069527
Hmga1-rs1,0.001685660537038943,0.599116
Ostc,0.004063670133360377,0.06772147
Nhlrc3,0.0016879298303328998,0.3711175
Naa50,0.00408169358862993,0.13961771
Satb2,0.001699752436200752,0.85608006
Capn15,0.004096721149675026,0.43251723
Prrc2a,0.0016996241874156835,0.20443465
Hykk,0.004177116585610616,0.5679749
Mpst,0.0017009674900057036,0.16207801
Fto,0.0043168576031975695,0.21209961
Acly,0.0017032091138372836,0.15111127
Efr3a,0.0043216311693618,0.18753271
Hmgcs1,0.0017081227432955957,0.16784649
Psmd12,0.004346270576085809,0.15027446
Plaur,0.0017108061185956893,0.64539945
Ccdc86,0.004384192915715198,0.21244742
Scaf1,0.0017143195903186097,0.3547262
Nptxr,0.004461485880038773,0.9894552
Prkab1,0.0017147469254529424,0.26584223
Cideb,0.004486799870406905,0.282464
Nbl1,0.0017279623292644514,2.5951104
Ints1,0.004496715027592686,0.29880825
Rpl7,0.0017236814211463712,0.042981237
Sltm,0.004527134192859481,0.13409479
Gprin3,0.0017301440143561485,0.3268507
Prmt5,0.004557606639876376,0.2140435
Insr,0.0017323164178441957,0.3585896
Slc22a1,0.004626242580374667,0.297056
Gm26808,0.0017363394175120995,1.2988862
Pole3,0.004740428464641306,0.16712466
Zmym2,0.0017385520052740388,0.36438772
Cnih4,0.004750079018466166,0.16393472
Angel2,0.00174597255283294,0.19653752
Ube2g2,0.0047611316463221625,0.19380231
Scmh1,0.0017513638834262114,0.32240957
Myh14,0.004822222055217869,0.17805849
Ppp1r21,0.0017827124250997851,0.4262543
Ssfa2,0.004857186120154377,0.23166783
Plekha2,0.0017827364285037282,0.30216968
Pdlim1,0.004890121401963693,0.087945744
Klhl7,0.0017860135395472592,0.43843004
Gnb2,0.004921252967738758,0.07204357
Mxd4,0.0017892990528784695,0.14079833
Catip,0.004938533317887474,0.6382571
Rassf4,0.001793687247547691,0.27511996
Gcg,0.005001750453062788,0.53541833
Lrrc8d,0.0017968773948762193,0.25141338
Aurkb,0.005020187345017783,0.32218006
Gigyf1,0.0018079085308163126,0.40087104
Aifm1,0.00509391473575814,0.19071005
Slc44a3,0.001821452926869422,0.17740662
Pirt,0.005103812181263029,1.5858335
Ulk1,0.0018253200985941915,0.4626429
Rab2a,0.005125439785169391,0.07810281
Inf2,0.001838025928195389,0.9188584
Vps29,0.0051713781049201124,0.12458277
Ctdsp1,0.0018391372253108312,0.21269734
Eif5b,0.005194691943688423,0.09826533
Ccl5,0.0018525326270890771,1.6209519
Sec61a1,0.005278913320869192,0.089471154
Brk1,0.0018788600857301994,0.11324145
Gins1,0.005286060621665773,0.4491001
Gsk3b,0.0018820017091926411,0.17067504
Dbf4,0.00528906027566371,0.26290205
Cracr2b,0.0018857562104880215,0.12996432
Cuta,0.005304782467563632,0.095146395
Hmga2,0.0018932160098708605,0.696328
Arpc2,0.00534777024413995,0.08657009
Naip2,0.0019044684426442323,0.24815439
Cd81,0.005396092347019197,0.13498828
Fam20b,0.0019115000731993494,0.18401058
Uqcrq,0.005398284540175294,0.0634127
Fam53b,0.001928803493086696,0.29036385
Foxq1,0.005401968517964975,0.67374253
Naaladl1,0.0019303371519227594,1.0695543
Chac2,0.00543580857564255,0.25171286
A430046D13Rik,0.0019347564979787855,0.90685904
Arpc3,0.005444694142749037,0.07534947
Chd6,0.0019617259459189748,0.21297863
Cndp2,0.005454138958025946,0.19254594
Fbxl20,0.0019640229949016035,0.45297906
Psat1,0.005454932419541368,0.24213545
Styk1,0.0019942775746259467,0.2329861
Ints3,0.0054662766228790825,0.2312401
Kcnq1ot1,0.0020014153808048272,0.9977386
Bop1,0.005471198776723467,0.19540912
Pbx4,0.0020051562761780857,1.4798969
Dexi,0.005606815491677912,0.22324052
Auts2,0.0020118375739978417,0.22724995
Fads1,0.00562742731543473,0.24325995
Hypk,0.002011957891961627,0.13409916
Spp2,0.005680844290565605,1.8794633
Yes1,0.002024327170964246,0.2739343
Tor2a,0.005682945226402779,0.13805693
Ldlrad3,0.0020474966504045395,1.277863
Desi2,0.005699283460011376,0.14145866
Sypl,0.0020506167981233737,0.09243407
March5,0.0057748649700943115,0.1364921
Lyrm2,0.002054504622047935,0.25937617
Sapcd2,0.005783262670981576,0.3510546
Gm44066,0.0020634768972734173,1.4760364
Hdhd3,0.00579354464889004,0.29153606
Cish,0.002077341748134052,0.80194825
Usp14,0.005800064899653275,0.16992219
Pnrc2,0.0020910272355465914,0.15683345
Amacr,0.005801292661742491,0.26115343
Cebpzos,0.0020916706940569464,0.14909446
Ube2v2,0.005885062788028191,0.14832559
Tmem65,0.002095787699502396,0.245008
Chp2,0.005886639117160655,0.89013964
Fam189a2,0.002104098478277986,2.1513371
Tamm41,0.005915400028544948,0.32492894
Slc30a1,0.0021025100999766343,0.68728876
Ndufb8,0.005936059110720344,0.075268075
Slc2a13,0.002103715762369842,0.7511445
Bad,0.005956884550715175,0.10017196
Zfp260,0.0021181894581274105,0.22746466
Cenpv,0.0059993456638063455,0.1527289
Nfix,0.0021705383162071647,0.23237945
Derl3,0.006018594261876511,0.4230334
Amph,0.0021878752286694637,1.722979
Ccne1,0.0060191815470667515,0.4712748
E330009J07Rik,0.002205929615415124,0.28933135
Pebp1,0.006020873719877444,0.07550009
Dcaf17,0.0022616110716342347,0.2903061
Sars,0.006023744077053709,0.13234942
Slc25a40,0.002271826318958493,0.37021706
Psme2,0.006029042780731496,0.08648193
Pmpcb,0.002288987551369726,0.17059295
Mfsd5,0.006079015125617655,0.27714884
Nck2,0.0023044690285017283,0.4894858
Ap1m2,0.006091509764227154,0.15962891
Trf,0.0023155567563506786,1.9639347
Chmp4b,0.006151390122727236,0.09218329
Uqcr11,0.0023209969650651117,0.06875161
Amigo3,0.006152032074104332,0.4131155
Atl3,0.0023455464306667987,0.4839965
Ncbp2,0.006161591223991873,0.1806699
Il18r1,0.0023660322934831715,1.4193928
Coq5,0.006183966609745046,0.2178975
Slc44a4,0.0024240345198152237,0.24424899
Txnrd1,0.006185009533123757,0.14080298
Stard5,0.002431335269676051,0.49173644
Zfp64,0.0061987242255416505,0.24668641
Mtmr12,0.002434928750124212,0.4178108
Tspan31,0.006207921875880024,0.16175741
Sbsn,0.002437209456179166,0.55158937
Atg101,0.006220067656392427,0.18886122
4931406C07Rik,0.0024368082886634915,0.27203086
mt-Co1,0.0062483231565149825,0.034836184
Gatad1,0.0024390475299713955,0.16787043
Aoc1,0.00628429251276223,0.1618243
Rnf32,0.002455726068379021,0.36708817
Yif1a,0.006287509158886125,0.116393566
Pde9a,0.0024558132320321216,0.34796858
Cept1,0.006323162418317621,0.19187535
Smim20,0.002456958490436687,0.14099766
Prmt1,0.006362054612149145,0.14192571
B130006D01Rik,0.00245867459999752,0.6347201
Tcp1,0.006366531904484118,0.09545153
Ccng1,0.0024579530347567016,0.20474187
Ccnb2,0.00638720750315139,0.25125137
0610040J01Rik,0.0024589250168959,0.18678209
Bcl3,0.006408273984304679,0.28829637
Tbca,0.0024598684889614933,0.09115137
Slc7a1,0.006418878126282666,0.17912526
Ptbp2,0.0024630417266348374,0.4038658
Exoc3,0.006503801374021507,0.1969757
Sowaha,0.002469533822392852,0.3146702
Mapt,0.006537840824655138,0.43654045
Dnajb12,0.0024883591277898333,0.36504278
Henmt1,0.0065598308696209855,2.197007
Boc,0.002510372815273965,0.90648717
Psmd8,0.006580125645304255,0.10113566
Comt,0.0025123375807386402,0.12531361
Ppia,0.006683046464911645,0.055810977
Prr15l,0.002553734001696901,0.11194298
Nbas,0.006703722386857583,0.21430717
Gm12942,0.0025613286809432075,0.39282155
Slc25a38,0.006757954681855387,0.24644627
Fdxr,0.002581620077435404,0.43519595
Xpo1,0.006763359927478461,0.21046701
Gm7160,0.0026028902431061373,0.7579631
Mesdc1,0.00680124184857083,0.1327973
Ncoa2,0.00260273189367553,0.30287468
Tbl3,0.006813746660008029,0.24943765
Tmem80,0.0026346133482853056,0.29124126
Dusp8,0.006872573586416048,0.5074671
Tpr,0.0026369859896424315,0.12780853
Gm9994,0.006878254794837929,0.19551589
B230219D22Rik,0.002680003034558561,0.20335628
Acox1,0.006879129333549962,0.2165596
Ildr1,0.0026838752564015034,0.42076752
Mst1,0.006881431499332191,0.53812575
Fam222a,0.00271167754132745,0.37799034
Trabd,0.0068933906417924,0.105050884
Rpl13a-ps1,0.00273587454269837,0.2580966
Scn1b,0.006956616391629902,0.63539475
Kdm7a,0.0027571937029569516,0.20356934
Gstm6,0.007027572176446629,0.5936769
Med30,0.0027597990347877225,0.1956011
Pik3r3,0.007034997884259142,0.6702772
Cyb561d1,0.0027712213294213595,0.5380055
Gm15315,0.007053512328633554,0.78376096
Zfp292,0.0027774972924080755,0.19895919
Gm10069,0.007072747517459099,1.0139277
Akap11,0.002788696525609601,0.3390518
Eprs,0.007089814145106111,0.11846962
Dclk1,0.002793101013006773,1.2622797
Prox2os,0.007130193655092297,3.3548257
