gene,p.value,logfc
Nrip1,0.004634714429908659,1.3581805
Tomm40l,0.042698015912518913,1.7623718
Pold2,0.004759457101257359,1.2365805
Rbm5,0.04158265679122619,0.88628495
Narfl,0.004976546921657137,2.2686424
Brap,0.04290533362293168,1.41032
Gnl3,0.004903901542801211,1.246656
Mob1b,0.04311724055254722,1.1772738
Polr3h,0.005001237821558194,1.9837745
A830010M20Rik,0.045011124872267466,23.967894
Akap13,0.005008408256036271,1.4830459
Fbxo18,0.04381402177835523,1.7001482
Apob,0.005111162730967676,1.7109277
Cbr4,0.045202635888414104,2.2063854
Clip1,0.005300411567673169,1.894785
Ccdc97,0.04478971687360954,2.3641982
Scaf1,0.005622532501331253,3.2552817
Smad4,0.04439919665682309,1.1295408
Lsg1,0.005531139483886937,1.7865355
Rprml,0.04626490864159787,24.03646
Aqp1,0.005713786576239386,0.8038848
Meaf6,0.04521489574043739,1.381754
Tnfrsf12a,0.005965736614299846,2.9789255
Rpl39,0.04367802350157716,0.46549734
Cenph,0.0058813144780255665,2.794357
Ctdnep1,0.045208350017720784,0.9658543
Adpgk,0.0059936271682686695,2.7669847
Strip2,0.04696054431196614,24.18758
Lyz1,0.006443487014979868,1.0108408
Cdkn2d,0.04695345617002707,3.2557974
Cdc25a,0.005988923579843966,1.4091365
Snap23,0.04559216644718692,1.0608046
Pnliprp2,0.0061102369464389955,0.78423667
Safb,0.045266579107984754,0.92231804
Ier5,0.006092490766884415,2.1939542
Chp1,0.045295574320630985,0.6633388
Gtf2ird1,0.006082731834384133,1.8193512
E2f2,0.04720828162560125,2.1475155
Rnft1,0.006088476068632981,1.8854778
Fnip1,0.04694446835532905,1.7082386
Pcgf2,0.006277407526439866,2.1952665
Commd5,0.04644056620491585,1.0482833
Dhrs4,0.0061892012893064435,0.87758076
Gaa,0.047477082865140234,1.8693372
Cd74,0.006347771145265696,2.1319494
Ino80d,0.04734737003544974,1.2552676
Cops7b,0.006312800732576123,2.0989203
Rassf6,0.04741487944988931,1.3654794
Nudt18,0.006524903681183989,3.0752194
Rbms3,0.04927327026082168,23.79294
Pole3,0.006373572171174746,1.2164536
C2cd4b,0.04954708233322613,4.3721185
Zw10,0.006665058352209977,3.3219848
Tuba1a,0.04980124302227009,1.8922213
Nfib,0.006614145870925917,1.0727326
Rpl41,0.04815721326278056,0.4130754
Sdhaf1,0.006642380577214121,1.1143818
Rps15a,0.04796594309578226,0.3822955
Acot1,0.006619980241412413,1.0202688
mt-Nd5,0.04855895446230365,0.4949495
Rabggta,0.006898093117952724,3.1156876
1110020A21Rik,0.05139389283589536,3.0999115
Hspd1,0.007118562573228853,0.73898137
Topors,0.05068205654815139,1.4440132
Mis18bp1,0.0072152095121997,3.4272556
Acin1,0.050117316273970924,0.76932245
Cdk2ap1,0.007159343443349787,1.0991963
Btbd2,0.05050762109188981,1.164845
Tpst2,0.007266932558353859,1.9277978
Kdelr1,0.050041963664189455,0.5649478
Anp32b,0.007462449230734061,0.6710158
Alyref2,0.05035017230490787,1.6446149
Hars,0.007292998473187827,1.5354013
Sipa1l3,0.0523965930339418,1.4082594
Ttll4,0.007515812833514192,3.1097486
Camta2,0.05261953733463683,1.5121639
Pias1,0.00758981990080169,2.1972814
Tom1l2,0.05393397950236743,3.5766876
Fyco1,0.00765803057983235,2.3668253
Lins1,0.05388581612117618,2.6820936
Sssca1,0.007630104129883655,1.0546402
Fam89b,0.05499854280316461,25.320778
Zfp771,0.007677853907650655,1.3515322
Cir1,0.05315674242388188,0.9104933
Mettl2,0.0078021791346570375,1.9930189
Usp54,0.055192044496544676,23.649199
AW209491,0.007761081793807745,2.084539
Cdk17,0.055006646065772324,2.75785
Mylk,0.008146522081724577,3.05696
Rhpn2,0.054564045633913094,1.4611977
Hist1h2bc,0.007873017242734268,0.97962266
Rabggtb,0.05412612238119296,0.9873286
Lpcat3,0.008086031576734994,1.1887478
2610035D17Rik,0.0552251454389176,2.1351805
Lamp2,0.008302376181484978,0.74187726
Fam174b,0.05421431385792111,0.7707972
Psph,0.008240445393115706,1.9571708
Gm13212,0.0563175542934176,25.21539
Apoe,0.008252740711693263,1.8853304
Prkaca,0.05484547215256134,1.069875
Lyrm1,0.008929959045597086,25.126312
Piwil4,0.057250464089857206,3.3710272
Ssh3,0.008796962471171864,2.6949131
Serpina9,0.05783819679438429,4.867049
Taf1,0.008498190910185447,1.6537188
Fau,0.055029055069863365,0.381425
Gemin5,0.008844975960593639,2.876304
Rpl23a,0.054646175006818155,0.38709694
Fam53c,0.009104096565847302,2.8719099
Rpl34,0.05513338147842342,0.41420105
Thap11,0.008990377801201741,1.3144301
Lrrc8d,0.05707996479412469,1.2063372
Xylt2,0.009608518941116407,25.117334
Tff3,0.05639758525008526,0.6543123
Pgam1,0.009208054010771906,0.9423866
Fkbp9,0.05767723626008907,1.744431
3010026O09Rik,0.009641174858087591,24.742825
Ipo7,0.05699353548795547,0.7916332
Zdhhc4,0.009290411431932077,2.23286
Klf10,0.057929329934284395,1.3826218
Tmem53,0.010187038029851771,25.160694
Ltbr,0.05752525664654698,0.9527112
Gm6563,0.010125462562412986,3.113471
Nup107,0.059257785159527294,2.7752655
Agk,0.009964389254851318,2.5451543
Trove2,0.059305395071257844,2.5640223
Nkrf,0.010558890345439926,25.249132
Copg2,0.05846736955706989,1.525944
Lect2,0.01065736198059053,25.539734
Tac1,0.059690567980694074,1.8651842
Coq3,0.010392377698736315,2.5320344
Gm29590,0.06059346933390811,24.621742
March6,0.010319177305095715,1.48162
Arhgap18,0.05976013200551005,1.9183471
Shmt1,0.010387051504878885,1.2088414
Rpl23a-ps3,0.05791236001028243,0.47311696
Nacc1,0.0106473049917035,1.8256904
Rpl30,0.05774832589312417,0.3786622
Pex12,0.011029047557796401,4.6761184
Mitd1,0.05987856037696118,1.4835342
Mmgt1,0.01053066909919289,1.761228
Rpl32,0.058256875422793834,0.35875818
Sult2b1,0.011012574154043452,3.8749475
Pold3,0.06028330315554245,1.399225
Mafk,0.010881274655097284,2.310733
Fabp6,0.061992141435624,2.5743532
Lyz2,0.011222902092881518,0.7495112
Pdcd4,0.06021379778447227,0.6563179
1810011O10Rik,0.011063051395108145,1.8749719
Tceal1,0.062072215003837805,3.355473
Bambi,0.01127883562581542,0.8372054
Tns4,0.062366066855843665,2.131474
Alg9,0.011388690475845745,2.3269703
Lgals4,0.06019727987450822,0.3509423
Kif15,0.011420534986830549,2.8088849
Cxxc4,0.06383131419717004,5.352977
Tradd,0.011165486756143614,1.4079685
Plbd2,0.06320245845654414,1.8072835
Sf3b3,0.011247514940878766,1.1799073
Tbc1d20,0.06264208857878413,1.0504106
Tada3,0.011568995021407309,2.1119907
Mak16,0.06219199897432499,1.1182393
Nostrin,0.011969744049320526,3.2189574
Pdcd10,0.06260529161992587,1.0016077
Arhgef39,0.011853759906045242,2.7299328
Gpr137,0.06329290999915255,2.0002968
Ap1m1,0.011928733298700022,2.878273
Heph,0.06419526767056767,2.5998476
Zbtb45,0.01166731998433444,2.0438137
Spen,0.06397862951173897,1.7283682
Apobec1,0.012068375717535716,3.6219563
Gm10709,0.06312599563757362,1.1622275
Ldha,0.012234586527167248,0.62897426
Tor1b,0.0638078887511571,1.3554143
Xndc1,0.01197625116551013,2.690964
Zfp638,0.06408665466220932,1.20569
Iscu,0.01212153576123728,0.7621708
Cwc27,0.06471151666633176,1.5855275
Pan2,0.01203091161578602,2.2689223
Rps19,0.06353304091035127,0.38947713
Ube2g2,0.011856020887119992,1.3843749
Pdcl3,0.06609496207160628,1.0256308
Elmod3,0.012467960723646854,3.46412
Tle3,0.06697899605801554,1.9794327
Slc16a11,0.012367878715284688,2.5179636
Alox5ap,0.0676335323010209,3.9967928
Daglb,0.012584441927801298,2.9195921
Mus81,0.0669334011395294,1.9025737
Nckap1,0.012660669271729203,1.0733418
Nsmce2,0.06562228280415118,0.98138756
BC024139,0.013220787813634798,25.078773
Cd52,0.0680780474869526,25.977816
Map1lc3b,0.01304666823335542,0.6335108
Peli2,0.06698372174762675,1.6035028
Hook1,0.013153451797562514,0.7309864
Ngrn,0.06735868019203002,1.0960609
Nop56,0.013216939206368994,0.86956096
Tceal8,0.06671231032085431,1.005173
H13,0.013411621723651323,0.7566469
Rab3ip,0.06735603275694552,1.0364376
Cwc22,0.013153983084498983,2.0146842
Tinag,0.06760752037447904,1.5175742
Cldn9,0.013322714797651559,2.8139992
Fer1l6,0.06938474914326344,24.194656
Ankhd1,0.013170978518069174,1.3416818
Bcap29,0.0685805394183082,2.8336709
Zbtb24,0.013507708213642512,2.7329493
Cs,0.06762641796605288,0.8318278
Nup35,0.013315644828217616,1.7454365
Ankfy1,0.06800814186786648,1.254883
Prepl,0.013530433919840485,2.389566
Elovl5,0.06867811642970174,1.2181493
Zfp874b,0.01394436686867471,24.981318
Agr2,0.0674391347514314,0.5751305
Gng11,0.013520204720296707,1.2323551
Nsun5,0.06970585354148795,1.8911897
Smpd3,0.013540287408690446,1.1825393
Arrdc3,0.069577540296196,2.4781802
Scyl2,0.014081588274452666,1.9667579
Ptcd2,0.06942268775591733,1.4112552
Gm15706,0.014289994021713772,2.630054
Ethe1,0.06970042192241294,1.3495755
Uhrf1bp1,0.014502805921503326,3.6354954
Wwp2,0.07003085964199757,1.6699915
Gusb,0.014151652098950099,1.5718507
Mapk1ip1,0.0703660707590394,2.1923447
Usp38,0.014307585842550288,2.3483503
Serinc3,0.06915693598167394,0.4541173
Eif3j2,0.014935367776818727,24.86947
Xlr3b,0.07139594092660712,24.664434
Mbtps2,0.014641376465451087,2.4683287
Abtb1,0.06969123650252425,1.2402998
Itln1,0.015152110606271033,0.6685507
Atf1,0.06979120957320441,0.9739678
H2afy,0.015166428619847523,0.71745163
Prkar2b,0.07041107266400633,1.7475401
Bysl,0.015170701190233568,1.7262435
Gle1,0.07040118854291212,1.0484113
Zfp566,0.016028244822371474,25.24307
Rab24,0.07066172783890681,0.94889927
Grb2,0.015354103056827153,1.1310967
Blnk,0.07112319618009356,1.1465292
Plce1,0.016176100341014615,25.273794
Coa5,0.07085676042317661,0.96760887
2010007H06Rik,0.015540622812879282,2.5453594
Asb13,0.07215339325455869,2.1148152
Arid1b,0.015600720876854773,1.4847171
Lxn,0.07177036172467446,1.3081903
Cers2,0.016168255351079883,1.4042734
Plekha2,0.07114734717503093,1.1636679
Nelfcd,0.01630602617918354,1.3765074
Gba,0.07195838734994307,1.3840878
Gm14851,0.017123017465893346,1.6308947
Enthd2,0.07321911487863517,2.0605013
Ahcyl1,0.016374617710613895,1.288016
Egf,0.07317234159548779,1.6083547
Wdr60,0.017186092942761733,24.896683
Scp2,0.07134447475102584,0.46113774
Sfi1,0.01718919253266908,24.685835
Gm14698,0.073047431105055,1.2412773
Bms1,0.016705996509133823,1.7374657
Suv420h1,0.07353388783699802,1.3803881
Fam73a,0.016877858804900617,1.7734653
Rpl38,0.07217049909045391,0.3958427
Steap3,0.017716604296421808,24.272976
Gast,0.07603758363741266,25.307053
Pin4,0.01731245446905089,0.8502588
Smim5,0.07469515167562304,1.4898667
Rbm6,0.01729200525978949,1.2499051
Rab5b,0.07620146537952752,1.7376564
Med4,0.017594494652284853,2.0707183
Nat9,0.0759571168139529,1.0559
Sae1,0.01740436311800113,1.1552877
Pdzd11,0.07602812391673411,0.87901527
Col16a1,0.018362555945880252,25.492744
Coq10b,0.07775556209974314,1.4443744
Dna2,0.01837565277645312,3.1141539
Pxylp1,0.07843238131018462,1.5605239
Zfp715,0.018859373823287524,25.386166
Hspb6,0.0793915977334137,3.1462307
Rft1,0.018903578140052453,3.6015399
Mrpl39,0.07800348589538073,1.0592535
Abhd17a,0.01853272690129055,0.93201566
Wbscr25,0.08018371968684601,26.046288
Hlcs,0.019355766653679846,25.01388
Flywch2,0.0787603252967349,1.1980067
Wfdc18,0.01944420368493086,24.945053
Mllt11,0.08004934269206714,3.690037
Nme1,0.019264071495716684,0.50279343
Fam172a,0.08023810313281741,2.3795528
Haus6,0.019519749086281263,24.711807
Pigq,0.07895600381629188,1.1389954
Asrgl1,0.01954323679364288,24.641922
Atf6b,0.07861595837176935,0.9641207
Me1,0.01956268678498029,25.146025
Lsm8,0.07910570923678482,0.8205381
Dcun1d5,0.019199685473844062,0.88953894
Sptlc2,0.08019224095504247,1.1681433
Ero1lb,0.018846560808248695,1.957332
Spg20,0.08024632735401876,2.4091196
Akap10,0.01950725434060532,3.7766316
Usp8,0.08015246524221153,1.2614914
Zcchc14,0.01940238851968437,2.1318645
1810037I17Rik,0.07865008797377797,0.4653586
Cps1,0.019592144817560723,0.7911767
Pygl,0.08200589766050821,25.561892
Atad5,0.019524148319044105,3.1366928
Mgat3,0.08043358048537287,1.166351
Noxa1,0.01910755095562321,1.6021287
Zfp277,0.08153370109673236,1.2510625
Smim19,0.019265781320474823,1.2564197
Ikzf5,0.0817355081677534,1.6483375
Ephx2,0.019787600966291865,2.3244977
Usp53,0.0816280119702056,1.5903139
Amigo3,0.020199607293525112,2.8003702
Txnrd3,0.08317803197025647,3.5078807
Tefm,0.020032886756098874,2.4632034
Tfip11,0.08267950320557237,1.8083847
Them6,0.020192641176271068,3.0772314
Ccdc74a,0.08383751324585006,24.061338
E2f4,0.01985506130584546,1.1822147
Rpl28,0.08066064669057241,0.35602906
Dhx37,0.020573732872042175,4.2049255
Xpnpep2,0.0840833550853281,25.71411
Afg3l2,0.02013108637261806,1.1387374
Rufy1,0.08310410365458126,1.5256277
Gm16174,0.020671379439930557,4.2563524
Insig2,0.08293796666084736,1.0570229
Hacd3,0.020054205991900626,1.10187
Plcl2,0.08285711624945244,1.3586358
Trmt1l,0.020147181268580217,1.3400712
Tcf25,0.08236087549232074,0.568947
Smek1,0.020191550604353254,1.1555822
Rer1,0.08246943978303356,0.5422622
Atm,0.020428052186703426,2.3562288
Lurap1,0.08512473405918479,24.430151
Bcl10,0.02036541954104561,1.1405662
Snrnp200,0.08375952533535266,1.1283909
Entpd5,0.020945952829737217,3.0518086
Gclc,0.08414641015271593,1.1361316
Atp6v0d1,0.021119952372338824,1.0645083
Gm10094,0.08478412329920608,1.3780106
Mpg,0.021190981503449405,1.6068369
Tceanc2,0.0844066976427962,1.6111568
Gapvd1,0.02132497680595971,1.0969214
Mtus2,0.08498204931916781,1.7701874
A830080D01Rik,0.021524747220904077,2.3481789
Rpl36,0.082910192001277,0.34593084
2810021J22Rik,0.022367257753486233,24.219952
Cry2,0.08665240150317641,24.594305
Txnl4a,0.02199291436618432,0.75117874
Myl12a,0.0840553383321833,0.54059386
Tmem199,0.021663237500773973,1.6590645
Eif2b1,0.08474144754142712,0.79086924
Tmcc3,0.021696463466644583,2.0905561
Zscan22,0.08656705235207475,3.0321293
Clec11a,0.022515121625907596,24.569407
Rnf122,0.08685752595792992,23.53786
Larp7,0.021743257816762257,1.2073696
Ccpg1,0.08486769058495575,0.83475554
Sf3b2,0.0222012845329874,0.71179986
Snhg9,0.08554882032612791,1.3366085
Tsr1,0.021961053387587044,1.1938924
Clcn2,0.08618281048034605,2.2405956
Dot1l,0.021889485940751165,1.2813891
Cks1brt,0.08736659168046229,23.712881
Lpin1,0.022127732849271064,2.2652395
Fam60a,0.08628219457493161,1.1616554
Atp5s,0.022138043410173187,2.2812362
Aftph,0.0854315898179424,0.8994296
Ogdh,0.022385936802730794,0.872146
Utrn,0.0854395146752285,0.6360256
Hspa4l,0.02210166363572418,1.3664371
Nisch,0.0864309770205042,0.72650325
Rapgef1,0.02272265966741215,2.9626892
Eef2,0.08565971928501594,0.343235
Herc4,0.022324133045114276,1.9009074
Trit1,0.08721669212157054,1.0884998
Nr6a1,0.02261734446710729,2.258882
Med16,0.08812095478605513,2.0386972
Fbxo38,0.022516491940784204,2.0557432
Wdr63,0.08895581831796351,23.748568
Mafg,0.022641295253871575,1.2786429
0610009O20Rik,0.08813177234184061,1.7093242
Fbln1,0.02293098659216751,1.7777375
Abi1,0.08751999961613205,0.9058701
Dhx16,0.02300187257964134,1.8494484
Spib,0.08970946540287393,23.668818
Cxadr,0.02299637444501736,1.1235194
Uri1,0.08780958262794201,0.80157626
Eif1ad,0.023191156674439346,1.1730795
Tmod3,0.0877802109105276,1.0391672
Zbtb11os1,0.024089402066759875,3.322362
Gopc,0.0871520996559389,1.3353739
AU019823,0.023619178610943332,1.4370989
E130308A19Rik,0.08937909329170392,1.7617071
Yae1d1,0.02363597753846422,1.1112716
Zranb1,0.08761858046755039,0.8879015
Sfxn1,0.024322142335696455,0.69745433
Gm26881,0.09030605525172244,4.7879043
Polrmt,0.024482721960023674,2.4551249
Ociad1,0.08819559070520018,0.64900273
Pbdc1,0.024314887748263715,0.98547024
Ccl27a,0.08913000045738952,1.5502356
Iqsec1,0.024636284444067444,2.4968474
Mgst3,0.08790550063341125,0.44672158
Tbrg4,0.02450398153473679,1.5275081
1810030O07Rik,0.09082351513103432,1.5400662
Ice1,0.024952374057102458,1.7977608
Plekha5,0.0897695667637364,1.0797137
A330017A19Rik,0.02515311992408639,2.2765796
Rbm12b2,0.09153821092322825,2.6164708
Nfkbib,0.025024706523313008,1.212182
Ddi2,0.09028849455300937,0.98028487
Pycr1,0.025116694864565366,0.94358724
Ppp1cb,0.08976847303454326,0.61136013
Gpatch1,0.025450593307305956,2.1181793
Fam103a1,0.08995294159069203,0.58616525
Lmf1,0.025163904055487827,1.399284
Atg16l1,0.0913092865510312,1.546286
Ppm1f,0.02615535865947207,23.832146
Rpl26,0.08960162410163454,0.33813486
Arhgef1,0.02579524043984898,1.3929218
Pam16,0.09044567589203459,0.62224877
Usp32,0.026219433668587415,2.5194983
Zfp960,0.09327707264944701,3.681407
Mxra7,0.026822085216615197,23.69267
Cck,0.0915653632658391,0.79572177
Ofd1,0.026396566082964514,3.0211205
Lpcat1,0.09368419716778632,4.72899
Ints12,0.026221804595658232,1.7936741
Rap2b,0.09377074258825475,3.8047206
Cd38,0.026397969736189048,1.2275945
Bub3,0.0917772078434471,0.7366135
Snrnp70,0.026444426012072194,0.78244394
Fam175b,0.09291109219982857,1.1589912
Acp1,0.02656577049421575,0.8832574
Zkscan6,0.09384195377363305,2.2617497
Ptrhd1,0.026368546067097272,1.1808721
BC005537,0.0926306800493484,0.63342595
BC030870,0.026508957825451457,1.1432109
Tab3,0.09528648841315197,3.479724
Scyl3,0.027081362774448968,2.4338412
Erap1,0.09383263265274765,1.4036758
Tcf7,0.02692187284264524,2.230015
BC002059,0.09536999614381797,3.0424397
9030622O22Rik,0.027567043216857184,24.810219
Aldob,0.0932745469546827,0.4617688
Cpm,0.027616071886208904,24.066721
Trim39,0.09390464779862938,1.4667649
Tmem131,0.027037013608721773,1.2829016
Tfpi2,0.09510252062684563,2.1670575
Gm28727,0.02674687735246469,2.1657383
Tmem184c,0.09573564273601007,3.6195242
Smim11,0.02688737877581461,0.8574517
Zfp553,0.09481636864524533,1.5054982
Srgap1,0.027643741529636102,4.0288963
Arhgap31,0.09520555665233148,2.3061726
Kcnk1,0.027307194613854526,0.66350466
Fam49a,0.09633079241306966,3.751094
Ptges2,0.027058874393778888,1.3709217
Ppp1r10,0.09419126694845108,0.90774006
Gemin8,0.02734506962916806,2.3944492
Hist1h2an,0.09697374476106659,23.812275
Atg10,0.027182933547211668,1.9729731
Rps20,0.09367332491940868,0.32630017
BC030336,0.027554045867494235,2.3577077
Gm26802,0.09729806644346094,2.3956463
Ran,0.028120013526100097,0.56252044
Rps28,0.09587518921179508,0.40411747
Phyh,0.027550110064943335,0.8752513
Ptar1,0.09882012177872385,24.152212
Tpm3,0.027973095605281252,0.72635126
Nnt,0.09761693133128385,0.8548607
Ecsit,0.027497711232754792,1.4592243
Cdc14b,0.09929167793231347,3.0136492
Tmem63b,0.027572108254842288,1.4051319
Srebf2,0.09732134285838291,0.9003987
Proc,0.027579809671040713,2.3449035
Arel1,0.09923158935347212,2.7154477
Mybbp1a,0.02794181198834551,0.91703993
