,logFC,P.Value,adj.P.Val
Otud6b,0.058442734,0.7016169130250698,1.0
Srpr,0.03872299,0.6667590263889134,0.9971168501239345
Slc25a44,0.07991705,0.7020209874346424,1.0
Gm14403,0.36825353,0.6670938278993831,0.9974184821572671
Ext1,0.07976834,0.7020768702540732,1.0
Cd164l2,0.45363057,0.6671970783451133,0.9974184821572671
B930094E09Rik,0.41019297,0.7021235183177622,1.0
Far2,0.04361785,0.6676464478557074,0.9978028490742357
Irgm2,0.32229346,0.7025781410299059,1.0
Spsb1,0.19424406,0.6678883841923728,0.9979461468069102
Zcchc8,0.058468595,0.7028254734051484,1.0
Nop58,0.036458686,0.6683469920788597,0.9983010072859899
Hoga1,0.35706416,0.7029209779619371,1.0
Myb,0.047729965,0.6684503520243763,0.9983010072859899
Smim8,0.046542607,0.702961894779943,1.0
Gm42595,0.18342827,0.6684691260874207,0.9983010072859899
Kdelr1,0.024369465,0.7030185997437329,1.0
Fgfr3,0.07473879,0.6686468789320966,0.998306319047163
Atf6b,0.05312202,0.7030373800950478,1.0
Ppp1r21,0.09109391,0.6687495614786907,0.998306319047163
Timm10b,0.02551732,0.7030927840814003,1.0
Ccnc,0.087474346,0.66898006377143,0.998306319047163
Scnm1,0.05009551,0.7031724991762965,1.0
Mtrf1l,0.087216884,0.6690811036408427,0.998306319047163
Tep1,0.057150763,0.7032297211766162,1.0
Nfatc3,0.05910838,0.6691380227397017,0.998306319047163
Ttc7,0.05565537,0.7033487123563644,1.0
D11Wsu47e,0.12986915,0.6691540057239745,0.998306319047163
Atg2b,0.06747636,0.7034870015691446,1.0
Svbp,0.04948902,0.6694247634114645,0.9983706498709721
Tmx3,0.06850846,0.7035632158949408,1.0
Zdhhc9,0.0637369,0.6694940679211481,0.9983892783077337
Tbc1d31,0.10232366,0.7041081532549043,1.0
Ulk1,0.103656754,0.6695555830944113,0.9983962886481197
Ubxn8,0.056984022,0.7041115498991903,1.0
Slc25a5,0.015153339,0.6697517797794412,0.9984716448040066
Wdr34,0.09453826,0.7042089076496831,1.0
Vpreb3,0.522967,0.6698333933075988,0.9984716448040066
Mtrr,0.113189936,0.704318909392776,1.0
Fam105a,0.5144583,0.6700268542769652,0.9985722425062233
Gm33973,0.8260097,0.7044633605405959,1.0
Golga7b,0.24823575,0.6701923717596554,0.9985722425062233
2610044O15Rik8,0.09222616,0.7044744451207923,1.0
Abhd2,0.07496276,0.6702447417529345,0.9985722425062233
Cd1d2,0.8259967,0.7045514558449417,1.0
Slc18a1,0.1558317,0.6702669808878404,0.9985722425062233
Disc1,0.82569546,0.7045598751612508,1.0
March2,0.052954722,0.6707120791461862,0.9988650030052025
Pced1b,0.8255876,0.7046104412162535,1.0
Ahnak,0.09435907,0.6708011111152655,0.9988973752757021
Atp8a2,0.09933262,0.7048200362103538,1.0
Anpep,0.12213063,0.6715998125084717,0.9994092222213035
Gm5145,0.4414836,0.7050741618913218,1.0
Arap1,0.09031055,0.6715987484518904,0.9994092222213035
Ccdc90b,0.055620007,0.705220022405632,1.0
Ids,0.11273783,0.6717285799340997,0.9995162011161672
Fam151a,0.82325876,0.7052746252877935,1.0
Stx17,0.04737667,0.671787115238631,0.9995186670128238
Ankrd50,0.14102216,0.705449116631343,1.0
Dmap1,0.07425145,0.6719366253265637,0.9996564778922878
Gm10184,0.12754141,0.705494060898781,1.0
Sgk3,0.1503406,0.6722038915336606,0.9997224354757147
Klhl41,0.82144517,0.7058241371724785,1.0
Uckl1,0.07020618,0.6723619534903766,0.9998660073357356
Gsk3a,0.05217615,0.705892253405664,1.0
Rgs14,0.31346175,0.6724278720610463,0.9998794208604472
Gdpd1,0.03525748,0.7059727981950192,1.0
Zfp322a,0.06791432,0.6725663376961741,0.9999160957982122
Eea1,0.0507187,0.7066337731494443,1.0
Sned1,0.47592467,0.672743226564374,1.0
Snap29,0.06868978,0.7069548363643864,1.0
Trub2,0.07455801,0.6728572128778143,1.0
Arv1,0.13413644,0.7070125791528632,1.0
Neil2,0.39982906,0.6729487991669296,1.0
Klc1,0.060005825,0.7074464884406009,1.0
RP24-159C12.10,0.7545503,0.6730999843128173,1.0
Tnpo1,0.045726437,0.7077504220269843,1.0
Zfc3h1,0.0706348,0.6736824395228495,1.0
Mospd2,0.09930454,0.7081049116832541,1.0
Gabpa,0.06909192,0.6737924533316358,1.0
Hnrnpr,0.032052964,0.7081801234359968,1.0
2310057M21Rik,0.093946174,0.67400829791738,1.0
Vasn,0.3393152,0.7083134023727227,1.0
Rabif,0.06543084,0.6740811036950993,1.0
Proc,0.22806133,0.7083437348265387,1.0
Platr26,0.23551196,0.6742505805056138,1.0
Pdk1,0.0560871,0.7086394808453216,1.0
Zfp711,0.24405569,0.674713693369196,1.0
Plekha8,0.061300073,0.7088099269333749,1.0
Trpm7,0.061962444,0.674766038891455,1.0
Me2,0.03260094,0.7089142453278767,1.0
Wdyhv1,0.0733998,0.6749056842991976,1.0
Mtss1l,0.8106762,0.7090801565063887,1.0
Tmem181a,0.0749054,0.6750957545664314,1.0
Gm26588,0.41449437,0.709179219453777,1.0
Dusp5,0.18256602,0.6751013093056263,1.0
Gm26520,0.55490416,0.7093149046145371,1.0
Fam110a,0.06531281,0.6762007988166583,1.0
Peo1,0.061496247,0.709315942316187,1.0
Prpf40b,0.1630245,0.676233326859933,1.0
Ctbp1,0.025234565,0.709474930251272,1.0
Trit1,0.07668298,0.6763408858197171,1.0
Mfsd3,0.11901704,0.7096390570517488,1.0
Polr1d,0.016689653,0.6764181327022519,1.0
Slc30a10,0.8073982,0.710097565471268,1.0
Gm15860,0.33477086,0.6764257185337941,1.0
Samd4b,0.055958174,0.7100844797736359,1.0
Zmym1,0.11521829,0.6767526865782589,1.0
Frmd3,0.56096995,0.7101118911082527,1.0
Usp20,0.116459504,0.6771852061054967,1.0
Cep192,0.09083299,0.710154432711879,1.0
Lst1,0.71845496,0.6772772371780622,1.0
1700037H04Rik,0.049874287,0.7106931528623862,1.0
Dpf2,0.057335295,0.677360436985265,1.0
Bmp3,0.07513188,0.7107922479936966,1.0
RP23-216D14.4,0.7406559,0.6780259986221594,1.0
Hip1r,0.057381924,0.710837995071532,1.0
Bace2,0.048972063,0.6781833585804069,1.0
Lig1,0.04678871,0.711361110578882,1.0
Prr7,0.3919333,0.6782909148913925,1.0
Adgrd1,0.8028445,0.7114324453129961,1.0
Irf1,0.052752,0.6783720063073794,1.0
Vps8,0.120386675,0.7115199387143879,1.0
Myo19,0.107695684,0.6787687254146154,1.0
Gdi2,0.023064632,0.7116119488582652,1.0
Lmo7,0.050884593,0.6787760356421995,1.0
Limk1,0.2511339,0.7117253368034084,1.0
Atg7,0.07224452,0.6788859247223845,1.0
Ddx31,0.09674149,0.711800878664506,1.0
Ccdc117,0.08568271,0.6789597538559577,1.0
Hist1h2bn,0.44021276,0.7118456703901569,1.0
2310069G16Rik,0.91266143,0.6791423001336406,1.0
Stpg1,0.43560386,0.7122482250125184,1.0
Nbeal1,0.057481978,0.6792292564665121,1.0
Cdc42ep3,0.102053486,0.7124076222744566,1.0
Tmem214,0.04928646,0.6793086736808979,1.0
Usp30,0.111684166,0.712761353493915,1.0
Sp5,0.10712419,0.6793813745953213,1.0
Fam69b,0.16727546,0.7128230278728993,1.0
Naga,0.074307226,0.6794801562653121,1.0
Apol9a,0.33328107,0.7136088055128098,1.0
P2rx6,0.91125524,0.6796042212728204,1.0
Gm30074,0.7955845,0.7136783250109068,1.0
Gm42596,0.9098479,0.680001689411037,1.0
Fbxo30,0.088816695,0.7136859498706605,1.0
Gm16344,0.7083606,0.680016433763726,1.0
Rusc2,0.3063165,0.7140252482704693,1.0
Fbxo47,0.70299715,0.6807242777567704,1.0
Pm20d2,0.35639957,0.7140584513061397,1.0
4930412M03Rik,0.705233,0.6807421283107404,1.0
Acvr2b,0.09662076,0.7141112461553261,1.0
Ildr1,0.1434069,0.6808319509233705,1.0
Ube2q2,0.054322,0.7141755925370813,1.0
Fam172a,0.081789374,0.6810952966156842,1.0
Tmem135,0.061671387,0.7144418511196569,1.0
Fam118b,0.06462036,0.6813062807969673,1.0
Mmp20,0.1509043,0.7148425348188501,1.0
Dnpep,0.036802016,0.6813885089578118,1.0
Actn4,0.026896052,0.7152925627735727,1.0
Pfkfb2,0.1806228,0.6816429445107615,1.0
Kbtbd13,0.33130756,0.7158138403375267,1.0
Nrbp1,0.055456057,0.6816617769882101,1.0
Bloc1s5,0.087304816,0.7160623594313666,1.0
Tns4,0.1019165,0.6817557422469878,1.0
D2hgdh,0.092609234,0.7160754703659576,1.0
Rbpj,0.071001716,0.6819200478530367,1.0
Lct,0.5412685,0.7168391501364504,1.0
Gm14443,0.33358863,0.6820335492368896,1.0
Sdk1,0.78133297,0.71801655330805,1.0
Gm10814,0.598021,0.6827299222040424,1.0
Mfsd12,0.12860575,0.7179858679070404,1.0
Zcchc12,0.53771996,0.6832784213981653,1.0
Ubr5,0.04437155,0.7180971394037339,1.0
Acsm5,0.4278362,0.6834264334240907,1.0
Auts2,0.041489143,0.718200602220818,1.0
A730011C13Rik,0.5660709,0.6836774952495103,1.0
Cntrl,0.06764336,0.7184678263760776,1.0
Tbc1d10c,0.6309407,0.683700469143541,1.0
Rgs12,0.12875794,0.7190070239814623,1.0
Ttl,0.16629526,0.6837128263282906,1.0
Fgf14,0.777869,0.7190957402297564,1.0
Lmo3,0.3803862,0.6837684376351402,1.0
Pvrl3,0.033855513,0.7195168819432944,1.0
Gm26690,0.28866813,0.6841218722803979,1.0
Duoxa2,0.09310688,0.7197585664029056,1.0
Idh3b,0.02801655,0.6843113986182963,1.0
Pex7,0.03787451,0.7198492750184079,1.0
1810014B01Rik,0.12783575,0.6844241161290003,1.0
Gm26682,0.7739799,0.7203128330241333,1.0
Cmtm4,0.03871414,0.6845747839493456,1.0
Ppp1r13l,0.13043424,0.7204842281150872,1.0
Gm29609,0.69390917,0.6846484884745363,1.0
Grin2d,0.77297974,0.7206001531507576,1.0
Sfpq,0.027254816,0.6847487606459627,1.0
Myl4,0.4316442,0.7206926834656683,1.0
Daglb,0.08557023,0.6847892983790758,1.0
Iars,0.042814534,0.7207897597556943,1.0
Cyp4f40,0.16466255,0.6848964639586723,1.0
Uvssa,0.070253864,0.7208059144073784,1.0
Mast4,0.0838435,0.6849125646745556,1.0
Fbxl2,0.53800714,0.7208848496844553,1.0
Aebp2,0.052895125,0.6853631841448857,1.0
Zbtb46,0.7708482,0.7212236451903375,1.0
Rbm25,0.0271556,0.6854127995686108,1.0
Bhmt2,0.7696014,0.7216402084683681,1.0
Pold1,0.06446863,0.6862359185508979,1.0
Mlip,0.5072144,0.721852439928216,1.0
Pard3b,0.08408065,0.6863587406916173,1.0
Zbtb5,0.09286254,0.7219756631103517,1.0
Srgap1,0.12391394,0.6864457860152754,1.0
Airn,0.075108476,0.7220455798747804,1.0
Plbd1,0.0634307,0.686685819403734,1.0
Snx17,0.03626166,0.7223340673613916,1.0
Sf3b1,0.02580791,0.6867313301770137,1.0
Eif1a,0.03049949,0.7226591500762658,1.0
Lurap1,0.45320448,0.6867257002117594,1.0
Gm16381,0.7659844,0.7227757890272594,1.0
Sp140,0.19178067,0.6871729853174192,1.0
A230060F14Rik,0.52673864,0.7227985463539243,1.0
Lrrc8b,0.079949535,0.6872244702410136,1.0
Pros1,0.15759128,0.7227995011195534,1.0
Fxyd4,0.37388852,0.6873678745390642,1.0
4930537H20Rik,0.76509225,0.7230324304891873,1.0
Dip2b,0.07227286,0.6874453061705216,1.0
Wapl,0.029673763,0.7240877771635299,1.0
Dnmbp,0.4638715,0.6874763266438952,1.0
Ccdc89,0.6012169,0.7246181212666492,1.0
Ube3b,0.0578595,0.6875075638694415,1.0
Cbwd1,0.09392892,0.724747217517752,1.0
Rapgef3,0.120095804,0.6875552717881938,1.0
Gal3st1,0.061253283,0.7249903750957778,1.0
Lpcat4,0.12189419,0.6877408168261563,1.0
Alkbh2,0.0676856,0.7250571026137353,1.0
Gm13203,0.17909016,0.6877884110994703,1.0
Fam84a,0.10963005,0.7252471071048088,1.0
Trappc6b,0.041282095,0.6878877198750293,1.0
Rbck1,0.03235943,0.725774496296659,1.0
Nprl3,0.12608653,0.6879032736388024,1.0
1810034E14Rik,0.10512088,0.7260996834561886,1.0
Wfdc2,0.13180971,0.6879280484731798,1.0
Irf7,0.097439565,0.7261131065593498,1.0
Gstm1,0.038122747,0.6879573402268895,1.0
BC049715,0.27649757,0.7262258869523606,1.0
Ccbl2,0.12433884,0.6881264927692121,1.0
B3gat2,0.754776,0.7262581657222601,1.0
Gm13496,0.5456312,0.6883493149216053,1.0
A230005M16Rik,0.7539904,0.7264679424883679,1.0
Phxr4,0.3132223,0.6884751128564138,1.0
Tmem199,0.054288518,0.7264734385151028,1.0
Tmem236,0.07220865,0.6884915683416648,1.0
Map7d1,0.17536478,0.7265031436062389,1.0
Zc3hc1,0.082714655,0.6886575449840708,1.0
Fbxo9,0.042446915,0.7265051469824506,1.0
Exph5,0.10978784,0.688742639219801,1.0
Mrpl45,0.032919575,0.7265602367458581,1.0
Ankrd17,0.035056613,0.6894291811695672,1.0
Pdzd3,0.10672067,0.7268610772343329,1.0
Wdr19,0.28713998,0.6895153983139317,1.0
Fam227a,0.36392337,0.7269418303604935,1.0
Gcfc2,0.09392551,0.6895907040964482,1.0
Tmem167b,0.06692571,0.7269827565959223,1.0
4932438A13Rik,0.056759987,0.6898615058502309,1.0
Pphln1,0.0693714,0.7272644544393612,1.0
Celf3,0.4885099,0.6900492202830311,1.0
Wdr5,0.05229546,0.7274216583133476,1.0
Casz1,0.041463956,0.6901696959761624,1.0
Msi1,0.09258359,0.7275037138741121,1.0
AU019823,0.056867965,0.6905080176343856,1.0
9430015G10Rik,0.10194406,0.7276530489430211,1.0
Plvap,0.6810952,0.6909790964260145,1.0
Gm17171,0.74959797,0.7278846300576018,1.0
Ebf1,0.6786222,0.6910998293664645,1.0
Prob1,0.3386074,0.7281281160115844,1.0
Rnf34,0.07258187,0.6913094166635725,1.0
Qdpr,0.030605568,0.7281245117823788,1.0
Ggps1,0.10609112,0.6913495119227759,1.0
Hspa4l,0.04354497,0.728380495605504,1.0
Eif4enif1,0.056679156,0.6915517850088793,1.0
Zc3h12c,0.41980314,0.728623849289012,1.0
Klhl25,0.13563454,0.6915697456077721,1.0
Eral1,0.07902508,0.7287421266099317,1.0
Cacnb1,0.49065232,0.6916249828304379,1.0
Nhlh1,0.7465869,0.7287904804554635,1.0
Tspyl4,0.45997337,0.6917489058003135,1.0
Zfp358,0.07307106,0.7292857858440198,1.0
Pan2,0.08284054,0.6918067412759504,1.0
Gpr17,0.74345976,0.7298043572983375,1.0
Dynlt3,0.04376285,0.6919131886265857,1.0
Saysd1,0.036585234,0.7297810340781592,1.0
Ccdc125,0.09481201,0.6921489498523778,1.0
Mecp2,0.061035592,0.7299007740528582,1.0
Spag9,0.06505952,0.69215510013254,1.0
Gm5786,0.060440406,0.729992024380979,1.0
4831440E17Rik,0.35374153,0.6922791333874518,1.0
Abcb1a,0.04712015,0.7300901476996353,1.0
Ak1,0.6765792,0.6924382332440038,1.0
Kctd7,0.3997025,0.7301194072854246,1.0
Pofut1,0.07036237,0.6924529441856779,1.0
Lrg1,0.3852474,0.7302122720148927,1.0
Dennd2a,0.6850927,0.6926638030345924,1.0
Anapc16,0.029305771,0.7306720447170076,1.0
Gm26850,0.4808397,0.6928150338488701,1.0
Rab6a,0.03067892,0.7309678437904596,1.0
Stx16,0.040626314,0.6930631070909314,1.0
3930402G23Rik,0.19548881,0.7310314313623351,1.0
Cdc42ep5,0.026324388,0.6931834759706959,1.0
Pfn2,0.34938884,0.731173953682886,1.0
Agt,0.2668485,0.6934744393246566,1.0
Ddx55,0.050836783,0.731405906004633,1.0
Aff4,0.053302594,0.6935005223187867,1.0
Ccne2,0.08371155,0.7314202481540146,1.0
Fam149a,0.08808703,0.6937095075904929,1.0
Senp6,0.029441059,0.7315399849670965,1.0
Tapbp,0.042543486,0.6940481804042625,1.0
Etnk1,0.044905834,0.731630452467843,1.0
Lcmt1,0.044478074,0.6944099070766192,1.0
Zfp772,0.16546683,0.731656354579054,1.0
1700048O20Rik,0.39725757,0.6944430590538568,1.0
Pcsk6,0.23942094,0.7317909890348796,1.0
Ifit1bl2,0.32386094,0.6946114816220466,1.0
Tssk6,0.26515788,0.7318639646826803,1.0
Pabpn1,0.03554621,0.6948509841311201,1.0
Scyl2,0.06459803,0.7321748781487878,1.0
Zfp64,0.06336089,0.6948844631224356,1.0
Tctn3,0.13496992,0.7323684999118307,1.0
Vps26b,0.058494892,0.6948930831676265,1.0
Nipa2,0.04568527,0.7324498904738361,1.0
1110012L19Rik,0.056287438,0.6949460027601533,1.0
Cndp1,0.13768622,0.7326108517368797,1.0
Wdr91,0.22852777,0.6951221687680174,1.0
Pkn1,0.05549469,0.7327220965777576,1.0
Klhl11,0.35681155,0.6951236111846041,1.0
9030204H09Rik,0.25064713,0.7332977090024506,1.0
Amdhd2,0.058090135,0.6951647054996111,1.0
Rhno1,0.04292457,0.7332834655853644,1.0
Zfp871,0.061528247,0.6952855336885287,1.0
Tsr1,0.040590174,0.7338039890886552,1.0
Fhit,0.1025786,0.6956641563326,1.0
Mmp16,0.7302202,0.7339694138382629,1.0
Cep76,0.12393234,0.6956877275227764,1.0
Uox,0.2831126,0.7339800541922232,1.0
Lmo2,0.8554679,0.6957318474177221,1.0
Gdap2,0.09011408,0.7342587802667722,1.0
Ptprj,0.09294592,0.6957352383781082,1.0
Shc1,0.053986143,0.7344214487324143,1.0
Fam214a,0.22932972,0.6957572901079859,1.0
Clca4b,0.057362303,0.7346835619530079,1.0
Zfp940,0.27258068,0.6958549043407226,1.0
Gm6696,0.33445856,0.7347965411736758,1.0
Kxd1,0.036261883,0.6959187955523137,1.0
Sepsecs,0.06315526,0.7348466221260356,1.0
Hist1h2ak,0.13367435,0.6959181271788192,1.0
Casc4,0.07485105,0.7349983077607312,1.0
Hnrnpa0,0.032094207,0.6959507770291142,1.0
Sf3a3,0.037199073,0.73505711908819,1.0
Fnip2,0.15834646,0.6960442653727031,1.0
Thbs4,0.51080006,0.7351907013558323,1.0
Mrps35,0.029935129,0.6963406938397759,1.0
Gpr19,0.09648739,0.7352140128245923,1.0
Hps6,0.14928237,0.6964818306296534,1.0
Ankrd44,0.14128204,0.7356412815449593,1.0
4930534D22Rik,0.3898064,0.6968551885193415,1.0
1500026H17Rik,0.204984,0.735758288460428,1.0
Nr1d1,0.102281585,0.6970751251036452,1.0
Pdhx,0.0511874,0.7369209196271314,1.0
Cant1,0.034459714,0.697086438842859,1.0
Eif2b4,0.042524043,0.7370901746781764,1.0
Cav2,0.6648244,0.6971825819131579,1.0
Lysmd1,0.12214645,0.7374271954229903,1.0
Casd1,0.08267248,0.6972864391603086,1.0
Impa1,0.03561941,0.7374903548349705,1.0
Tmem222,0.048778605,0.6973892035027522,1.0
Vwa3b,0.410343,0.7380645489846224,1.0
Slc18b1,0.071861595,0.697512904773431,1.0
Alg1,0.05862478,0.7382462239820886,1.0
Snx8,0.13377453,0.697764955330876,1.0
Diexf,0.07952608,0.7384103059599376,1.0
Gm14296,0.097261354,0.6978661154260344,1.0
Ugp2,0.03358977,0.7384859846181233,1.0
Tmod3,0.0492763,0.6980583475527165,1.0
Gm8973,0.50428975,0.7389902311668398,1.0
Muc6,0.78581995,0.6981673588265697,1.0
Cth,0.03908898,0.7390000123193072,1.0
Yy1,0.036332343,0.698176877971062,1.0
Nus1,0.032853756,0.7390406069818807,1.0
Trnau1ap,0.0398604,0.6983599248053989,1.0
5033403F01Rik,0.33151934,0.7390747901020949,1.0
Pbxip1,0.0568603,0.6983903967185896,1.0
Ambra1,0.07040423,0.7391620595867237,1.0
Mier2,0.09001347,0.698438509109351,1.0
Nup214,0.0537279,0.7391816848577518,1.0
Tmem108,0.66139126,0.6984560373027091,1.0
Gm20538,0.7130016,0.7394514412318043,1.0
Tjp1,0.058135796,0.6984891712494299,1.0
Prr18,0.33309108,0.739538363113396,1.0
Trim56,0.058998764,0.6985425183798684,1.0
Gm7160,0.1761055,0.7397998394383445,1.0
Rad9b,0.1911631,0.6989493913354274,1.0
R3hcc1,0.06389362,0.7398850585369255,1.0
Cdyl2,0.27761966,0.6989534143056708,1.0
Pou2f2,0.71153605,0.7399098298137148,1.0
Lipa,0.20460199,0.6989936250672941,1.0
Brca1,0.086920574,0.739924262165094,1.0
Pdzd8,0.052766535,0.6993721073780226,1.0
Wdr81,0.116430186,0.7404657211116457,1.0
Sphk1,0.13871919,0.6994520558709041,1.0
Dpp8,0.060273,0.7406742414786756,1.0
Hist1h2bm,0.29323736,0.6995182638466905,1.0
Isg20l2,0.061687358,0.741035026955038,1.0
Decr2,0.0642168,0.700178564796343,1.0
Sepn1,0.46310154,0.7413624723466291,1.0
Shisa7,0.20672975,0.7004356905360667,1.0
Rnase12,0.18481384,0.7417449907581823,1.0
Mafk,0.09035257,0.7008174230461592,1.0
Mastl,0.09024266,0.7417593337449326,1.0
Cwc22,0.06566637,0.7010217337001696,1.0
Lonrf3,0.1622577,0.7417881828764976,1.0
Hn1l,0.04736827,0.7011147534876068,1.0
Nphp1,0.16276947,0.7419098232121233,1.0
Lmntd2,0.27272427,0.7013213800385397,1.0
Ilkap,0.0318992,0.7422650179462932,1.0
Ccdc158,0.65447956,0.7014737548039071,1.0
2810402E24Rik,0.060677193,0.7424274448491425,1.0
Hsf4,0.4013602,0.7015181572488647,1.0
Plekha1,0.06909953,0.7434282662956331,1.0
Fyb,0.08912278,0.7016529301684848,1.0
Mmp28,0.24878606,0.7435460702357337,1.0
Pde9a,0.084358566,0.7018669368516277,1.0
Ehbp1l1,0.10812224,0.7436834160614173,1.0
Dlgap1,0.25563413,0.702007452192386,1.0
Dclre1c,0.12314303,0.7442193112962814,1.0
Btbd8,0.35275543,0.7027523114391933,1.0
Hopxos,0.33987764,0.7444962027337321,1.0
1810013L24Rik,0.07897096,0.7029450566617537,1.0
Nt5c3b,0.059843846,0.7447132962323915,1.0
Coq9,0.03656451,0.7030350895861233,1.0
Gm42469,0.15348637,0.7448222638548088,1.0
Wbscr25,0.26789385,0.7035691406277177,1.0
Gen1,0.18200888,0.7448319982256241,1.0
Chil1,0.38289487,0.7040875921723397,1.0
Prcc,0.052240994,0.7455645455173895,1.0
2310022B05Rik,0.074672304,0.704395983560425,1.0
4732490B19Rik,0.6935739,0.7457080179691854,1.0
Smarcd2,0.032604728,0.7047554001801226,1.0
Frg1,0.035740677,0.7458966617222476,1.0
Zfp85,0.20415108,0.7051802552615907,1.0
Csnk1e,0.064222336,0.7464407549067218,1.0
Atp5h,0.012524557,0.7053079671771199,1.0
Pkp1,0.04854002,0.7466987078160953,1.0
Zcchc10,0.07585582,0.7053608170408154,1.0
Ripply1,0.69007343,0.7468171945157613,1.0
Fgfr2,0.05799817,0.7054474323433526,1.0
Tsen15,0.05007275,0.7469438200137595,1.0
Tpsb2,0.39674804,0.7054737875433692,1.0
Akip1,0.045149554,0.7476945559138335,1.0
Cfap20,0.039113283,0.7056380195924769,1.0
Abca3,0.06482091,0.7481127716364891,1.0
Alms1,0.10995154,0.7060725908323198,1.0
Lrrfip1,0.057951428,0.7485102774590006,1.0
Blcap,0.08888084,0.7065872408011286,1.0
Anxa9,0.47725457,0.7485631074748914,1.0
Snx13,0.08237079,0.7069626295214035,1.0
Smad7,0.0689988,0.7485626766347198,1.0
Polr3gl,0.062242668,0.7074757967821759,1.0
Ciz1,0.048344046,0.7487843267205849,1.0
Vipas39,0.05963899,0.7076254427214119,1.0
Kdm5d,0.06242752,0.7489673765058356,1.0
Prrg1,0.20076887,0.7079923742686605,1.0
Gm21972,0.68307656,0.7490781580282877,1.0
Ube4a,0.05497563,0.7081410095165126,1.0
Dcaf8,0.03720116,0.7491369755026748,1.0
Sun1,0.06286133,0.7081881783701616,1.0
Gm14322,0.30718717,0.7495509785528213,1.0
Gm6710,0.13730681,0.7083988212389327,1.0
Nrarp,0.045929898,0.7496266921828165,1.0
Epha2,0.12781052,0.7086850240603735,1.0
AW554918,0.11908215,0.7502117722003092,1.0
Vps4a,0.049720466,0.7092928817078562,1.0
Anks6,0.1022607,0.7502335630478113,1.0
Mroh3,0.20365202,0.7096021440159186,1.0
Zbed4,0.06751752,0.7502353878684889,1.0
Polr2i,0.03265862,0.7100881068852057,1.0
Gm26549,0.25577286,0.7502946863761166,1.0
Zfyve26,0.15125081,0.7102235563580634,1.0
Otud3,0.08952429,0.7504143227468758,1.0
Tssk4,0.26359177,0.7104759525914646,1.0
Kat7,0.043430716,0.7504776095046306,1.0
Nat2,0.09226476,0.7104926097675008,1.0
Tspan33,0.20800813,0.7508225167911813,1.0
Gm26590,0.30487093,0.7110380158115117,1.0
Rec114,0.67663705,0.751234932788029,1.0
Dolk,0.07097021,0.7112697100391054,1.0
Pop4,0.04949039,0.7512312525722309,1.0
Fam229b,0.29961145,0.7112628538496387,1.0
Gm26664,0.16446872,0.7515290769322327,1.0
Gstt1,0.05742429,0.7115197635437269,1.0
Zfp362,0.102654055,0.7515941004094121,1.0
Morn1,0.24668123,0.712451444068607,1.0
Gm15533,0.10702638,0.7515999226760439,1.0
4430402I18Rik,0.10507889,0.7125197964190819,1.0
Abcb9,0.07779375,0.7516187063017602,1.0
Gm26670,0.20230173,0.7127034456831678,1.0
Nphp4,0.47053045,0.7517180554410974,1.0
Gm4723,0.15584299,0.7128026007441757,1.0
Trim12c,0.08099429,0.7521806974701348,1.0
Ap1m2,0.037402526,0.7133714119371051,1.0
Osbpl5,0.098701574,0.7526796794811614,1.0
Echdc3,0.14974374,0.7134642698802178,1.0
Gm11744,0.2200742,0.7527298396899404,1.0
Gm17546,0.6427396,0.7134908237055856,1.0
Mmgt1,0.04762955,0.7527873384380341,1.0
Sap30bp,0.058231108,0.7135174835432394,1.0
Ogg1,0.069641635,0.753018668098077,1.0
Mfsd9,0.11905885,0.7135804529430372,1.0
Anxa13,0.090290025,0.753086370687529,1.0
Hat1,0.045543704,0.7136716534891823,1.0
Gm14703,0.6707276,0.7531117809232364,1.0
Gm28707,0.3850817,0.7138100987432842,1.0
Lrrc16b,0.2046502,0.7532033009203118,1.0
Rps6ka6,0.12536514,0.7138444865456913,1.0
Hist1h2bf,0.2581036,0.7533487220517614,1.0
Zfp944,0.077872,0.7142654382646141,1.0
Prox2os,0.43547738,0.7535602880524558,1.0
Hacl1,0.1433285,0.714520987509668,1.0
Zfp617,0.06585187,0.7535665558787576,1.0
2210408I21Rik,0.35275057,0.714838645046961,1.0
Fam120aos,0.121639684,0.7537554088005146,1.0
2310035C23Rik,0.051418837,0.7149873315282832,1.0
Rab23,0.11847856,0.7543133010388527,1.0
Tmem198,0.32641986,0.7149997908998826,1.0
Arhgap17,0.051624786,0.7547343936599973,1.0
Slc25a27,0.222348,0.7152374600034754,1.0
Npnt,0.22508638,0.7550111066037413,1.0
Cfl2,0.052251015,0.7152945519220917,1.0
Ahctf1,0.045354065,0.7550467678400429,1.0
Tnpo3,0.037942,0.7156233834684558,1.0
Snn,0.28710228,0.7554167310402226,1.0
Gng5,0.0122038005,0.7163127513672503,1.0
Epn3,0.091713116,0.7556211623230179,1.0
C2cd5,0.056534655,0.716438577091761,1.0
Ccdc97,0.066641435,0.755832629406998,1.0
BC030343,0.62206465,0.7166918634403909,1.0
Tnfaip8l1,0.0593425,0.7558427044771721,1.0
Gm5218,0.44193417,0.7169971923013154,1.0
Zfp664,0.03690416,0.7558542830010868,1.0
Tln2,0.071168415,0.7170907170493763,1.0
Sept10,0.092605904,0.7561601465954364,1.0
Itpka,0.060104985,0.7172102515634995,1.0
Enpp6,0.66105926,0.7562520838032698,1.0
Parm1,0.057559185,0.7172202581859657,1.0
