,logFC,P.Value,adj.P.Val
Pdcd10,0.06460652,0.49659715553372563,0.8773199772991014
Cd24a,0.0552403,0.47436818497357014,0.8591006362801975
Leng1,0.10860751,0.4967341796713216,0.8773298728348875
Dlgap5,0.15298142,0.47438090497683927,0.8591006362801975
Plekhg5,0.22071779,0.4970030798988643,0.8775959729765617
Zfp873,0.4408674,0.4743834341466059,0.8591006362801975
Taf4a,0.12885779,0.4972373456757535,0.8777924745504622
AI314180,0.08338393,0.4744938016395289,0.8591006362801975
Dnase1l1,0.14447692,0.4973146134499301,0.8777924745504622
Btbd6,0.1350607,0.47455129325510026,0.8591006362801975
Stag1,0.09149832,0.49736411933642244,0.8777924745504622
Zfp691,0.44595462,0.47455111804086647,0.8591006362801975
Twf1,0.056543544,0.49762389700738674,0.8780745799890358
Ipo9,0.1446431,0.47518210514953607,0.8597806324645516
Tmem55a,0.1016832,0.49769106941970453,0.8781049360353883
Sav1,0.11754657,0.4752342386190451,0.8597806324645516
Dpep1,0.3284014,0.49778294799704437,0.8781687342845138
B230317F23Rik,0.42034146,0.4752664098293009,0.8597806324645516
Fbxw17,0.21978483,0.49807370507689375,0.878397441665042
Sec31a,0.057025354,0.4753428136484539,0.8597806324645516
Gatad1,0.060957786,0.4981654863966447,0.878397441665042
Matn4,1.0953528,0.475544035590853,0.859894835518571
Troap,0.26199415,0.49825026825472574,0.878397441665042
Mvb12b,0.48753864,0.475577186957548,0.859894835518571
Bahcc1,0.18111296,0.4982552533563065,0.878397441665042
Ufl1,0.10226789,0.4758303405249926,0.8602640508277465
Bet1l,0.08073503,0.4982567403697228,0.878397441665042
Vprbp,0.112193435,0.4759311398877486,0.8603577740198957
Slc51b,0.2410734,0.4986929339546632,0.8789019083728107
Gskip,0.11982386,0.4759860263257921,0.8603684880295356
Zfp398,0.115951635,0.49869133015966527,0.8789019083728107
Ispd,0.43582234,0.47604793808749557,0.8603918971522739
Sac3d1,0.07755108,0.49881220862591225,0.8789442609886422
Tmem237,0.23722616,0.4763341833171745,0.8608207119943138
B2m,0.031123035,0.49894578074874096,0.8789949077792105
Stard3,0.1003697,0.47652481743726893,0.8610766701105529
Scn1b,0.4967441,0.4990108455452784,0.8790214102613451
Rilpl1,1.3554518,0.4767869417432469,0.8613731805545468
Ndufaf7,0.09598433,0.49915757053137144,0.8791036266734606
Fbxo33,0.1293455,0.4768678867649543,0.8614308567146938
Fam126a,0.19136207,0.49921904798432337,0.8791237929881265
Pnkd,0.05213152,0.47703309006161343,0.8615521574154916
Dnm1l,0.08440987,0.49941044103843346,0.8793211383709395
Eps15l1,0.17080659,0.4773040947212228,0.8618644529938398
Ankrd46,0.15360904,0.49967174594699293,0.8795131405646217
Xiap,0.08428454,0.47772905985643543,0.8623700140494379
Tagln,1.2123699,0.49981839292188546,0.8795131405646217
Smim11,0.04905308,0.477731297261212,0.8623700140494379
Rpl13a-ps1,0.09600025,0.5000773925478728,0.8795776217839824
Cbx2,0.248296,0.4783681568637276,0.8625967664387156
Fam168a,0.13561332,0.5001761721299597,0.8796633179383289
Gm4211,1.2781987,0.4784398514683498,0.8625967664387156
A330069E16Rik,0.33349818,0.5003631356559927,0.8798304845147118
Exoc7,0.121800676,0.4784452003868077,0.8625967664387156
Gm11940,0.45257694,0.5005353330445049,0.8798304845147118
Lmx1a,1.1021364,0.47859855343690727,0.8625967664387156
Ndufb3,0.034894016,0.5005186856536316,0.8798304845147118
Smc2os,0.45305094,0.4786417984710378,0.8625967664387156
Dach2,0.48788178,0.5005507911550338,0.8798304845147118
R3hdml,0.21841884,0.4786440572566846,0.8625967664387156
C330013E15Rik,0.36233535,0.5005716260273196,0.8798304845147118
Mpp3,0.32344505,0.4790332472216031,0.8625967664387156
Ptp4a1,0.05983555,0.5010158035770731,0.8802938734409625
Lipo1,0.19236378,0.47921062687151794,0.8625967664387156
Crbn,0.14161924,0.5010541572475617,0.8802938734409625
Acad8,0.09972764,0.4792544199937502,0.8625967664387156
Gas8,0.21595256,0.5014136519561017,0.8806058470742129
Mtbp,0.20122527,0.4793083499278644,0.8625967664387156
Ereg,1.0808461,0.5016930047210227,0.8808323680649948
Setd5,0.07391098,0.47932459245648595,0.8625967664387156
Sart1,0.07746187,0.5023324526257922,0.8815408744059968
Gramd1b,0.18760906,0.47933151268829344,0.8625967664387156
Fam207a,0.089434005,0.5024832752903856,0.8816496977092845
Abr,0.092115454,0.4793664812841958,0.8625967664387156
Oxnad1,0.09996223,0.5030081516478988,0.8823255681989155
Gm20604,0.132674,0.47936955337515685,0.8625967664387156
Misp,0.053882282,0.503095782925689,0.8823255681989155
Pim2,0.3448066,0.47937826955014995,0.8625967664387156
Alppl2,0.29154083,0.5032406958759708,0.8823383780344656
Mamdc4,0.7764345,0.479482760557444,0.8626489137484902
B930041F14Rik,0.2325383,0.5033358405192976,0.8823383780344656
Nr5a2,0.13166058,0.47950575254625005,0.8626489137484902
Hpgd,0.08820463,0.5034626128384536,0.8823383780344656
Man2c1os,0.30389762,0.4796969178929812,0.8629044874739848
Lnp,0.122730225,0.5035685891185459,0.8823622311875766
Gm38102,0.806672,0.47980783716465003,0.8630156727220466
3110056K07Rik,0.17213513,0.5039261163855084,0.8826915385193566
Zfp512b,0.24239123,0.4800034971103636,0.8631908979451923
Rsph9,0.54563695,0.5040076764071715,0.8826915385193566
Myo7b,0.08317665,0.48066149761107435,0.8639321363935164
Ceacam12,1.1859324,0.504255371257571,0.8828613768167077
Mdm1,0.26596567,0.48111915759481705,0.8642762682708439
Emc2,0.079537265,0.5048421964236676,0.8836246930032978
Zan,0.2712429,0.48113566616159675,0.8642762682708439
Ccdc34,0.052436568,0.5049145728173696,0.8836633590399
Gm20721,0.5546937,0.48151018568913995,0.8646616077166622
Hist2h3c1,0.5168016,0.5051536907874323,0.8839057859412077
Clk2,0.14075744,0.48200990062147064,0.8651169424595142
Btnl4,0.2507848,0.5052202005710795,0.8839219628042095
Ush1c,0.069372684,0.4834288582572319,0.8668034373654093
Haus5,0.15910786,0.5052635358998626,0.8839219628042095
Aoc2,0.29117003,0.48344280940183104,0.8668034373654093
2410080I02Rik,0.49546802,0.5055232505311698,0.8840618609973631
Ddi2,0.07223487,0.4836070029736883,0.8670093718890659
Wipi2,0.080985,0.5057932656709893,0.8844084634463976
Mepce,0.10977404,0.4838124835592921,0.8670883071239465
Cutc,0.09675552,0.5060834656330573,0.8848278521112044
Gin1,0.1271875,0.4840548127923402,0.8672943596003744
Ppcs,0.082878,0.5064428699036593,0.8852800709058992
Rprml,0.41684845,0.4841114421737934,0.8672943596003744
Fam168b,0.076498576,0.5065937918038399,0.8853677477244037
Kcnk7,1.2769338,0.48442063779224975,0.8675829461805141
Recql4,0.24406393,0.5066789404719667,0.8854285024775129
Ttc9c,0.094809994,0.4844820270557144,0.867604469728938
Carns1,0.9556363,0.5068615615621641,0.8856595626262215
Yipf2,0.11784255,0.48457851261676455,0.8676888325060529
Cdsn,0.47907606,0.5070729285108888,0.8857789384128116
Gfod1,0.5718971,0.48499379422895195,0.8681670516436155
Prkab1,0.09527337,0.5071942811312806,0.8858885898340121
Oas1g,0.36596692,0.4853472514808146,0.8681734469035179
Rasl2-9,0.5079926,0.5073359449695031,0.8860479587506537
Abcc2,0.22953911,0.48542759003019853,0.8681734469035179
Zfp281,0.19511431,0.507405849462919,0.8860819827697382
Ints12,0.14021197,0.48545965690963433,0.8681734469035179
Kidins220,0.12400456,0.507935010166058,0.8865655476408558
Lcorl,0.084266126,0.4855460346707069,0.8681734469035179
Nomo1,0.0621577,0.5080924704257017,0.8867523073583132
Gm29459,1.0713608,0.4855626542937549,0.8681734469035179
Nptx1,1.6970727,0.509190690383086,0.8881399917268947
Golm1,0.051918365,0.48591708581671134,0.8684927735005155
Fgfbp3,0.25963914,0.5092438815405528,0.8881399917268947
Gm15634,1.2472291,0.4859895441656624,0.8685339428071989
Kdelr2,0.042619217,0.5092311793177768,0.8881399917268947
Entpd6,0.0948698,0.48615026150603713,0.868590450006782
Vars2,0.1266641,0.5094151240116249,0.8882565877174451
RP23-36D15.6,0.6065418,0.4864199787434249,0.868690358587085
Rmi2,0.14646183,0.5094598615833454,0.8882565877174451
Cchcr1,0.17770897,0.4864530448834349,0.868690358587085
Ankrd40,0.09307494,0.5095889467757264,0.8882686656392924
Srpk2,0.11957768,0.4864737459654136,0.868690358587085
Hook1,0.052497458,0.5096992455667624,0.8882686656392924
Rab10,0.054087568,0.48652535953685605,0.868690358587085
Dpf3,0.27275252,0.5097136202364114,0.8882686656392924
Zfp956,0.21020983,0.48665941618690944,0.868690358587085
Plekhf2,0.0963818,0.510128295778274,0.8886680435247954
Hist1h2ae,0.12257867,0.48668722322086455,0.868690358587085
Trim28,0.05504013,0.5104370418366293,0.8887432331812032
Ttyh2,0.13640401,0.486710616209437,0.868690358587085
Yipf6,0.0721479,0.5104470182949914,0.8887432331812032
Lingo4,1.0635184,0.4868824212994284,0.8687799054431521
Gm5689,1.6881782,0.5106119071633893,0.8889422473332912
Dap,0.06059808,0.4869181863489219,0.8687799054431521
Vps9d1,0.16377376,0.5108135218929921,0.8891740809854924
2010110K18Rik,0.39219615,0.48705018236816977,0.8689271933762283
Spty2d1,0.10541193,0.5108462710766251,0.8891740809854924
Zfp65,0.18176344,0.48725318681823093,0.8691923673524935
Clint1,0.053434156,0.5111081432286502,0.8895417847833088
Akr1a1,0.02502247,0.4873521699970681,0.8691923673524935
Pcgf3,0.08314512,0.511164152264185,0.8895511633727988
Olfml2a,1.2304738,0.487446126458705,0.8691923673524935
Gm5464,1.0629424,0.5113729523515972,0.8898264077309256
Gorasp1,0.14183377,0.4876910974158477,0.8693960608287815
Hdgfrp2,0.10603306,0.5122070646201424,0.8910660012059197
Gatad2b,0.081560254,0.48775825207482826,0.8693960608287815
Mylk3,0.18217945,0.5124195620637568,0.8912945624216964
Rbmx2,0.121802725,0.48775304707949074,0.8693960608287815
Pdcd6,0.047664713,0.5125588368484948,0.8914150884347869
Car15,1.3566532,0.4882379549743411,0.8697218026116671
Map1lc3a,0.099476956,0.512602552477853,0.8914150884347869
Rb1cc1,0.09192487,0.48822773443651,0.8697218026116671
Fas,0.24460015,0.5127062380533198,0.8914150884347869
Isoc2a,0.16247489,0.48855372664006425,0.8701578784285295
Stbd1,0.8745201,0.5130038756434474,0.8914552345973996
Sec23b,0.07617117,0.4889610473038959,0.8706431270195435
Slc39a13,0.19037634,0.5130374360916966,0.8914552345973996
Ubr4,0.08655982,0.4891358240246263,0.8707331834113229
Hrc,1.6704196,0.5133952562015889,0.891667803640099
Tbc1d32,0.233841,0.4893424348823002,0.8708697431041064
Rab19,0.13765368,0.5133036848729944,0.891667803640099
Tcp11,0.88026804,0.48937022270425434,0.8708697431041064
Isyna1,0.06246006,0.5133782008440122,0.891667803640099
Gm11992,0.5748936,0.4895953562252905,0.8710140837493188
Cdkn2d,0.14128827,0.5139962759527319,0.8925352329364977
Gbe1,0.20047663,0.48960775731382067,0.8710140837493188
Gm43714,1.1490918,0.5143243042737566,0.8928401658601922
Dbil5,0.600488,0.4897314876797281,0.8710578373477592
Rab40c,0.1219693,0.5145641536072001,0.8930398332290614
Terf2ip,0.13779512,0.4901922004627244,0.8715775127677914
Ddx42,0.07428623,0.5148206185968907,0.8931115372185586
Zc3h4,0.11115739,0.49022205293329824,0.8715775127677914
Atad5,0.1332046,0.5148363894624708,0.8931115372185586
Kcnk5,0.16776192,0.490410511812992,0.8717361849170249
Phyh,0.068916686,0.5149237237002794,0.8931335958661597
Tab1,0.12884568,0.4906420249271828,0.8718831331828681
Polr3c,0.08524233,0.5149713278743147,0.8931335958661597
Baiap2,0.1784965,0.4911023731587665,0.872270175378284
Arhgef7,0.12327352,0.5150015778132246,0.8931335958661597
Edc4,0.123649985,0.49115968911467,0.872270175378284
Gm10116,0.063593216,0.5150659434508158,0.893141864607933
Zfp235,0.21669683,0.49143397737359695,0.8725845492963745
Snx27,0.093615465,0.5151494333322145,0.893141864607933
AA415398,0.34034324,0.4918306910831546,0.8729361412386906
Golt1a,0.17532365,0.5155625973680499,0.8937537263045023
Fbxl5,0.09439237,0.49216168207028077,0.8733131415653818
Esam,0.26784655,0.5156757713920328,0.8937794897075552
Ankrd26,0.14252505,0.4921722011184785,0.8733131415653818
Lactb2,0.11900677,0.5158317023388892,0.893863501687575
Zp1,0.8501928,0.49248595135878104,0.8736579470248192
Tut1,0.14340085,0.5159307732702578,0.893863501687575
Cox20,0.044731375,0.4927290415504545,0.8738074242649398
Crk,0.06443126,0.5159497616068405,0.893863501687575
Rbm45,0.3115727,0.49309658901219366,0.874239355858273
Sik1,0.5401361,0.5161884305731327,0.893863501687575
Siglecf,1.2180187,0.49328804290123685,0.8742865131521366
Nans,0.047033716,0.5162420363014406,0.893863501687575
Ptpro,0.20375653,0.4936319206213293,0.8746187009278704
Pprc1,0.10261836,0.5163921404059277,0.893863501687575
Paqr3,1.0566809,0.4937046820812625,0.8746187009278704
1110038F14Rik,0.07731992,0.5164868418186308,0.893863501687575
Setd8,0.04799685,0.4937740927505493,0.8746187009278704
Vps50,0.10448237,0.5165061301070385,0.893863501687575
Gemin4,1.053099,0.49375774790204907,0.8746187009278704
Rap2c,0.110792235,0.5165923702918689,0.893863501687575
Ncoa3,0.1406809,0.49396131233844465,0.8748621388554211
Gm9008,0.39266467,0.5167266235535993,0.8939669919377479
Ubxn1,0.04239594,0.49412022069781747,0.874967214663719
Tigd4,0.3289795,0.5168570707047285,0.8939669919377479
Abcb8,0.09030825,0.4942235758839576,0.8750529363239729
Orc4,0.107894905,0.5169550597126781,0.8939669919377479
Ltk,0.58165765,0.4943314637744176,0.8750767415037615
Mcl1,0.06329835,0.516957410349479,0.8939669919377479
Sox5,1.2414812,0.4945222391676378,0.875149980754572
Focad,0.17070135,0.5172549094916699,0.8943934393876921
Nkain1,1.2945807,0.4948682731280881,0.8752995963353953
Telo2,0.105154105,0.5175390081040777,0.8947966341413771
Tnfrsf4,0.8948402,0.494899410815856,0.8752995963353953
Ficd,0.26316825,0.5175901439014665,0.8947970092258211
1110017D15Rik,0.7195766,0.49490563871783344,0.8752995963353953
Mettl16,0.0888336,0.5179896957117143,0.895223536855031
Rgs11,0.54516166,0.4952090748400746,0.8756599992115748
Isg20,0.14325325,0.5180524066533928,0.895243872762324
Haus6,0.17157184,0.4951945348379446,0.8756599992115748
Fance,0.1044526,0.5181791214334038,0.8952462001718853
Tmem30a,0.07882453,0.49603126203117076,0.8767609502789946
Ppp2r1a,0.054773442,0.5182242680176965,0.8952462001718853
Gm44421,1.0112739,0.49614291776443786,0.8767819281852842
Sag,0.570035,0.5182575311186814,0.8952462001718853
Commd4,0.06343679,0.4966840549607522,0.8773298728348875
Anapc2,0.09266217,0.5185868342452504,0.895701798449504
AI837181,0.12431596,0.49675253142361186,0.8773298728348875
Fmnl2,0.4966211,0.5187361969071352,0.895720859609815
Micu3,0.35140455,0.4969653923968467,0.8775959729765617
Stt3a,0.04562604,0.5187296736580724,0.895720859609815
Acadm,0.06496816,0.49726338315937524,0.8777924745504622
Gm28836,0.8700663,0.519344381829634,0.8965942980815661
Ube2e1,0.056694135,0.49734829848508,0.8777924745504622
Txndc5,0.039821792,0.5195317793275033,0.8967421626679318
Hist1h2ao,1.199584,0.49743214513440825,0.8778243710029079
Fig4,0.14340456,0.5197185361126473,0.8968149587198321
Hvcn1,1.2072326,0.4978633880122528,0.8781687342845138
Serpinb6c,0.8806234,0.519914910551063,0.896987121981772
Urgcp,0.12785849,0.4978771467408303,0.8781687342845138
Rdh10,0.13576643,0.5205169038039382,0.8978252405326468
Gpr137b,0.63739705,0.49863636292782676,0.8789019083728107
Slc2a13,0.3595344,0.5206521990626254,0.8978628667787492
Cers4,0.08421947,0.4988169985113372,0.8789442609886422
AV099323,0.3069801,0.5206919976863502,0.8978628667787492
Nbeal2,0.13266633,0.4988821991788559,0.8789710132514573
Malt1,0.2188238,0.5210963728656748,0.8982269957342902
Sqrdl,0.07140042,0.4990773229222939,0.8790503954809532
Dusp7,0.1711125,0.5211115809534466,0.8982269957342902
Zdhhc15,0.23094626,0.4994311888738603,0.8793211383709395
Zcchc17,0.059424747,0.5216118636785643,0.8987435317603107
Helq,0.26889127,0.4998598386424382,0.8795131405646217
Gjb2,0.12843005,0.5218661269330558,0.898917217074553
Setdb1,0.10927581,0.4998751780760803,0.8795131405646217
Lamp3,0.668776,0.5222727318972933,0.8992918185146449
Tbp,0.15358518,0.49989293732433426,0.8795131405646217
Kdm1a,0.07870959,0.522453980351484,0.8993422866525979
Gstm2,0.13305363,0.4998932810200154,0.8795131405646217
Gm766,0.4401312,0.5227419608539505,0.8995366974228086
Scaf8,0.11047942,0.49990410629713267,0.8795131405646217
Exoc3l4,0.12120509,0.5227888403106552,0.8995366974228086
2010315B03Rik,0.11383851,0.4999406339896436,0.8795131405646217
Cdadc1,0.13133188,0.5234520121356824,0.9002370531669942
Mrpl1,0.08255145,0.5000447700522446,0.8795776217839824
Gpr180,0.092839815,0.5235600972082117,0.9003348261317061
Cd37,0.5701489,0.5004236543584659,0.8798304845147118
Mettl5,0.08615703,0.523886864592628,0.9007204648748901
Rad23b,0.05352809,0.5006271404666337,0.8798400579478103
Gm10639,0.8611806,0.5239541902876972,0.9007480909729703
Zfp433,0.17482291,0.5007821238223624,0.8800244261930374
Prss32,0.04944033,0.5241052923208163,0.9009197204297862
Mrgpre,0.31250688,0.5010857347083565,0.8802938734409625
Zbtb12,0.17013876,0.5243155494337004,0.901173210259155
Tmc4,0.054366067,0.5011378490982004,0.8802974232509672
Nfyc,0.09894531,0.5244417428748626,0.901173210259155
Med6,0.1101369,0.5013983757568583,0.8806058470742129
C330021F23Rik,0.2160479,0.524904701868372,0.9016764736982309
App,0.056547668,0.5015404282299201,0.880740476195102
Cdv3,0.043941002,0.5254492489461415,0.9024152415627648
Nova2,1.027662,0.5016181623076486,0.8807889654508702
Ugt2b36,0.22772057,0.5256392566440491,0.9024152415627648
Zdhhc18,0.1860301,0.5017986074051966,0.8809297630301218
Memo1,0.08863619,0.5256942370612885,0.9024152415627648
Gm4944,0.16745047,0.5020354679868325,0.8812575445942071
Ilk,0.08970714,0.5263971874966967,0.903268994812953
Slc39a3,0.13834009,0.5022390024754153,0.8815267669297316
Neurl1b,0.15307695,0.5266378216395349,0.9035054612585715
Srprb,0.08166061,0.5023473690492034,0.8815408744059968
Fgd1,0.29590067,0.5267634165152706,0.9036327136297198
Csgalnact2,0.26275793,0.5025097235677569,0.8816496977092845
Tmem30c,1.1572864,0.5269311006989289,0.9038321359279919
Ninl,0.26614466,0.5029923065430333,0.8823255681989155
AW209491,0.111238144,0.5270014476786068,0.9038645754495567
Ralb,0.0971427,0.5030559953247576,0.8823255681989155
Dnah2os,1.0407821,0.5273091788366634,0.9040560927363105
Jup,0.06315138,0.5032117264692229,0.8823383780344656
Cstf2,0.09769365,0.5274526615744959,0.9040560927363105
Bspry,0.0648969,0.5033155876338254,0.8823383780344656
Ttc19,0.086752936,0.527524678479379,0.9040560927363105
Bcorl1,0.16564818,0.5033744017719016,0.8823383780344656
Ginm1,0.08407199,0.5277340029571612,0.9041503006694154
Fahd2a,0.12827356,0.5034799192524837,0.8823383780344656
Lypd6,0.28350496,0.5278508149602759,0.9042622705495152
Tmem231,1.1799554,0.5035047661144723,0.8823383780344656
Glg1,0.06480723,0.5281250051923827,0.9046437972751479
Xntrpc,1.0345947,0.5038789475278183,0.8826915385193566
Atp8b5,1.1012087,0.5289712262659765,0.905740197958389
Gpr137,0.14007777,0.5039647827904341,0.8826915385193566
Ptprt,0.7417091,0.5290396825965696,0.9057691292156584
Slain1,0.16826025,0.503989723830061,0.8826915385193566
Ier5,0.097513005,0.5291435328531433,0.905858675385123
Kif21b,0.19751857,0.5041127599687769,0.8827300975177971
Osbp,0.093618385,0.5292944465045426,0.9058673428854989
Auh,0.08418482,0.5041301575535544,0.8827300975177971
Adh6a,0.14324966,0.529354791105172,0.9058673428854989
Slc6a9,0.2806938,0.5044504629571253,0.883114961700096
Tmem174,1.098143,0.5296036034555038,0.9058768164154316
Efnb2,0.1580495,0.5047844375408064,0.883611606823846
Bhlhb9,0.3517151,0.5296390762695198,0.9058768164154316
Col4a3bp,0.091585375,0.5051274068945196,0.8839057859412077
Trex2,0.4831784,0.529721172565013,0.9058768164154316
Gm3411,0.3809473,0.5054273308534215,0.8840618609973631
Osbpl11,0.18135951,0.5297101815586798,0.9058768164154316
Rab11fip1,0.08980293,0.5054650977094834,0.8840618609973631
Pm20d1,0.19778092,0.5298757396459465,0.9059648154113852
Cpsf7,0.09946388,0.5055447357401981,0.8840618609973631
Cox10,0.08011311,0.5301335244631598,0.9062077327585211
Gbf1,0.08206267,0.5063405200495497,0.8851892119807736
Eif2ak4,0.14699799,0.5301821836334712,0.9062077327585211
Pld2,0.16483027,0.5065696100141732,0.8853677477244037
Rrp7a,0.06690181,0.5302804117607354,0.9062077327585211
Gosr1,0.14458008,0.5069190897124547,0.8856720186435639
Syt9,1.568734,0.5304303613016643,0.9062077327585211
Tbc1d22b,0.15026966,0.5070810971622879,0.8857789384128116
Slc4a2,0.08413386,0.5306520587857406,0.9063221526914005
L3mbtl3,0.18520209,0.5074770248859242,0.8861182192289692
Nagk,0.06849635,0.5307472921682024,0.9063309549610846
Adss,0.06811498,0.5076317837867446,0.8863003811708358
Frs2,0.16729367,0.530760362914956,0.9063309549610846
Cdk5rap3,0.071174726,0.5077448982045368,0.8864098049024762
Aars2,0.14200379,0.5310408468388474,0.9067218034880554
Slc16a6,0.10411062,0.507874873875999,0.8865486399744641
Colgalt1,0.079804264,0.5312527692892371,0.9069074135146459
Pask,0.25472146,0.5082996196754297,0.8870257414653749
Mcm2,0.08399949,0.5313984850711351,0.9069799512582611
Tsc22d1,0.054873258,0.5085153014087074,0.8873140096966751
Upk1b,0.33721352,0.5314588377060951,0.9069948679235904
Paqr8,0.52853537,0.5085732708297414,0.8873270540400164
Gm26714,0.9274238,0.5320638382542524,0.9076400544304678
Phldb3,0.28802994,0.508860942782875,0.8877408267173097
Camkk2,0.12398609,0.5321984362858669,0.9076400544304678
Stambp,0.1163051,0.509291907849082,0.8881399917268947
Ccdc18,0.15430829,0.5336282065435165,0.9087867162512274
Stim2,0.09773798,0.509592855399245,0.8882686656392924
Gpatch3,0.25994834,0.5336465102712352,0.9087867162512274
Zfp454,0.65657085,0.5097195256533673,0.8882686656392924
Stk39,0.08625216,0.5341930529155366,0.9094530632517658
Arfgef1,0.05948513,0.5100505925897507,0.8886680435247954
Natd1,0.2981592,0.5345066999252062,0.9098107553066299
Zfp637,0.085152596,0.5101398253673115,0.8886680435247954
Gga1,0.08065258,0.5344916949158353,0.9098107553066299
Pcca,0.09384656,0.5101509829328024,0.8886680435247954
Gins4,0.08390904,0.5351538766388871,0.910647726752703
Plcxd3,0.762378,0.5102702121717365,0.8887372093586121
Arl8a,0.14594625,0.5357547001783647,0.9111494029078274
Ddb1,0.051529832,0.5102974751576586,0.8887372093586121
Gpaa1,0.068827234,0.5359313773263472,0.9112648373251958
Arf4os,0.7703715,0.510342410495519,0.8887372093586121
Aaas,0.12995078,0.53615490253489,0.9115567049386243
Abhd18,0.1457784,0.5120370679675108,0.8908938015240662
Fggy,0.32734606,0.5362605876540485,0.9115798014428234
Zcchc14,0.113011844,0.5122374520105959,0.8910660012059197
Psmb1,0.024326688,0.5363227746955549,0.9115798014428234
Rilpl2,0.07761579,0.5126492892302884,0.8914150884347869
Gm6169,0.30538076,0.5365418323587008,0.9117372904670962
Eya3,0.12670617,0.5127477154853126,0.8914150884347869
Gm26518,0.22621034,0.5365656018807401,0.9117372904670962
Cdk5,0.12965289,0.5127932128257703,0.8914150884347869
Chchd3,0.038624708,0.5365885894470908,0.9117372904670962
Spata7,0.20580402,0.5128964661922133,0.8914552345973996
Otc,0.055666056,0.5366242983725702,0.9117372904670962
Plekhg1,0.19481076,0.5129647851995095,0.8914552345973996
Ythdf2,0.058064435,0.5368665914426056,0.9118123804882201
Ccnl1,0.061657295,0.5130699506469072,0.8914552345973996
Nacc1,0.08312127,0.5370317042083353,0.9118123804882201
Gpr22,0.8306723,0.5133519469532163,0.891667803640099
Ncor2,0.10938618,0.5374197918202772,0.9120550236522572
Sumf1,0.14641632,0.5139795137332193,0.8925352329364977
Cabin1,0.1034303,0.5381105544530393,0.9128478077671885
Rnf144b,0.2712138,0.5141645218977327,0.8927391703694156
Mief1,0.10558996,0.5382193214270381,0.9128478077671885
Fndc3a,0.061448373,0.514232674585598,0.8927692936665396
Usp33,0.08377291,0.5382362807642599,0.9128478077671885
Nrf1,0.102994196,0.5145830851229805,0.8930398332290614
Traf5,0.44301063,0.5382648941036594,0.9128478077671885
Trnp1,0.9037275,0.5145917800761097,0.8930398332290614
Setd4,0.25112787,0.5387928125262859,0.9134786391244015
Golga5,0.107045166,0.5146481717123713,0.8930495034562557
Nlk,0.13113642,0.5390029325577188,0.9136585833738587
Ndufaf5,0.11017987,0.514831823555874,0.8931115372185586
1700034P13Rik,0.38054478,0.5392058534111067,0.9139143964113985
Mettl6,0.12041117,0.5151588197613389,0.893141864607933
Unc13d,0.35555,0.5396694143228126,0.9143473407148849
Taf7,0.11893605,0.5156791809107666,0.8937794897075552
Camk2n2,0.38434574,0.5398984128259272,0.9144038994710615
Gtpbp6,0.115759954,0.5159158508235937,0.893863501687575
Hdac8,0.17640689,0.5398877567448761,0.9144038994710615
Sec14l1,0.10301144,0.5160841493358836,0.893863501687575
Jmjd8,0.10247257,0.5399109350089191,0.9144038994710615
Mbip,0.15113011,0.5161083859765232,0.893863501687575
Col11a2,0.66474575,0.5399811681807674,0.9144142978802924
Sdhc,0.036392838,0.5161504990088172,0.893863501687575
Atp5b,0.026180008,0.5400782895461966,0.9144229484724264
Rps6ka1,0.054421235,0.5162167545073361,0.893863501687575
Zbtb45,0.11271583,0.5405809468642808,0.9151858361508677
Rftn2,0.4927157,0.5163398939056036,0.893863501687575
Hid1,0.0888929,0.5407619349376387,0.9153158815892048
Ubqln4,0.09062724,0.5164260726544742,0.893863501687575
Nav2,0.07306468,0.5413200241525409,0.9154245286082737
Slc25a24,0.0963214,0.5165507345206184,0.893863501687575
Sharpin,0.09062411,0.5413470495246788,0.9154245286082737
Cfap43,0.65056443,0.5167988899381932,0.8939669919377479
Tmem19,0.11230381,0.5415503813033443,0.9156802511925016
Btnl1,0.31800675,0.5169512693270881,0.8939669919377479
Gm8994,0.45480162,0.5417474007762666,0.9157445443037777
Arhgap27os3,1.1351955,0.5177835166066291,0.8950432556884019
Dars2,0.10829618,0.54177085548882,0.9157445443037777
Pdp1,0.23720813,0.5178961719060133,0.8951499389106298
Zfp661,0.2655519,0.5418082020318555,0.9157445443037777
Pigm,0.14133815,0.5181982515769568,0.8952462001718853
Ltbp4,0.69662106,0.5419031280578899,0.9157445443037777
Zfp821,0.18216293,0.5186232173916635,0.895701798449504
Nfkbib,0.07921385,0.541915806901988,0.9157445443037777
Noxo1,0.065470256,0.5188267502795063,0.895789200497324
Mast3,0.17094696,0.5419523119882219,0.9157445443037777
Dazl,0.9859195,0.5193950921567372,0.8965942980815661
E2f3,0.14217122,0.5419582146003487,0.9157445443037777
Mansc1,0.091605864,0.5196962178228,0.8968149587198321
1500011K16Rik,0.04987295,0.5422175543029042,0.9157445443037777
Prkaa2,0.120737955,0.5197270551188056,0.8968149587198321
Hexdc,0.14791389,0.5423270281570944,0.9157445443037777
Igtp,0.51828706,0.5199775945471208,0.896987121981772
Pold3,0.08619831,0.5424423411835149,0.9157445443037777
Aplp1,0.27057818,0.5199799585516595,0.896987121981772
Mtfr1l,0.078681484,0.5424628644289551,0.9157445443037777
Atxn7l3b,0.034847353,0.5206725862496416,0.8978628667787492
