,logFC,P.Value,adj.P.Val
Dcbld2,0.71132237,0.19550079678063348,0.36162450119259115
Tmem138,0.11238397,0.16810051449620994,0.32344578355873177
Gm10083,0.8546584,0.19565469438468008,0.3617676709198215
Retn,18.162428,0.16821808938474392,0.32360114775677123
Vps8,0.15470149,0.19618121877663347,0.3625123614681157
Aff3,18.031883,0.16832481463317964,0.3237001496551615
Grpel2,0.061945703,0.19649226822784538,0.3629060641238597
Enpp6,19.11132,0.16835451720475195,0.32372184383839653
Gm4787,0.5025543,0.19668605379727555,0.3631202005139073
Gm15318,1.470802,0.16838762592195036,0.32375008209260764
Snrpd2,0.017944895,0.19679456730560646,0.36326375328376287
Tet1,0.29141665,0.16866207158244267,0.3242068020037481
Pnmal2,2.275335,0.19690398748008808,0.3633893900428049
Zbtb7c,18.064375,0.1687168682607737,0.32424119925050043
Cdkn1a,0.08344407,0.19692867123961258,0.3633967803941732
Vash1,18.43387,0.16874645266737295,0.32426259297143195
Far2os1,0.8976559,0.19763955829697422,0.36436424233662695
Stat1,0.08355179,0.16871205670468684,0.32424119925050043
Ephx2,0.07082175,0.19792117078375351,0.36476861396779237
Smim4,0.060521606,0.1690117000561415,0.32470127966399637
Klhl28,0.20762898,0.19823831603065037,0.36516162763172105
Barhl1,18.326895,0.16919428678223877,0.324981003565885
Slc7a8,0.06875601,0.1982614813954103,0.3651660216498842
1700120B22Rik,18.167612,0.16921767991784448,0.3249904141198121
Tradd,0.052289028,0.19834811343410239,0.36528729798548326
March1,18.170267,0.16951729414511066,0.3253880294933948
Kif15,0.07317759,0.19849833242528647,0.3654490514101162
Gm4349,0.54847854,0.16957149379429579,0.3254565159946658
Prr3,0.10198829,0.19879306168173014,0.3658795484482691
Tmem218,0.08431211,0.16973800478804893,0.32566939165196895
Snupn,0.11756699,0.19879462405873063,0.3658795484482691
L3mbtl3,0.1392613,0.1698002828674226,0.32568382316232497
Txlng,0.07745517,0.19891152275763457,0.36605636081473586
Oacyl,0.77968323,0.16989767646746357,0.32575036005139174
Cnr2,1.9205067,0.1991420171464333,0.3663654383704221
Btbd8,0.5367808,0.1700896611868758,0.3259881793038465
2310010G23Rik,0.29091027,0.1996073165897809,0.36706774533614694
P2rx6,18.376917,0.1702073491660146,0.3261565043764952
Spin4,0.6140886,0.1996722804649702,0.36711037713024913
Gm38079,18.420298,0.17021460772986044,0.3261565043764952
Ccdc125,0.1418392,0.2002238325129205,0.36808593040585336
1700096K18Rik,0.15469736,0.17024854879820783,0.32618597340066574
Gm26704,0.88310975,0.20051316506637978,0.3684636463151199
Ercc5,0.11871835,0.17050858011401698,0.3266485640841187
Msto1,0.08497851,0.20118958454113528,0.3694362141213553
Phrf1,0.06961572,0.170639017236187,0.3268271879990751
Slc38a1,0.047182243,0.20173257907094427,0.3703172058930016
Ndst2,0.12494313,0.17090295948954637,0.32726138248989844
Foxred1,0.07399201,0.20182169367125144,0.370442095559317
Klhl32,0.45873445,0.17093649100494734,0.32727053756690744
Snx32,1.9405453,0.20220606452457038,0.3709926051253159
Rgs1,1.1830653,0.17108997757860056,0.32742551258754754
Klk1b24,1.5818411,0.20251367039102225,0.3714794081191476
6430503K07Rik,18.10955,0.1711416242533893,0.32742551258754754
Acot11,0.11348016,0.2028868379893426,0.3721250813053666
Zdhhc2,0.066595994,0.17111984830516896,0.32742551258754754
Tardbp,0.032621644,0.20306379845282338,0.37241078378328796
Rdh1,0.587334,0.17115636252371316,0.32742551258754754
Ubd,1.8251128,0.20326806539792724,0.3726687233424909
Cyb5r4,0.055578522,0.17128734370295867,0.3276047552124611
Psenen,0.025486324,0.20362685619882942,0.37328758021928116
Inpp5d,0.72099113,0.17135135998720488,0.3276915278109861
H2-T24,1.7166975,0.20374235782510822,0.37340264653888294
Tomm20l,17.866077,0.1714184730246632,0.3277485394910681
Tfcp2l1,0.13908534,0.20374469330193465,0.37340264653888294
D630011A20Rik,17.678843,0.17157535780651043,0.32787007094182097
Topbp1,0.0473737,0.20377461903533187,0.37340264653888294
Rhov,0.9101873,0.1715438299774414,0.32787007094182097
Cstf1,0.067658305,0.20384478735280678,0.3734922790273041
Dynlt1a,0.07735304,0.1715813798139235,0.32787007094182097
Cox14,0.021176158,0.20411686044211844,0.3739517919671963
2510017J16Rik,0.29664174,0.17159314159255132,0.32787007094182097
Sat1,0.04288783,0.20424493540041258,0.37406943718514335
Spata2l,0.33824372,0.17161263941972738,0.32787007094182097
Terf2ip,0.09083725,0.20437747795013902,0.3742326601860054
Aqp9,18.513165,0.1717325383796635,0.32802781488541594
Tmcc3,0.073980264,0.2043979441452956,0.3742326601860054
Rgs16,17.686226,0.1718106228251048,0.32810366955915893
Stam2,0.08434811,0.2044455992015688,0.3742809162172277
Krt27,18.2588,0.17182826329897793,0.32810366955915893
1700018A04Rik,1.2884341,0.20496447197642248,0.3751135873819696
Cirbp,0.064016186,0.17192548691414564,0.32821781250729826
Gcnt1,1.8674958,0.20540163879482287,0.3757459016161595
E030044B06Rik,2.0728986,0.17194407226666977,0.32821781250729826
Dusp3,0.23276441,0.20599954536125112,0.37665487572919215
Smcr8,0.13517573,0.1719837010310679,0.3282578014791958
Hormad2,0.7499112,0.20626148941154368,0.3769769270337033
Fjx1,19.230555,0.1723284997526271,0.3288087650546054
Tcf25,0.037616625,0.2062968209549212,0.37699773132314945
Gm8237,2.163203,0.17248626221700175,0.3290383289122201
Srsf4,0.04641539,0.2063157788729715,0.37699773132314945
6330408A02Rik,0.18856259,0.1728690005019045,0.3296253196419236
Vmo1,1.3616544,0.20643226363227155,0.37713215186712834
Ccdc114,0.32546812,0.1728885344076386,0.32962679995068167
Acox2,0.533279,0.20645749881647563,0.37713904643471163
Gm14286,0.33347958,0.17310886160632002,0.3299394821049742
Fbxw5,0.06908319,0.20682081722047074,0.37772419673823865
Prkdc,0.11354004,0.17334301314878214,0.3303141151662924
Gnb4,2.2165928,0.20737296548776712,0.37849658522190816
Btrc,0.16143058,0.1734212158193506,0.33039148152574244
Zfp105,0.574386,0.2075137323076539,0.378635956643094
Syde2,0.10130499,0.17349798682387205,0.3305019102933229
Snx17,0.044197023,0.20753551097628645,0.378635956643094
Wdr37,0.14193696,0.17357084634163797,0.3306048648126603
Krcc1,0.029771235,0.20769233264029313,0.37884453120905487
Mmp24,18.610653,0.1737168394418763,0.33081122881578806
Igdcc4,0.50557196,0.20797212130280557,0.37927501947428416
Gm5113,0.22031301,0.17383370708754525,0.3309620514246406
Lpcat1,0.20393644,0.20801547460669537,0.379314717781826
Wfdc17,2.7273793,0.1740023114825855,0.3312471692864776
Zfp773,0.45407647,0.20809576055467996,0.37938238408832775
Mat1a,2.1350915,0.1740917401510864,0.33132658277200033
Fam83g,0.109045886,0.20814880074531444,0.3794397173752501
1810041H14Rik,0.3273481,0.17415401177758977,0.33138467034827185
Tbc1d7,0.10491203,0.20827338690924377,0.379548711827869
Ranbp10,0.108150125,0.17416882805079603,0.33138467034827185
Slc37a2,0.59020174,0.20848722164901262,0.3798202307731805
Phf14,0.056718193,0.1743875285375932,0.33176486294155305
Tex264,0.053659447,0.20857244928536858,0.37991201832940424
Ntrk3,2.487471,0.17452843647746621,0.3319610579303511
Gm10629,0.4759164,0.2087370553039376,0.38011774848249696
Sertad4,0.47167355,0.17482021926841565,0.3324232200045308
Gnpat,0.055621512,0.20886666578896773,0.38027496041333714
Armcx1,0.2529439,0.17482816817173352,0.3324232200045308
Parpbp,0.12421964,0.2092981978135275,0.3808974189124433
Thsd1,1.5534254,0.17487232808022674,0.3324712129561641
Gm17619,0.15352778,0.20933860307610408,0.3808974189124433
Clu,0.43976545,0.1749682019151846,0.33256489556345303
Prmt10,0.122135915,0.20944086006465507,0.3809651416950816
Snhg11,0.86131895,0.17499040658177265,0.33256489556345303
Mllt1,0.087471195,0.20973488546945776,0.3814210020029785
Foxo6,0.76891446,0.17499730206995107,0.33256489556345303
Fam83c,0.41688317,0.21074147861360387,0.3828949548880129
Cyp2j9,0.33431,0.17507405842483498,0.3326747868403574
Slc27a5,0.6274419,0.21138624199637826,0.3838283147966889
Ppp1r42,18.033527,0.17522210908968833,0.332884121408983
Tulp2,0.870022,0.21157582162388128,0.3840931728715357
Map2,1.0516886,0.1752728810366817,0.33290859689338603
Mtbp,0.105122395,0.2121548722005985,0.3848016656102459
Zfp652os,2.7114716,0.17577880181855737,0.33376130571123813
Cdk5r2,1.8464607,0.21216316725076384,0.3848016656102459
Hist1h2bk,0.25615996,0.17600741675347448,0.33415928420579155
Gm26665,1.6706796,0.21227412351812333,0.3849234519228131
Samd1,0.09479889,0.17603643041143022,0.33417826419142954
Trim72,0.809045,0.21235281533049466,0.38502641599285836
Bbox1,0.55080503,0.1764413272824583,0.3348383849173477
Atp5g3,0.015679939,0.21269855451056965,0.38549419331830037
Gm7160,0.34588498,0.17651802388365273,0.3349237257260135
Cd24a,0.035366237,0.21313541434521122,0.38616647451164
Cyp2r1,0.30672252,0.1766630055490638,0.3351143130951747
Yeats2,0.08698434,0.21356640533587054,0.3866682918779366
Mtmr7,0.10617273,0.1767192508439928,0.33518482407787215
Slc25a38,0.07917377,0.2141122394861969,0.38745694413458326
B3gntl1,0.17769949,0.17677877325655675,0.3352253569048744
Ppil2,0.04897359,0.21421585550545474,0.38760453344289086
Apol7a,0.27407745,0.17714293741957873,0.3357709890275329
Gm17089,2.1649144,0.2142545118051958,0.38763456562881765
Slc5a4b,0.5104792,0.17720246377795557,0.3358475944747642
Qtrt1,0.06404514,0.21428069466254726,0.38764202669394104
Elf4,0.102570325,0.17727868392005236,0.3359558193170581
6430562O15Rik,1.823913,0.21434463235910584,0.3876778740681934
Nfic,0.068613395,0.17747463814742162,0.336197062383048
Fadd,0.065860495,0.21451432985981164,0.3879448717326819
Gm14326,0.24014683,0.17750164142661579,0.336197062383048
Fgfr1op,0.07424237,0.21460851114175766,0.3880495634461257
Stk24,0.06382499,0.17762190412504583,0.3363160996863948
Klf13,0.044661723,0.2146163834935922,0.3880495634461257
Rpusd1,0.12379156,0.1776448892914057,0.336323382839676
Ipo9,0.08141391,0.21494946374951937,0.38861182371093667
Clip2,0.08451416,0.17771461160989804,0.33641913926755773
Rabac1,0.037684176,0.21522361303815118,0.38906743667518057
Rsg1,1.6615303,0.1777377722804292,0.33642674195217387
Etnppl,1.855362,0.21637537674366675,0.39082788524169554
Ppm1n,0.44463208,0.177991528954082,0.3368344969104117
Hbs1l,0.054774158,0.21656985840130086,0.3911389642020617
Kcnj16,17.914461,0.17805678296145674,0.3368854271082773
Mief2,0.15652117,0.2167200015638708,0.3913699093085913
Gm10516,0.30605984,0.1780503409621519,0.3368854271082773
Limd1,0.045214433,0.21693029176828676,0.39166916852400113
Mrvi1,0.6233734,0.17827027866243014,0.3372530527435553
Gm16054,2.1109202,0.21705306622847612,0.3917689161488309
Mgrn1,0.08279833,0.1784027911174821,0.3374674110126494
A330041J22Rik,1.3800021,0.21706324829315857,0.3917689161488309
Dnah6,17.794653,0.1788451159783269,0.3381667549921954
Frrs1l,1.4749,0.217750211607366,0.3926770813055562
Alkbh5,0.05338488,0.17886871835500237,0.3381667549921954
E2f8,0.060356915,0.21777902659784615,0.3926770813055562
Gm13247,18.221766,0.17921060425357555,0.33874023325245595
Hist1h2bg,0.32046583,0.21790842678304279,0.3928297890704156
Nmt2,0.07237764,0.17931263523855676,0.3388488958777744
B930036N10Rik,0.2962575,0.21810527667595234,0.39299759260728756
Lancl2,0.101678506,0.17932593931959834,0.3388488958777744
Poglut1,0.08882253,0.21829367533115202,0.39328221822783827
Rasgrp4,1.4528359,0.17940414214216696,0.3389237787426682
Usp7,0.04559922,0.21841200318652118,0.39340563050802807
Zkscan4,0.5519836,0.17946605931411164,0.3389678697685817
Slc52a3,0.11344787,0.21842933687286348,0.39340563050802807
Gtsf1,19.151955,0.17959330615886995,0.3391568611783674
Fam210b,0.06935746,0.21883377422437178,0.3939321772633564
Flt3l,0.37189865,0.17961223443747984,0.3391568611783674
Opa1,0.052970547,0.21905556951681915,0.3942368479878234
4933433G15Rik,0.95268846,0.17962402020070936,0.3391568611783674
Hnrnph1,0.032644875,0.21938245350926758,0.39471770815177215
Efcab7,0.26630178,0.1796811549840759,0.3391918505247788
Ispd,0.23935448,0.21941239951336483,0.3947311728755487
Vps39,0.15093563,0.17996225600222654,0.33961305033581685
Sytl2,0.48438925,0.22006098017153,0.39557451092809454
Thoc2,0.045322992,0.18015453963256972,0.3399029122786287
Med24,0.08750716,0.22057970712177916,0.39610128686399193
Tsc2,0.10062108,0.18028467446769988,0.3400959840557038
Avpi1,0.05777601,0.22060810836261718,0.3961118103868675
Pced1b,1.6179782,0.1804572447873578,0.34032787751107946
1700022N22Rik,0.47216812,0.22081011834433698,0.39631255333112386
Cd177,0.26644534,0.1804905748603218,0.34035420882288175
Cox20,0.028919518,0.2215318898683147,0.39735203332540875
Sharpin,0.073926456,0.18064126240473527,0.34060181375948634
Ltb4r2,0.49611548,0.22156545219578572,0.39735203332540875
C2cd4a,0.46813318,0.18069693381146032,0.3406336856756911
Klhl31,1.8028013,0.22179821294091817,0.39754118733400984
Lypd6b,1.6982255,0.18096955074073437,0.34111100666812455
Mpv17l2,0.043405145,0.22181137778466775,0.39754118733400984
Ubxn2b,0.11222028,0.1811245094860228,0.34129326669503307
Tmem8b,0.32055295,0.22207747418475934,0.39782214760928303
Tprg,0.7234682,0.18161384473549724,0.34213258774135585
Spast,0.06371241,0.22283932564885886,0.39885470254913385
Gm17430,0.6678498,0.18162834524777266,0.34213258774135585
Nkx6-3,0.20383458,0.22327619496729115,0.3995552519511413
Adamts15,0.1284584,0.18165849074590468,0.34215269644992313
Angptl6,0.15924948,0.22338751150881833,0.399713750101259
Olfr920,2.4207058,0.1817531104949985,0.342258905519261
Gpd1l,0.055666067,0.2236898826193222,0.40001041083436956
Gm6685,2.4223685,0.18177174388344058,0.342258905519261
Edc4,0.083166435,0.22401729917390373,0.40055514839061973
Ube2v1,0.19497208,0.1817733093502113,0.342258905519261
Rffl,0.10818804,0.22421670386616283,0.4008709062000284
C230037L18Rik,1.5454841,0.18189096784041575,0.3424437516455567
Ing1,0.05439116,0.2243555128061348,0.40103747599859696
Slc35b4,0.113109276,0.18208089582814863,0.34272789014439325
Vps33b,0.1254815,0.22441288306075358,0.4010992264062879
A330017A19Rik,0.14381911,0.18224617562510653,0.3429287979719453
Actr5,0.09595711,0.22477940771509294,0.40167261864727766
Gm9242,0.28103396,0.1822867471826888,0.34296841629993474
Hpd,0.29211876,0.22511094746877294,0.40210151248919973
Gm15627,2.4144015,0.18233457964148023,0.3429851527134475
A830005F24Rik,0.65531135,0.22560355744615773,0.40265943497796264
Hotairm1,1.447566,0.1829504989664937,0.34406404448119704
Plpp6,0.06523955,0.22560660085318504,0.40265943497796264
RP23-78N8.4,0.79374576,0.1829990118145688,0.34408748497939406
Ankdd1b,1.3505942,0.22569973964203355,0.4027686657908011
Zfp59,0.4011018,0.1831077409058244,0.34421826390009114
Vprbp,0.06550658,0.2257268376133241,0.4027686657908011
Adam21,17.705288,0.1835721198046898,0.34501741832383037
Duoxa1,1.7652075,0.2257715057855078,0.4027901189003786
Eif4ebp3,2.01236,0.1835992420240743,0.34503149182858067
Gm12185,2.0530226,0.2261015650712256,0.4032561456405813
Platr25,1.4016138,0.18375970999011945,0.34529612742262283
Rab3il1,0.9736356,0.22616757614698668,0.40330437542295156
Ago1,0.09854159,0.18385673652694137,0.34540457889543946
Mettl21a,0.13472638,0.22617450747130186,0.40330437542295156
4930550C14Rik,1.0326632,0.18401500911539828,0.3456280200069361
Bnip1,0.05476534,0.22628414492128812,0.4034180053466366
Enpp1,0.13605447,0.18412740959860038,0.3457275828864101
Copb1,0.046220187,0.2263207696649379,0.4034423701888774
Tnfrsf19,0.23397982,0.18413286195033313,0.3457275828864101
Mir17hg,0.12243795,0.2264048128822246,0.40355125030726574
Kcnab2,2.4807103,0.18416638612642602,0.3457275828864101
2610001J05Rik,0.045229416,0.2265569274448268,0.4037814285991827
Gm16230,0.53528714,0.18416043370628768,0.3457275828864101
Myh7b,0.4041234,0.22667665396319647,0.40387192944289274
Gm19426,0.7105947,0.1842075419880788,0.34576790593425644
Gm15473,1.7714303,0.22673655665968892,0.4039180164080162
Zfp764,0.13299902,0.1845870515764694,0.34640626413426917
Dnah9,1.7622522,0.22696528262210122,0.40405844509352495
Stau2,0.08860807,0.18462725692072848,0.34644471819198736
Cyhr1,0.048526682,0.22701126612372094,0.4040993698938562
Cep97,0.13048358,0.18476659357476455,0.34659695209455044
Nsl1,0.10111323,0.22718129722213395,0.40436107931576626
Dancr,0.76458,0.18480479205808786,0.34662980156225615
Drp2,1.1278201,0.22730416228260256,0.4045095539300714
Gm32391,2.0792844,0.1849267448156242,0.34678451463504045
5730419F03Rik,0.34956262,0.22768389015347298,0.40496244229278505
Trank1,18.15055,0.18513595707223174,0.3470869209123469
Aggf1,0.047528416,0.22781000070484392,0.40511082193748454
Fam167a,1.6159649,0.18514725980949978,0.3470869209123469
Ccdc137,0.08515717,0.227887996208975,0.4052085153678355
Rccd1,0.15884404,0.18529835533640082,0.34733311982150095
Hc,0.95233274,0.227915370465318,0.40521618830301837
1700056N10Rik,0.61979425,0.1853209595222073,0.34733844087923943
Rhoc,0.176647,0.22811830769677274,0.4055246747281884
Gpx5,1.0722852,0.1853724702168993,0.3473979331472295
Sema6a,0.3477174,0.22813503296892224,0.4055246747281884
Slc36a4,1.0056043,0.18545869738557033,0.3474483677139262
Stx1b,0.6070007,0.22822704642305605,0.405606177871396
2700012I20Rik,0.2959903,0.1855116667835435,0.3475105554191674
Nrxn3,1.3301407,0.22852468812042973,0.4059902016130885
Rcbtb2,0.08173197,0.18562885963857084,0.34769302392119006
Zfyve21,0.043337703,0.2285355417035607,0.4059902016130885
Fgfr2,0.18240894,0.18565273773011712,0.347700688493163
P2ry1,0.06818929,0.22859488607859296,0.406053786927958
Map3k10,0.12787478,0.18576295256826533,0.34787003042222153
Taf13,0.051707957,0.22871268893904986,0.40618171629367594
Hipk1,0.058138017,0.1858966073113229,0.3480832264551814
Plin3,0.043237846,0.2288319181574496,0.4063523946827872
Kdm6bos,1.2473254,0.18592928824373745,0.34810732818103535
Cfap126,0.19324362,0.22909651954465451,0.4066440240827864
Adck4,0.12212809,0.18615203407137657,0.3484872371083733
C330021F23Rik,0.11278639,0.22913498699526264,0.4066440240827864
Zfp433,0.124357134,0.18625028943723276,0.3486340366724
Hs2st1,0.072710805,0.22916235747241423,0.40665153063341763
Gm26624,1.5958855,0.18668005082432093,0.3492784610974495
Atl2,0.05399137,0.2292461899777446,0.4067592181420543
Gm14322,0.5082681,0.1866711859717693,0.3492784610974495
Sympk,0.056213327,0.22936199668701523,0.4068825325843851
Aip,0.073959574,0.18690727631445778,0.34960314706481815
Nudcd3,0.047760364,0.22964231231224758,0.40733868519866023
Gm15998,2.383126,0.18708505942083561,0.34978675914483925
Ccdc89,0.58649373,0.22998014634197508,0.4078144411369857
Spon1,1.2500018,0.18713893695305506,0.3498444044264896
Rbm8a2,0.083477505,0.23011661051091128,0.4080152554240989
Syt2,1.3323902,0.18728347131900694,0.3500338876963625
Lyrm1,0.094780594,0.2303999053319317,0.4084763454800278
Hist1h4k,0.61443657,0.18729691265059448,0.3500338876963625
Scfd2,0.11936994,0.23055193710937666,0.40870464953324687
Cnr1,0.6988091,0.18738095221780032,0.35011647775900107
Idi1,0.044847928,0.23058783580705264,0.40872705655006414
2900089D17Rik,0.57841474,0.18742878205739025,0.35013139014505357
Rxrb,0.056475997,0.23074645646035524,0.4089022821257187
Mkx,1.1560493,0.18759977631878896,0.3504135702859352
Npw,1.2367262,0.2308874273725592,0.40896933385928663
Slc25a47,0.28019717,0.18814457938012308,0.3513551680687494
Gm16712,0.8660872,0.23096230031238618,0.4090607239860474
Dennd1c,1.1698407,0.18816385857252607,0.3513551680687494
Dnajc30,0.045382798,0.23129710795047864,0.4095711485302057
Urad,0.39157063,0.18819372935582596,0.3513736087940852
Acd,0.070387855,0.23136686145587648,0.4096381527422084
D930016D06Rik,0.106226735,0.18825932226030576,0.3514582286028782
Wdr70,0.09357614,0.23138156854943157,0.4096381527422084
Nccrp1,2.405058,0.188319050846452,0.3514582286028782
Dennd4a,0.23311064,0.23148527333152683,0.4096644961392035
Strn4,0.06463391,0.18845199774678198,0.3516280032649441
Aktip,0.057211775,0.23150837635988417,0.4096644961392035
Cpeb4,0.18975714,0.188652184418629,0.3519304497652407
Vps54,0.070080124,0.2316732680226647,0.4098286541378832
Il1b,18.681164,0.18902079808032332,0.3525806692140454
Gm38102,0.97580093,0.23242020494129284,0.41102146134983786
Klkb1,0.76525533,0.1890739527339312,0.3526423871145588
Cldn11,18.53735,0.23256445901129233,0.4111063054984003
Fam195b,0.06847928,0.18910562788958843,0.3526640346921084
Sh3gl1,0.06628103,0.23254131772222172,0.4111063054984003
Gng3,0.9327729,0.18918713680083377,0.3527054997612982
Elovl1,0.04193212,0.23265091278798444,0.41118118177846225
Syn2,0.8949865,0.18918807493029063,0.3527054997612982
Zfp13,0.19272906,0.23273505118566096,0.41124716485526597
Acad10,0.16853787,0.18941692400317134,0.35309468606213323
Trak2,0.099230185,0.23289782654289723,0.41149341502496817
Chmp2b,0.04786673,0.18949825185708422,0.3531774998646568
Gas2,0.12930241,0.23294354015716742,0.41153280699526523
Csnk1d,0.053807173,0.18960336362853714,0.35330939900678276
Ankrd40,0.06268768,0.23364142175031374,0.412351180518054
Dnaaf1,0.30074012,0.18976511930544984,0.3535338153496274
Gorasp1,0.09405614,0.23419596430715833,0.41313827849272755
Daam1,0.10330904,0.18977320208234424,0.3535338153496274
Igsf9b,0.6472909,0.23427003744417468,0.41321161979388554
Btnl1,0.2151229,0.18985539895374293,0.353611968819727
Tomm6,0.044060353,0.23434472406123943,0.4132988941886759
Rnf215,0.117688484,0.18996858980184383,0.3537852934069311
Maats1,0.34369808,0.2343953723366721,0.4132988941886759
Uckl1os,1.3238394,0.1901166495921811,0.3540235120571578
1700052K11Rik,0.14681235,0.2344079774112903,0.4132988941886759
Pkia,1.3814634,0.19019031619131116,0.35412316448717
Dedd2,0.08125992,0.23441359348879148,0.4132988941886759
Gm11381,1.7571118,0.19027268987457885,0.3542390061623026
Foxm1,0.0755082,0.23452036371818602,0.4134456612780581
Gm5914,0.19473688,0.19034690762109255,0.35428013875859377
Gper1,0.2663416,0.23464306563468493,0.4136204827363144
Tmem246,0.05835618,0.19101851511756648,0.3554392594410203
Defb40,0.60797644,0.23478603573240905,0.4138309935732823
Rspry1,0.08018291,0.1910946657945156,0.3555433099001612
Atg9b,0.6675002,0.23504714288958917,0.41420812695535
Elk1,0.21742494,0.19124635814721574,0.3557878733560261
Dgkh,0.69784206,0.23519351711764147,0.41441318078675066
Gm27019,1.5726992,0.19139860232824235,0.35599572806035173
Mesdc2,0.045559525,0.23528065379993632,0.41449493024824874
4930579G24Rik,0.11709512,0.19170518382895288,0.3565282247249644
Saraf,0.047843296,0.2355738117538637,0.4149281942418208
Gimap8,0.7897845,0.19198100571489798,0.35696563468711273
Apba3,0.081683286,0.2358823094034219,0.41537034029547265
9530046B11Rik,0.5294953,0.19203105128029774,0.3570209124152214
Romo1,0.02569833,0.23597850850736873,0.4154744344254074
Ahrr,18.354052,0.19212975287426698,0.35714619610656245
Mesdc1,0.049540374,0.23620560826950598,0.41583261411741423
Fgd3,0.6973802,0.1921401541943943,0.35714619610656245
Wdr92,0.06471535,0.23670959898030858,0.41646954173818207
Mnat1,0.06859532,0.19215940842130247,0.35714619610656245
Dhx8,0.08004838,0.23727922890371042,0.41729876995340276
Rmi2,0.087967105,0.1924019395954871,0.3574457431558828
Clcn6,0.3508588,0.23729964195893435,0.41729876995340276
Fgf1,0.23022297,0.19246696576547537,0.3575287515218497
Helz2,0.12814787,0.23741470790449118,0.4174593418056457
Nrxn1,18.833305,0.1926082205495154,0.3577179944095576
Eea1,0.051653713,0.2384548081204533,0.41891096102176606
Batf3,2.5984719,0.19291441636398224,0.3582084783140596
Shroom4,0.41323107,0.23878695213915777,0.41932678224656933
1700007G11Rik,0.73649365,0.19296635187530334,0.35826705773953577
Vnn3,1.7158003,0.2397041146270135,0.4206851499391299
Gm17056,0.7799709,0.1931365276652252,0.3585072568565546
Abhd12,0.071662046,0.23974036071399793,0.4207067464376958
Cbfa2t2,0.109047905,0.19313226114579982,0.3585072568565546
Notum,1.7284869,0.23977134823556137,0.42071911158697156
Pi4ka,0.08444333,0.19319395766923803,0.35857598416999575
Nbeal2,0.10677224,0.240052559946989,0.42112844523793924
Anapc4,0.087405115,0.19325552098485566,0.3586280429665441
Znrf2,0.055834915,0.24044524856363986,0.421648972458721
Golm1,0.044088863,0.19326282176595758,0.3586280429665441
Mpg,0.057008184,0.2410150663501023,0.42256387917493243
Ndufs6,0.017123943,0.19328921919773265,0.3586391562624597
Cdc7,0.09686126,0.24128196286612683,0.4228807337594923
Trmt44,0.14513902,0.19332594116845334,0.3586694218911772
Olfr212,0.9274138,0.24131610983555393,0.4228807337594923
Ybey,0.14528634,0.193533016572369,0.35901569726868365
B3gnt6,1.0016965,0.24149150010081136,0.42310370202109254
Hipk3,0.07725698,0.19369671519589612,0.3592026136370055
9430002A10Rik,0.48606437,0.24187082097269058,0.42368380551765267
Gm44238,1.1217856,0.1937251833011903,0.3592026136370055
Dhrs9,1.7134628,0.24189828465291505,0.4236896796776315
Megf6,1.6501396,0.19401573560829719,0.3596833549788592
Ankrd11,0.031267,0.24265137986019433,0.4247547263953775
Wdr24,0.096192494,0.19405998903732044,0.35972744592329453
Ubap2,0.046700265,0.24275536449038124,0.424869424457082
Wdr1,0.04199414,0.19421677883898936,0.35998011333588864
Ccdc127,0.060231943,0.24288045183567233,0.42487329595353096
1700029I15Rik,0.41545975,0.19436112588898033,0.3601988605815497
Fggy,0.20159237,0.24312996514118418,0.4252535958421449
Zfp607,0.20246473,0.19441678669640922,0.3601988605815497
Pdzd2,0.27526727,0.24324534230591413,0.4253707234890864
Pidd1,0.118275605,0.1947301771563489,0.3607034260744724
Zfp143,0.10662297,0.24332198410061173,0.4254318809376288
Cry2,0.26766092,0.19480766581789488,0.3607705411730941
Adipor2,0.041567303,0.24332873358584803,0.4254318809376288
2610037D02Rik,0.08487353,0.19482799952954322,0.3607705411730941
Stk40,0.07593346,0.24442410821248256,0.42704959769516365
Gm19412,1.1357406,0.19501950345945132,0.36108710718501086
Slc35e1,0.066088416,0.2445889274405959,0.42729508121220716
Gnpda1,0.14007905,0.19517337926282366,0.3612958805209734
Smyd1,1.8988043,0.24461655631105803,0.4273008691902806
Gm3830,18.668829,0.19523355445671414,0.36136920712743176
1110006O24Rik,0.23183666,0.24520057779773125,0.42815081017880874
Dct,0.22180513,0.19529825892701136,0.3614509009083065
Cep68,0.09911418,0.2453749389887703,0.4283275854623682
Plekhm2,0.18311371,0.19544502408832382,0.36160827630070697
Tpm3,0.024966538,0.2454573912359586,0.4284289567132996
Nrtn,0.07534222,0.19547810572699728,0.36162450119259115
Zfp637,0.04974882,0.2461510870192801,0.4293437800849986
Btk,0.36687535,0.19551552869918676,0.36162450119259115
4930500M09Rik,0.91524345,0.2465623682775396,0.4299305911630486
Shisa4,2.300359,0.19557951090285905,0.3617047721633279
Nme7,0.07612278,0.2467075436037868,0.43001305928876665
Ankrd24,0.16377227,0.19563202732255094,0.36176382364928844
Dnajc7,0.034810245,0.24699830744054646,0.4304344760663153
Arih1,0.059037272,0.19569022148115156,0.36179529322338516
1110059E24Rik,0.04552417,0.247492153482036,0.43120955910567305
Zfp85os,0.40697446,0.19581154541895598,0.3619815156372095
Cyp2b10,0.8989896,0.24830697830112836,0.4322477835315258
Slc2a8,0.1467432,0.19593855944111646,0.3621782165834374
