,logFC,P.Value,adj.P.Val
Vopp1,0.19990717,0.32634616970097974,0.7999401894754837
Atp6v0e,0.03978783,0.5347502160361652,0.9478143379863766
Tubgcp4,0.19766043,0.3263541275386219,0.7999401894754837
Rps3,0.019489322,0.5348267575809906,0.9478143379863766
Tesc,0.21204996,0.3265851327954311,0.7999401894754837
Ankrd6,0.25626022,0.5348875610626829,0.9478143379863766
Phtf1,0.17873046,0.3267210675786826,0.8000932720959014
Naa20,0.06183752,0.5349078734217538,0.9478143379863766
Inca1,0.7595505,0.32681489710145195,0.8001000538818355
Fnip2,0.14974697,0.535408778884541,0.9478882199615191
Lgals7,1.245323,0.3268619708954762,0.8001038326432933
Adap1,0.3270215,0.5355406557970253,0.9479456082514458
Tarsl2,0.3177227,0.3271138266872555,0.8004973229877651
Arcn1,0.06771215,0.5355490809036791,0.9479456082514458
B230322F03Rik,0.38226232,0.32740251120476327,0.8006463024493884
Irs1,0.17735364,0.5357022250271488,0.9481211804211992
Gm26890,0.32342353,0.3274871653429732,0.8007418890457865
Gosr2,0.08484402,0.5358585939487361,0.9482070240248315
Cdk17,0.36575207,0.3275632908740964,0.8007778385389394
Ctsz,0.058200315,0.5361372823322424,0.9483181139833414
Dclk2,0.45861247,0.3276385738971703,0.8007778385389394
C2cd2l,0.109265074,0.5364177698733958,0.9485287090653212
Zxdc,0.22269993,0.3279741386185353,0.8013072811591355
Catsper2,0.44442323,0.5365914399969851,0.9485287090653212
4731419I09Rik,1.5455974,0.3280472847054673,0.8013309610966328
Bod1l,0.06909103,0.5366881553654179,0.9485287090653212
Efna2,0.53093034,0.3284635957256091,0.801790633099893
Ptprr,0.19028383,0.5369379041850173,0.9485561944604275
Tfrc,0.29460374,0.32856285805124674,0.8017935994453586
Prorsd1,0.087042645,0.5371805587678695,0.9485561944604275
Slc44a2,0.5185874,0.3286012433555945,0.8017935994453586
Zdhhc8,0.18514079,0.5372287201061351,0.9485561944604275
Zfp628,0.2871596,0.32864210497374535,0.8017935994453586
Rnf41,0.08557712,0.5373226589514999,0.9485561944604275
Fmr1,0.11724877,0.3286575599670021,0.8017935994453586
Kctd1,0.2991163,0.5373889755679186,0.9485561944604275
Ulk1,0.20110998,0.328692943174436,0.8017935994453586
Wdr83,0.084860146,0.5374040460998,0.9485561944604275
Nhs,0.82655615,0.3288884634405027,0.8020475064534962
Fam187a,0.83335286,0.5375018109014837,0.9485561944604275
Dnmt3b,0.3534263,0.32902523610215983,0.8020475064534962
Derl3,0.30248788,0.5375711277638062,0.9485628505064131
Hmg20b,0.118485,0.3291045207664416,0.8021077129437962
Tomm40l,0.113067724,0.5377032632126841,0.9487007474333833
Tigd2,0.13504553,0.32914122335615514,0.8021077129437962
Vps72,0.06706645,0.5382993188955398,0.9493408612154577
Serpinb6b,1.2277074,0.3294852693631882,0.8025009893997652
Slc12a9,0.10724675,0.5383361794805688,0.9493408612154577
Zfp74,0.302473,0.32976155020897824,0.8030626000308169
Ifitm2,0.058490966,0.5385848358765624,0.9496840578826841
Wdyhv1,0.19364996,0.32989031197161167,0.803264854132899
Tppp,0.40463746,0.5386491476900109,0.949702164378104
Klf13,0.123393424,0.3301067171892915,0.8034578034857923
Ppm1n,0.15376735,0.5389360692930877,0.9500174085352021
Pa2g4,0.09532682,0.330190918099018,0.8035514476878609
Pcbp3,0.19649848,0.5395189281347773,0.9507216484197026
Nr5a2,0.46527144,0.3302747405018849,0.8035709649089492
Ece2,0.12489075,0.5395519831383199,0.9507216484197026
Tnfsf13b,0.98893034,0.3302903931905389,0.8035709649089492
Setd6,0.15182026,0.5398178275374985,0.9510665490836726
Zfp595,0.51630455,0.33047004016821924,0.8037178929625287
Jak3,0.34033725,0.5399562740266803,0.9510665490836726
Plag1,0.6032711,0.3306885975563969,0.804094468639624
Fam126a,0.11083057,0.540031885415247,0.9510665490836726
Ube2z,0.12762363,0.3310030119202281,0.8046363160152397
Slc9a3r2,0.26739314,0.5400415603097208,0.9510665490836726
Nkap,0.1630506,0.33106862025593453,0.8046844901462707
Paxip1,0.10366861,0.5400724459856581,0.9510665490836726
Smad5,0.15780653,0.3314139219411024,0.8048232890109355
Tma7,0.031823844,0.540149084289036,0.9510772990660549
Rrp36,0.2227652,0.331435377327708,0.8048232890109355
Lmln,0.3286918,0.5401867934887778,0.9510772990660549
Ssbp2,0.16868523,0.33154984435458235,0.8048232890109355
Apobr,0.55596524,0.5402551970977205,0.9511024422558849
Fam131a,0.33470428,0.33157675242149376,0.8048232890109355
Lsm14b,0.11137476,0.5406294523429518,0.9514009586439551
Tmem161a,0.1748271,0.33158185855904265,0.8048232890109355
Tmem180,0.15691869,0.5406483866219669,0.9514009586439551
Dctn4,0.18585972,0.33185859294109554,0.8049411411850802
6030458C11Rik,0.15553008,0.5406983101441848,0.9514009586439551
Fkbp9,0.30537334,0.3318612967555856,0.8049411411850802
Ppp1r3e,0.24061838,0.5408612645621871,0.9514009586439551
Zfp960,0.66216534,0.3322587692451757,0.8054736808963125
1700054A03Rik,0.610547,0.5409378931972129,0.9514009586439551
Tasp1,0.25476158,0.332264195801364,0.8054736808963125
BC003965,0.08540112,0.5411542833042655,0.951541346858701
Plagl2,0.21512944,0.33263197256337185,0.8061954940841247
Gtpbp8,0.120011516,0.5416287515215433,0.9517530556700378
Rspry1,0.17465597,0.33273587838153207,0.8062834515717957
Nipal1,0.08615019,0.5416495071803139,0.9517530556700378
Ccng2,0.21544924,0.33280186306744874,0.8063321576843068
Arv1,0.27349553,0.5417870551657566,0.9517530556700378
Slc25a14,0.16641672,0.33289219165153194,0.8064398240822127
Ncapd2,0.22615221,0.5418200474713225,0.9517530556700378
Cldn3,0.08550649,0.33295767514245844,0.806487281223766
Pecam1,0.20988977,0.5420396875100058,0.9517530556700378
Serpina1d,0.49745,0.3330186758630028,0.8065012160766357
Grwd1,0.13706255,0.5421223193057514,0.9517530556700378
Spns2,0.61277425,0.3330552168137566,0.8065012160766357
Fancb,0.8580506,0.5421550834547026,0.9517530556700378
Kdm7a,0.09961678,0.33319727403582666,0.8065463827935929
Pusl1,0.15621655,0.5421809533479625,0.9517530556700378
Rad54l,0.81327415,0.33339588133627984,0.8067702867973624
Hs3st1,0.27189213,0.5425522302325524,0.9517530556700378
Capza1,0.12900685,0.3334958719251425,0.8069011369049331
Cfap206,1.0610125,0.5426617648458374,0.9517530556700378
Cd164,0.07052708,0.33361360099512016,0.8070748637509976
Morc4,0.30286703,0.5426757799851929,0.9517530556700378
Pqlc2,0.2581747,0.33374523801931577,0.8072821841312369
Shkbp1,0.08789943,0.5427291540031658,0.9517530556700378
Sfxn3,0.4304391,0.33380309503859606,0.8073110086861063
Tomm20l,1.063499,0.5428249682155728,0.9517593235745159
Fam83e,0.09272648,0.3338571642886572,0.8073306657554111
Wdpcp,0.25385213,0.5429311441744927,0.9517593235745159
Gm11899,1.523018,0.33393416554568367,0.8074057637774215
Zfp296,0.3530772,0.5429871372224246,0.9517593235745159
Tubg2,0.40659404,0.33432957503560934,0.8074774875661751
Cage1,0.4773136,0.5430222297087988,0.9517593235745159
Fbxo22,0.12294894,0.3345882174589233,0.807986635345013
Mnd1,0.19143017,0.5430655401742258,0.9517593235745159
Mkrn1,0.08902091,0.33493654584903565,0.8083119130182013
Sh3d21,0.34087172,0.543170598225426,0.9518485164155774
Dusp7,0.6317543,0.3350242619504168,0.8083119130182013
Tspyl4,0.1402411,0.543379366849696,0.952024487901267
St6galnac5,1.2465225,0.3350740020785812,0.8083119130182013
Ripply2,0.75134397,0.5434698764058438,0.9520881405722154
Atp6v0b,0.06223645,0.33511386908418206,0.8083119130182013
Neto2,0.17273167,0.5436438893729372,0.9522031364447947
Gm7160,0.4313025,0.3351307114770643,0.8083119130182013
Lynx1,0.1419188,0.5437003360258219,0.952207096370517
Gpr75,0.54905516,0.3351583288187069,0.8083119130182013
Adamts15,0.3476385,0.5442845221919734,0.952681682945224
Exosc9,0.14883389,0.33522888647792926,0.8083119130182013
Ccdc114,0.2914784,0.5445652060335004,0.952681682945224
Pla2g5,2.042487,0.3355410458904906,0.8088053770034442
Slc15a5,1.0546668,0.5446124052141319,0.952681682945224
Cped1,0.70941347,0.33561764121715787,0.8088053770034442
Sytl3,0.82544786,0.5446339486476627,0.952681682945224
Metap1d,0.17848037,0.33574196945153956,0.8089721207962243
Uxs1,0.12992623,0.544741101174997,0.952681682945224
Adam23,0.7052547,0.3358787231271516,0.8089907896811178
Ccnd3,0.07323262,0.5447845121445716,0.952681682945224
Psme2b,0.13932261,0.3363608077520033,0.8096025470646362
Myl4,0.46387306,0.5450859038866455,0.9531138894527384
Adcy6,0.17399527,0.3364738797887219,0.8096025470646362
Rwdd4a,0.07362593,0.5452486614839399,0.9532087871326379
Phc3,0.24356754,0.3366664338725368,0.8096025470646362
Vgll2,1.4852328,0.5453198007352235,0.9532383227215838
Wdr81,0.3029037,0.33670109447943786,0.8096025470646362
Harbi1,0.11739318,0.5454508728346881,0.9533103751169978
Vav2,0.38163275,0.33670934356176707,0.8096025470646362
Mobp,1.0665541,0.545469516974985,0.9533103751169978
Scrib,0.20661569,0.33674667825231885,0.8096025470646362
Rbm3,0.042613704,0.545580751101697,0.9533129370917534
C2cd5,0.14361994,0.3367847753687825,0.8096025470646362
Rab6b,0.15361065,0.5465996996931549,0.9541966103973826
Tead3,0.33331195,0.3368806655106754,0.8096025470646362
Mzb1,1.0712814,0.5466914591659251,0.9541966103973826
Slc25a45,1.5126989,0.3369953237921912,0.8096025470646362
Jph1,1.049097,0.5467688347712377,0.9541966103973826
Cml5,1.5482534,0.3371606771459805,0.8096025470646362
Ubfd1,0.07564495,0.5467841184412773,0.9541966103973826
Prr14,0.17410563,0.33715522428765243,0.8096025470646362
Dpp8,0.12627935,0.5470032795458983,0.9542561375114333
Adck2,0.23293814,0.33715699914235664,0.8096025470646362
Zdhhc14,0.12174105,0.5470649699930721,0.9542561375114333
Tmem64,0.2304939,0.3374082727530513,0.8096025470646362
Gm26637,0.6169884,0.5471108599292324,0.9542561375114333
Sema4d,0.32427004,0.337533291259687,0.8096025470646362
F2r,1.0565951,0.5473486209777094,0.9542561375114333
Sap18,0.0755472,0.3375447101690684,0.8096025470646362
Tgm5,0.3471261,0.5473925226712965,0.9542561375114333
Eif4ebp2,0.1802776,0.3375533378651223,0.8096025470646362
Ring1,0.091656655,0.5474545212126358,0.9542561375114333
Timp2,0.26484743,0.33756090948287654,0.8096025470646362
Pdzd3,0.109271444,0.5475080258721667,0.9542561375114333
Zfyve9,0.17512342,0.33771874640461985,0.8098705691277818
Dnah7a,0.9194571,0.5475387016874502,0.9542561375114333
Apbb1,0.14284652,0.3379411881178147,0.8102934232220436
Exoc6b,0.118851356,0.5475987423273743,0.9542561375114333
Zzz3,0.16675024,0.3381182600747211,0.8106073921272953
Cpn1,0.07471799,0.5478451283688657,0.9542561375114333
Ago4,0.33275446,0.33822118243824806,0.8106374958497155
Bcl2l11,0.1705918,0.5478569493742019,0.9542561375114333
Pla2g7,0.4782871,0.3383066692880543,0.8106374958497155
Cdk8,0.076837905,0.5480530307284004,0.9544035935169511
Xndc1,0.35880777,0.3383366726093655,0.8106374958497155
Ttc22,0.17611453,0.5480689477249352,0.9544035935169511
Cnot6,0.11796166,0.33897868546551535,0.811894839809936
Ssb,0.048976228,0.5482334132074067,0.9544388518222467
Gid4,0.20887145,0.3390724015712573,0.8119406177623463
Ffar2,0.06016452,0.5483640874399733,0.9545717789581627
Dck,0.3326412,0.3391759603589789,0.8119406177623463
Il23a,1.0451534,0.5486700505201323,0.9548206375312225
Fam76a,0.1328019,0.33920082622558356,0.8119406177623463
Lmntd2,0.59708935,0.5487451229232927,0.9548567229558395
Ptprk,0.1580086,0.33925918789246745,0.8119406177623463
Gm9797,1.0425552,0.5488420215540878,0.9549307767098996
D15Ertd621e,0.13512413,0.33931915317963146,0.8119406177623463
Capn10,0.08552624,0.5490098294218159,0.9550336302147663
Setdb1,0.22514601,0.33932122556459743,0.8119406177623463
Cdo1,0.09297037,0.5493128569998176,0.9550715438559279
Arrdc3,0.23267026,0.3395053398635235,0.8120138762278242
Alyref,0.08601426,0.549373344974131,0.9550715438559279
Alkbh6,0.116396874,0.33958517490393414,0.8120138762278242
Zfp711,0.29447126,0.5494403193431193,0.9550715438559279
Pde9a,0.19121996,0.33990297558324145,0.8124148932512686
1700084C06Rik,0.62348455,0.5495207636674038,0.9550715438559279
C130060C02Rik,1.5115066,0.34033133715360275,0.8130041121440456
Kcnk6,0.5185047,0.5502644051184626,0.9557131563705865
Tmem123,0.20278646,0.34041180806478943,0.8130041121440456
Chst9,0.3904869,0.5505621758091545,0.9559449134609405
Prmt10,0.27524677,0.3405065334507429,0.8130056130883022
Dct,0.2138045,0.5505672605211506,0.9559449134609405
Gpr55,0.8426315,0.34065851056729224,0.8132055974515912
Lamtor1,0.05345289,0.5509449567582074,0.9565061969089093
Armc8,0.12911682,0.34090721013398106,0.8132798727585617
Trit1,0.12763262,0.551074969802783,0.9566374043607929
Gm20604,0.15933126,0.34094536064487135,0.8132798727585617
Immt,0.054741304,0.5511753477054537,0.956680110497694
Ppp2r1b,0.2997445,0.341111304968707,0.8135652771736004
Srp54b,0.053355195,0.5514309686394039,0.9567806858635202
Wdr93,1.0429908,0.341196078522785,0.8136570345882618
Epsti1,0.10802116,0.5514474645996532,0.9567806858635202
Sept2,0.11583092,0.34126055286375345,0.813700365736057
Cracr2b,0.18645592,0.5516324416620335,0.9567806858635202
Prss30,0.35377717,0.3413822117028458,0.8138100448331238
Lrrc3,0.42388415,0.551737443293506,0.9567806858635202
Unc50,0.10610859,0.34141349281508626,0.8138100448331238
2700012I20Rik,0.3044928,0.5518227632337589,0.9567806858635202
Nde1,0.32493043,0.34149933444084823,0.8138179147399275
Grpel2,0.06614343,0.5518653065448496,0.9567806858635202
Serpina1c,0.19998561,0.3415726485450076,0.8138179147399275
Fut7,0.8318264,0.5521569332505375,0.9568875386788316
Cdc25b,0.32345423,0.3416231664740679,0.8138179147399275
Cep19,0.08163054,0.5521807444582482,0.9568875386788316
Zfp689,0.361135,0.34163402703217693,0.8138179147399275
Ggnbp1,0.18012679,0.552200115186227,0.9568875386788316
Slc17a5,0.1268663,0.34179478779555317,0.8139801878210131
Col9a3,1.034793,0.5522847802803836,0.9568875386788316
Tnk1,0.19340853,0.34211234354325504,0.8144053390796019
Tcea3,0.17453815,0.5522910926316464,0.9568875386788316
Arf3,0.096209764,0.3423870015299568,0.8147280674185419
Hacl1,0.20648827,0.5523215236960148,0.9568875386788316
Ttc37,0.42754003,0.3426274872670969,0.8149532874155373
Srek1ip1,0.077957205,0.5525022322872537,0.9568875386788316
Atp2c2,0.16255091,0.3427200227324627,0.8149532874155373
Ccnjl,0.17170726,0.552594638078252,0.9568875386788316
Tspan33,0.26534888,0.3428779099716398,0.8149532874155373
Ripk3,0.30809438,0.552773867960343,0.9570016063431208
Mtcp1,0.49088797,0.34294561260022927,0.8149532874155373
Aadac,0.1935419,0.5528168396432147,0.9570016063431208
Ttc13,0.17615928,0.342974440319164,0.8149532874155373
Apln,0.18178338,0.5528640703121471,0.9570016063431208
Slc25a22,0.22991858,0.34298812395254896,0.8149532874155373
Dhx29,0.138121,0.5529745368565178,0.9570985458662057
Fktn,0.17753991,0.34299454121811623,0.8149532874155373
Hist2h2aa1,0.34674603,0.553097692125369,0.9572174260113363
Dnase1l1,0.40946287,0.343038153247182,0.8149532874155373
Ramp2,0.16443817,0.5533452348357373,0.9574572481063816
Vamp2,0.109163396,0.3432801771840518,0.8152402367836986
Cbll1,0.100364946,0.5538435915694131,0.9576449879290317
Pi4k2b,0.1345275,0.3434036783625244,0.815322014773438
Cmpk2,0.216527,0.5538702297299153,0.9576449879290317
Ccdc134,0.3215215,0.3435149162924277,0.815322014773438
Zcchc12,0.12371774,0.554165438888832,0.9576449879290317
Speer4c,0.62763023,0.34356506289656086,0.815322014773438
Lingo1,0.37348032,0.5541862468306852,0.9576449879290317
Hmgb1,0.05732004,0.34356958984501074,0.815322014773438
Gm15972,0.3256419,0.5542362267977115,0.9576449879290317
Sgol1,0.7152276,0.34361092820873396,0.815322014773438
Rnase1,0.1847586,0.5543304368200954,0.9576449879290317
Gm5093,0.54528064,0.3440707321558304,0.816270882041222
Dnajb6,0.04946154,0.5544346501559192,0.9576449879290317
Asnsd1,0.15383431,0.344103721286142,0.816270882041222
Tmem33,0.057743866,0.5546552120140334,0.9577435433548795
Ncoa3,0.22991404,0.34462946607261136,0.8170768493381003
Tardbp,0.059325676,0.554804560830638,0.9577818700562307
Prmt3,0.25074843,0.34485213827267924,0.8173858156909147
Fsbp,1.0266498,0.5549057219144001,0.9577818700562307
Atp6v1d,0.09207295,0.344874215992082,0.8173858156909147
2210016F16Rik,0.07767681,0.554909222916432,0.9577818700562307
Fam175a,0.35300636,0.3451370072709671,0.817532734355867
Micall1,0.15425378,0.5550619682070963,0.9577818700562307
Tbc1d10c,0.91676044,0.34524890499899974,0.817532734355867
Gm17092,0.9096851,0.5551134323406766,0.9577818700562307
Rnps1,0.11348331,0.34527477757776914,0.817532734355867
Nhej1,0.15042824,0.5553414767431507,0.9578906802056986
Alox5,1.8978019,0.34562265578057794,0.817532734355867
Entpd5,0.07269552,0.5554093014096819,0.9578906802056986
Cdc16,0.14249514,0.3455866425127406,0.817532734355867
Card14,0.38206244,0.5554245865778569,0.9578906802056986
Pmpca,0.1356328,0.34566586870346316,0.817532734355867
Dnajb3,0.16039944,0.5555580613814647,0.9578906802056986
Gm17275,1.0100962,0.345704430781559,0.817532734355867
Gm26840,0.67466104,0.5559833810087784,0.9583419278535815
Gm9828,0.6253584,0.3457374759020536,0.817532734355867
Rasgrf1,0.26308626,0.5561216678963279,0.9583922790960253
Fbxl16,0.16557297,0.34572374832614694,0.817532734355867
Vegfc,0.48923314,0.5563943997917473,0.9584959718236807
1700047I17Rik2,0.50392205,0.3457987147594127,0.817532734355867
Gm12144,0.5014924,0.5568623649676668,0.9590104213618982
AC126035.1,1.2502995,0.3459112446932714,0.8176887682263732
Slc35d2,0.21551234,0.55698840419323,0.9590395088073321
Mfsd10,0.20261377,0.34609690230948054,0.8179075933680072
Tjp3,0.112719186,0.5576912166946071,0.9595692977589193
Elp3,0.17742234,0.3462466573252908,0.818054585293053
Gm10451,0.16491678,0.5578430968652689,0.9595723571426958
Ankrd46,0.16436695,0.3462630590546445,0.818054585293053
Slc22a29,1.0317129,0.5581598316796706,0.9595723571426958
Mcph1,0.37864888,0.3463144111222196,0.818054585293053
Gpr183,0.3451649,0.5581965256247887,0.9595723571426958
Rock2,0.122552544,0.34634530897287397,0.818054585293053
Arhgap32,0.10364816,0.5582328412440791,0.9595723571426958
Gm5113,0.3869671,0.3466350740699279,0.8183447357931597
Pigb,0.19259343,0.5582341977456984,0.9595723571426958
BC017158,0.32929954,0.3467513929646686,0.8184636975914199
Itch,0.08784732,0.558559949284885,0.959648870526937
Akirin2,0.100125775,0.3468363132603417,0.8185048499013093
Zfp947,0.26446715,0.5587338301555411,0.959648870526937
Gm15401,1.8759675,0.34701472014444523,0.8185048499013093
Rnf20,0.07439748,0.5588677043224692,0.959648870526937
Man2c1,0.1710589,0.34700746943152283,0.8185048499013093
Slc30a5,0.10478474,0.5588920126641925,0.959648870526937
Thap8,1.1917661,0.3471683437543188,0.8186781139015895
Bag2,0.18015993,0.5588989905957605,0.959648870526937
Tmem255a,0.5162209,0.3473351342189719,0.8188177208505206
Kdm8,0.3233002,0.559078742719088,0.959648870526937
Tmem116,1.0810142,0.34736733107270423,0.8188177208505206
Mapk8ip1,0.0943567,0.5590906767108252,0.959648870526937
Med15,0.1658379,0.3476003981905851,0.8191801749269497
Macc1,0.40910012,0.5591862925340003,0.959648870526937
Ccdc24,1.2034141,0.3477802411013513,0.8194612733808054
Nek7,0.120262094,0.559233620132126,0.959648870526937
Zc3h13,0.11487696,0.34784193567368915,0.8194967603691834
Pla2g2c,0.29764384,0.5593146711644118,0.959648870526937
Clcn5,0.11995437,0.348429825803113,0.8201121522686987
Usp1,0.11971209,0.5593729195209605,0.959648870526937
Rwdd3,0.38436466,0.34875970346016194,0.8207044326808216
Mrpl15,0.05482023,0.5594611293962055,0.959648870526937
Leap2,0.8642338,0.34892591598723155,0.8207044326808216
Fap,0.18067841,0.55952291092219,0.959648870526937
Ube2c,0.19489774,0.34894338879091225,0.8207044326808216
Usp54,0.33219215,0.5596154797814501,0.959648870526937
Trim24,0.12460855,0.34894631556343403,0.8207044326808216
Cd55b,1.0160182,0.5598344667430559,0.959648870526937
Ercc6l,1.4741673,0.3490050263637767,0.8207044326808216
Vma21,0.070194505,0.5598507156233935,0.959648870526937
Spsb4,0.9158071,0.3490369379737468,0.8207044326808216
Ndufb6,0.043587387,0.5598713266808355,0.959648870526937
BC037034,0.25276163,0.3490809133110673,0.8207044326808216
Asxl1,0.15275317,0.5599144780597674,0.959648870526937
Mob1b,0.13212638,0.3491758319795313,0.8207044326808216
Akap5,1.0115242,0.5599822804913301,0.959648870526937
Sp110,0.4531815,0.34932673107014167,0.8208877283157127
Rangap1,0.06972265,0.5601659208724149,0.959648870526937
Aldoc,0.20746581,0.3494707839667357,0.8210227388566105
Hao1,0.5853025,0.5602668992623994,0.959648870526937
Mob1a,0.1556221,0.3497340598636738,0.8215314308226627
Ncapd3,0.16501917,0.5603498957962518,0.959648870526937
Lhfpl2,0.15687212,0.349872813744179,0.8217475215084813
RP23-78N8.4,0.6494056,0.5604357030613101,0.959648870526937
Lsg1,0.15655231,0.34995500458975703,0.8218307223915275
Krr1,0.09788613,0.5604921304710664,0.959648870526937
Erich1,0.13633807,0.35037146067561276,0.8221938542336646
Nap1l4,0.06265942,0.5606073759679107,0.9597226904904135
Gcgr,1.471679,0.3504962759162894,0.8221938542336646
Tpx2,0.45839784,0.5607578177329993,0.9597932337607865
Hibch,0.17383668,0.35050050488894513,0.8221938542336646
5430403G16Rik,0.21908638,0.5611127124918343,0.9601025562431571
Ccdc3,1.1728184,0.3506506840946215,0.8222557341332778
Tmem86a,0.07123358,0.5612799996919084,0.9601348018882793
Llgl2,0.104583256,0.3507131613727894,0.8222925129825255
Fut1,0.38679057,0.561285200011284,0.9601348018882793
Mb21d1,0.5212574,0.3510965104616265,0.8225317600865132
Gtf2h5,0.04656033,0.5613473958273922,0.9601477308618613
Socs3,0.16854183,0.35117934427770725,0.8225317600865132
Sla2,0.704312,0.5614866723712038,0.960150626516332
Spata7,0.24635772,0.3511936511686553,0.8225317600865132
Smim1,0.23867527,0.5618862235484351,0.960150626516332
Vstm2l,0.5393361,0.3512077681265614,0.8225317600865132
Bub3,0.057441987,0.5619633217822839,0.960150626516332
Gm17541,0.63899046,0.35123646091670147,0.8225317600865132
Ccdc122,0.36624637,0.5620348170698113,0.960150626516332
Tmem143,0.2653889,0.3512283173737839,0.8225317600865132
Gm12354,1.0389079,0.5620662911830326,0.960150626516332
E030030I06Rik,0.21736477,0.3516834915126188,0.8232494999801853
Ctnna1,0.056508236,0.5623404466353112,0.960150626516332
Ankrd37,0.18494567,0.35182011612060793,0.8233247219131721
Atp5j,0.024042342,0.5623518277220658,0.960150626516332
Lmf2,0.24104,0.3518548196747441,0.8233247219131721
Rprml,0.05511128,0.5624067408135143,0.960150626516332
Rnf26,0.19989698,0.35185618059340595,0.8233247219131721
Fgf16,1.004593,0.5624598862465668,0.960150626516332
Mcm8,0.7708713,0.35205382069986435,0.823348654665786
Pstk,0.11181038,0.5624720218992689,0.960150626516332
Taz,0.13364618,0.35220982788699295,0.8235958561576083
Zfp280c,0.23763625,0.5625511210727909,0.960150626516332
Apcs,0.88460046,0.352294862262706,0.8235958561576083
Nelfb,0.07426035,0.5630376027706483,0.9602519468710944
Nrg4,0.5493855,0.3524170210697687,0.8235958561576083
Txnrd1,0.060835775,0.5631022769308955,0.9602519468710944
Ndst1,0.18975526,0.3524941303226592,0.8235958561576083
Ndc80,0.60684556,0.5635840361056113,0.9607937782774453
Pde6d,0.11171414,0.3524997461789593,0.8235958561576083
Gpd2,0.05863253,0.5639996470578816,0.961212829795346
Dusp18,0.111867696,0.3525453474812381,0.8235958561576083
Shisa9,0.38359755,0.5640771460910584,0.961212829795346
Rab36,0.18218572,0.3526281922113381,0.8235958561576083
Lrriq3,0.57243717,0.5641637940899356,0.961212829795346
Golga2,0.18799052,0.35274277452670333,0.8237446432074793
Map3k6,0.353494,0.5648418983292497,0.9620049117406382
Angpt2,0.50543094,0.3527856475718141,0.8237446432074793
Sfswap,0.085657455,0.5650192018140618,0.9621118596700916
Hist1h4c,1.3421141,0.3534645119963522,0.8247818177283093
Gm16559,0.88138855,0.5650974054654911,0.9621118596700916
Endog,0.1444133,0.353574331452555,0.8249258032771465
Ntng1,0.5165898,0.5652637072284826,0.9621118596700916
Ptch2,0.99266875,0.3539663508461671,0.8252299855653336
Gm37336,0.6102134,0.5654606808495188,0.9621167501267489
Kcnb1,0.29234856,0.35395708687285643,0.8252299855653336
Prkcq,0.35567254,0.565601682226865,0.9621167501267489
Drc1,0.19969904,0.3539908123414345,0.8252299855653336
Gda,0.5419525,0.5657697810516251,0.9621167501267489
Slc30a9,0.12891094,0.3540522165113009,0.8252299855653336
Tifa,0.13031189,0.565776600670042,0.9621167501267489
Ddx17,0.08979457,0.3540792176158092,0.8252299855653336
Csdc2,0.30843356,0.5657992945974496,0.9621167501267489
Serpine1,1.472407,0.3550433389668476,0.8266590945355092
Gm21994,0.9949794,0.565821861128283,0.9621167501267489
Gm13594,0.66285974,0.3550224517307866,0.8266590945355092
Scn2b,0.9961251,0.5658383094838645,0.9621167501267489
Rps6ka1,0.09373164,0.3550615202290608,0.8266590945355092
BC022687,0.14203043,0.5661649329872047,0.9624858631502514
Agpat4,0.30338904,0.3550687330310148,0.8266590945355092
Cep192,0.2333583,0.5667208468951053,0.9630117403003166
Gm9833,0.7162186,0.3553283024970507,0.8271158184651466
4732465J04Rik,0.64417434,0.5668178479822098,0.9630117403003166
Rac1,0.074663036,0.35540343937935626,0.8271158184651466
9830147E19Rik,0.19115318,0.5668578752442084,0.9630117403003166
Stk11ip,0.29340675,0.35552672831215404,0.8271158184651466
Ccdc51,0.14637451,0.5678092677111779,0.9638199769587097
Faf1,0.12615307,0.3555631510288234,0.8271158184651466
Cnih2,0.18470031,0.5679620153114107,0.9638199769587097
Hs3st3b1,0.37888846,0.35593238944519523,0.8272634006759646
Hlcs,0.23643868,0.5681948645362265,0.9638679325764609
Pde11a,0.20076597,0.3559402818250138,0.8272634006759646
Lsm11,0.17624584,0.5682242667601587,0.9638679325764609
Hist1h3a,0.81628823,0.3560610834150446,0.8274347287559612
Noc4l,0.12045592,0.5682942951928931,0.9638679325764609
Irf4,1.4753639,0.35643817054562776,0.8278602957560834
Gm5422,0.3480263,0.5683678938964631,0.9638997297280976
Acad10,0.47104013,0.3565351153516533,0.8278602957560834
Psmg1,0.08913672,0.5688089946964474,0.9642755608528526
Mbtd1,0.12354018,0.35656115670713606,0.8278602957560834
Mettl6,0.1244967,0.5695642492635076,0.9647127224708121
Nrip3,0.8626995,0.35661307448942015,0.8278602957560834
Vps26a,0.090812415,0.5697533741579321,0.9648396639982192
Ubap2,0.13963687,0.35678033577624246,0.8278602957560834
Gm13563,0.98889124,0.5698571296105275,0.9648396639982192
Dnal4,0.15215491,0.3568681141456672,0.8278602957560834
Top3b,0.112270474,0.5699104144028633,0.9648396639982192
Magohb,0.10215942,0.35688307754266535,0.8278602957560834
Synpo2,0.9889283,0.5703290809586784,0.9651765157633722
Rab11fip4,0.43298194,0.3569109753921942,0.8278602957560834
Arsb,0.099961996,0.5706244656907207,0.9653749871528469
Nupr1,0.33988515,0.35694096093728855,0.8278602957560834
