,logFC,P.Value,adj.P.Val
Hsp90aa1,0.3291603,2.5772680496067413e-09,1.1918508272562963e-06
Chga,0.6049879,7.145468460537369e-06,0.001268356739969931
Hmgcs2,1.3747982,3.7325210326909485e-09,1.6372628416360444e-06
Gm26917,0.62377375,9.117648979383414e-06,0.001574424029387624
Tuba4a,0.5106734,4.0228184189686484e-09,1.683166382774668e-06
Rps12-ps3,0.27607659,9.138522221449818e-06,0.001574424029387624
Pnliprp2,1.3724418,4.9520343127066726e-09,1.9822452640443796e-06
Rpl13-ps3,0.5588366,1.0319502915206286e-05,0.0017436983147011544
Acot1,0.87432086,5.144701184989357e-09,2.009062976084844e-06
Pabpc1,0.2679755,1.0673371130280416e-05,0.0017863157225944549
Tpi1,0.34712932,5.751581201107119e-09,2.1972290531968565e-06
Lcorl,0.46486276,1.2771847863367771e-05,0.0020590796559904756
Vcp,0.37387112,1.1515237380833137e-08,4.3054737551783134e-06
Malat1,0.23490179,1.4526173542633209e-05,0.0023206222514972124
Rpl10,0.116015896,3.7014372903029484e-08,1.3009071500498742e-05
Gm21092,0.6343664,1.6181868431589373e-05,0.002536052972643309
Espn,0.8454934,4.720256224040476e-08,1.595174281251217e-05
Gltscr2,0.3133298,2.0422074439239002e-05,0.0031206705575717126
Serpinb1a,0.40348938,6.79132931673405e-08,2.2100746311660642e-05
Eef2,0.15112118,2.1802408368857294e-05,0.003302876916085597
Cfi,0.96179235,7.147037632668484e-08,2.2835434967069684e-05
Srrm2,0.27921543,2.840583785890733e-05,0.004194754526845197
Cldn9,1.3722981,7.393973775289912e-08,2.3202553777351716e-05
Aldob,0.48046988,2.9441233195694327e-05,0.00431142325789947
Tuba1a,0.42564103,7.889509620474119e-08,2.3968745731046625e-05
Pitpnc1,1.0387433,3.239841697763385e-05,0.004628759199576908
Gng4,0.6081483,7.910927288457885e-08,2.3968745731046625e-05
Rpl27,0.18436116,3.420453715031513e-05,0.0048086106507399026
Cdk5rap1,1.2870007,1.2328322582181167e-07,3.610760212277828e-05
Gm42722,2.2257154,3.8084356280376115e-05,0.0052697353772838545
Hras,0.4849105,1.3767484697429956e-07,3.966164075212076e-05
Ppt1,0.6205502,4.164835325674122e-05,0.0057178633732868234
Dnajb9,0.7352829,1.8131132209176935e-07,5.132791632335903e-05
Tulp4,0.4449743,4.481349387558463e-05,0.006104709518415881
Ly6e,0.47444886,2.0118712592887506e-07,5.5241583811689396e-05
Cox6c,0.16830243,4.6101502773778595e-05,0.0062318592941816246
Creb3l3,1.1746488,3.7543291532605046e-07,0.00010113928403683589
Smim24,0.3180861,5.1411591943748887e-05,0.006792901543063904
Mdh2,0.2787267,3.7985504731298973e-07,0.00010113928403683589
Mapkapk2,0.61446565,6.130734890594995e-05,0.007695386016601845
Pitpna,0.5380777,8.631568466456868e-07,0.00021982978646528482
2010107E04Rik,0.23041369,6.446629043968495e-05,0.007916981523978975
Defa23,1.4048791,9.326262023989317e-07,0.00023412914649652037
Gm9493,0.40290788,6.460039393299711e-05,0.007916981523978975
Tnfrsf12a,0.6018944,1.0865778324547427e-06,0.0002684048649887599
Rpl7a-ps5,0.36983865,6.487482726073934e-05,0.007916981523978975
Psma4,0.3263429,1.1120341021571203e-06,0.0002684048649887599
Rplp2,0.11516603,6.76990672428235e-05,0.008148463757932448
Dhrs4,0.4459962,1.1149806603414028e-06,0.0002684048649887599
Ash1l,0.4062611,6.873991718742397e-05,0.008172140836614335
Tubb4b,0.36446244,1.2448049271693622e-06,0.0002926557076796834
Cdca7,1.0270033,7.121527008470269e-05,0.008343106274656537
Hmgn3,0.40663922,1.9549749570863377e-06,0.0004296702292862617
Ceacam1,0.38252932,7.771673544315517e-05,0.008984974946990564
Zg16,0.41594717,1.9560472510613404e-06,0.0004296702292862617
Rpl23a-ps3,0.24872835,8.991437962966315e-05,0.010193970278916583
Cdc42,0.2828004,2.1257229457699686e-06,0.00045912874841564147
Stxbp5l,0.66137815,9.630077217499813e-05,0.010778939295740397
Gm21002,0.9013289,2.1424092283663918e-06,0.00045912874841564147
Igfbp7,0.9919411,0.00010503041061585057,0.011608172363222277
Prdx1,0.2074986,2.6423735834168104e-06,0.0005594509756793205
Nhsl1,0.7891994,0.00011196224179962637,0.012296952969655214
Calr,0.27287632,2.982150390878465e-06,0.000609364288591945
Hnrnpul1,0.46656355,0.00011946107127347052,0.013039064630364581
Olfm1,0.41442072,3.0699098175170373e-06,0.0006200864968187
Serinc3,0.44281784,0.00013823658597266242,0.014459711460104743
Mdh1,0.30379167,3.171198775823922e-06,0.0006332667737222021
Xlr4a,3.4476244,0.0001445045169652535,0.015018039566623108
Sec61b,0.21070279,3.6555974787522387e-06,0.0007217956684731808
Slc12a2,0.96867365,0.00016001526135951173,0.016274934648040463
Ckb,0.81152683,5.10747400002335e-06,0.0009628296984197002
Stra6l,0.84204847,0.0001602210034775508,0.016274934648040463
Rfxap,0.7162417,5.150286897595847e-06,0.0009628296984197002
Gkn1,24.428976,0.00016643887231927257,0.016713316018666154
Dnaja1,0.30517283,5.408843171221084e-06,0.0009901000109152928
Rps26,0.12554221,0.00017380762839760907,0.017256053411475618
Upk1b,1.6227276,5.53281199786508e-06,0.0010023516003967324
Zfp36l2,0.68686473,0.00018937215376723217,0.01869571268624478
Gsto1,0.4756625,7.46748084200368e-06,0.0013122604083653066
Efna3,0.96104276,0.00019419802984550153,0.019065038985893845
Acadl,0.45977584,9.277678912692243e-06,0.0015828801119683574
Utp6,0.9534743,0.00019595861536762105,0.01910133010054476
Mrfap1,0.2038684,1.130843401726811e-05,0.0018747463300514385
Hoxb9,1.505536,0.00020791475904388267,0.02007519813559423
Taldo1,0.25342652,1.183795143637401e-05,0.0019441899120691635
H2-T23,0.57352805,0.00022271149553333624,0.02138638858473944
Hsp90ab1,0.1593975,1.2121004056079377e-05,0.0019722444840507675
Rps18-ps3,0.3235057,0.00022667864091882592,0.021532020307386636
Tfg,0.4016406,1.4833471439511714e-05,0.002348365708167021
Plekha6,0.45986554,0.00023464224128571918,0.022050096824138735
Calm3,0.27209163,1.6307630222995157e-05,0.002536052972643309
Irf2bp2,0.42614523,0.00024501683622434197,0.022415423885703105
Akr7a5,0.37339672,1.9566977772500585e-05,0.0030162324596153755
Alpl,2.7579513,0.0002528585076426422,0.022787090024636674
Oaz1,0.11437539,2.6103525947728204e-05,0.003920660354525023
Bcl6,4.25757,0.0002704198430168297,0.02424534643538137
Gale,0.42841613,2.771915220345256e-05,0.004128039505688744
Sorl1,0.9368217,0.00027397104049064,0.024439051241330032
Cldn6,0.9906614,3.0192714582492786e-05,0.004384930358331783
Rpp25,0.9045566,0.00032144862171911006,0.027826682903792716
Mptx2,1.0468214,3.1532929628192685e-05,0.00454203419964123
Sort1,0.4758578,0.00033677227804393704,0.0288260621869941
Cmas,0.36769253,3.331428519467565e-05,0.004721225271984155
Atp1b1,0.24841371,0.00034843968062298964,0.029297275155922474
Sdf2l1,0.45335904,3.5102693894397985e-05,0.004895711427033776
Rpl27a,0.09294446,0.0003556157105672894,0.02975826134189989
Gnai2,0.25954643,4.992823214384013e-05,0.00669762460659315
Rad23a,0.41908446,0.0003639344313560529,0.03016707435009395
Psmb5,0.26822996,5.05601827237865e-05,0.006731015840947728
mt-Nd3,0.28020108,0.00038335334314964153,0.031627550700322304
Ybx1,0.19405441,5.507800471487494e-05,0.007223028185481323
Ppp1r1b,0.65147513,0.0003951694558566655,0.03229912952450783
Maged1,0.28332618,5.5722805643130495e-05,0.007253458248642461
Larp1,0.45777276,0.0003980401388542196,0.03238314518557963
Ppp1ca,0.24902435,5.712835923919742e-05,0.007365578770445992
Ncoa1,0.5739943,0.0004015642499428523,0.032519302139381305
Gfra3,0.33010864,5.742242596887844e-05,0.007365578770445992
Rpl36a,0.16781919,0.00040737755666310754,0.032688793622104056
Tonsl,0.29910547,5.857065564902012e-05,0.007458421244349497
Slc18a2,0.89661634,0.0004093547844962236,0.032698143763418806
Scarb1,0.5621888,5.935909212715118e-05,0.00750444119388797
Pdcd4,0.36914614,0.00042031187601833245,0.033421450666380796
Mum1l1,0.89852214,6.398178093460397e-05,0.007916981523978975
Snhg18,0.41753814,0.00043815709598600197,0.03468348940433339
Ppic,0.6166078,6.58408902033518e-05,0.007979461817541387
Rps17,0.10290305,0.00045544702993961165,0.03589045137725917
Dad1,0.21076551,6.882586034364773e-05,0.008172140836614335
Rpgrip1,0.7955276,0.00046867318558299425,0.036604417289999816
Lgals2,0.17691807,6.932080520938842e-05,0.008175667851977065
Hist1h1e,0.7342954,0.000474677034912495,0.03690928997574015
Nr4a2,0.49196076,7.251392731395422e-05,0.008438988375417998
Ip6k1,0.48151135,0.000497939964847082,0.03837850439586742
Ndufs5,0.25848088,8.776356396830598e-05,0.010080190258921836
Kdelc1,1.1734825,0.0005123509928528065,0.03901653857201753
Aamp,0.30128077,8.924599824069225e-05,0.01018389563041354
Igf1r,0.6994917,0.0005198424301227297,0.03937582338166694
Serpinf2,0.43136853,9.361838534767648e-05,0.010545871062273839
Zfr,0.39522022,0.0005261721628720423,0.03951462999209573
Atp5b,0.17750143,0.00010113687875152791,0.011248597280383545
Map3k1,0.8554837,0.0005360952837147629,0.04008852093923204
Efcab2,0.99601877,0.00012059324035743472,0.013081388967908645
Hist3h2ba,0.6947737,0.0005438813400833324,0.04049841859866272
Psma3,0.24961479,0.00012560387937252983,0.013541331117874028
Ap4b1,0.89496773,0.0005569739753606822,0.04112480533198852
Dusp1,0.8882298,0.00013092770474057948,0.01395193355175965
Suv420h1,0.46374893,0.0005677091669131777,0.04174206355717687
Dnajc21,0.46998173,0.00013100034348377296,0.01395193355175965
Wscd1,4.1745677,0.0005907991802920274,0.04276423574009926
Pcbd1,0.21573676,0.0001320346465010701,0.0139773785720681
Cbarp,0.6797082,0.0005852195254595949,0.042718046518550934
Eif5a,0.202033,0.00013819885228284808,0.014459711460104743
Amph,1.6751714,0.0005913452048508575,0.04276423574009926
Upp1,0.4486972,0.00014528348752779427,0.015018039566623108
Lypd8,0.3370965,0.0006090647257195711,0.04368609969416336
Hspa5,0.27427888,0.0001571171028965175,0.01614630905965206
Fau,0.0878162,0.0006743658431003712,0.047592895424910936
Pomp,0.23969392,0.0001634778934204957,0.01651032770734696
2610524H06Rik,0.59437853,0.0006822692440040354,0.04780881413012621
Ctsh,0.4790926,0.00017082782887775988,0.017056576345845877
Cldn15,0.8264559,0.0006929337518748801,0.04823833431203476
Gm15293,1.3239409,0.0001967416347919309,0.01910133010054476
Cnpy3,0.54842263,0.0006944914687842027,0.04823833431203476
Srp14,0.24006417,0.00022400423365607624,0.02139362172846863
C920006O11Rik,1.5375867,0.0007100000782901337,0.04912138336926189
Hist1h2bc,0.3046089,0.0002320795536030545,0.02192652685734665
Ikzf4,0.50046843,0.0007427455681873889,0.05039485663998836
Calm1,0.11290013,0.00023894981184777213,0.022335452359579254
Renbp,2.6223922,0.0007735525868923872,0.051771208093281944
Tspan1,0.30142915,0.00024233054604708704,0.022415423885703105
Mbnl1,0.5027698,0.0007748152124584961,0.051771208093281944
Ccl6,0.7325405,0.00024402995960367348,0.022415423885703105
Zbtb44,0.6340265,0.0007781299490897817,0.05179574846725278
Manf,0.3020169,0.00024602697277169994,0.022415423885703105
Gzma,24.607676,0.0008043148313245888,0.05313618244686842
Eif4e,0.32398334,0.00024618316792469696,0.022415423885703105
Elavl4,0.9049226,0.0007881869775169374,0.05226720662605713
Arf1,0.21175997,0.0002486873595315792,0.022526716335301244
Zfp703,0.483144,0.0008184613399466581,0.0538682439209087
Lrrc42,0.38002795,0.0002844144313336684,0.025242498999124015
Zfhx2,0.51338744,0.0008452035580873557,0.05501023009729297
Pdap1,0.24486454,0.0002868474620713905,0.02533050477879671
Atox1,0.21579969,0.0008506936433405777,0.05516324499787443
Pdia6,0.2870096,0.00030507320885977507,0.026805257496464136
Kdm6b,0.40894312,0.0008630386162769482,0.05555376411661103
Psma1,0.28161842,0.0003144023706240642,0.027487526661575522
C1qa,1.3193878,0.0008706715051202299,0.05563749221628291
Cct7,0.26584488,0.0003174727693079585,0.027618559282419578
Lgr5,2.0582442,0.000876122137302279,0.055782950430481704
Dbi,0.25605837,0.0003319766015022876,0.028597180481371075
Rps23,0.09145447,0.0008907959433752695,0.05651248055210689
Sfr1,0.26465037,0.0003388003958795377,0.0288260621869941
A430046D13Rik,2.0898147,0.0009027229328639406,0.057063129853302266
H2-K1,0.2511955,0.0003395547073753929,0.0288260621869941
Ascl2,1.7405018,0.0009867790872905373,0.060844452284058284
Erh,0.21276489,0.0003471018305422467,0.029297275155922474
Cyp2s1,0.9495425,0.0009867763298783833,0.060844452284058284
Surf4,0.35416767,0.0003590327209038203,0.02990181044759637
Pard6g,1.4706938,0.0010048804468825116,0.0615287947493602
Rbm48,0.9652881,0.0003886638074199669,0.03191583685883682
Socs2,0.3400983,0.0010176349708387687,0.061942696518988115
Map2k2,0.26456696,0.0004046869278876194,0.032621850384262095
Serpinb6a,0.37539408,0.0010222148745522423,0.061942696518988115
Xrcc6bp1,0.58980083,0.0004591040945527231,0.036017126132031264
Dst,0.3621172,0.001061721452951071,0.06367792181812003
Pabpn1l,1.4671775,0.0004962997569103022,0.03837850439586742
Arid1b,0.53504026,0.001068167848746139,0.06384664491842143
Cst6,0.52729905,0.0005023725731972342,0.03855106213447597
Rin2,1.1265574,0.0010840213527049077,0.06413975498681261
Defa5,0.80546683,0.0005128788715720736,0.03901653857201753
Mfhas1,0.7606211,0.0010972041726027926,0.064485514799829
Cct8,0.28611562,0.0005248713262441727,0.03951462999209573
Rps15,0.090601966,0.0010971322986515599,0.064485514799829
Eif4a1,0.20869055,0.0005527399765057164,0.04098438652799558
Insc,0.9225573,0.0011125292128750415,0.06516825285951035
Pxmp4,0.49287316,0.0005858447169504794,0.042718046518550934
Tmem256,0.28198472,0.0011287363286666527,0.06564803523217747
Rogdi,0.313289,0.0006043182862644741,0.04352330018248198
Pcgf2,0.5964022,0.0011317173792565818,0.06564803523217747
Psmc5,0.2848764,0.0006225300304924089,0.04447040742212643
Epb41,0.6820487,0.0011351707862775305,0.06564803523217747
Crabp2,2.0902283,0.0006593567350759933,0.046910428767167736
Myeov2,0.23762175,0.0011467038150667296,0.06585302660839099
Ftsj2,0.902531,0.0006641912450606442,0.04706384173165604
Scn3a,0.39078197,0.0011805189285236744,0.06757413397702453
Ahsa2,0.37779182,0.0006828664625653946,0.04780881413012621
Tcf7l2,0.52339965,0.0012150822199395515,0.06887948339031529
Usp18,0.46823123,0.0007258926329236265,0.050023965640654464
Sdc4,0.4429251,0.0012601303206504885,0.07097522475894562
Cdr2,1.0546889,0.0007310988911505907,0.05012571310259394
Fam213b,0.51069033,0.0013095267553923356,0.07352176892175565
Etfa,0.30878457,0.0007344274971301404,0.05012571310259394
Aldh5a1,0.63920516,0.001336860634607791,0.07481736284064558
Slc35b1,0.32232577,0.0007359263631974755,0.05012571310259394
Zfp282,0.5767706,0.0013744077868022028,0.07619075090686155
Krt8,0.17376254,0.0007618148824762578,0.05148989588367415
Kit,0.57478523,0.0013976810039895329,0.07651541521217464
Tpt1,0.09536831,0.0007679488922366155,0.051705616411011665
Igbp1,0.38232756,0.0014102139586112162,0.07696176985923883
Phlda1,0.47819814,0.0008262700992078582,0.05417927034843169
Rpl35,0.12831242,0.0015407771620195524,0.08271629728648551
Msantd4,0.56340456,0.0008294967842538147,0.054188650519302176
Gstm4,0.9240702,0.0015645950903292905,0.08271629728648551
2310069G16Rik,1.9002795,0.0008569637025710798,0.0553655262694176
Cbx7,0.73687446,0.0015674345300403843,0.08271629728648551
Rpn1,0.2638877,0.0008705262530226183,0.05563749221628291
Clca1,0.94009644,0.0016004646132904887,0.08395511835627988
Cd81,0.16105475,0.0009289535788140387,0.058510757134405386
Setx,0.69057626,0.0016370032634977587,0.08536219094791131
Bend5,1.1604501,0.0009480570280798043,0.05950073626588
Mkks,0.40683976,0.0016801005872671684,0.08735031840250282
H3f3a,0.097883314,0.0009575178726347658,0.05988064617726242
Snrnp25,0.5485106,0.0017017766156704444,0.08795682490346093
Psmb3,0.22922507,0.0009730295700033476,0.06063492423286818
Tab3,1.089561,0.0018027155006044252,0.09129429248450019
Hint1,0.15140313,0.000985668053324858,0.060844452284058284
Top2b,0.36903974,0.0018003872764605416,0.09129429248450019
Ndufb8,0.1903432,0.0009992885069999653,0.061400338928358014
Fam160a2,0.44801542,0.0018229785530390003,0.09179141006462566
Tpst1,0.37906644,0.0010211765504256835,0.061942696518988115
Cspp1,0.33958337,0.0019057294855318325,0.09433629365986167
Jund,0.25806227,0.0010333760798841136,0.06240384141513239
Tescl,23.631443,0.001951460830200773,0.09579056192491113
Akr1c19,0.29906532,0.0010498326061907396,0.06318050818010229
Slc13a1,1.0735211,0.0019484288658808968,0.09579056192491113
Psmc3,0.2924014,0.0010726353785341855,0.06389634409146183
Ephb2,0.47544533,0.0019923686905659165,0.09680384045314469
Slc25a4,0.23997883,0.0010765438629155306,0.06391251791558993
Resp18,0.39532375,0.0020155707047283798,0.09680384045314469
Capzb,0.2291039,0.0011356628185615403,0.06564803523217747
Bmp3,3.591134,0.002082709383247523,0.09918550675286916
Dctn2,0.28033146,0.001141407673419157,0.06576379359014703
Mrpl53,2.1727574,0.0020973316741136534,0.09961191759243035
Scg3,0.30303028,0.0011869185178564135,0.06759683023407387
Slc24a5,0.64803785,0.002109730934123569,0.09975920917163109
Tmem160,0.30148697,0.0011886086918755378,0.06759683023407387
Myadm,0.7541963,0.0021154896184997205,0.09975920917163109
Acaa2,0.3223031,0.0012311136234694343,0.06956385757308158
Ubl5,0.15816867,0.0021174634394251633,0.09975920917163109
Katna1,0.43338624,0.0013715417253018533,0.07619075090686155
Mtus2,0.83225256,0.0021461656720216035,0.10043998463282534
Cd24a,0.29310668,0.0013722017391548777,0.07619075090686155
Jade3,0.50953597,0.002163872998883048,0.10053147558603565
Nhp2l1,0.25549766,0.0013857346152162328,0.07630271055101724
Rps18,0.08419757,0.002168180119905964,0.10053147558603565
Pdia5,0.5108289,0.0013865771623281563,0.07630271055101724
Pbk,1.4255899,0.0021840403162387183,0.10073527684320996
Taf10,0.2891613,0.001389453558090566,0.07630271055101724
Rps19,0.0920131,0.002245025730695946,0.10258433323604974
Psme2,0.22156973,0.001442424150536581,0.0784759120661899
Mef2d,0.46190748,0.0022533177390949297,0.10258433323604974
Scgn,0.40798563,0.0014608068060374766,0.07923073457560673
Mgat4a,0.54512453,0.0022738088620673966,0.1030469442975257
Zfp454,2.69778,0.0014889888292098671,0.08051077137139999
Tm9sf4,0.49621433,0.002275207101089169,0.1030469442975257
Ndufb9,0.1702498,0.001534988991598179,0.08271629728648551
Xlr3a,1.1074709,0.002296074430750085,0.1031941584950671
Arpc5,0.19773108,0.001551657981306864,0.08271629728648551
Arid5b,0.54331684,0.0023032286431541584,0.10325162486262252
Eftud2,0.47962594,0.0015556247191343333,0.08271629728648551
Itgb5,1.9920315,0.0024262909815367605,0.10735117062317764
Phyh,0.27185172,0.0015575088535847575,0.08271629728648551
Reg1,0.9121066,0.0024313302172665283,0.10735117062317764
Srp68,0.39602256,0.001561021273751399,0.08271629728648551
Mcf2l,0.39959624,0.002457706569814086,0.10772990365244393
Gstz1,0.25860226,0.001600189038432631,0.08395511835627988
Rpl32,0.076535314,0.0024611394142509254,0.10772990365244393
Ap4s1,0.4424507,0.0016053940904890063,0.08396306652429555
Igfbp4,0.87068105,0.0024941617686368273,0.10868980952658029
H2afz,0.15878953,0.0016941151024626685,0.08781912889550582
Rps25,0.08719093,0.0024987584959163737,0.10868980952658029
Fdps,0.3165396,0.0017313355296114316,0.0889817735893564
mt-Nd4l,0.4361931,0.002514818544072728,0.10906969284897824
Ciao1,0.48887175,0.0017317342837056785,0.0889817735893564
Oscp1,1.1099824,0.002522017267527481,0.10906969284897824
Sox4,0.2904253,0.0017399599456290478,0.0891437787887442
Clock,0.35284698,0.002527459464440664,0.10906969284897824
Rwdd1,0.25507894,0.0017845017631416564,0.09098326024428101
Pacsin1,0.82819,0.0025372735164887776,0.10906969284897824
Ndufa8,0.20205894,0.0017862189031057276,0.09098326024428101
Sema5a,0.61703247,0.002615677837111423,0.11141577473506137
Scp2,0.20034976,0.001809438556921406,0.09137144758844788
Chmp4c,0.40753478,0.002698469373624377,0.11383192765743413
Gpx2,0.23813264,0.0018296014856755884,0.09186167687936318
Gm10036,0.465136,0.0027068676410313963,0.11383192765743413
Guca2b,0.6009451,0.0018717110874910668,0.0937082021096311
Pou3f4,3.243703,0.0029005194716577153,0.12056069275843558
Decr1,0.4562631,0.0018814217382479128,0.09392677331315503
Gast,1.2572471,0.0029020186101871193,0.12056069275843558
Arhgap24,0.79010856,0.00189781219191855,0.09433629365986167
Plet1,2.3075442,0.0029224242083331717,0.1211220769175444
Arpc1b,0.22154056,0.00190134771113508,0.09433629365986167
Nudt22,0.5231373,0.0029526651010833523,0.12208749134432413
Rpl36al,0.12150161,0.0019471549567565043,0.09579056192491113
Sh2d6,3.978272,0.0029968614763035586,0.12304637084832346
Myl7,0.4461144,0.0019701859586561277,0.09644032827705885
Rpl28,0.09723303,0.002986674762342353,0.122915305851621
Eif3a,0.21930635,0.0019864108806675004,0.09680384045314469
Thada,1.3874522,0.003063625791365148,0.12491205575791124
Tmem238,0.2843711,0.002009369181344285,0.09680384045314469
Rac2,3.7569892,0.0031058830085065564,0.1260500741535467
Eif4a3,0.3175099,0.0020097622891492644,0.09680384045314469
Ahnak,23.46883,0.0031397717169736974,0.12683955949972134
Rhob,0.37406868,0.0020118923184817864,0.09680384045314469
Lzts3,1.3528974,0.0031786391744908233,0.12753019683408046
Mertk,1.3893379,0.0020161728564189927,0.09680384045314469
Gm53,23.502266,0.003229507852607641,0.12927594873319836
Nit2,0.3937703,0.002031488145061105,0.09727340919116839
Galc,1.5231547,0.0032501747918848947,0.12980754913134832
Fst,0.69075894,0.0020777502436584716,0.09918550675286916
Csnk2a1,0.31757453,0.003304656555105067,0.1305005160513738
Sec13,0.30033782,0.002125908491936727,0.09988927788450296
Rps21,0.109895,0.0033432844053355136,0.13143520549208274
Atp5f1,0.17634016,0.002153479373531982,0.10043998463282534
Gins4,0.5140851,0.0034117390860183127,0.13381040758609364
Psmb6,0.18556671,0.0021547757472585873,0.10043998463282534
B3gntl1,1.9579705,0.003555527717759941,0.13853944253701872
Idh1,0.3633935,0.0021768564126116246,0.10066815194427389
Marc2,0.311978,0.003542424023547249,0.1383355941462129
Tle6,0.3557627,0.0022160412778123857,0.10171706415806876
Grk4,2.0013967,0.003694765481202213,0.14207464726732275
Tefm,0.5855406,0.0022169029518318067,0.10171706415806876
Dnmt3a,0.29567945,0.0036940714618417816,0.14207464726732275
Ten1,0.24283859,0.0022482556460213803,0.10258433323604974
Ppm1h,0.5945123,0.003710519971515247,0.14225616019570453
Leo1,0.4247636,0.0022915290987145748,0.1031941584950671
Muc2,0.5333963,0.0037156761810634713,0.14225616019570453
Nedd8,0.19079804,0.002293961576166598,0.1031941584950671
Hspa1a,0.5517167,0.0037413522770789616,0.14228424106869159
Igfbp3,0.72863597,0.002353898890006426,0.10525461881446037
Gkn3,1.0550497,0.0037508468604596605,0.14228424106869159
Tubb2b,0.38104504,0.0023652801234786396,0.10549509545657394
Kmt2a,0.3021062,0.003756893407834342,0.14228424106869159
Plekhf1,3.6109643,0.0024080052905036575,0.10697136482816007
Rpgr,0.5954796,0.003825793860262896,0.14427183585064352
Psmd6,0.2759698,0.002410553717176998,0.10697136482816007
Rpl26,0.078450754,0.003840268674469116,0.14450758333286035
Gadd45g,0.3241639,0.0024601529983837456,0.10772990365244393
Rgs16,2.1713722,0.0038697888017358933,0.1449974384070466
