,logFC,P.Value,adj.P.Val
Serinc3,0.63694024,3.0989328419751873e-98,3.6305031221353314e-95
Fabp1,3.117532,0.0,0.0
Plac8,0.4163815,2.023857530453272e-83,2.092073434273844e-80
Lyz1,1.8176438,8e-323,6.94577e-319
Txnip,0.92566705,7.096068421556383e-83,6.927733909556129e-80
Defa24,1.1895636,1.6383e-320,9.5967425e-317
Rpl41,0.18466744,2.017490890335396e-80,1.8659667060981004e-77
Gm15284,1.4458227,9.67120256124669e-299,4.248801065219702e-295
Pigr,0.4350496,3.1385309609727308e-80,2.75767022885869e-77
Itln1,1.367258,3.1689866629820014e-150,9.281433771430452e-147
Smim24,0.71150863,2.3380455356479096e-79,1.9564987713305104e-76
Fabp2,0.90407157,6.3160976388227066e-152,2.2198556761406284e-148
Oat,0.44224828,4.91310039869531e-77,3.924450604830577e-74
Gm14850,1.2151961,1.7654691745660127e-146,4.432084257806935e-143
Sepp1,1.4626405,3.3169406070345054e-69,2.2418691264391294e-66
Hmgcs2,1.1900325,9.350898673345242e-128,2.0540417798336992e-124
Zfos1,0.51421815,6.260785013145422e-68,3.929313394143018e-65
Defa17,1.243271,1.198223864160474e-121,2.3395986627657785e-118
Eef2,0.24068542,1.2714567237676116e-62,7.207519034441367e-60
Gm14851,1.4143901,5.182240924316564e-120,9.106751976301498e-117
Rpl9-ps6,0.24282941,5.253290304373549e-50,1.9641717131650295e-47
Acot1,1.0537755,3.6906244005499665e-117,5.895940235533142e-114
Rpl3,0.14861931,1.0730624357171884e-48,3.697436506442775e-46
AY761184,1.0910673,9.766178003657259e-106,1.2258646147019216e-102
Rpl36,0.15705195,6.918781568199176e-46,2.210613609053893e-43
Mif,0.51108044,2.066867913562515e-106,2.793928449618006e-103
Rps27,0.1679605,2.0944903003239946e-45,6.45727685045501e-43
Nme1,0.5519661,1.5603790992966005e-106,2.2850451593282637e-103
Ypel3,1.0047414,1.2288372169704817e-44,3.5990594023037125e-42
Hsp90aa1,0.65836436,5.534496891835654e-84,6.078607117514246e-81
Gm8730,0.20434523,1.0697154171374053e-43,2.9838268294215273e-41
Ranbp1,0.55755913,1.4282423540051366e-76,1.0912392559535769e-73
Rpl37a,0.14456485,1.1400223096911163e-42,3.082094161261844e-40
Scd2,1.3589072,1.3564674149003108e-75,9.932167450851318e-73
Rpl15,0.14357819,9.66937620496636e-43,2.654999188279279e-40
Gm7861,1.2710673,5.545673968604934e-69,3.60941217223313e-66
Sord,0.61434615,5.590277729111177e-41,1.4446757431422164e-38
Ran,0.39692798,8.070254312224236e-70,5.67274316114866e-67
Clca3b,0.36815345,2.145887888758038e-40,5.387098267020714e-38
Eif5a,0.3908721,7.864550111067807e-66,4.765646175923951e-63
Pdcd4,0.5475906,3.1622359683783134e-40,7.826756714410155e-38
Ppia,0.23473296,1.664081381131689e-63,9.747634036875724e-61
Rpl23a,0.11208724,7.43665885630662e-40,1.7660054875929219e-37
Set,0.41116154,5.6784026205526355e-62,3.118330289092858e-59
Sis,1.2952985,1.496635296709879e-39,3.415632736244507e-37
Chchd2,0.22176541,5.186164203428647e-61,2.7617110165712608e-58
Rpl35a,0.10800745,2.1719358218990104e-38,4.7120281726211494e-36
mt-Nd1,0.22587568,2.42688995960471e-59,1.25434521353334e-56
Btg1,0.51825345,8.631109464851373e-38,1.784405725009802e-35
Acaa2,0.56787884,1.814073086353634e-58,9.108201813283544e-56
Fau,0.10890166,7.719046895956222e-37,1.524121473063356e-34
Tmem238,0.59802866,5.5494707576441186e-58,2.70891248955778e-55
Rpl27,0.15948842,3.510945902574901e-36,6.634177671607391e-34
Acadl,0.8603373,5.0251248335867793e-57,2.386662667584337e-54
Rpl10a,0.10684655,5.196460244481881e-36,9.71461658258299e-34
Defa20,0.620144,1.2552107139310796e-55,5.655850737413041e-53
Clta,0.2908767,8.502153887737644e-36,1.5727194765180383e-33
Nhp2,0.4801253,1.1138659197681798e-55,5.151043633706901e-53
Rpl34,0.120525785,2.489957360588731e-35,4.557918822669352e-33
Cycs,0.4715419,4.395919072914271e-55,1.931237146708062e-52
AY036118,0.58260876,4.395883745135657e-35,7.88253725033356e-33
Dhrs4,0.50342125,4.861663055759102e-55,2.0837562165574318e-52
Rpl39,0.12425512,1.4803396615243964e-34,2.6276776638351735e-32
Erh,0.3321356,6.441971066374366e-54,2.6953513702237315e-51
Rpl6l,0.26399198,3.360560676627009e-34,5.847042848551132e-32
Hspe1,0.2539822,5.981324251977677e-52,2.444414211162877e-49
Pabpc1,0.17339408,4.286984904840577e-34,7.385802522819947e-32
Ldha,0.46218356,1.888958652811364e-51,7.54424327405775e-49
Rps26,0.1490028,1.4415862393807195e-33,2.3899051872299417e-31
Atp5g1,0.29026425,4.9214232081930555e-50,1.9218704452794793e-47
Mxd4,0.84498996,3.1072566990186366e-33,5.0095249515462845e-31
Etfb,0.4562611,5.091318390712247e-50,1.9449943060866594e-47
Rpl10-ps3,0.17844756,3.1154617667388577e-32,4.8449566041506144e-30
Mgll,2.7062383,7.617413728904476e-49,2.677216229160767e-46
Rps18-ps3,0.26496953,1.4592680312227116e-31,2.1731963654810774e-29
Calr,0.47728613,6.695198279249308e-50,2.4511399866926685e-47
Rpl27a,0.08568655,5.4197195927091174e-31,7.93672770022311e-29
Ech1,0.5130743,5.414203441127531e-49,1.9417101443047777e-46
Rps28,0.14512277,6.236274478234344e-31,9.057029041819184e-29
Creb3l3,1.8188184,8.263875897086057e-48,2.7927132911441015e-45
Hdac11,0.7553551,9.244650048931643e-30,1.2691893383584043e-27
Hint1,0.22903311,5.122558112615422e-47,1.6984662964715245e-44
Ftl1,0.18015867,1.1238413476511225e-28,1.4106617144480838e-26
Ppa1,0.46657294,6.511335280680104e-46,2.1189573127294718e-43
Gm9843,0.19807589,1.37442277037703e-28,1.689002191876612e-26
Ppp1r14b,0.4875947,1.19640787160498e-45,3.754370629948985e-43
Rpl22l1,0.15492778,2.822332261460198e-28,3.444225335461115e-26
Tagln2,0.47860405,2.5486496805265985e-45,7.721969109636881e-43
Npm1,0.14700139,7.666599017430094e-28,9.041956008946244e-26
Srm,0.8718121,7.03148232916475e-45,2.0943091350917318e-42
S100g,1.2062626,7.361085968655832e-28,8.799752634502649e-26
Clps,1.3263607,3.608719498961351e-44,1.0396070123811119e-41
Arid5b,0.58590055,1.0271298512077738e-27,1.1874837417943558e-25
Snrpd3,0.4787146,4.857427023451281e-44,1.3767671787598282e-41
Wdr89,0.17115714,1.7044669237509588e-27,1.9324256291016513e-25
Nolc1,0.62740606,1.7303591875952897e-42,4.607212424789701e-40
Gm42418,0.43486774,1.6753768462889593e-27,1.9117790467425898e-25
Mpc2,0.39215308,1.5058786595596694e-41,3.9496724902152346e-39
Tnfsf10,0.8678363,1.9879965812501726e-27,2.2394271745070053e-25
Dtymk,0.55187434,9.099793031710206e-41,2.3175458398006296e-38
Tsc22d1,0.5534121,2.465370433398365e-27,2.7594875558031512e-25
Lyar,0.5799914,3.57964993705106e-40,8.736831714416427e-38
Rpl32,0.08310655,4.0837037069524204e-27,4.513391524671376e-25
Acadvl,0.6058058,7.79652973867681e-40,1.826778894636901e-37
Rps18,0.08084963,7.853892800519139e-27,8.57245081885235e-25
H2afz,0.41312233,7.282144556022477e-40,1.7530017299038765e-37
Rps2-ps6,0.2903214,1.0908680599573494e-26,1.1618075404624547e-24
H2afy,0.4019382,1.0725450842667458e-39,2.4799782586604636e-37
Slc12a2,0.24966642,4.3010311851830557e-26,4.4460012363071665e-24
Hspd1,0.3113474,3.457960639221599e-39,7.79060798885143e-37
Eef1a1,0.101683505,5.280108242307068e-26,5.394612915236169e-24
Nop56,0.5139807,5.492845827832027e-39,1.2218453130695216e-36
Rpl37,0.11177776,5.270618268274411e-26,5.394612915236169e-24
Prdx1,0.25782466,1.2795040147170102e-38,2.8105905063277524e-36
Rps27rt,0.29572344,6.605879327085517e-26,6.71012239392334e-24
Cyc1,0.33686075,2.740530083508413e-38,5.8730896533528464e-36
Erbb3,0.5928807,7.020265667724664e-26,7.090064860857789e-24
Ahsa1,0.50187683,5.956121293072953e-38,1.261047222688807e-35
Uqcrh,0.11980193,9.887719409139556e-26,9.92896532438911e-24
Tomm5,0.32603654,7.213239293468427e-38,1.5090268345728652e-35
Rpl23a-ps3,0.1774473,1.046038432152663e-25,1.0385329586564265e-23
Nudc,0.45610008,9.414268951086688e-38,1.9108164981894407e-35
Slc5a1,0.5974984,1.0217481181341736e-25,1.0201806636347632e-23
Dctpp1,0.4372301,9.460025911482465e-38,1.9108164981894407e-35
Rpl22,0.11066397,1.2056935167895831e-25,1.1903175376709744e-23
Banf1,0.4251539,3.3175021702601956e-37,6.62482564067982e-35
Rps29,0.110261805,1.3277638976836168e-25,1.3035080991058211e-23
Cacybp,0.5049613,1.0524697011687304e-36,2.0550055620709002e-34
Rps19,0.085607804,2.1818198857676146e-25,2.106654991900785e-23
Lrrc59,0.6468117,1.4745748540599836e-36,2.81659825113001e-34
Ndrg1,0.92664754,1.9963024572763762e-25,1.9381780708131357e-23
Oaz1,0.18155935,1.3525254329084722e-36,2.6118603771978663e-34
Ndufa6,0.22467947,4.209760538142523e-25,3.914186345861299e-23
Psma7,0.32232454,2.9266413344977654e-35,5.302048265064869e-33
Socs2,0.47950542,8.625089336633974e-25,7.935533765061195e-23
Taf10,0.48671693,1.9606175281118106e-34,3.445393182150885e-32
Rpl7a-ps5,0.2878451,9.392481018081076e-25,8.596566090142644e-23
Odc1,0.54926616,6.987013038012111e-34,1.192065826378513e-31
Rpl26,0.07812981,2.4627565833474996e-24,2.185758658543718e-22
Snrpd1,0.36158773,8.73592852228213e-34,1.4761199223275372e-31
Sorbs2,0.64435446,4.4833775503534384e-24,3.919721079221939e-22
G3bp1,0.36529404,1.3945597231566555e-33,2.3339617157173246e-31
Fam134b,0.92116225,9.915241363615624e-24,8.458278470039678e-22
Cox5a,0.21384887,1.8094332670330227e-33,2.971698205754328e-31
Slc25a36,0.820863,1.060051285053648e-23,8.999169677414375e-22
Srsf2,0.3408735,2.0235815890821417e-33,3.2926295615685628e-31
Rnase4,0.5705062,1.2411651333618583e-23,1.0486055234888431e-21
Fkbp4,0.31214738,5.367190836615491e-33,8.574331324713094e-31
Cyba,0.42932495,1.724473989379957e-23,1.4362171286907102e-21
Tuba1b,0.5743041,8.254849136809406e-33,1.3068690439743396e-30
Rpl35,0.119926736,2.6923075708131905e-23,2.180272854465447e-21
Tmem266,1.2134073,3.44518922240285e-32,5.310728965375902e-30
Id3,0.6656496,7.989667034437947e-23,6.2679651248293764e-21
Retsat,0.8549574,3.848829855273744e-32,5.881346699715261e-30
Akr1a1,0.20321383,2.652114669329676e-22,2.0263309167013214e-20
C1qbp,0.3029105,2.832126600215177e-32,4.4436572094269025e-30
Serpinb6a,0.4885985,4.393309149513976e-22,3.327742313983151e-20
Cdk2ap1,0.6165236,4.7321665030871885e-32,7.168824306788893e-30
Smpdl3a,0.5682518,5.155899240298592e-22,3.8886101866852855e-20
Tmem54,0.55288297,5.90675815778804e-32,8.871748812547797e-30
Ctdsp2,0.53188425,5.394295737365647e-22,4.051023888578056e-20
Spink4,0.42985368,1.903913169142718e-31,2.81155177490294e-29
Ces1d,0.73137665,1.0191385849390062e-21,7.493440315118475e-20
Ptpn6,1.0830351,6.533247890271921e-31,9.410554522602334e-29
Sema7a,0.637398,2.391075750441716e-21,1.736296452996375e-19
Alyref,0.566898,6.65598286082343e-31,9.509397301890255e-29
Sema4g,0.60741556,2.4728731295306658e-21,1.7883045063885758e-19
Gpx2,0.24320522,3.1190304054769522e-30,4.420219460923103e-28
Krt18,0.29048583,4.223066153874316e-21,3.0290588376340145e-19
Aldh9a1,0.5736515,4.60872035351572e-30,6.427701807327916e-28
Nfkbia,0.5816259,4.518796895304544e-21,3.2149318964043216e-19
Nhp2l1,0.33245522,4.4630160543831825e-30,6.274286489894053e-28
Rps17,0.07693569,6.7731993202495546e-21,4.761017266189817e-19
Ptges3,0.41332117,6.993602582360397e-30,9.677053399985769e-28
H2-T23,0.92726046,6.838175836059101e-21,4.7875403970942865e-19
Ppic,0.8628767,2.3232966200594716e-29,3.1405608849465455e-27
Isx,0.7138346,7.226295801955901e-21,5.039194290784565e-19
Cps1,0.25556543,1.8969329368634135e-29,2.5840932170155634e-27
Emp2,1.1932235,1.1343208223261205e-20,7.817027376759575e-19
Etv4,1.7316586,3.757493500255504e-29,5.0023055515143915e-27
Ptms,0.32627448,2.307749015822172e-20,1.5478653990474438e-18
Tubb4b,0.6188778,2.490255239644312e-29,3.340553841699961e-27
Pfdn5,0.18933439,4.39677937302525e-20,2.8938053903435474e-18
Sdf2l1,0.7689893,6.31965112798937e-29,8.287703677026656e-27
Rps24,0.07016283,8.866862870997697e-20,5.792467703793403e-18
Hsp90b1,0.41495985,6.056197609402129e-29,8.001921848873957e-27
Dhrs3,0.69445086,9.57906640185931e-20,6.2115473756410945e-18
Hadhb,0.4557687,7.025833398000916e-29,9.078306639931625e-27
Rps25,0.07639591,1.0679353893078967e-19,6.899569336877819e-18
Hdgf,0.25991684,6.698139045358758e-29,8.718992403265887e-27
Eif2a,0.37165314,1.3145042596398827e-19,8.309274588004195e-18
Park7,0.24997282,8.143968476832472e-29,1.044627430973555e-26
Sdc4,0.25439012,1.7358302707820033e-19,1.081693097462842e-17
Gnb2l1,0.0981851,9.057839577995239e-29,1.1534305427834082e-26
Atp5g2,0.13270941,2.4674739845778747e-19,1.51083346101e-17
Dut,0.48119512,1.039657466800982e-28,1.3143813427405508e-26
Mtus2,1.2045686,2.964764390257424e-19,1.7954213506584586e-17
Gm15308,0.61340433,1.2600826917957596e-28,1.5593967002061187e-26
Rpl28,0.07258599,3.7654678165125495e-19,2.2354920925532105e-17
Mrpl20,0.40031976,1.1666399088008794e-28,1.4539973842097767e-26
Rplp2,0.06866932,5.742705341569771e-19,3.3305795698813725e-17
Nucks1,0.45180222,6.1041794592534325e-28,7.397844526721419e-26
Rpl38,0.10992559,6.317401037719981e-19,3.6518318564425397e-17
Ucp2,0.34337938,6.88806409701679e-28,8.290681532662744e-26
Amph,0.9430674,7.248794182361957e-19,4.149285347447774e-17
Pdia6,0.46025082,7.411642252366527e-28,8.800323601407904e-26
Rpl30,0.07469855,8.205355619069117e-19,4.681581632918883e-17
Prap1,0.53446394,7.940800470892636e-28,9.302912444999753e-26
Rpl36a,0.09717648,1.1065195614878042e-18,6.252369213512922e-17
Mapk13,0.32649505,9.868928098672133e-28,1.1485210164103669e-25
Ivns1abp,0.22503561,1.5108853410990799e-18,8.455664999724246e-17
Mrpl12,0.2859265,1.0353711066083595e-27,1.1891880036881504e-25
Rps15a,0.07208911,1.8995026662883294e-18,1.0496842878831702e-16
2810417H13Rik,0.75531524,2.9707105992739746e-27,3.3040694532304787e-25
Tnrc6b,0.5422643,1.872942983463514e-18,1.0382721466373607e-16
Cgref1,1.130171,5.8479494174025916e-27,6.422875944500983e-25
Ifi27,0.6309199,3.6189393393683145e-18,1.956788338791366e-16
Gspt1,0.4974122,8.526838195455526e-27,9.249514049922221e-25
Hnrnpa1,0.19902745,3.9126193598724164e-18,2.1090938653692628e-16
Mrto4,0.4968905,9.355936152868968e-27,1.0086617546893643e-24
Bri3,0.24069151,5.923063545029176e-18,3.1541210811150826e-16
Ybx1,0.16392092,1.0428182586785362e-26,1.1174051987657265e-24
Hspa8,0.1418578,1.2839506988636298e-17,6.735183770486737e-16
H2-Aa,2.4806616,2.4009943819969475e-26,2.496607945256353e-24
Shisa2,0.54910654,1.2878604626964689e-17,6.735586878263407e-16
Pgp,0.410169,1.2470146328516228e-26,1.312202882820453e-24
Gm2000,0.19985998,1.4771237874716692e-17,7.679732638236581e-16
Tomm40,0.429732,1.2906120224074258e-26,1.3499955398670056e-24
Mlxipl,0.41654938,1.5761097034816032e-17,8.170199356720417e-16
Cd81,0.29941162,1.2338884212418452e-26,1.3062121220772858e-24
Zfp36l1,0.4691002,2.020610127373355e-17,1.0352239582604074e-15
Ak2,0.31881776,1.5709896457968699e-25,1.5337222803104665e-23
Rnf114,0.5248371,2.0204600833914577e-17,1.0352239582604074e-15
Timm9,0.4874881,2.332811214938456e-25,2.227961493484429e-23
Ifngr2,0.40336418,2.382403837939942e-17,1.206512468130219e-15
Manf,0.42339438,2.2461297078390736e-25,2.1568982161669966e-23
Fabp6,1.7054251,3.1320009971582446e-17,1.5635981114506203e-15
Defa26,1.2391795,3.1235930227600504e-25,2.9511236660732455e-23
Actg1,0.14936087,3.3476456081114785e-17,1.6618128890209893e-15
Pycard,0.20601003,2.427944766115508e-25,2.3062850472944766e-23
Gltscr2,0.21528256,4.293518434087881e-17,2.1016712936553296e-15
Ncl,0.20312957,3.3597620845572375e-25,3.157278027375633e-23
Myl12b,0.29861438,5.242031499729624e-17,2.5517512339265562e-15
U2af1,0.3257422,4.141161541430514e-25,3.87088466848715e-23
Npc2,0.21839106,5.297334467520828e-17,2.571548580048163e-15
Hmgb1,0.27722698,6.628956432604817e-25,6.131086915271812e-23
Qars,0.33206704,5.698031143146762e-17,2.758443561391682e-15
Hspa9,0.31095982,1.0063719320039146e-24,9.163198943577612e-23
Rnf149,0.3919197,6.693883893828493e-17,3.213978734050495e-15
Prmt1,0.4016996,1.2927802146778853e-24,1.1710323047698185e-22
Snhg6,0.37842023,7.75662790975557e-17,3.693962662822077e-15
mt-Nd2,0.1583416,1.3334803233630157e-24,1.2017051139722192e-22
Cib2,0.98653626,8.155271368284264e-17,3.8733130744556584e-15
Defa22,0.5333803,1.5982946337530895e-24,1.4330016121909714e-22
Rpl6,0.067397445,9.647103554013313e-17,4.520761353458025e-15
Aars,0.44436356,1.650169779610844e-24,1.472001702390932e-22
Cct4,0.21483469,1.4484060091727414e-16,6.628343437289736e-15
Srsf3,0.26680362,2.4791653526758955e-24,2.1892649619383674e-22
2310001H17Rik,0.565921,1.4301796289157074e-16,6.562022615910111e-15
Defa21,0.5381629,2.840743348727793e-24,2.4960191433596753e-22
Eif4b,0.23305686,1.6157161267965697e-16,7.355694169998994e-15
1110008F13Rik,0.3028813,5.853350515817148e-24,5.092125178933403e-22
Sh3bgrl,0.40324503,1.7071989020129128e-16,7.732115027080648e-15
Eif6,0.3358312,6.163503322130593e-24,5.335529255162607e-22
Fam13a,0.4682295,1.9508229635042703e-16,8.767726838276354e-15
Ces2e,0.7555715,8.417062762326049e-24,7.215270435236862e-22
Tax1bp3,0.5056813,2.1282013737871375e-16,9.51625515052452e-15
Higd1a,0.4464413,7.88985351631103e-24,6.796489992261457e-22
Anpep,1.202108,2.785809517776462e-16,1.2300258958765268e-14
Gale,0.5717638,1.5079456199310383e-23,1.2679008793802936e-21
Aldob,0.26324213,6.347879059014802e-16,2.7340999682369388e-14
H2-Ab1,1.5650728,2.4811777801460063e-23,2.018598941227119e-21
Cdca7,0.24758182,6.434489340913158e-16,2.7646279019038368e-14
Mydgf,0.39668044,1.69285569480271e-23,1.4165977678460964e-21
Glud1,0.32088244,6.762258300917031e-16,2.886710028743117e-14
Mcm3,0.6210618,2.2330963552490007e-23,1.8423569131826616e-21
Cd47,0.43648016,7.259172746533379e-16,3.0738660885501464e-14
Nop10,0.24695821,2.1549157393824907e-23,1.786242183404175e-21
Kxd1,0.38175097,8.694112722999508e-16,3.6550632268246496e-14
Gar1,0.38430813,2.2534418869647944e-23,1.8504548728800157e-21
Rpl24,0.06461462,1.1317857357422177e-15,4.690771399574998e-14
Hnrnpab,0.28133798,2.4555939386121904e-23,2.0070768503828845e-21
Rps12-ps3,0.123623,1.1719667059887866e-15,4.845875511609635e-14
Tipin,0.5849063,2.8913532948650273e-23,2.3307225436084002e-21
Trim2,0.3081411,1.2864351616842724e-15,5.294268172430379e-14
Cst6,1.369285,3.7085106227396083e-23,2.962257144245597e-21
Gstt3,0.48913398,1.4979925476625326e-15,6.121912334900856e-14
Hspa5,0.42553294,2.986530804860142e-23,2.3964523211784146e-21
Pdgfa,0.50060475,1.5887973034584786e-15,6.462947919832372e-14
Slc16a12,1.6286987,4.873638512393481e-23,3.857858089112191e-21
Map1lc3b,0.3013169,1.832487796042684e-15,7.38585046785736e-14
Pfdn6,0.3508191,4.698539784384317e-23,3.736083241221068e-21
Ang,0.49179393,2.2671986642758364e-15,9.034349688734529e-14
Cad,0.9077002,5.821667767277316e-23,4.587630837415439e-21
Cox6c,0.12669921,2.976160736312732e-15,1.1726473681440279e-13
Anp32b,0.22052328,8.171781546322375e-23,6.382342982823249e-21
Ckmt1,0.35167962,3.1263879318962424e-15,1.229083112465608e-13
Psmb3,0.28131166,1.2992715830544964e-22,1.0102698906644542e-20
Ms4a10,0.5048416,3.1633060059283667e-15,1.240820902727214e-13
Dad1,0.22792663,1.5057830452407058e-22,1.1656883459918467e-20
Nrn1,0.56287986,3.926869864780488e-15,1.5267009764112283e-13
mt-Co3,0.118721224,2.1376666458419965e-22,1.647597191551816e-20
Rpl31,0.074389525,4.003088719135973e-15,1.5528979704498114e-13
Ube2s,0.4227136,2.254759292998284e-22,1.7302569893388144e-20
Gm11808,0.15555026,4.069159317331077e-15,1.5750514687986567e-13
Rangap1,0.49608043,3.3314193661883273e-22,2.5343304122089817e-20
Rps9,0.06289842,4.153150418946971e-15,1.604028842025387e-13
Ang4,0.61181074,5.4946549971126e-22,4.108832862308924e-20
Gstt1,0.5723291,4.262581533158033e-15,1.642683010574257e-13
Zg16,0.38521495,5.591212358282312e-22,4.1633209649192826e-20
Nfkbil1,0.49438837,5.1745564327061046e-15,1.9767930476509647e-13
Rrm1,0.59527475,5.892569769431354e-22,4.369203736633636e-20
Btg2,0.5216742,7.91207584692135e-15,2.958274656552104e-13
Tpi1,0.25106904,6.522834643946991e-22,4.8162089579025404e-20
Snhg18,0.4155394,8.32872143748962e-15,3.107444200021339e-13
Gnl3,0.45163128,1.5973218126361751e-21,1.1695723422273127e-19
Utrn,0.3825135,8.685090593984603e-15,3.233540190849395e-13
Dek,0.35658923,2.164684678528572e-21,1.5784233965055016e-19
Mfsd4,0.9964147,9.494245817296971e-15,3.519881471463284e-13
Pcbp1,0.26910764,3.7385697794669095e-21,2.6925363415808197e-19
Hbp1,0.540923,1.4429549803777537e-14,5.249906391341256e-13
Rnaseh2c,0.37893322,4.4063856560643496e-21,3.1476998021958865e-19
Rpl11,0.0541797,1.717113334864335e-14,6.221614975994011e-13
Syce2,0.66542834,5.499109247676014e-21,3.896606726185911e-19
Galm,0.469708,1.8441971238169698e-14,6.668328406756298e-13
Mtch1,0.37116727,5.911632700303396e-21,4.1720932306197417e-19
Lgr5,0.36786184,2.2551528390044492e-14,8.071242533569285e-13
Defa-rs1,0.9851197,1.0965128416853916e-20,7.616213504718334e-19
Pnrc1,0.44228148,2.352850488666246e-14,8.38674272562514e-13
Tyms,0.51941913,1.1399760377875428e-20,7.825312075015816e-19
Irf6,0.44427347,2.4645723107745716e-14,8.76719214923918e-13
Hnrnpf,0.22548969,1.1233413299309312e-20,7.771841413730808e-19
Grn,0.4127664,2.5247763255782814e-14,8.945139993828052e-13
Srsf7,0.30985895,1.1639159738702296e-20,7.958558524833285e-19
Rnase1,0.6723216,2.4996193814525982e-14,8.873901290962931e-13
Hras,0.45863086,1.2163837699288678e-20,8.285082166263563e-19
Gpi1,0.21560653,3.3400920999985605e-14,1.1622859103618754e-12
Fbl,0.27973324,1.250453223084015e-20,8.484252698554207e-19
Sox9,0.31997117,9.130155804190807e-14,3.0736442135449244e-12
Rps27l,0.16662167,1.3555972890110836e-20,9.162273522996834e-19
AA467197,1.1124592,9.216648246809663e-14,3.09682905623683e-12
Ddx39,0.41474676,2.009439154868456e-20,1.35294537427216e-18
Gas6,0.39093935,1.0270323111562806e-13,3.4311860844010113e-12
Tmem14c,0.28157625,2.4123066793630318e-20,1.6118427861766751e-18
Clic6,0.38147116,1.0863991195458251e-13,3.62263600147605e-12
Trmt61a,0.7845718,3.1905210840332105e-20,2.115736868291155e-18
Cox7a2l,0.11915673,1.1241124624085526e-13,3.741293238997253e-12
Mthfd1,0.5271652,3.061273927692204e-20,2.0377184367929962e-18
Irf2bp2,0.3459701,1.150101125630084e-13,3.813344732207069e-12
Pop5,0.34195632,3.69281824749485e-20,2.43962011515891e-18
Eif4a2,0.26989698,1.3282233980386304e-13,4.3791500513570076e-12
Cldn2,0.47791618,7.527880061929832e-20,4.936098370458692e-18
Cox4i1,0.08002834,1.3733525171953586e-13,4.502597721021275e-12
H2-Eb1,1.4172623,1.1285688059311593e-19,7.264593269827202e-18
Abhd14b,0.41949514,1.4010652241261853e-13,4.5763790304032445e-12
Phb2,0.20443803,9.385040483432871e-20,6.108270978346883e-18
Relb,0.47910932,2.0620644588143298e-13,6.648928208209948e-12
Slc35b1,0.62032753,1.2420195374862969e-19,7.907974395741557e-18
Sycn,0.663336,2.9417163530462664e-13,9.39905117674219e-12
Ndufab1,0.21686156,1.1970103274100925e-19,7.67703010349546e-18
Zfp467,1.0052824,2.9597507966520435e-13,9.439510117888632e-12
Abhd17a,0.4349917,1.2403899800058372e-19,7.907974395741557e-18
Rpl23,0.053396933,3.652406766201758e-13,1.1606463671331553e-11
Sf3b5,0.31197894,1.2758601470154622e-19,8.094112044585817e-18
Tcea3,0.38364422,3.933385597730504e-13,1.2476784315689196e-11
Rexo2,0.44916505,1.35245830521966e-19,8.518548314560962e-18
Lzts3,1.1111042,4.146980126773694e-13,1.3130609327530474e-11
Cct3,0.29804823,1.5490004365472502e-19,9.721637382658866e-18
Ccl27a,0.85668784,4.240211804136867e-13,1.3401662236348412e-11
Gsto1,0.25325447,1.6450264956829214e-19,1.0287562494176505e-17
Junb,0.66191244,4.45665501481884e-13,1.406046653059452e-11
Ndufb6,0.27792048,1.8691268032343807e-19,1.160641883859992e-17
Rorc,0.9491691,4.910840344676672e-13,1.5437960174776952e-11
Eif3b,0.38790554,2.056589835054576e-19,1.2695418553003659e-17
Rpl17,0.060564473,5.353404240819658e-13,1.6739390164399263e-11
Snrpb,0.22385135,2.0589508266124412e-19,1.2695418553003659e-17
Gabarap,0.18595962,6.123999027232847e-13,1.8980076702921134e-11
Ndufb8,0.20914744,2.2488512684891335e-19,1.381785431509075e-17
Snx10,0.4630471,7.019201106024982e-13,2.156440927205892e-11
Ccnd2,0.33866665,2.4894763235842007e-19,1.5190127581369845e-17
Clic1,0.2766124,7.592148709807488e-13,2.316264397177899e-11
Tuba4a,0.49273974,2.794148843216548e-19,1.6990165267074188e-17
Rmnd5a,0.5142476,8.136176162611602e-13,2.4779380191607227e-11
Angptl4,0.9339696,2.9731270303397914e-19,1.7954213506584586e-17
5330426L24Rik,2.3914008,1.017743497944839e-12,3.078279946537806e-11
Sssca1,0.48108444,3.0469539446918233e-19,1.8337027969201852e-17
Rps16,0.04790639,1.1528613969484827e-12,3.4572070526579665e-11
Rgcc,0.48988143,3.1779044351708307e-19,1.899500497933912e-17
Sh3bgr,0.9234246,1.251427970574391e-12,3.7463958648899095e-11
Snrpa1,0.41904473,3.140478934805767e-19,1.8835370758137112e-17
Rph3al,0.8708805,1.6637439402543e-12,4.9137768507712295e-11
Pold2,0.47862333,3.348724124424041e-19,1.9948179335085993e-17
Dgkg,0.90054095,1.967071092446569e-12,5.790174255873292e-11
Tmem147,0.2938982,4.802780187747273e-19,2.841725799302452e-17
Arfgap3,0.5179026,2.0722062297130966e-12,6.069146679124708e-11
Agmat,0.50951767,5.165751973429091e-19,3.0462335378882354e-17
Myo1b,0.4977894,2.19042595786648e-12,6.394078963054427e-11
Mbd3,0.4057115,5.217700047934784e-19,3.066576687035383e-17
Rps10,0.05558778,2.3087184546766455e-12,6.728210514764956e-11
Timm50,0.43389282,5.544528400303217e-19,3.237009886329848e-17
Pnrc2,0.35786846,2.430131918059642e-12,7.046981550505295e-11
