,logFC,P.Value,adj.P.Val
Rab3gap1,0.07542296,0.4563745277477327,0.6884008219837688
4932443L11Rik,0.4998446,0.8110836864887393,0.961477315563308
Dnajb3,0.14743069,0.45650148884005304,0.6884741386359639
Ism2,0.327491,0.8111250898097103,0.961477315563308
Abhd12,0.06509494,0.4565434704473845,0.6884783666156258
1700016K19Rik,0.06166468,0.8115172463438411,0.9617566041703166
Actr10,0.046639286,0.4567308808991689,0.6885837139705813
Hoxb3os,0.094459616,0.8115796211939694,0.9617566041703166
Sobp,0.6404209,0.456722677680778,0.6885837139705813
Bcs1l,0.019780459,0.8116442618348302,0.9617675321030901
Mzf1,0.23562221,0.4568009320355253,0.6886152822757653
C130013H08Rik,0.06635293,0.8116983024310549,0.9617675321030901
Mmrn2,0.43604577,0.45689636395579036,0.6886559570971013
Xkrx,0.34808746,0.8118628118191091,0.9618466501944816
Gpr157,0.54158473,0.4571119739840266,0.6888231067666843
Erlin2,0.018392807,0.8120964506621279,0.9619976644037834
Rffl,0.09188206,0.4571297249346715,0.6888231067666843
Wdfy4,0.49646753,0.8122757266501643,0.9619976644037834
Stk25,0.0426753,0.4571980105637773,0.6888231067666843
Itgax,0.49646753,0.8122757266501643,0.9619976644037834
Mfap3l,0.8140429,0.45726483766977133,0.6888231067666843
Nf1,0.022088809,0.8125694699712159,0.9622680353988945
Nit2,0.03848583,0.45728164590793485,0.6888231067666843
Galns,0.032161433,0.8126135347020768,0.9622680353988945
Map2k7,0.072832614,0.45813274800347714,0.6899816705317852
Gm26525,0.49490473,0.8128287027931729,0.9623931272190019
Hyal2,0.05214207,0.4583075891828079,0.690013645023088
Kctd18,0.04813121,0.8131238466662665,0.9625741359568072
Skap1,0.83057046,0.4587377381297608,0.6905429391943025
Lypla1,0.011723321,0.8137032504343615,0.9629744238590502
Ttc5,0.06330069,0.45883630569964606,0.6905730044587085
Lrrc8a,0.030665722,0.8140370035276737,0.9631246659566384
Gm3448,0.33478615,0.45883556822246585,0.6905730044587085
Gm26681,0.34700736,0.8140494317108035,0.9631246659566384
Fam43a,0.32122564,0.45889951696717013,0.6906089930345192
Xkr9,0.11805852,0.8142412820207143,0.9632219487680925
Acsl5,0.04006686,0.4589990175344707,0.6906995834161033
Gpr37l1,0.26487973,0.8144751967614552,0.9634338067238187
Nfe2l2,0.035347454,0.45905958288439863,0.690731573767235
Gspt2,0.07696296,0.814959412945588,0.9636869086654782
Map4,0.095293604,0.45957478715608013,0.6913217137268887
A630014C17Rik,0.34656504,0.8149908206433067,0.9636869086654782
Hmga2,0.054753095,0.45960914934679564,0.6913217137268887
Ei24,0.010962432,0.8150182004544664,0.9636869086654782
Rbm45,0.18504816,0.460352418494161,0.6920250684514877
F7,0.44070584,0.8156663866585494,0.9642004400871311
Purg,0.2964301,0.46046096829314576,0.6921290390741126
Vkorc1,0.012571969,0.8161581787939151,0.9645156473399777
Cacnb1,0.5656288,0.460722301861491,0.6923441945110297
Gm17484,0.11325871,0.8171619570075117,0.9654421857263011
Gm15050,1.4116186,0.4608356100110219,0.6924552522209224
Sall2,0.11197076,0.8173732319980067,0.9656268777076283
Slc6a4,0.085814334,0.4610798758741059,0.6927038265141202
0610043K17Rik,0.4818713,0.8174508835408606,0.9656536956482619
Asah2,0.2211786,0.4611438768618099,0.6927407546668306
Rorb,0.32086208,0.8176554527235402,0.9657006029108658
Aim1,0.11006352,0.4612760935377318,0.6928210810473651
Nckipsd,0.05703662,0.8183948022910079,0.9662072528250355
Mmd,0.035109363,0.4612761991836437,0.6928210810473651
Tax1bp1,0.007890908,0.8191986607178289,0.9667022890188344
Upp2,0.11834342,0.4615160699533474,0.6930628864544671
Pacs2,0.025818942,0.8192421473459695,0.9667022890188344
Mex3b,0.263425,0.4619175107986947,0.6934556951134876
Celf2,0.07603001,0.8193202903039347,0.9667022890188344
Mcur1,0.06542417,0.4619536988035787,0.6934556951134876
Nuak1,0.13649379,0.8193239341995496,0.9667022890188344
3830408C21Rik,0.6655417,0.462038136054428,0.6934556951134876
Marveld2,0.022811577,0.8195212510410467,0.9667996069108695
Urad,0.40205684,0.46205387435747036,0.6934556951134876
Alg9,0.024914837,0.8196358204257379,0.9668698578466465
Fbxo47,0.5306688,0.4622613232445716,0.6936519923377672
Fhad1,0.08278779,0.8197583337801723,0.9669494696951918
Itih3,0.7016309,0.4623038618479679,0.6936519923377672
Gm42749,0.3105701,0.8202527646145159,0.9673504852180205
Dner,1.0514394,0.4623425588261689,0.6936519923377672
Gm4779,0.38984585,0.8206316156244258,0.9674848631854127
Gm17249,0.18087055,0.46256378854053726,0.6938654251833428
Larp1,0.011196704,0.8210569321783197,0.9678203398607714
Sgpl1,0.068928726,0.4626176663348037,0.6938870135286366
Ramp1,0.06468667,0.82115752958084,0.9678203398607714
Adhfe1,0.3179488,0.46337913305881995,0.6947919373073927
Nrd1,0.013145365,0.8217324261115198,0.9682004948382392
Phf6,0.07566868,0.4635114683782927,0.6948717824442704
Alcam,0.017175931,0.821755555711167,0.9682004948382392
Ermp1,0.08155867,0.4635893370262002,0.6949292348000867
Car5b,0.46939373,0.8218988860281111,0.9683044465119333
AY358078,1.0423255,0.46393486286240926,0.6951530408686759
Zfp69,0.12777746,0.8220114257067757,0.9683304276835684
Gcc2,0.03772591,0.4648289372107034,0.6963122422303036
9130008F23Rik,0.024702542,0.8222014878467918,0.9684661670307442
Cd40,0.9145873,0.464827590824208,0.6963122422303036
Atl1,0.14215651,0.822701353718515,0.9689250645999239
Pde7a,0.08545668,0.4652826667559693,0.696694981501589
L3hypdh,0.038132947,0.8228630859788078,0.969010378083445
Tgm4,0.8065398,0.4652804977830065,0.696694981501589
Gm26867,0.34155753,0.8228840762612672,0.969010378083445
Map3k5,0.10776706,0.4653741990918845,0.6967726676869461
Duoxa1,0.4659755,0.823127660091406,0.9691984151304847
Col4a3bp,0.062332556,0.4659111509333975,0.6973448475562417
Lonrf3,0.058967948,0.8231540628135483,0.9691984151304847
Arv1,0.12188269,0.4661158593002489,0.6975556426844959
Cyp2c55,0.12860975,0.8240213473063358,0.9698946507846108
Nos3,0.83151376,0.4661626468045066,0.6975556426844959
Zfp101,0.02293921,0.8243401136314703,0.970130616227003
Rbm6,0.04300055,0.46625595676812204,0.6976173629873315
Fuca1,0.009086265,0.8243874405120262,0.970130616227003
Dnm2,0.062305298,0.46635073084432266,0.6976403671684075
Poglut1,0.022008069,0.8245665520718535,0.970276417541093
Gtf2h1,0.053644598,0.46639649713961184,0.6976494419675179
Klhl41,0.2511218,0.8246342136729305,0.9702910637344766
Gm13594,0.28120598,0.46644965085583,0.697669564600349
Zbtb33,0.024699826,0.8248805421063987,0.9705159190168549
Vstm2l,0.4285376,0.4666003412163765,0.6978355571230114
Zfp750,0.460293,0.8251527864864979,0.9706322701218603
Med20,0.072519615,0.4668077389539217,0.698086324281956
9230111E07Rik,0.123613976,0.8252003707745172,0.9706322701218603
Eef1g,0.0072299247,0.46699721760972945,0.6983102540040653
Cdc73,0.016947187,0.82547573489682,0.9708911779226168
Pla1a,0.8443787,0.4673781446741967,0.6987015003283418
Apba2,0.45845625,0.8258220402419107,0.9712334836816422
Zfp236,0.0997769,0.46776830047071505,0.6991242201076154
Mios,0.030783493,0.8259365115542373,0.9713031063068067
Efcab12,0.4136506,0.4678634512361536,0.6991890831340188
Rab36,0.2993735,0.8260062737857038,0.9713201451576668
Timmdc1,0.089990556,0.4679846273051739,0.6992608978208239
Zdhhc8,0.050643247,0.8262555647758185,0.9713996184141637
Epb41l3,0.047199275,0.46849528874533997,0.6998357454200833
Fam150a,0.45689452,0.8263708568514517,0.9714238455716477
Fgfrl1,0.08544464,0.4691880872898514,0.700611052654088
Gm26771,0.2978736,0.8264578084746614,0.971461074804363
Gm29459,0.6575835,0.4699700859482705,0.7014425276345301
9530053A07Rik,0.16663364,0.8270633548883647,0.9719778195314139
Xpc,0.07277107,0.47022973920447997,0.7016565595885215
Spata9,0.24607807,0.8273252566093027,0.9720255889814319
Bfar,0.044425026,0.47077926145543125,0.7023519790777055
Tmem180,0.027805934,0.8277948809980106,0.9724579819665179
Gm26724,0.10138305,0.47134349998562486,0.702955047547092
Plcl2,0.030356467,0.8282100035033049,0.9726982086077812
Vps26a,0.05311444,0.4717987676001133,0.7035743162794289
Agbl2,0.45159477,0.8282852099019427,0.9726982086077812
Gm26631,0.34558612,0.47195592274823917,0.7037489546419013
Fance,0.01599782,0.8286035260507973,0.9729419860544342
4930431L21Rik,0.36909813,0.4724680361861887,0.704227769027008
Ngrn,0.01260142,0.8293324618622863,0.9736154281777236
Ppp1r16a,0.07296126,0.4726773725296357,0.7042916129481467
Btnl9,0.14588295,0.8293432734531581,0.9736154281777236
Katna1,0.04231249,0.47276070485041477,0.7042916129481467
Dyx1c1,0.20769295,0.8294668942575462,0.9736274624641729
Glcci1,0.15288731,0.472857730222665,0.7043764425873436
Txlng,0.019469893,0.8295197386908095,0.9736274624641729
Stox1,0.47182038,0.4729099109764886,0.704394462246977
Phf11c,0.08905683,0.8302415390812894,0.9743445015543942
Trim30d,0.11162714,0.4732395714085188,0.7046308143897461
Gm11586,0.20341969,0.8305378552034594,0.9744970107157903
Ranbp10,0.083757095,0.47338430524608965,0.7047426631726138
Ccdc63,0.2499218,0.8306987017923358,0.9746082150983874
Sphk1,0.24652556,0.4735314489843806,0.7048422965443435
C1qtnf2,0.44459474,0.8308000006368081,0.9746082150983874
Pde6d,0.06315913,0.4737263962094159,0.7050727501133282
Ints7,0.017900186,0.8313558186303517,0.9749205427360245
Hnrnpr,0.02985325,0.474021713869454,0.7053781092459376
Rap1b,0.012759793,0.8314536034817503,0.9749205427360245
Apol9a,0.6765864,0.4740519814598829,0.7053781092459376
Vps37c,0.05296668,0.8320003464962408,0.9753663835209099
Pmvk,0.045724146,0.47416063504668615,0.7054655813074571
Gtf3c2,0.012692268,0.8326856885265238,0.9758738390996976
Ubqln2,0.07214104,0.47419853161476333,0.7054655813074571
Nav1,0.014594506,0.8328219407601527,0.9758738390996976
Runx1,0.09172007,0.47423541849837736,0.7054655813074571
4933425L06Rik,0.30708268,0.8331179584152169,0.9759809182888832
Snx12,0.05937699,0.47427134681422056,0.7054655813074571
Adora2a,0.28850126,0.8331634899590831,0.9759809182888832
Sh2b3,0.08721127,0.47464894339087504,0.7059077422315375
Lman1,0.011235805,0.8331910166829697,0.9759809182888832
Ipo13,0.08553237,0.47503117075856205,0.7062968748405288
Fam83d,0.029728,0.8336004055294883,0.9761117490558505
2510046G10Rik,0.0775766,0.47512322151484154,0.7063739739154239
Scimp,0.4362364,0.8338284337372568,0.9761117490558505
Fbxw17,0.11684216,0.4752555655439734,0.7065109595892264
1700001L05Rik,0.05050383,0.8339919176050034,0.9761117490558505
Card14,0.1094032,0.47549254707930344,0.7068034621743021
Mboat2,0.09985635,0.8340614165344293,0.9761117490558505
2700012I20Rik,0.24325196,0.4757859725080825,0.7070275297289359
Lmx1a,0.2865374,0.8341332569947071,0.9761117490558505
Btbd2,0.047067355,0.4758846879664175,0.7070275297289359
Cabp1,0.11687257,0.8342231261716407,0.9761117490558505
Ube2cbp,0.09118175,0.4764351771375961,0.7076014196391832
Ctxn2,0.4344961,0.8344554690774135,0.9762256812527387
Lmo2,1.0124948,0.47648206564512197,0.7076014196391832
Gm26840,0.20207913,0.8353569298737,0.9770834191991168
5730508B09Rik,0.084934056,0.47665118443145993,0.7076876701600241
Ctage5,0.011391239,0.835411049534327,0.9770834191991168
2610037D02Rik,0.06291135,0.47679571243834273,0.7078123923839705
Hist1h2ao,0.28470173,0.8364210719424148,0.9779633731200342
Gm26910,0.18544272,0.47681574580557917,0.7078123923839705
Pi16,0.42900103,0.8364416717688564,0.9779633731200342
Uvrag,0.0974869,0.47697166509966393,0.707984041793766
P2ry1,0.022915447,0.8365862755594233,0.978029062148043
Phf13,0.12644085,0.4770543903690281,0.7080040207208738
Tlr4,0.235418,0.8366091653223344,0.978029062148043
Ssc5d,1.2624943,0.4780615591578635,0.7089963993175262
Car5a,0.15917687,0.8369887800103069,0.9783541451298915
Brd2,0.034471314,0.4791832465495679,0.7104266592099516
Gaa,0.021034412,0.8372832266592493,0.978534639797397
Enox2,0.08244084,0.47922830316428155,0.7104335221449232
Rgl2,0.020905185,0.8373200579658259,0.978534639797397
Sptlc1,0.05509244,0.47946331104107986,0.7107219540215012
Atp6v0e2,0.03361732,0.8375570004440365,0.9787085191952817
Slc25a17,0.048030246,0.4795758382012689,0.7108287959439018
Tenm3,0.24457538,0.8376359260625412,0.9787085191952817
Zfp109,0.58268386,0.47969639089178473,0.7109276418842616
Cnot6l,0.011879029,0.8378230841676413,0.9787970388298073
Gm15492,0.343163,0.4797234380847649,0.7109276418842616
Rnf216,0.01747223,0.8382535681096512,0.9791046827777269
1810014B01Rik,0.09951787,0.4798527729537051,0.71105934557007
Krt83,0.42308325,0.8385945427399247,0.9793626932970221
Prickle3,0.103128865,0.4800610642471602,0.7112480467089914
Dpm2,0.013092509,0.8389513899463137,0.9795550595873347
Bicc1,0.7914735,0.48036508169813374,0.7116384741764715
1810041L15Rik,0.42201486,0.8389736073435938,0.9795550595873347
Csrp2bp,0.060585715,0.480574084514399,0.7118880879348843
Pigk,0.018404558,0.8395352566869363,0.980145699293086
BC051019,1.0871451,0.4806154388230267,0.7118893380341409
Antxr2,0.047425613,0.8401344508169856,0.9806132582560487
Nynrin,0.8048726,0.48104245896165265,0.712401747120607
Proca1,0.13554795,0.8401589493144637,0.9806132582560487
Catip,0.7104613,0.48119470081661686,0.7125671591346093
Azgp1,0.37576267,0.8405298558788372,0.9809158691299513
Xpnpep2,0.22730932,0.4812695219563532,0.7126179060784458
Tmem51os1,0.056817453,0.840892732053098,0.9809655136143324
Ifih1,0.08232938,0.4817842371970814,0.7130616894691812
Gm43159,0.15774079,0.841000579310598,0.9809655136143324
Rsph3b,0.15940847,0.4818126956556683,0.7130616894691812
Ralgds,0.024826283,0.841027461064578,0.9809655136143324
Tmem25,0.24523742,0.4820838066630805,0.7133427698290934
Tmem246,0.013179128,0.8410577675878517,0.9809655136143324
Fam103a1,0.02917757,0.4829997674102726,0.7141696126951188
D930030I03Rik,0.08187409,0.8411138199876447,0.9809655136143324
Nucb1,0.037843388,0.48300835639227724,0.7141696126951188
Gm43848,0.06874028,0.8413609256346473,0.9811038849487497
Fbrsl1,0.07322616,0.48350443126442766,0.7147226926825191
Sclt1,0.019022401,0.8416140029606383,0.9812036670886549
Dhdh,0.33573085,0.48412714835696724,0.7153423339844434
B3gnt9,0.12416003,0.8418248573774844,0.9812541933334129
Sepsecs,0.07154987,0.48514374215197353,0.716663666849078
Gm16279,0.090138875,0.8420233508364174,0.9813827294180396
Enc1,0.11859895,0.48538321789622974,0.7168829729613007
Zzz3,0.015208601,0.8420468214969101,0.9813827294180396
Setbp1,0.33274645,0.48549617374451937,0.7168829729613007
Tmem199,0.018915007,0.8421334316781794,0.9814185817945916
Rsu1,0.062183082,0.48579335133047996,0.7171160647219402
Tigd3,0.13317789,0.8425317657931445,0.9816874897416078
Klhl23,0.10936713,0.48585680783359564,0.7171160647219402
Gm42434,0.15954235,0.8427174258804447,0.9818387141150338
Thnsl2,0.086850286,0.48603021701391946,0.7173099020396075
Tbc1d8,0.037080415,0.8429582012003294,0.9818397471105995
Fastk,0.051663194,0.4860946715225777,0.7173447818832933
Gm32950,0.41076228,0.8430754665595687,0.9818397471105995
Camkk1,0.48592883,0.4864529272703877,0.7177424385443155
Gm10273,0.047396358,0.8431677585352371,0.9818397471105995
Pmfbp1,1.1059943,0.4868380559285689,0.7179594794253726
Morc2a,0.020086857,0.8432621259906276,0.9818397471105995
Sec63,0.045802534,0.48689638258038903,0.7179748680479865
Grm4,0.19216779,0.8432904105477732,0.9818397471105995
Gm6288,0.76350653,0.4871559439843588,0.7181871982917061
B230369F24Rik,0.0510716,0.8433116328779937,0.9818397471105995
Fam212b,0.5237412,0.4876178047733051,0.7185549821112507
Sned1,0.21996388,0.8433329051890622,0.9818397471105995
5031415H12Rik,0.7956067,0.487620357015333,0.7185549821112507
Alyref2,0.026429778,0.8440371073550879,0.9824643364609498
Ubd,0.90222126,0.48789522290269693,0.7187946639896959
Shkbp1,0.024246326,0.8442871318126013,0.9825656895475182
Jmjd8,0.06346639,0.48815115076774684,0.7189908785886862
Dopey1,0.019560745,0.8443209997981569,0.9825656895475182
Mzt2,0.039483335,0.4882543519048539,0.7190826119698288
Cap2,0.03791188,0.8445861597965897,0.9827779490203595
Ncoa5,0.06474477,0.4884970303747457,0.7192623177411411
9830147E19Rik,0.034048438,0.8449114486287382,0.9830262769301389
Lrrfip2,0.04488747,0.488540091308158,0.7192623177411411
Cacna1a,0.01838291,0.8450710149175559,0.9830817519625452
Samd11,1.0987575,0.4888805483595854,0.7195827017608672
BC024978,0.03672762,0.845260149538984,0.9832366855000043
4930525G20Rik,0.40028378,0.4889228859311002,0.7195847466052951
Dennd4b,0.078891,0.8453380725485873,0.9832622417855655
Sucla2,0.03387915,0.48941988018140903,0.7200749794397103
Cenpq,0.016586661,0.8459926786788013,0.9838651242119659
Thg1l,0.08132467,0.48956711036591327,0.7202312959782499
1500011K16Rik,0.009040197,0.8460790831251718,0.9838651242119659
Nlrp1b,0.5018397,0.49017073946168976,0.7208779315892773
Aloxe3,0.15144973,0.8460851378525635,0.9838651242119659
9130409J20Rik,0.095915094,0.490357808820605,0.7210927007869867
Slc25a30,0.20974025,0.8465854592229658,0.9839967110870546
Kat6a,0.061828848,0.4904103187256327,0.72110957501176
Slc35e2,0.029666666,0.8465848612872653,0.9839967110870546
Nbea,0.077622354,0.49049566600509686,0.7211747271341673
Slc7a6,0.030392956,0.8476764160950307,0.9848738948785438
Milr1,0.34856287,0.49058705602298724,0.7212487522372588
Abcc1,0.026334863,0.8478924345984018,0.9850499372715361
Slc25a46,0.058812685,0.49091932918898884,0.721676875676602
Inafm1,0.018040318,0.8479451932353488,0.9850499372715361
Usp8,0.055076733,0.4914563678856658,0.7223454962240553
Aqr,0.013690193,0.8480521539282462,0.9850499372715361
Plekhn1,0.33787137,0.4916856970435396,0.7226075630844598
Agk,0.019755557,0.8489429266776592,0.9858239642177035
Pcdhgb2,1.0578709,0.49185010239745763,0.7227428588870743
Atf1,0.0125775635,0.8495367428202294,0.9862528362013537
Rragb,0.8691483,0.4920674660730665,0.7229413578548615
Stk36,0.14922242,0.8496195601390601,0.9862838241725264
Gm16685,1.0515078,0.49214107396516193,0.7229890564111178
Ikbip,0.024514154,0.8498026472340614,0.9863888613409529
Junos,0.19302331,0.49222832390891624,0.7230567864291052
BC037039,0.12828209,0.8498776716438936,0.9863888613409529
Pnck,0.637422,0.4923378910710827,0.7230956456985886
Gm15337,0.17858955,0.8502248176983751,0.9866605508428677
Ttc17,0.08927721,0.49246258581254665,0.7230956456985886
Cask,0.014644054,0.8503964601981673,0.9867294153227066
Zfp568,0.1401539,0.4925016663840214,0.7230956456985886
Zfyve28,0.38931793,0.8509228921473967,0.9871447044960524
Insrr,1.0777286,0.49249968387935494,0.7230956456985886
Hnrnph3,0.010487086,0.8512317665392978,0.9872764819477252
Lipa,0.19248734,0.4926836532917891,0.7233024092979623
4930461G14Rik,0.075705536,0.8514939635509609,0.9874812526549881
Kbtbd11,0.14864123,0.4931673064132971,0.7237705925840046
Smarcc2,0.014203199,0.8519431601496945,0.9877005306911708
Stk10,0.7264683,0.4932213496949447,0.7237894595565147
Cplx1,0.38650972,0.851946637552972,0.9877005306911708
Phkg1,0.40966555,0.49339393640916585,0.7239613843411868
Pla2g4b,0.38647208,0.8519729250889224,0.9877005306911708
Zfp346,0.13651602,0.4938573228522233,0.7243563889830379
Tmem116,0.06773801,0.8519955853380603,0.9877005306911708
Gtf2b,0.047986027,0.4940852583176092,0.7245731656860007
Ttyh1,0.19861823,0.8519999712768136,0.9877005306911708
Necap1,0.08228364,0.4943153904449378,0.7248501632417299
Pacrg,0.38497943,0.8525139487923039,0.98807727358707
Ubr2,0.051954683,0.49440269298784423,0.7249176907697444
Slc27a5,0.22058056,0.8526682693468581,0.9881650611997995
Fbxo17,0.2951286,0.4948951786646899,0.7254776440596724
Tdrkh,0.077849336,0.853061071344519,0.988515806576804
Ormdl3,0.08226742,0.4951234219572441,0.7256717176025563
Gnai3,0.011605507,0.8532984180948284,0.9887256429632348
Zmym6,0.1412164,0.49522824688026534,0.7257065823997398
Zfp511,0.0152891455,0.8534125603902569,0.9887927028244204
Ryr1,1.0641071,0.49522980345630685,0.7257065823997398
Ptgds,0.060898744,0.8536649819429594,0.9890199583124752
Slc30a9,0.055090025,0.4954676539939342,0.7259340573316163
Gm11127,0.13550785,0.8537556104760009,0.9890597496799237
Ptdss1,0.05133913,0.4958277794172187,0.7264011311128623
Nr1i3,0.05374858,0.854212978920169,0.9894591443256299
Cdc42bpa,0.08186005,0.4960347066801378,0.7265831374918782
Gm14820,0.37870058,0.8548217358832351,0.9899032859753601
Nphp4,0.95384926,0.49608576416157446,0.7265973606943947
Taco1,0.024398344,0.8553851012166154,0.9902854431978031
Pcsk5,0.07844551,0.4967607940763562,0.7274041691778858
4930432B10Rik,0.2504561,0.855656990555717,0.9903251256395834
Bloc1s5,0.07935757,0.4971600510926,0.7276329090113981
Zfp493,0.04523623,0.8556883203959144,0.9903251256395834
Hltf,0.077199645,0.4971654434928502,0.7276329090113981
Cby1,0.014973734,0.8560577113824843,0.9903740783648763
Shank2,0.1298993,0.4973809075932387,0.7278095085668737
Sptssa,0.004730036,0.8561132971227546,0.9903740783648763
Wdr25,0.19818905,0.4974517730266158,0.7278095085668737
Wnt4,0.17233613,0.8562204268341548,0.9904134781961955
Polr3b,0.08440758,0.4975795966136406,0.7278662970723317
Adap2,0.051438414,0.8562846275857418,0.9904225472628342
Chst14,0.34897876,0.49761631987345667,0.7278662970723317
Hgd,0.37352723,0.8567358728738232,0.990814050280467
Isca1,0.06517468,0.49765473434617247,0.7278662970723317
Gm11491,0.11358206,0.857306726598561,0.991210198537495
Ate1,0.062333085,0.4976562658239382,0.7278662970723317
Uevld,0.03104055,0.8576656196952349,0.9913673574231641
Ppp2r5a,0.042139214,0.49776627255127326,0.7278903307696374
Metap1,0.012123781,0.858008595399314,0.9916424222798182
Gm10941,0.5550273,0.4979260837760031,0.7280185597966305
A530013C23Rik,0.3698433,0.8580946942946193,0.9916424222798182
Gngt1,0.74961895,0.49822914157691855,0.7282570901544347
Fkrp,0.020929847,0.8581530874749812,0.9916424222798182
Hist1h4d,0.09235813,0.49827706790907833,0.7282570901544347
Tram2,0.070117876,0.8581857370984736,0.9916424222798182
Pnisr,0.028348884,0.4982873100614085,0.7282570901544347
Ap1ar,0.009578739,0.858324456212375,0.9917375020724614
2210016L21Rik,0.041268487,0.4983022007166228,0.7282570901544347
Ets1,0.1128545,0.8585609366559022,0.9918803063476542
Aasdh,0.099415995,0.49837931862500606,0.7282570901544347
Shisa8,0.2416246,0.8588272966557277,0.992054639562238
Gm10300,1.1976957,0.498378084366935,0.7282570901544347
Dhx16,0.016210798,0.8589910160192492,0.992054639562238
Ndrg3,0.050252594,0.49889971644957987,0.7287751219591411
Pdzd9,0.16514516,0.859591766796946,0.9926796423685834
Nudt12,0.16605833,0.4990376497206678,0.7288111373810426
Klkb1,0.13651605,0.8597534827301464,0.9927359190496656
Zfp930,0.11059488,0.4994102170913982,0.72915717389059
Pnkp,0.01726094,0.8599069222405105,0.9928478544370887
Mthfsl,0.05043151,0.4995010811991175,0.7291686741910693
Taf8,0.023209715,0.8604893469947366,0.9933897841767512
Gm43140,1.0447861,0.4994996803971661,0.7291686741910693
Rgs2,0.032761417,0.8607589047558429,0.9935191171161234
Syne3,1.0472015,0.49992524881300326,0.7296130509544987
Prrt1,0.1662328,0.8612133766960313,0.9936839501956147
Prkag3,0.75747025,0.49995339731858024,0.7296130509544987
Gtf3c3,0.019884264,0.8612159664629713,0.9936839501956147
Tsx,0.77638596,0.5000094737823433,0.7296130509544987
Shroom4,0.061534148,0.8618032029193454,0.9940576097736565
Tbc1d10c,0.5468226,0.5000458000866257,0.7296130509544987
Tusc2,0.011447074,0.8623368919865897,0.9945426398162591
Commd10,0.068336464,0.5001045348596256,0.7296130509544987
Tal2,0.3579144,0.8625096504942216,0.9946113319860198
Tmem147os,0.30881795,0.5007285287112783,0.7303537877691977
Zfp59,0.073624514,0.8627312286416445,0.9947362955790053
Lair1,1.1352422,0.5009069107572309,0.7304320921696804
Slc17a3,0.2004486,0.8628528225279354,0.9948112222991344
Rhot2,0.07385843,0.5011235746879453,0.7306267798880995
Gcg,0.036776286,0.8631239323816424,0.9950175359653861
Mllt6,0.054787587,0.5012647902775813,0.7307589425467856
C730036E19Rik,0.3560476,0.8632016352240546,0.9950175359653861
Ift22,0.07413506,0.5018154526138972,0.7311502320524015
Fam83c,0.35486782,0.8636441887440026,0.9953970832818495
Cul7,0.187243,0.5019690652361839,0.7312385508250735
Cwh43,0.35377428,0.8640513695948451,0.9958010701659373
4930590J08Rik,0.5033709,0.5020316042082483,0.7312385508250735
Gkn3,0.009272208,0.864839364237144,0.9965725699018009
Zfp518b,0.16823347,0.5020899954024085,0.7312385508250735
Wasf1,0.0673379,0.8648703546305755,0.9965725699018009
Ambp,0.36733317,0.5021315315468002,0.7312385508250735
Supt7l,0.020423042,0.8649074298387068,0.9965725699018009
Mettl18,0.091739446,0.5022089609006892,0.7312385508250735
Atoh1,0.038788717,0.8649476376339991,0.9965725699018009
Phxr4,0.27031347,0.5032990057383195,0.7324615675229391
Emid1,0.10691074,0.8651511557374658,0.996741707190355
Cpeb2,0.16404946,0.5034439604343485,0.7325511895928464
Kcnj3,0.15073745,0.8652673343381996,0.9968102049511722
Ovgp1,0.2518418,0.5037409444084266,0.7326799880888332
Sptssb,0.21773517,0.8659745021848763,0.9974287164511261
Cadps2,0.06685352,0.504385996637889,0.7334513331136023
Vamp5,0.06197617,0.8662000530402759,0.997477798197999
Henmt1,1.0325512,0.504438218403858,0.7334513331136023
Hdac6,0.027599594,0.8663444588018325,0.9974870082195048
Tstd1,0.025809973,0.5048006388150542,0.7339175664678537
Trmt5,0.026237436,0.8664432912450368,0.9974870082195048
Bcl9l,0.07131205,0.505330782453252,0.7345060248181139
Exoc6,0.02441508,0.8665109021833992,0.9974870082195048
Defb36,0.64291203,0.5058730564802703,0.734941393862553
Dip2c,0.032530494,0.8676816277317174,0.9983480157224822
Narf,0.08136903,0.5060338128567988,0.7350415104424306
Slc18b1,0.0165854,0.8678799039008311,0.9985107732911684
Gm26740,0.94439596,0.5067972948951986,0.7360217167925989
Tmem38a,0.07794495,0.868254910423041,0.9988114389149056
BC021891,0.044953097,0.5070344699290481,0.736190757668608
Farp2,0.031039366,0.868702903692871,0.9990651915310748
Gm15834,0.24763073,0.5070872139522337,0.7362065111353769
Crisp2,0.3050767,0.8690893729308358,0.9993170355402298
Gm43194,0.95029664,0.5071663365789902,0.7362457974720146
Prdx3,0.0063806255,0.8693874463929608,0.9993946225854321
Rfx3,0.11111307,0.5072996738646248,0.7363324662445735
Usp24,0.013798701,0.8695467033774887,0.9994728744308027
Inpp5b,0.06891105,0.5074156911862662,0.7364400347882603
Arl15,0.038170572,0.8696830207091222,0.9994728744308027
Tbc1d10b,0.06801753,0.507714998560418,0.7365226561184953
Cpne1,0.21291529,0.8698209661692098,0.9995660370449597
Rab11fip2,0.08696717,0.5077432887938078,0.7365226561184953
Nosip,0.014749496,0.8699877271390095,0.9996922990266013
Stoml1,0.12984383,0.5077516656406162,0.7365226561184953
Gm10644,0.16582635,0.8703713843285963,0.9999724222090265
Atg2b,0.07122622,0.5078434543530668,0.7365742013326546
Nup98,0.035411116,0.8704022176127735,0.9999724222090265
3110002H16Rik,0.078852996,0.508111486248767,0.7368027868989792
