,logFC,AveExpr,t,P.Value,adj.P.Val,B,abs.log2FC
Mrpl15,0.1102009233909644,1.4283464594216677,10.95911188291794,8.994110422231525e-28,1.2098308715375567e-26,51.604777265889076,0.16023211
Lypla1,0.001404150783935644,0.7389189507080628,0.1346642088606576,0.8928803809916703,0.9157455680367641,-7.979267670879881,0.0068741464
Tcea1,0.00026059192275548575,0.5923056197954012,0.025919840361017837,0.9793218491585252,0.9841028254884318,-7.987990077655235,0.0019557867
Atp6v1h,0.006226101304563221,0.19492835068845893,0.9041977400867474,0.3659147372824827,0.44561245730424526,-7.5799736277733105,0.0077021355
Rb1cc1,-0.05276433311319602,0.29491497559590385,-6.457477625287345,1.1196482359914725e-10,5.898813414738406e-10,12.791843916829432,-0.07758864
Pcmtd1,-0.03677766947150932,0.22249534141193997,-4.961975165488982,7.105701679341421e-07,2.5871067693891782e-06,4.2929449620136,-0.051720407
Rrs1,0.08860698867242363,0.5889698644944498,8.729048291165098,3.027170828226228e-18,2.6038376093907042e-17,29.910790636133633,0.12298445
Vcpip1,-0.030211436073905012,0.18213318038989115,-4.515850275868533,6.386503559767233e-06,2.0797256441317065e-05,2.186219937023683,-0.045594964
Snhg6,-0.09562383564631584,0.7020903526734303,-8.965773329657264,3.6986622237471266e-19,3.340495851263859e-18,31.985014856034695,-0.14232029
Cops5,0.06532749950556786,0.8695170555422614,6.137756414423316,8.722742377779604e-10,4.279655919386213e-09,10.789244274799099,0.094136335
Cspp1,-0.0447982103946328,0.3506701203581091,-5.033384964377296,4.912173690058731e-07,1.820672082525537e-06,4.648478025565103,-0.06525314
Arfgef1,0.010722105209123594,0.6222381663752031,1.0519572096371805,0.2928473985302637,0.3691770865106629,-7.435615994111157,0.016883537
Ncoa2,-0.034139467706099456,0.18697949314976597,-4.9897071838703635,6.160184286964284e-07,2.253980616945882e-06,4.430416331408715,-0.049409628
Tram1,0.0005866206857058325,0.623607068151325,0.057193193890676716,0.9543925682271661,0.9639767912106181,-7.986691789465291,0.002449893
Lactb2,0.02696757431902799,0.15156466709600913,4.401855703803749,1.085658857828155e-05,3.4135582773133215e-05,1.6795719970812026,0.039962728
Terf1,0.00642941436660048,0.3151668576757471,0.7683850494708104,0.44227860173467004,0.5218721709862709,-7.6934280976249605,0.008751896
Rpl7,0.000995073474518692,4.220024584234656,0.2475737593107777,0.8044698580262695,0.8427462082365382,-7.95771057787639,-0.0010800511
Rdh10,0.008104162874502732,0.1218900987980244,1.4327470616601135,0.15196483474555847,0.20976930011430722,-6.96310551143694,0.010394793
Stau2,-0.006927369744282765,0.15222272031658046,-1.1181771297197065,0.26352116712378526,0.33715320182316033,-7.363845488163733,-0.009119079
Ube2w,-0.02548325203502196,0.16310285296526042,-4.0128658092680585,6.047159913010026e-05,0.00017040245905778966,0.04783434142126275,-0.039542187
Tceb1,0.06715742381468781,1.224759583988705,6.762360096913983,1.4420670896134028e-11,8.078313803903942e-11,14.795307611657911,0.09497518
Tmem70,0.0578676348575332,0.8223261696547717,5.384086776489434,7.464583750868262e-08,3.0432533753539835e-07,6.467839526956254,0.08554348
Ly96,-0.028573773432085645,0.13193277810428952,-4.85221026628668,1.241418086534333e-06,4.388095640541287e-06,3.7563030541029754,-0.04204763
Mcm3,0.06437007054526935,0.6730056121256258,5.28285790329098,1.3040389321616687e-07,5.166539207055922e-07,5.9285356565230565,0.098759145
Tmem14a,2.2538736099094937e-05,0.10122120520732067,0.00435455447830713,0.9965256756134729,0.9972016681576992,-7.988316183275801,-0.00056784373
Smap1,0.050093231686896625,0.8142126682892934,4.831506583045107,1.3774013526089101e-06,4.834012439310652e-06,3.6564210397754913,0.07356919
Sdhaf4,-0.057992970074547914,0.5037579759964356,-6.05223620160456,1.4855084440820824e-09,7.1186980176342784e-09,10.270670596853748,-0.08111854
Fam135a,-0.012560049015583892,0.1944454618008645,-1.8385818774057463,0.0660096083101381,0.10134450011327534,-6.300171905159978,-0.018991614
Lmbrd1,-0.0131513555644114,0.2023595755737465,-1.880971808379561,0.06000798025705829,0.09313179611699507,-6.2214466226697045,-0.022783078
Phf3,-0.03506405570536703,0.44890576443872654,-3.682172396589153,0.00023260738821884554,0.0005979692108989259,-1.2211280086533751,-0.053286888
Ptp4a1,0.00487306498895118,0.6292475308670296,0.48146716412469487,0.6301962063505986,0.6949746601556377,-7.872539837935493,0.008836641
Prim2,-0.0017312106780107527,0.1872637101730427,-0.24996797808110063,0.8026178122441998,0.8411046952608824,-7.957115576495817,-0.0031899128
Bag2,0.037621388514756146,0.10057992886852574,7.052288019715118,1.8932172126383467e-12,1.1383740182786689e-11,16.78363581957278,0.05490514
Zfp451,-0.018699361432247427,0.158367785641381,-2.9258196353766732,0.003444077977983986,0.007132319649774511,-3.7145057961462653,-0.032481268
Ccdc115,0.03890629193394287,0.46068731983502703,4.133180596969002,3.6101812243390276e-05,0.00010524938740653733,0.536479260021105,0.05691916
Imp4,0.0759728863050417,0.84138362871634,7.3123092181220475,2.8501974563080115e-13,1.810990501491903e-12,18.640349157162998,0.11073232
Ptpn18,-0.05274876396309614,0.4975460629814022,-5.419369863526249,6.135369979978806e-08,2.519482995894049e-07,6.65761972845775,-0.07423954
Fam168b,0.010306058087988321,0.4273195015954542,1.1334616038330123,0.25705062003878715,0.33025911423476634,-7.346657871847282,0.012366154
Plekhb2,-0.05631975077832361,0.41657037934383473,-6.141208980342696,8.535991555951816e-10,4.199669886699807e-09,10.810331330021796,-0.08012422
Hs6st1,-0.016322204789451,0.13916313092987817,-2.75933108354873,0.005803679763828244,0.011499523078048754,-4.1868556945268445,-0.0231669
Uggt1,0.003125746170403867,0.35484035893961474,0.35930912660541287,0.7193722690318458,0.7722454764343077,-7.92384031503069,0.0046863984
Neurl3,0.009213627718101197,0.42591430109900397,0.9863655052818409,0.3239802766734504,0.4021808455591458,-7.502388748293397,0.013813131
Kansl3,-0.04060000835143038,0.333000951432609,-4.837368164209863,1.337512867762998e-06,4.707088028854989e-06,3.684656298674554,-0.059841104
Lman2l,-0.03239199469043872,0.13938610784284344,-5.398655372107264,6.884993529288182e-08,2.8134384915849357e-07,6.546051617260087,-0.04995363
Cnnm4,-0.008523759127361615,0.4298266719089256,-0.8911040401860563,0.3728971564097683,0.45243491862684837,-7.591714181068513,-0.012691847
Cnnm3,-0.013585770883812588,0.10588126478252469,-2.573429038806519,0.010085475128073984,0.01896060755280009,-4.6816451191396,-0.019799825
Ankrd39,-0.002113301258003867,0.15063844420172431,-0.34381900969441576,0.7309904274174335,0.7819291781087617,-7.929280464278193,-0.0037347323
Cox5b,-0.07113564364087106,3.0720464941259618,-11.436941082573174,4.406367538351165e-30,6.576856506230381e-29,56.876574781249445,-0.10719438
Actr1b,0.03925758979198356,0.4175845157598948,4.34250033057299,1.4241143386638171e-05,4.3965245941797855e-05,1.4208735582407694,0.058343653
Tmem131,-0.021042896829538815,0.30189006267725166,-2.570570250715448,0.010169037355445113,0.01909337073250842,-4.688985038982903,-0.030708361
Inpp4a,-0.01654805124114616,0.08534092635363788,-3.4101054324521423,0.0006522272931652559,0.0015581278736317625,-2.183585973072595,-0.022889042
Coa5,0.006901535442564877,0.4106978970211189,0.7603698167209314,0.4470534596784863,0.5263895399247416,-7.699548125516493,0.008799793
Unc50,0.012532401468942097,0.5054813876023163,1.2938048701266518,0.1957659999617881,0.2610704935455456,-7.152290035068815,0.015580897
Mgat4a,0.03391007097232077,0.6793376145312736,3.0721720339181666,0.0021318648729489664,0.004590510813107613,-3.276618961578304,0.0431716
2010300C02Rik,-0.044932066201752316,0.25431555394653804,-5.846819308547899,5.185048286738583e-09,2.3595301997903955e-08,9.054566624001602,-0.062134106
Lipt1,0.0018943520764604443,0.08739075017047,0.3935903795632188,0.6938927999356028,0.7518233776753606,-7.910948488439549,0.0023395445
Mitd1,-0.0005802985132802503,0.2802678786705922,-0.07273871239410586,0.9420156569322853,0.9550722313296285,-7.985682888759643,-0.0036656812
Mrpl30,0.046137465581207855,1.7147213911115229,5.2871421069353115,1.2715422242501116e-07,5.040044884387701e-07,5.952736598506901,0.06293688
