"X","baseMean","logFC","lfcSE","stat","P.Value","adj.P.Val"
"Sis",21.2702674848821,-2.02883709717113,0.454226284123861,-4.46657793281266,7.94807168574338e-06,0.0600483713879448
"Cyp2j6",75.7761994105161,0.860853928117789,0.204537702466899,4.20877871284931,2.5675468573965e-05,0.0600483713879448
"Defa23",13.7389567188282,2.19136700719051,0.523522888148423,4.18580936344705,2.84151763340564e-05,0.0600483713879448
"Defa3",26.252753729725,1.6878190941866,0.398530199199596,4.23510965436597,2.28440204427232e-05,0.0600483713879448
"Nptn",63.9341958526191,-0.989638472408292,0.243617437822949,-4.06226451296774,4.85989636268675e-05,0.0821614079075822
"Defa26",26.7848773113617,1.49407837539825,0.396732708501977,3.76595713784159,0.000165912255617104,0.233742716121897
"Fabp1",310.914496528366,0.396041137211213,0.112506412452285,3.52016501618677,0.000431278388209407,0.407589546307577
"Agt",109.932138255981,0.607934755352081,0.172781500202408,3.51851763435267,0.000433964972999905,0.407589546307577
"Pnliprp2",14.9004888747049,1.73484202584804,0.49061878872776,3.53602851278222,0.000406190850380265,0.407589546307577
"Ctsh",92.2873977539273,0.646891111654407,0.187800191807362,3.44457109137546,0.000571966202796595,0.483483031223962
"Aldob",74.8088016183982,-0.816548939017387,0.24244403845519,-3.36798934805859,0.00075718521505266,0.560619185097002
"Nrtn",64.5106010515437,0.753676699291858,0.224694429219611,3.35422957262208,0.000795863033380341,0.560619185097002
"Ern2",24.315021706516,1.25829211404104,0.379056562509004,3.3195365507256,0.000901670002683058,0.581415942607437
"Gm42418",221.032065530467,-0.458178223544061,0.138794215811085,-3.30113341443346,0.000962950809949617,0.581415942607437
"Anxa2",212.175838067075,-0.436161112142504,0.137539772645174,-3.17116353876573,0.00151829640349832,0.855610633251423
"Mrpl15",178.112273916956,0.118087130687635,0.138456572803318,0.852882086395289,0.393724696641848,0.999963325613474
"Lypla1",127.818397430953,-0.0967356906671747,0.156876682931849,-0.616635237686655,0.5374753466062,0.999963325613474
"Tcea1",92.3115382141786,-0.0690962036129242,0.191635544878184,-0.360560477738334,0.718428038727304,0.999963325613474
"Atp6v1h",59.0673826022887,0.0449721337137047,0.227219778759385,0.197923499262483,0.843104918109828,0.999963325613474
"Rb1cc1",79.8215084251263,-0.134376794301574,0.210412517675324,-0.638634981350887,0.523060418963695,0.999963325613474
"St18",53.4639774830067,-0.283321976630466,0.238618441783934,-1.18734316808175,0.235092287180159,0.999963325613474
"Pcmtd1",57.0447044473419,0.0625297330528436,0.228734888517292,0.273372083542544,0.784567209873809,0.999963325613474
"Rrs1",43.7560199898749,0.233274008194078,0.262084961672483,0.890070176882532,0.373428205436929,0.999963325613474
"Vcpip1",36.8057443762104,-0.0976255689160308,0.284112955712331,-0.343615336622939,0.73113558932616,0.999963325613474
"Sgk3",33.0761193266007,-0.190625798051471,0.311606411737626,-0.611751847429823,0.540701952823388,0.999963325613474
"Snhg6",95.718928172983,-0.2007223413337,0.186134001875417,-1.07837546773452,0.280866230430178,0.999963325613474
"Cops5",161.440699632055,0.226571013524034,0.14188642070116,1.59684776319248,0.110299646161704,0.999963325613474
"Cspp1",59.4420992160843,0.068417728554849,0.223593277979334,0.305991884788113,0.759610824627611,0.999963325613474
"Arfgef1",85.3647348649058,-0.0155309563142623,0.199952210416104,-0.0776733414546513,0.938087900460253,0.999963325613474
"Ncoa2",24.9317927908865,-0.104655544520377,0.3529672952066,-0.296502100737463,0.766846662901864,0.999963325613474
"Tram1",100.666296097394,0.0356720150892051,0.176149988125276,0.202509324405037,0.839518569603799,0.999963325613474
"Lactb2",28.0231884182003,0.0801047098971861,0.32473913623924,0.246674025264918,0.805160510301319,0.999963325613474
"Xkr9",15.4602556086735,0.0979924079559013,0.436638380905693,0.22442463200931,0.82242690589342,0.999963325613474
"Terf1",27.1103283829838,0.0515972661126881,0.337468320952732,0.152895139807553,0.878480968718307,0.999963325613474
"Rpl7",671.517830890137,0.0811060629207353,0.0796672931706133,1.01805972931754,0.30864957169025,0.999963325613474
"Stau2",27.3983330142818,-0.261199509612396,0.337536621072811,-0.773840505904844,0.439025115596851,0.999963325613474
"Ube2w",57.8747426652628,0.166832171168869,0.232483504037423,0.71760864006082,0.472998628769035,0.999963325613474
"Tceb1",214.561248166716,0.0656029591498388,0.12357302640103,0.530884134349341,0.595499072790274,0.999963325613474
"Tmem70",93.6752925852823,0.202833985790364,0.184403587229811,1.09994598715471,0.271355656223751,0.999963325613474
"Ly96",47.0213272519104,0.331838714198394,0.257706303165945,1.28766238978917,0.197863511100377,0.999963325613474
"Mcm3",18.2869613980222,-0.110818228501825,0.430113011162796,-0.2576490959951,0.796677735402395,0.999963325613474
"Tmem14a",16.3123628702451,0.0796167845478654,0.422692549790741,0.188356252286161,0.850597391448369,0.999963325613474
"Smap1",162.972704170507,0.0639455556352533,0.143137423411552,0.446742396999809,0.655061066344335,0.999963325613474
"Sdhaf4",147.056782344771,-0.0188789353633257,0.148938178278903,-0.126756856982451,0.899132843356944,0.999963325613474
"Fam135a",33.5679408809,0.300197720666957,0.30175540183516,0.994837934437196,0.319815093097493,0.999963325613474
"Lmbrd1",45.2457695559323,-8.16290644916053e-05,0.260140286946221,-0.000313788630933895,0.999749632900131,0.999963325613474
"Phf3",86.8133500328578,0.22317814553013,0.188964220863256,1.18106033253582,0.237578756635753,0.999963325613474
"Ptp4a1",77.5126945109597,-0.11713275526513,0.20204163239149,-0.579745638949132,0.562086161338511,0.999963325613474
