"X","baseMean","logFC","lfcSE","stat","P.Value","adj.P.Val"
"Hmg20b",17.4095781782331,0.0595237409912251,0.396966217348863,0.149946616084245,0.880806733130862,0.999881901625511
"Fzr1",8.60257450489409,-0.116669455853361,0.549245680886403,-0.212417611850991,0.831781247005403,0.999881901625511
"Dohh",25.7441611157635,-0.112012398653554,0.326871741293608,-0.342679970468723,0.731839232604294,0.999881901625511
"Smim24",65.7177039524697,-0.463178276032152,0.238299236676131,-1.94368342296308,0.0519336388567863,0.999881901625511
"Nfic",10.6354248114134,-0.232373406146389,0.500557697063881,-0.464229013976651,0.642483676061754,0.999881901625511
"Ncln",9.62119886794006,0.656652824318073,0.550286338484118,1.19329297930049,0.232754651103601,0.999881901625511
"Gna11",27.2784889859544,-0.0348234202116433,0.322239871771601,-0.108066764116409,0.913942732110662,0.999881901625511
"Aes",81.3405619909858,0.0331184587444542,0.206563812192425,0.160330400533094,0.872620812467918,0.999881901625511
"Tle6",5.64148264423527,0.519311364687216,0.688329596114965,0.754451599376646,0.450578097870254,0.999881901625511
"X1190007I07Rik",14.2950479587083,-0.319765615782481,0.43009579631827,-0.743475333913411,0.457193949705981,0.999881901625511
"Tdg",7.59562084284531,-0.190256348245008,0.5676030547301,-0.335192608037454,0.737479797762832,0.999881901625511
"Hcfc2",8.16162260895122,-0.116097858504076,0.550063368777514,-0.211062697670811,0.832838347464816,0.999881901625511
"Nfyb",16.1614585358378,0.394025382686206,0.418485983922331,0.941549771854091,0.346423195758532,0.999881901625511
"Txnrd1",23.7980213471407,-0.240119705647933,0.339663705372049,-0.706933657762812,0.479607706475892,0.999881901625511
"Appl2",14.3954342561935,-0.158016186045233,0.4290073125733,-0.368329819595405,0.712627320217836,0.999881901625511
"Ckap4",8.51498459696664,-0.290600058716103,0.572156297431904,-0.507903277514287,0.611521176098885,0.999881901625511
"Tcp11l2",5.03414942802609,-0.816292190132075,0.723412117434857,-1.12839164628118,0.259154554193951,0.999881901625511
"Tmem263",16.3457791813723,-0.078263317978475,0.422669518318004,-0.185164329545033,0.853100146160014,0.999881901625511
"Pwp1",5.36205332464148,-0.0833304267955811,0.693597684755077,-0.120142308181156,0.904370418012694,0.999881901625511
"Rtcb",25.1493010517794,0.10802962195978,0.343250901029293,0.314724947948674,0.75297050042372,0.999881901625511
"Fbxo7",4.24381072337633,0.600258228853934,0.791185529048745,0.758682011759788,0.448042799979555,0.999881901625511
"Hsp90b1",134.381682575664,0.248820003764104,0.187416630544048,1.32763033377459,0.184300258478328,0.999881901625511
"Ccdc53",15.4845727543687,-0.152484595596257,0.408176621486882,-0.373575034848382,0.708720510594631,0.999881901625511
"Chpt1",26.8446270980593,0.104708109516838,0.335516839689614,0.312080042282536,0.754979693571027,0.999881901625511
"Arl1",49.7252728488056,0.0774796545382297,0.249171600353161,0.310948978247981,0.755839409523035,0.999881901625511
