"X","baseMean","LogFC","lfcSE","stat","P.Value","adj.P.Val"
"H2.Aa",83.1855508998463,2.33999273555727,0.280876126293543,8.33104887352282,8.01292406719294e-17,7.97686590889057e-13
"Mgll",63.6310923030802,2.66009323264711,0.34636093278302,7.68011914990871,1.58940688928493e-14,7.91127279141575e-11
"Fabp1",868.722383610138,1.94967873614919,0.276465928200231,7.05214833828324,1.76176236329624e-12,5.84611477553802e-09
"Sepp1",216.580158906844,-1.22648194973274,0.182854059212608,-6.70743627466692,1.98073411271698e-11,4.92955202302439e-08
"Etv4",58.050453239746,1.67353821019003,0.274700084789556,6.09223769068764,1.11343195671235e-09,2.21684302581429e-06
"H2.Ab1",143.315863049886,1.39266158224971,0.241710432213674,5.76169414573956,8.3273801123911e-09,1.38165115031422e-05
"Fabp2",1510.28075047665,0.404420924085805,0.0755831409150271,5.35067634382207,8.76261175830883e-08,0.000124616857219949
"S100g",104.473091501972,-1.11625202349731,0.212965974878566,-5.24145711132404,1.59313509149293e-07,0.000198245747947651
"Tmem266",128.280638161633,1.11524625602388,0.216698786983082,5.14652745200159,2.65352647370864e-07,0.000293509511619661
"Cgref1",116.610800048595,1.06697889839837,0.209801189597398,5.08566658008883,3.66337132774618e-07,0.000364688615677132
"Ptpn6",162.639548577862,1.02026570341388,0.202454791577099,5.03947422269503,4.6681249496843e-07,0.00038725986561756
"Cst6",69.7685562260394,1.33405249645817,0.263891217151048,5.0553122262291,4.2968721397382e-07,0.00038725986561756
"Srm",328.36273922454,0.71962269893641,0.144899671861452,4.96635147403569,6.8224259389306e-07,0.000522440386323493
"Asb4",35.9559528940697,1.81291936752904,0.377286165260865,4.80515729029062,1.54629892947323e-06,0.00103653700355262
"Ppic",223.489540633521,0.744959464829865,0.155097881407867,4.80315693591465,1.5618337572365e-06,0.00103653700355262
"Acadl",471.020559124378,0.680825108656646,0.150092956293654,4.53602304510961,5.73249190538174e-06,0.0035666848073797
"Slc16a12",48.6148830192601,1.52156568790778,0.337018164049277,4.51478837112562,6.33800255195451e-06,0.00371145972968865
"Ces2e",230.14716800285,0.66254728813318,0.147211624453904,4.50064518064361,6.77475136130956e-06,0.00374681387787982
"X2810417H13Rik",746.111862438254,0.471936646832615,0.105575325073352,4.47014154590311,7.81678481208828e-06,0.00409558383180731
"Smim24",1099.67988832694,-0.365076715788159,0.0820975744876269,-4.44686360183735,8.71331242006785e-06,0.00433705125708877
"Ndrg1",165.511688937162,-0.798682977690177,0.183001169287908,-4.36435996992807,1.27495486512208e-05,0.006043893182043
"Ces1d",217.681038197001,-0.628842724706504,0.145945573710879,-4.30874817726404,1.64181175366556e-05,0.00742919818533668
"Retsat",241.866900635355,0.760745284294387,0.178819801408586,4.25425639835131,2.09744858419329e-05,0.00907830463288876
"Cad",134.559773862305,0.818228520469725,0.195183281641768,4.19210351207985,2.76379831760176e-05,0.00941882175842632
"Scarb1",31.5937706633223,1.63166409578784,0.387160059612551,4.21444323936908,2.50395112968885e-05,0.00941882175842632
"Akr1b8",28.3670611753964,1.67628353340848,0.397224671920373,4.21998846472584,2.4431481918475e-05,0.00941882175842632
"Tmem238",886.085182403183,0.357348747787451,0.0852302205968148,4.19274695389919,2.75596805488284e-05,0.00941882175842632
"Ypel3",236.574495997955,-0.827565564157972,0.196352506935286,-4.21469314079458,2.50118028309059e-05,0.00941882175842632
"Emp2",76.6957555386554,-1.12084692587059,0.267669562877381,-4.18742763959324,2.82133928532074e-05,0.00941882175842632
"Sdf2l1",282.573554598317,0.670613667872899,0.160201747812201,4.18605712503859,2.83841941489492e-05,0.00941882175842632
"Syce2",263.785460523334,0.560214400747552,0.135548390923145,4.13294762801861,3.58140355302537e-05,0.0115009265710863
"Tubb4b",1089.36304231464,0.344182545980078,0.0838751944073397,4.10350817559428,4.06932065793744e-05,0.0126594022343023
"Aldh9a1",478.022150663841,0.433750741386589,0.105891931046035,4.0961642412397,4.20051974055923e-05,0.0126715678840204
"Cdk2ap1",435.607286055751,0.477112784330147,0.11804941393562,4.04163619643506,5.30795376082065e-05,0.0150973370539913
"Nolc1",598.352127529374,0.443024961234651,0.109571341392885,4.04325579666054,5.27140562008015e-05,0.0150973370539913
"Me1",26.6116803364074,1.81309363496058,0.452551949381521,4.00637680920044,6.16572596037e-05,0.0170499449820787
"Pbk",298.881810956045,0.519838301459229,0.130204631086766,3.99247167416663,6.53881458199347e-05,0.0175929457199311
"Tnfsf10",172.97233820787,-0.806069087930884,0.202548342861476,-3.9796380288441,6.90202775222001e-05,0.0180814963877237
"Sorbs2",308.31008703434,-0.528593092860636,0.133163151777703,-3.96951473289735,7.20191539779511e-05,0.0183833507141155
"H2.T23",117.284982788306,-0.837947598374466,0.211692847698365,-3.95831794737077,7.54794395928148e-05,0.0187849455286618
"Slc25a36",164.43516797643,-0.732541788423616,0.185386445675051,-3.95143121578387,7.76852014938743e-05,0.0188623458749151
"Acadvl",626.0165178929,0.434919268954174,0.110969185677421,3.91927962973841,8.88140247050838e-05,0.0204841070552145
"Lrrc59",471.262434127084,0.476815903562016,0.121803116211821,3.91464453777037,9.05374897468046e-05,0.0204841070552145
"Tmem252",96.2363109693429,0.859313667865818,0.219034163968449,3.92319468477802,8.738248286409e-05,0.0204841070552145
"Lyar",701.569669242288,0.384682533714429,0.0991559896333557,3.87956930425333,0.000104641584288023,0.0231490438130505
"Slc1a4",27.8931161118135,1.52211955228436,0.393578111263372,3.86738873104098,0.000110006995218449,0.0238069486391231
